title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Exceptional,10,,,Ravi,Solo traveler,Pacific Club Room,4,"4, 2019",New Zealand,nz,[List]
Exceptional,10,,,Rabinovich,Couple,Deluxe Double or Twin Room with Balcony,2,"4, 2019",Macau,mo,[List]
Exceptional,10,,,Har,Solo traveler,Panoramic King or Twin Room,1,"3, 2019",Singapore,sg,[List]
Good,7.5,,,Farhana,Group,Deluxe Double or Twin Room with Balcony,4,"3, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Shiqi,Family,Special - Panoramic,2,"3, 2019",Australia,au,[List]
Exceptional,9.6,,,Michele,Solo traveler,Deluxe Double or Twin Room with Balcony,2,"3, 2019",Australia,au,[List]
Exceptional,9.6,,,George,Couple,Deluxe Double or Twin Room with Balcony,5,"2, 2019",Greece,gr,[List]
Exceptional,10,,,Fatema,Couple,Panoramic King or Twin Room,4,"2, 2019",Kuwait,kw,[List]
Exceptional,9.6,,,Offzilla,Family,Deluxe Double or Twin Room with Balcony,2,"2, 2019",Thailand,th,[List]
Wonderful,9,,,Mark,Solo traveler,Special - Panoramic,2,"2, 2019",Hong Kong,hk,[List]
Wonderful,9.2,,,Cho,Solo traveler,Special - Panoramic,2,"1, 2019",Hong Kong,hk,[List]
Exceptional,10,,,Anna,Solo traveler,Special - Panoramic,2,"1, 2019",Hong Kong,hk,[List]
Wonderful,9,,,Nevadhok,Family,Deluxe Double or Twin Room with Balcony,2,"29, 2019",Singapore,sg,[List]
Good,7.5,,,Mohamed,Couple,Deluxe Double or Twin Room with Balcony,1,"29, 2019",Singapore,sg,[List]
Exceptional,10,,,Rowena,Couple,Special - Panoramic,2,"29, 2019",Hong Kong,hk,[List]
Good,7.5,,,Darren,Couple,Deluxe Double or Twin Room with Balcony,4,"27, 2019",Singapore,sg,[List]
Exceptional,10,,,Elena,Family,Deluxe Double or Twin Room with Balcony,4,"23, 2019",Italy,it,[List]
Exceptional,10,,,Joseph,Group,Special - Harbor Studio,1,"22, 2019",Philippines,ph,[List]
Exceptional,10,,,Clarence,Solo traveler,Pacific Club Room,1,"22, 2019",Singapore,sg,[List]
Very Good,8,,,Daniel,Couple,Harbor Studio,2,"22, 2019",Australia,au,[List]
Very Good,8,,,Hanis,Group,Deluxe Double or Twin Room with Balcony,1,"22, 2019",Malaysia,my,[List]
Very Good,8,,,Kimberly,Group,Panoramic King or Twin Room,1,"21, 2019",Singapore,sg,[List]
Exceptional,10,,,Bee,Group,Deluxe Double or Twin Room with Balcony,1,"20, 2019",Singapore,sg,[List]
Very Good,8,,,Marek,Solo traveler,Special - Harbor Studio,3,"20, 2019",Poland,pl,[List]
Exceptional,9.6,,,Sridhar,Couple,Special - Deluxe,4,"20, 2019",South Africa,za,[List]
Excellent staff and facilities,10,,,Tony,Family,Connecting Harbor Studio Room,3,"20, 2019",Australia,au,[List]
Exceptional,10,,,Wayal,Solo traveler,Special - Harbor Studio,6,"20, 2019",Saudi Arabia,sa,[List]
Excellent,8.8,,,Ross,Solo traveler,Panoramic King or Twin Room,4,"18, 2019",Mauritius,mu,[List]
Excellent,8.8,,,Mohammad,Solo traveler,Deluxe Double or Twin Room with Balcony,5,"17, 2019",Saudi Arabia,sa,[List]
Wonderful,9.2,,,Nanthaporn,Family,Deluxe Double or Twin Room with Balcony,2,"17, 2019",Thailand,th,[List]
Good,7.5,,,Sean,Couple,Special - Pacific Skyline Suite,1,"17, 2019",Singapore,sg,[List]
Good,7.5,,,Manoj,Solo traveler,Panoramic King or Twin Room,2,"16, 2019",India,in,[List]
Wonderful,9.2,,,Deirdre,Group,Deluxe King or Twin Room,2,"22, 2019",Australia,au,[List]
Wonderful,9,,,Derick,Couple,Deluxe King or Twin Room,1,"21, 2019",Singapore,sg,[List]
Exceptional,10,,,Abdulrhman,Family,Deluxe Double or Twin Room with Balcony,3,"21, 2019",Saudi Arabia,sa,[List]
Excellent,8.8,,,Prina,Solo traveler,Special - Deluxe Balcony,6,"21, 2019",United Kingdom,gb,[List]
Wonderful,9.2,,,Chloe,Family,Connecting Deluxe Balcony,4,"20, 2019",Australia,au,[List]
Exceptional,10,,,Gordon,Couple,Pacific Club Room,4,"20, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Linda,Family,Deluxe Double or Twin Room with Balcony,3,"18, 2019",South Africa,za,[List]
Exceptional,9.6,,,Malcolm,Couple,Special - Panoramic,4,"17, 2019",Australia,au,[List]
Wonderful,9,,,Jully,Family,Deluxe Double or Twin Room with Balcony,2,"16, 2019",Australia,au,[List]
Very Good,8.3,,,Ai,Family,Deluxe Double or Twin Room with Balcony,1,"15, 2019",Singapore,sg,[List]
Very Good,8.3,,,Adeline,Group,Harbor Studio,1,"15, 2019",Singapore,sg,[List]
Wonderful,9,,,Yi,Family,Special - Harbor Studio,7,"13, 2019",Hong Kong,hk,[List]
Exceptional,9.6,,,Robyn,Family,Deluxe King or Twin Room,5,"13, 2019",Australia,au,[List]
Exceptional,9.6,,,Eli,Group,Pacific Club Room,3,"13, 2019",Singapore,sg,[List]
Outstanding,10,,,Shane27,Couple,Panoramic King or Twin Room,4,"11, 2019",Australia,au,[List]
Exceptional,10,,,Niall,Group,Special - Deluxe,3,"11, 2019",United Kingdom,gb,[List]
Excellent,8.8,,,Ius,Couple,Panoramic King or Twin Room,3,"9, 2019",Indonesia,id,[List]
Exceptional,9.6,,,Peter,Couple,Pacific Club Room,3,"9, 2019",Australia,au,[List]
Exceptional,10,,,Kieran,Family,Special - Deluxe Balcony,1,"9, 2019",Singapore,sg,[List]
Very Good,8,,,Jully,Family,Special - Deluxe Balcony,1,"8, 2019",Australia,au,[List]
Good,7.5,,,Prina,Solo traveler,Deluxe Double or Twin Room with Balcony,1,"7, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Thomas,Solo traveler,Special - Deluxe,2,"5, 2019",United Kingdom,gb,[List]
Exceptional,9.6,,,Sanmesh,Solo traveler,Special - Deluxe Balcony,1,"4, 2019",United Kingdom,gb,[List]
Exceptional,10,,,Yaraslau,Group,Panoramic King or Twin Room,4,"3, 2019",United States of America,us,[List]
Good,7.5,,,Bengie,Family,Harbor Studio,2,"3, 2019",Philippines,ph,[List]
Exceptional,10,,,Gary,Solo traveler,Deluxe Double or Twin Room with Balcony,3,"7, 2020",Australia,au,[List]
Exceptional,10,,,Gary,Solo traveler,Deluxe Double or Twin Room with Balcony,1,"7, 2020",Australia,au,[List]
Exceptional,9.6,,,Arief,Family,Deluxe Double or Twin Room with Balcony,2,"7, 2020",Qatar,qa,[List]
Exceptional,9.6,,,Jan,Couple,Deluxe King or Twin Room,1,"7, 2020",Malaysia,my,[List]
Exceptional,10,,,Aliah,Family,Special - Deluxe,2,"7, 2020",Malaysia,my,[List]
Wonderful,9.2,,,Neetin,Group,Panoramic King or Twin Room,5,"6, 2020",India,in,[List]
Great stay!!! Will come back again!,10,,,Daphne,Family,Panoramic King or Twin Room,1,"5, 2020",Singapore,sg,[List]
Very Good,8,,,David,Couple,Deluxe Double or Twin Room with Balcony,4,"5, 2020",Australia,au,[List]
Exceptional,9.6,,,William,Couple,Deluxe King or Twin Room,4,"4, 2020",Thailand,th,[List]
Exceptional,10,,,Ma,Family,Special - Deluxe Balcony,4,"2, 2020",Philippines,ph,[List]
Exceptional,10,,,Zulkifli,Family,Connecting Deluxe Balcony,2,"1, 2020",Malaysia,my,[List]
Exceptional,10,,,Michel,Family,Deluxe Double or Twin Room with Balcony,5,"1, 2020",Qatar,qa,[List]
Exceptional,10,,,Dat,Family,Connecting Panoramic Room,3,"30, 2019",Vietnam,vn,[List]
Good,7.5,,,Anam,Family,Deluxe King or Twin Room,4,"29, 2019",India,in,[List]
Wonderful,9.2,,,Stephanie,Couple,Special - Deluxe,7,"29, 2019",Australia,au,[List]
Good,7.5,,,John,Family,Deluxe Double or Twin Room with Balcony,2,"27, 2019",Singapore,sg,[List]
loved it,10,,,Cheryl,Couple,Deluxe King or Twin Room,3,"26, 2019",Australia,au,[List]
Exceptional,10,,,Teck,Family,Panoramic King or Twin Room,1,"25, 2019",Singapore,sg,[List]
Exceptional,10,,,Natalija,Group,Deluxe King or Twin Room,3,"25, 2019",Netherlands,nl,[List]
Excellent,8.8,,,Muhanad,Family,Deluxe King or Twin Room,4,"24, 2019",Qatar,qa,[List]
Exceptional,10,,,Simheng,Family,Deluxe King or Twin Room,3,"24, 2019",South Korea,kr,[List]
Very Good,8,,,Neil,Family,Special - Deluxe,2,"23, 2019",Australia,au,[List]
Very Good,8,,,Imtiaz,Family,Deluxe King or Twin Room,1,"23, 2019",Bangladesh,bd,[List]
Exceptional,9.6,,,Abirame,Family,Special - Deluxe,5,"22, 2019",Australia,au,[List]
Exceptional,10,,,Adam,Couple,Pacific Club Room,4,"22, 2019",France,fr,[List]
Wonderful,9.2,,,Roman,Couple,Special - Deluxe,2,"17, 2020",Romania,ro,[List]
Exceptional,10,,,Nicholas,Solo traveler,Pacific Club Harbor Room,2,"17, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Ramassawmy,Family,Skyline Suite,2,"17, 2020",Mauritius,mu,[List]
Wonderful,9,,,Luwei,Family,Special - Deluxe,1,"16, 2020",Australia,au,[List]
Wonderful,9,,,Jatinder,Group,Panoramic King or Twin Room,3,"15, 2020",Canada,ca,[List]
Exceptional,10,,,Ricardo,Couple,Deluxe King or Twin Room,3,"15, 2020",United States of America,us,[List]
excellent stay,10,,,Sharon,Couple,Deluxe King or Twin Room,3,"15, 2020",United Kingdom,gb,[List]
Exceptional,9.6,,,Rajeswari,Couple,Panoramic King or Twin Room,1,"15, 2020",Hong Kong,hk,[List]
Very Good,8,,,Mohammad,Couple,Deluxe King or Twin Room,4,"14, 2020",Saudi Arabia,sa,[List]
Wonderful,9.2,,,Raid,Family,Deluxe King or Twin Room,2,"14, 2020",Australia,au,[List]
Very Good,8,,,Wakazi,Solo traveler,Panoramic King or Twin Room,1,"13, 2020",United States of America,us,[List]
Very Good,8,,,Hoon,Couple,Deluxe King or Twin Room,2,"13, 2020",Australia,au,[List]
Will stay there next time,9,,,Kin,Family,Deluxe Double or Twin Room with Balcony,2,"13, 2020",Hong Kong,hk,[List]
Wonderful,9,,,Pei,Group,Deluxe King or Twin Room,2,"13, 2020",China,cn,[List]
Wonderful,9,,,Davina,Family,Deluxe Double or Twin Room with Balcony,3,"12, 2020",United Kingdom,gb,[List]
Excellent,8.8,,,Carla,Couple,Deluxe King or Twin Room,1,"12, 2020",Australia,au,[List]
Wonderful,9,,,Happybug,Family,Deluxe Double or Twin Room with Balcony,1,"11, 2020",Canada,ca,[List]
Exceptional,10,,,Vitaliy,Solo traveler,Special - Deluxe Balcony,8,"11, 2020",Israel,il,[List]
Exceptional,10,,,Shaps1,Group,Deluxe King or Twin Room,3,"11, 2020",Canada,ca,[List]
Excellent,8.8,,,Vladimir,Family,Special - Deluxe Balcony,7,"10, 2020",Netherlands,nl,[List]
Wonderful,9,,,Donna,Couple,Deluxe King or Twin Room,1,"9, 2020",United Kingdom,gb,[List]
Good,7.5,,,Abdulla,Family,Deluxe Double or Twin Room with Balcony,3,"9, 2020",Qatar,qa,[List]
Wonderful,9,,,Steven,Group,Deluxe King or Twin Room,3,"8, 2020",Canada,ca,[List]
Exceptional,10,,,Peyman,Family,Deluxe King or Twin Room,2,"8, 2020",Iran,ir,[List]
Exceptional,10,,,Laurence,Group,Deluxe King or Twin Room,2,"7, 2020",Australia,au,[List]
Very Good,8,,,Chandreyee,Family,Connecting Panoramic Room,4,"26, 2020",United States of America,us,[List]
Wonderful,9,,,Leonora,Group,Pacific Club Room,3,"26, 2020",Philippines,ph,[List]
Excellent,8.8,,,Sadia,Couple,Panoramic King or Twin Room,3,"25, 2020",Bangladesh,bd,[List]
Good,7.9,,,Paul,Couple,Deluxe King or Twin Room,3,"25, 2020",United Kingdom,gb,[List]
"Very good position,very nice views!",9,,,Catalin,Solo traveler,Skyline Suite,3,"24, 2020",Romania,ro,[List]
Wonderful,9,,,Stanley,Family,Pacific Club Room,5,"24, 2020",United States of America,us,[List]
Exceptional,10,,,Richard,Couple,Pacific Club Harbor Room,2,"24, 2020",United States of America,us,[List]
Exceptional,9.6,,,Caro,Couple,Deluxe King or Twin Room,3,"24, 2020",Australia,au,[List]
Wonderful,9,,,Ralf,Family,Deluxe Double or Twin Room with Balcony,1,"21, 2020",Germany,de,[List]
Exceptional,9.6,,,John,Couple,Deluxe Double or Twin Room with Balcony,4,"21, 2020",Canada,ca,[List]
Very Good,8,,,Eleen,Family,Special - Deluxe,1,"21, 2020",Malaysia,my,[List]
Exceptional,9.6,,,Paul,Couple,Pacific Club Room,2,"21, 2020",United Arab Emirates,ae,[List]
Very Good,8,,,Bjorn,Couple,Panoramic King or Twin Room,1,"20, 2020",Spain,es,[List]
Exceptional,9.6,,,Grace,Couple,Deluxe King or Twin Room,3,"20, 2020",Canada,ca,[List]
Wonderful,9,,,Lizelle,Family,Special - Harbor Studio,4,"20, 2020",United Arab Emirates,ae,[List]
Wonderful,9,,,Prasanth,Solo traveler,Special - Deluxe Balcony,1,"20, 2020",Singapore,sg,[List]
Good,7.5,,,Padmaja,Family,Deluxe Double or Twin Room with Balcony,5,"20, 2020",United States of America,us,[List]
Wonderful,9,,,Elizabeth,Family,Deluxe King or Twin Room,6,"19, 2020",Australia,au,[List]
Exceptional,10,,,Soeun,Couple,Special - Panoramic,1,"19, 2020",Australia,au,[List]
Exceptional,10,,,Kevin,Couple,Deluxe King or Twin Room,2,"19, 2020",United Kingdom,gb,[List]
Exceptional,9.6,,,Kevin,Family,Connecting Panoramic Room,1,"19, 2020",United Kingdom,gb,[List]
Excellent,8.8,,,Therese,Couple,Deluxe King or Twin Room,4,"19, 2020",Australia,au,[List]
Exceptional,10,,,Sally,Couple,Deluxe Double or Twin Room with Balcony,1,"18, 2020",United States of America,us,[List]
Exceptional,10,,,Rcp326,Family,Harbor Studio,1,"18, 2020",United States of America,us,[List]
Excellent location for transport & exploring Singapore,10,,,Pauline,Couple,Deluxe Double or Twin Room with Balcony,3,"18, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Shanyu,Group,Deluxe King or Twin Room,3,"16, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Muhammed,Family,Deluxe King or Twin Room,2,"16, 2020",Jordan,jo,[List]
Exceptional,10,,,Tracy,Solo traveler,Harbor Studio,2,"14, 2020",Indonesia,id,[List]
Wonderful,9,,,Drew,Solo traveler,Harbor Studio,2,"13, 2020",United States of America,us,[List]
Very Good,8,,,Cynthia,Family,Deluxe King or Twin Room,3,"13, 2020",United States of America,us,[List]
Exceptional,10,,,Nick2612,Couple,Deluxe Double or Twin Room with Balcony,3,"11, 2020",United Kingdom,gb,[List]
Good view surroundings,10,,,Prashant,Couple,Deluxe King or Twin Room,2,"11, 2020",United States of America,us,[List]
Wonderful,9.2,,,Andrew,Couple,Deluxe King or Twin Room,4,"10, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Lilaram,Family,Deluxe King or Twin Room,2,"9, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Glenn,Couple,Special - Deluxe Balcony,1,"9, 2020",New Zealand,nz,[List]
Great and comfortable stay,9.6,,,Cassandra,Family,Special - Pacific City Suite,2,"9, 2020",Malaysia,my,[List]
Exceptional,10,,,Artem,Couple,Panoramic King or Twin Room,3,"9, 2020",Ukraine,ua,[List]
Exceptional,10,,,Yasser,Couple,Special - Pacific City Suite,5,"9, 2020",Saudi Arabia,sa,[List]
Exceptional,9.6,,,Linda,Solo traveler,Deluxe King or Twin Room,2,"6, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Lorna,Couple,Panoramic King or Twin Room,3,"5, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Marcia,Couple,Deluxe King or Twin Room,2,"3, 2020",Canada,ca,[List]
Very Good,8,,,Nildo,Family,Deluxe Double or Twin Room with Balcony,2,"2, 2020",Brazil,br,[List]
Wonderful,9,,,Nildo,Family,Panoramic King or Twin Room,1,"2, 2020",Brazil,br,[List]
Exceptional,9.6,,,Aliceson,Couple,Deluxe King or Twin Room,1,"2, 2020",Australia,au,[List]
Good,7.9,,,Ru,Family,Deluxe Double or Twin Room with Balcony,4,"1, 2020",Australia,au,[List]
Wonderful,9.2,,,Nora,Group,Deluxe King or Twin Room,1,"31, 2020",United States of America,us,[List]
Exceptional,10,,,Christian,Couple,Harbor Studio,2,"30, 2020",Italy,it,[List]
Wonderful,9.2,,,Wendy,Couple,Panoramic King or Twin Room,3,"30, 2020",Australia,au,[List]
Exceptional,10,,,Jjr99,Group,Deluxe Double or Twin Room with Balcony,2,"29, 2020",Sweden,se,[List]
Exceptional,9.6,,,Syed,Couple,Special - Deluxe Balcony,2,"27, 2020",United States of America,us,[List]
Fantastic location and beautiful hotel,10,,,Alex,Couple,Deluxe King or Twin Room,2,"9, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Atsuko,Family,Deluxe King or Twin Room,2,"9, 2020",Japan,jp,[List]
Exceptional,10,,,Deborah,Group,Deluxe Double or Twin Room with Balcony,3,"9, 2020",Australia,au,[List]
Very Good,8,,,Gill,Couple,Deluxe King or Twin Room,2,"8, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Karen,Couple,Deluxe Double or Twin Room with Balcony,6,"8, 2020",Australia,au,[List]
Exceptional,10,,,Ryan,Couple,Harbor Studio,1,"7, 2020",United Kingdom,gb,[List]
Exceptional,9.6,,,Chisako,Group,Pacific Club Room,2,"7, 2020",Thailand,th,[List]
Exceptional,10,,,Kaylen,Group,Skyline Suite,1,"5, 2020",Singapore,sg,[List]
Exceptional,10,,,Cherry,Family,Deluxe King or Twin Room,4,"5, 2020",United States of America,us,[List]
Wonderful,9.2,,,Nicky,Group,Special - Deluxe Balcony,2,"5, 2020",New Zealand,nz,[List]
Exceptional,10,,,Dave,Couple,Panoramic King or Twin Room,11,"4, 2020",Australia,au,[List]
Excellent,8.8,,,Ragnar,Group,Deluxe Double or Twin Room with Balcony,2,"29, 2020",Iceland,is,[List]
Good,7.5,,,Kelly,Couple,Deluxe King or Twin Room,2,"29, 2020",Singapore,sg,[List]
Exceptional,9.5,,,Ivy,Family,Deluxe King or Twin Room,2,"27, 2020",Singapore,sg,[List]
Exceptional,10,,,Jacob,Family,Deluxe King or Twin Room,1,"25, 2020",South Africa,za,[List]
Exceptional,10,,,Lee,Couple,Panoramic King or Twin Room,2,"23, 2020",Singapore,sg,[List]
"The hotel was very good, but it would have been nice to have tea and coffee making facilities in the",8,,,Stephen,Family,Deluxe King or Twin Room,1,"22, 2020",United Kingdom,gb,[List]
Exceptional,10,,,Wayne,Couple,Deluxe Double or Twin Room with Balcony,2,"21, 2020",New Zealand,nz,[List]
Exceptional,10,,,Harold,Couple,Deluxe King or Twin Room,5,"20, 2020",United States of America,us,[List]
Exceptional,10,,,Harold,Couple,Deluxe King or Twin Room,5,"20, 2020",United States of America,us,[List]
Wonderful,9,,,Paul,Solo traveler,Deluxe King or Twin Room,4,"19, 2020",United States of America,us,[List]
Everything was Excellent,10,,,Carolyn,Couple,Special - Deluxe,2,"19, 2020",Jersey,je,[List]
Exceptional,10,,,Richard,Couple,Deluxe King or Twin Room,2,"18, 2020",United States of America,us,[List]
Exceptional,10,,,Margaret,Couple,Deluxe King or Twin Room,4,"18, 2020",United States of America,us,[List]
Exceptional,10,,,Christopher,Couple,Pacific Club Room,4,"17, 2020",United Kingdom,gb,[List]
Wonderful,9,,,Mariani,Family,Deluxe King or Twin Room,2,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Mustaqim,Couple,Panoramic King or Twin Room,1,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Sher,Group,Panoramic King or Twin Room,2,"22, 2021",Singapore,sg,[List]
Very Good,8,,,Tyyellow,Solo traveler,Pacific Club Room,1,"19, 2021",Singapore,sg,[List]
Very Good,8,,,Nor,Family,Deluxe Double or Twin Room with Balcony,2,"19, 2021",Singapore,sg,[List]
Exceptional,10,,,Jennifer,Couple,Pacific Club Room,1,"17, 2021",Singapore,sg,[List]
Very Good,8,,,Razaleigh,Couple,Deluxe King or Twin Room,1,"16, 2021",Singapore,sg,[List]
Very Good,8,,,Chun,Couple,Deluxe Double or Twin Room with Balcony,1,"15, 2021",Singapore,sg,[List]
Wonderful,9,,,Heng,Couple,Deluxe King or Twin Room,1,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,E,Couple,Deluxe King or Twin Room,1,"12, 2021",Singapore,sg,[List]
Wonderful,9,,,Khairul,Family,Deluxe Double or Twin Room with Balcony,1,"12, 2021",Singapore,sg,[List]
Wonderful,9,,,Marian,Group,Deluxe King or Twin Room,1,"10, 2021",Singapore,sg,[List]
Wonderful,9,,,Vince,Group,Deluxe Double or Twin Room with Balcony,2,"6, 2021",Singapore,sg,[List]
Very Good,8,,,T,Solo traveler,Deluxe King or Twin Room,2,"6, 2021",Singapore,sg,[List]
Exceptional,10,,,Darwin,Couple,Skyline Suite,1,"5, 2021",Singapore,sg,[List]
Wonderful,9,,,Zahari,Family,Special Offer - Deluxe Double or Twin Balcony Room with Fireworks View,1,"4, 2021",Singapore,sg,[List]
Wonderful,9,,,Vt,Couple,Panoramic King or Twin Room,1,"2, 2021",Singapore,sg,[List]
Wonderful,9,,,Jin,Couple,Pacific Club Room,1,"2, 2021",Singapore,sg,[List]
Wonderful,9,,,Janel,Group,Panoramic King or Twin Room,1,"2, 2021",Singapore,sg,[List]
Very Good,8,,,Brandy,Family,Deluxe King or Twin Room,1,"1, 2021",Singapore,sg,[List]
Exceptional,10,,,Samsidar,Family,City Suite,2,"31, 2020",Singapore,sg,[List]
Very Good,8,,,Kenny,Family,Deluxe Double or Twin Room with Balcony,1,"31, 2020",Singapore,sg,[List]
Exceptional,10,,,Vivian,Couple,Panoramic King or Twin Room,3,"30, 2020",Malaysia,my,[List]
Wonderful,9,,,Siti,Family,Deluxe Double or Twin Room with Balcony,2,"29, 2020",Singapore,sg,[List]
Very Good,8,,,Aqil,Couple,Harbor Studio,2,"29, 2020",Singapore,sg,[List]
Exceptional,10,,,Nurliza,Family,Panoramic King or Twin Room,1,"24, 2021",Singapore,sg,[List]
Exceptional,10,,,Huiwen,Couple,Panoramic King or Twin Room,2,"23, 2021",Singapore,sg,[List]
Exceptional,10,,,Salamath,Family,Panoramic King or Twin Room,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Zain,Group,City Suite,2,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Hai,Family,Special Offer Deluxe Balcony - Heritage Package,2,"21, 2021",Singapore,sg,[List]
Very Good,8,,,Shalini,Family,Harbor Studio,2,"21, 2021",Singapore,sg,[List]
Wonderful,9,,,Jessica,Family,City Suite,2,"20, 2021",Singapore,sg,[List]
Very Good,8,,,Nora,Family,Deluxe Double or Twin Room with Balcony,1,"20, 2021",Singapore,sg,[List]
Wonderful,9,,,Indi,Family,Deluxe Double or Twin Room with Balcony,2,"17, 2021",Singapore,sg,[List]
Wonderful,9,,,Choon,Family,Deluxe Double or Twin Room with Balcony,1,"14, 2021",Singapore,sg,[List]
Exceptional,10,,,Ithnin,Couple,Panoramic King or Twin Room,1,"12, 2021",Singapore,sg,[List]
Wonderful,9,,,Siti,Couple,Panoramic King or Twin Room,2,"11, 2021",Singapore,sg,[List]
Very Good,8,,,Yue,Solo traveler,Deluxe King or Twin Room,1,"11, 2021",Singapore,sg,[List]
Exceptional,10,,,Bardsasya,Family,Deluxe Double or Twin Room with Balcony,1,"11, 2021",Singapore,sg,[List]
Exceptional,10,,,Bell,Couple,Panoramic King or Twin Room,3,"10, 2021",Singapore,sg,[List]
Wonderful,9,,,Nurulwaheedah,Family,Panoramic King or Twin Room,2,"9, 2021",Singapore,sg,[List]
Wonderful,9,,,Pamela,Couple,Panoramic King or Twin Room,2,"9, 2021",Singapore,sg,[List]
Exceptional,10,,,Siti,Couple,Deluxe King or Twin Room,2,"3, 2021",Singapore,sg,[List]
Very Good,8,,,Olivia,Couple,Deluxe King or Twin Room,2,"2, 2021",Singapore,sg,[List]
Exceptional,10,,,Geraldine,Solo traveler,Panoramic King or Twin Room,2,"1, 2021",Singapore,sg,[List]
Wonderful,9,,,Faizal,Couple,Harbor Studio,1,"28, 2021",Singapore,sg,[List]
Awesome,9,,,Jennette,Family,Connecting Deluxe Balcony,1,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Durgga,Group,Panoramic King or Twin Room,1,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Darren,Couple,Deluxe Double or Twin Room with Balcony,1,"25, 2021",Singapore,sg,[List]
Exceptional,10,,,Emma,Couple,Harbor Studio,1,"25, 2021",Singapore,sg,[List]
Exceptional,10,,,Honey,Couple,Panoramic King or Twin Room,1,"21, 2021",Singapore,sg,[List]
Wonderful,9,,,Ys,Family,Deluxe King or Twin Room,1,"19, 2021",Singapore,sg,[List]
Wonderful,9,,,Joseph,Couple,Deluxe Double or Twin Room with Balcony,1,"19, 2021",Singapore,sg,[List]
Very Good,8,,,Nur,Family,Panoramic King or Twin Room,1,"16, 2021",Singapore,sg,[List]
Exceptional,10,,,Maxx,Couple,Panoramic King or Twin Room,2,"16, 2021",Singapore,sg,[List]
Exceptional,10,,,Weng,Couple,Panoramic King or Twin Room,1,"15, 2021",Malaysia,my,[List]
Very Good,8,,,Wenkadesh,Couple,Pacific Club Harbor Studio,2,"15, 2021",Singapore,sg,[List]
Exceptional,10,,,Nur,Couple,Deluxe Double or Twin Room with Balcony,1,"15, 2021",Singapore,sg,[List]
Exceptional,10,,,Lalitha,Group,Deluxe Double or Twin Room with Balcony,1,"13, 2021",Singapore,sg,[List]
Exceptional,10,,,Mari,Group,Pacific Club Room,1,"13, 2021",Singapore,sg,[List]
Very Good,8,,,Xie,Group,Deluxe Double or Twin Room with Balcony,1,"12, 2021",Singapore,sg,[List]
I would like to thank your team to make my stay possible! Thank you for the simple deco for my husband’s bday and the bi,10,,,Nurul,Couple,Deluxe Double or Twin Room with Balcony,2,"10, 2021",Singapore,sg,[List]
Exceptional,10,,,N,Family,Harbor Studio,1,"7, 2021",Singapore,sg,[List]
Exceptional,10,,,Aryanti,Family,Deluxe Double or Twin Room with Balcony,1,"6, 2021",Singapore,sg,[List]
"Great location, friendly and helpful stuff, quiet room",9,,,Jason,Couple,Deluxe King or Twin Room,1,"5, 2021",Singapore,sg,[List]
Exceptional,10,,,Alif,Family,Deluxe Double or Twin Room with Balcony,1,"4, 2021",Singapore,sg,[List]
Very Good,8,,,Jonathane,Group,Deluxe Double or Twin Room with Balcony,1,"3, 2021",France,fr,[List]
Wonderful,9,,,Darragh,Solo traveler,Deluxe King or Twin Room,2,"2, 2021",Ireland,ie,[List]
Wonderful,9,,,Cheryl,Couple,Panoramic King or Twin Room,2,"2, 2021",Singapore,sg,[List]
Exceptional,10,,,Mustapakamal,Family,Deluxe Double or Twin Room with Balcony,1,"31, 2021",Singapore,sg,[List]
Wonderful,9,,,Alan,Couple,Deluxe Double or Twin Room with Balcony,1,"30, 2021",Singapore,sg,[List]
Wonderful,9,,,Agnes,Couple,Panoramic King or Twin Room,1,"27, 2021",China,cn,[List]
Wonderful,9,,,Mohamad,Couple,Deluxe Double or Twin Room with Balcony,1,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Fajar,Couple,Deluxe Double or Twin Room with Balcony,1,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Sarimah,Family,Deluxe King or Twin Room,1,"24, 2021",Singapore,sg,[List]
Wonderful,9,,,Alan,Solo traveler,Panoramic King or Twin Room,1,"29, 2020",Philippines,ph,[List]
Very Good,8,,,Jeffrey,Group,Panoramic King or Twin Room,2,"29, 2020",Singapore,sg,[List]
