title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Very Good,8.3,,,Joann,Group,Deluxe Double Garden Room,1,"17, 2019",Singapore,sg,[List]
Wonderful,9.2,,,Lisa,Couple,Premium King Room,4,"17, 2019",Canada,ca,[List]
Exceptional,9.6,,,Yehudi,Couple,Deluxe Double or Twin Room,3,"12, 2019",Australia,au,[List]
Exceptional,9.6,,,Gabriel,Couple,Deluxe Double Garden Room,1,"8, 2019",Singapore,sg,[List]
Exceptional,9.6,,,Penelope,Couple,Deluxe Double or Twin Room,2,"8, 2019",Australia,au,[List]
Good,7.1,,,Tania,Couple,Deluxe Double or Twin Room,1,"7, 2019",Singapore,sg,[List]
Very Good,8.3,,,Wim,Solo traveler,Deluxe Double or Twin Room,1,"3, 2019",Netherlands,nl,[List]
Exceptional,9.6,,,Chris,Couple,Premium King Room,1,"1, 2019",Australia,au,[List]
Exceptional,9.6,,,Lim,Family,Deluxe Double or Twin Room,2,"27, 2019",Malaysia,my,[List]
Very Good,8.3,,,L33k5,Family,Deluxe Double or Twin Room,2,"26, 2019",Malaysia,my,[List]
Exceptional,9.6,,,Claudia,Couple,Deluxe Double or Twin Room,1,"25, 2019",United Kingdom,gb,[List]
Wonderful,9.2,,,Haris,Couple,Deluxe Double or Twin Room,1,"23, 2019",Singapore,sg,[List]
Exceptional,9.6,,,N,Group,Deluxe Double or Twin Room,2,"21, 2019",Malaysia,my,[List]
Very Poor,2,,,Matthew,Couple,Premium King Room,1,"30, 2022",Singapore,sg,[List]
Exceptional,10,,,Muhammad,Solo traveler,Deluxe Double or Twin Room,1,"24, 2022",Singapore,sg,[List]
Exceptional,10,,,Mark,Couple,Deluxe Double or Twin Room,1,"23, 2022",United Kingdom,gb,[List]
Fair,5,,,Nor,Couple,Deluxe Double Garden Room,1,"21, 2022",Singapore,sg,[List]
Good,7,,,Gayathri,Couple,Deluxe Double or Twin Room,1,"1, 2021",Singapore,sg,[List]
Wonderful,9,,,Apple,Couple,Premium King Room,1,"22, 2021",Singapore,sg,[List]
Very Good,8,,,Nur,Couple,Deluxe Double Garden Room,3,"23, 2021",Singapore,sg,[List]
Very Good,8,,,Ruth,Family,Deluxe Double or Twin Room,1,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Adriano,Couple,Deluxe Double or Twin Room,1,"16, 2020",Singapore,sg,[List]
Very Good,8,,,Nur,Couple,Deluxe Double or Twin Room,2,"13, 2020",Singapore,sg,[List]
Very Good,8,,,Fazlina,Couple,Deluxe Double or Twin Room,1,"1, 2020",Singapore,sg,[List]
Wonderful,9,,,Robyn,Family,Deluxe Double or Twin Room,3,"2, 2020",Australia,au,[List]
Exceptional,9.6,,,Maureen,Couple,Premium King Room,4,"1, 2020",Canada,ca,[List]
Exceptional,9.6,,,Dmitry,Couple,Deluxe Double or Twin Room,4,"27, 2020",Russia,ru,[List]
Good,7.5,,,Licker,Solo traveler,Deluxe Double or Twin Room,1,"21, 2020",Singapore,sg,[List]
Wonderful,9,,,Rauno,Couple,Premium King Room,6,"19, 2020",Finland,fi,[List]
Exceptional,9.6,,,Emily,Solo traveler,Deluxe Double or Twin Room,3,"15, 2020",Japan,jp,[List]
Good,7.9,,,Massimo,Couple,Deluxe Double or Twin Room,2,"13, 2020",United Kingdom,gb,[List]
Excellent,8.8,,,Shaherin,Group,Deluxe Double or Twin Room,2,"28, 2020",Singapore,sg,[List]
Wonderful,9,,,Khaled,Group,Deluxe Double or Twin Room,2,"28, 2020",Kuwait,kw,[List]
Wonderful,9,,,David,Family,Premium King Room,2,"26, 2020",New Zealand,nz,[List]
Excellent,8.8,,,Şeref,Family,Deluxe Double or Twin Room,2,"22, 2020",Turkey,tr,[List]
Wonderful,9,,,Ronald,Couple,Premium King Room,4,"8, 2020",Australia,au,[List]
Wonderful,9,,,Lars-eric,Solo traveler,Deluxe Double Garden Room,5,"26, 2019",Sweden,se,[List]
Wonderful,9,,,Poorani,Group,Deluxe Double or Twin Room,2,"20, 2019",Singapore,sg,[List]
Exceptional,9.6,,,Santia,Couple,Deluxe Double or Twin Room,1,"19, 2019",Singapore,sg,[List]
Wonderful,9.2,,,Sophie,Couple,Deluxe Double or Twin Room,2,"12, 2019",United Kingdom,gb,[List]
Wonderful,9.2,,,Aussie,Solo traveler,Deluxe Double or Twin Room,2,"1, 2019",Australia,au,[List]
Very Good,8,,,Whatisvalidusername,Couple,Deluxe Double or Twin Room,1,"20, 2019",Singapore,sg,[List]
Good,7,,,Andie,Couple,Premium King Room,2,"15, 2022",Singapore,sg,[List]
Good,7,,,Adrian,Couple,Deluxe Double or Twin Room,1,"11, 2022",Singapore,sg,[List]
Wonderful,9,,,Nazyra,Couple,Deluxe Double or Twin Room,2,"5, 2022",Singapore,sg,[List]
Very Good,8,,,Tiffany,Couple,Deluxe Double or Twin Room,2,"25, 2021",Singapore,sg,[List]
Very Good,8,,,Muhammad,Couple,Deluxe Double or Twin Room,2,"21, 2021",Singapore,sg,[List]
Very Good,8,,,Shiro,Couple,Deluxe Double Garden Room,2,"19, 2021",Singapore,sg,[List]
Good,7,,,Ivan,Couple,Deluxe Double or Twin Room,1,"16, 2021",Singapore,sg,[List]
Very Good,8,,,Harshitra,Group,Deluxe Double or Twin Room,1,"10, 2021",Netherlands,nl,[List]
Good,7,,,Rim,Couple,Deluxe Double or Twin Room,1,"2, 2021",Singapore,sg,[List]
Very Good,8,,,Saw,Couple,Deluxe Double or Twin Room,2,"1, 2021",Singapore,sg,[List]
Good,7,,,Chiayen,Solo traveler,Deluxe Double or Twin Room,2,"26, 2021",Singapore,sg,[List]
Good,7,,,Xuhan,Couple,Premium King Room,2,"23, 2021",Singapore,sg,[List]
Good,7,,,Snin,Couple,Deluxe Double or Twin Room,1,"15, 2021",Singapore,sg,[List]
Very Good,8,,,Muhd,Couple,Deluxe Double or Twin Room,2,"14, 2021",Singapore,sg,[List]
Good,7,,,Siewpeng,Couple,Deluxe Double or Twin Room,2,"10, 2021",Singapore,sg,[List]
Very Good,8,,,Wei,Couple,Deluxe Double or Twin Room,2,"10, 2021",Singapore,sg,[List]
Good,7,,,Wan,Couple,Deluxe Double or Twin Room,1,"4, 2021",Malaysia,my,[List]
Very Good,8,,,Ping,Couple,Deluxe Double or Twin Room,1,"4, 2021",Malaysia,my,[List]
Very Good,8,,,Suvi,Couple,Deluxe Double Garden Room,1,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Leonard,Couple,Premium King Room,1,"16, 2021",Singapore,sg,[List]
Wonderful,9,,,Angela,Couple,Deluxe Double Garden Room,1,"4, 2021",Singapore,sg,[List]
Good,7,,,Punithaasha,Couple,Deluxe Double or Twin Room,1,"6, 2021",Malaysia,my,[List]
Very Good,8,,,Jj,Couple,Deluxe Double or Twin Room,1,"21, 2021",Singapore,sg,[List]
Wonderful,9,,,Nasuha,Couple,Deluxe Double Garden Room,2,"19, 2021",Singapore,sg,[List]
Wonderful,9,,,Fauzy,Couple,Deluxe Double or Twin Room,1,"11, 2021",Singapore,sg,[List]
Wonderful,9,,,Benjamin,Group,Deluxe Double or Twin Room,3,"13, 2022",United States of America,us,[List]
Good,7,,,Kin,Couple,Deluxe Double or Twin Room,2,"12, 2022",Singapore,sg,[List]
Wonderful,9,,,Joanne,Couple,Deluxe Double or Twin Room,2,"9, 2022",Singapore,sg,[List]
Good,7,,,Marius,Couple,Deluxe Double or Twin Room,2,"8, 2022",United Kingdom,gb,[List]
Good,7,,,Peerawat,Couple,Premium King Room,2,"4, 2022",Thailand,th,[List]
Very Good,8,,,Nur,Family,Deluxe Double or Twin Room,2,"4, 2022",Singapore,sg,[List]
Very Good,8,,,De,Solo traveler,Deluxe Double or Twin Room,1,"20, 2022",Singapore,sg,[List]
Wonderful,9,,,Aj,Couple,Deluxe Double Garden Room,1,"18, 2022",Singapore,sg,[List]
Very Good,8,,,Manross,Couple,Studio Suite,1,"18, 2022",Malaysia,my,[List]
Good,7,,,Karl,Solo traveler,Premium King Room,1,"15, 2022",Hong Kong,hk,[List]
Very Good,8,,,Ekaterina,Solo traveler,Deluxe Double or Twin Room,1,"9, 2022",Singapore,sg,[List]
Wonderful,9,,,Becky,Couple,Deluxe Double or Twin Room,2,"3, 2022",Singapore,sg,[List]
Wonderful,9,,,Azizan,Family,Premium King Room,1,"24, 2022",Singapore,sg,[List]
Very Good,8,,,Hanis,Couple,Deluxe Double or Twin Room,2,"26, 2022",Singapore,sg,[List]
Good,7,,,Reshan,Couple,Deluxe Double Garden Room,1,"19, 2022",Singapore,sg,[List]
Very Good,8,,,Peris,Couple,Deluxe Double or Twin Room,5,"11, 2022",United Kingdom,gb,[List]
Good,7,,,Siti,Couple,Deluxe Double or Twin Room,2,"10, 2022",Singapore,sg,[List]
Wonderful,9,,,Iain,Couple,Deluxe Double or Twin Room,1,"6, 2022",Singapore,sg,[List]
Good,7,,,Mithela,Couple,Deluxe Double or Twin Room,1,"15, 2022",Singapore,sg,[List]
Wonderful,9,,,Shuhul,Couple,Deluxe Double or Twin Room,2,"13, 2022",Singapore,sg,[List]
Very Good,8,,,Kavitha,Couple,Deluxe Double or Twin Room,1,"31, 2022",Singapore,sg,[List]
Very Good,8,,,Ummairah,Couple,Deluxe Double Garden Room,2,"22, 2022",Singapore,sg,[List]
Wonderful,9,,,Amiril,Couple,Premium King Room,1,"19, 2022",Singapore,sg,[List]
Wonderful,9,,,Keith,Couple,Deluxe Double or Twin Room,1,"16, 2022",Philippines,ph,[List]
Good,7,,,Susan,Couple,Deluxe Double or Twin Room,2,"15, 2022",Singapore,sg,[List]
Fair,5,Неплохое месторасположение,"Старый отель с завышенной оценкой, отсутсвие халатов, средств личной гигиены, шумный кондиционер, полное отсутствие инфраструктуры 5 звездочного отеля, завтраки по 25$ Нельзя назвать приемлемыми. Подушки из прошлого века, набиты ватой похоже, матрас не комфортный, звукоизоляция отсутсвует. Таксистам сложно найти подъезд.",Maxim,Solo traveler,Deluxe Double or Twin Room,2,"15, 2019",Russia,ru,[List]
Very Poor,2.5,Die Vorstellungen und Beschreibungen auf der HomePage,"Das Frühstück (Minimalste Auswahl, Aufschnitt vom Vortag)
Das Personal (Arrogant, unfreundlich und überheblich 
Die Sauberkeit (Schimmel auf dem alten feuchten Holzfussboden)
Die Ausstattung (Lichtsystem funktioniert nicht)",Heiko,Group,Premium King Room,3,"30, 2019",Germany,de,[List]
Wir waren rundum zufrieden,10,Sehr ruhige Lage und doch zentral,,Kim,Couple,Deluxe Double or Twin Room,5,"6, 2019",Germany,de,[List]
Excellent,8.8,"Sehr netter Service, schönes Zimmer mit Flügeltür zum Bad, Dusche und Wanne, sehr gutes Bett!
Der Pool liegt schön , zumindest der obere Pool teilweise im Schatten. Möglichkeit zum Duschen und Umziehen nach Check out, sowie Benutzung des Pools. Sehr angenehm bei spätem Rückflug.
Das Hotel liegt auf einem Hügel und ist als Kolonialbau restauriert, sehr schön, die Wege zur MRT sind dadurch recht lang, die Anbindung also nicht ganz ideal.","Bademäntel wurden nicht zur Verfügung gestellt, in dieser Preisklasse eigentlich selbstverständlich.
Am Pool waren viele Fliesen am Rand bereits locker.",Anonymous,Couple,,1,"11, 2019",Germany,de,[List]
Puikus atokvėpis nemiegančiame Singapūre,9.6,"Pusryčiai tikrai geri tiek savo įvairove, tiek kokybe. Netgi gyvenant ilgesnį laiką, galėtum susikomplektuoti skirtingą meniu kiekvienai dienai. 
Viešbutis ant kalno, gražiai įrengtas. Labai patiko vonios kambarys dėl erdvumo, gero apšvietimo, atskiro didinančio veidrodžio veidui atidžiau apsižiūrėti, makijažui pasidaryti. Viešbučiuose dažnai to pasigendu.
Aplink viešbutį yra didžiulis parkas, kuriame galima pasimankštinti, pasivaikščioti.",Neturiu pastabų.,Anonymous,Group,,1,"2, 2019",Lithuania,lt,[List]
"zu teuer für die Servicequalität, schade, die könnten recht leicht mehr!",3,"super Lage, geniales Gebäude","ziemlicher Investitionsstau , gute Substanz, schlecht gepflegt",Anonymous,Solo traveler,,1,"7, 2022",Germany,de,[List]
Sublime,10,"Les deux piscines, très grandes, très belles et très propres, le happy hour du soir, un petit apero gratuit pour les clients de l'hôtel, la chambre, super, le personnel, adorable. Et super bonus, la possibilité d'utiliser la piscine après le check out et de prendre une douche au spa, avant le vol du soir. En plus, c'est très bien situé, proche du métro et le cadre du parc est très apaisant",Rien,Anonymous,Couple,,4,"12, 2019",France,fr,[List]
Wonderful,9,,,Jing,Group,Deluxe Double or Twin Room,1,"19, 2022",Singapore,sg,[List]
Very Good,8,,,Sai,Couple,Premium King Room,2,"3, 2022",Singapore,sg,[List]
Wonderful,9,,,Kian,Couple,Deluxe Double or Twin Room,1,"28, 2022",Malaysia,my,[List]
Good,7,,,Bee,Couple,Premium King Room,1,"25, 2022",Singapore,sg,[List]
Wonderful,9,,,Rondy,Couple,Deluxe Double or Twin Room,2,"3, 2022",Malaysia,my,[List]
Very Good,8,,,Khor,Couple,Deluxe Double or Twin Room,2,"31, 2022",Singapore,sg,[List]
Very Good,8,,,Mohneesh,Group,Deluxe Double or Twin Room,1,"27, 2022",United Arab Emirates,ae,[List]
Very Good,8,,,Freddie,Solo traveler,Deluxe Double or Twin Room,4,"23, 2022",Australia,au,[List]
Good,7,,,William,Couple,Deluxe Double or Twin Room,3,"19, 2022",Australia,au,[List]
Good,7,,,Wayne,Couple,Deluxe Double or Twin Room,2,"19, 2022",Australia,au,[List]
Good,7,,,Lucena,Couple,Deluxe Double or Twin Room,1,"14, 2022",Singapore,sg,[List]
Very Good,8,,,Wei,Couple,Premium King Room,3,"9, 2022",Australia,au,[List]
Wonderful,9,,,Dennis,Solo traveler,Premium King Room,1,"6, 2022",Philippines,ph,[List]
Very Good,8,,,H,Couple,Premium King Room,1,"22, 2022",Singapore,sg,[List]
Very Good,8,,,Iskandar,Couple,Deluxe Double or Twin Room,1,"18, 2022",Singapore,sg,[List]
Very Good,8,,,Rudi,Couple,Deluxe Double Garden Room,2,"17, 2022",Singapore,sg,[List]
Very Good,8,,,Simon,Couple,Deluxe Double or Twin Room,1,"16, 2022",Singapore,sg,[List]
Wonderful,9,,,Chun,Solo traveler,Deluxe Double or Twin Room,3,"14, 2022",Australia,au,[List]
Excellent,8.8,"交通の便の良い所で中心街なのだろうと思われますが、やはり公園の中という事もあってとても静か。
館内はシックでとても素敵です。
タクシーもいつも待たず直ぐに来ます。
お部屋もお洒落。特にバスルーム。",もう少しお部屋が広いと嬉しい。,Eriko,Solo traveler,Deluxe Double or Twin Room,2,"26, 2019",Japan,jp,[List]
Struttura molto bella. Stanza grandissima,8,Grandezza della stanza,Colazione un po' misera,Paola,Couple,Deluxe Double or Twin Room,2,"21, 2019",Italy,it,[List]
"Buena opción, sitio precioso y tranquilo, pero hay que cenar fuera.",8,"Este hotel está muy bien. Habitación cómoda, edificio histórico y precioso. Bien rehabilitado. Staff encantador.",El restaurante no está a la altura. El aire acondicionado extremadamente ruidoso. Complicado el acceso al Spa y el gimnasio.,Alvaro,Solo traveler,Premium King Room,2,"21, 2019",Spain,es,[List]
Wonderful,9.2,Prima hotel in het groen midden in de stad,,Arjan,Couple,Deluxe Double or Twin Room,3,"13, 2019",Netherlands,nl,[List]
Excellent,8.8,매우 찬절하거 청결한 객실,택시 입구를 운전기사들이 헷갈려합니다,Chloe,Solo traveler,Deluxe Double or Twin Room,1,"11, 2019",South Korea,kr,[List]
Good,7.9,静か(花金の夜除く)、日本人客はほとんど居ない。Taxiを呼べば5～10分(Max15分)で来る。Fort Canning Parkを回り込めば、そこはClarke Quayのレストラン街,最寄りの駅MRT Dhoby Ghautまで距離があるのが難点言えばそうだが、他路線への乗り換えも便利と言う利点との見合い,Skywalker,Couple,Deluxe Double or Twin Room,5,"10, 2019",Japan,jp,[List]
Wonderful,9.2,Prima locatie en hotel,Airco geluid vrij hard (ook op standje laag).,Wilco,Couple,Deluxe Double or Twin Room,2,"4, 2019",Netherlands,nl,[List]
Wonderful,9.2,"Sehr schöne Zimmer, gutes Frühstücksbuffet, ruhige Lage beim Park und trotzdem ist man in 10 Minuten im Stadtgetümmel.",,Rolf,Couple,Deluxe Double or Twin Room,5,"29, 2019",Switzerland,ch,[List]
Je recommanderai plus cet hôtel pour un séjour au calme.,8.8,"La chambre prolongée par une splendide salle de bain en marbre ouvrant sur la vue avait vraiment un cachet unique.
le personnel était extrêmement aimable, aux petits soins pour satisfaire les clients.","La localisation de l'hôtel n'a pas eu ma préférence parmi les 5 hôtels que j'avais réservés. Comme j'ai bien pu comparer, je ne trouve pas que ce soit le meilleurs rapport qualité/prix sur Singapour. La vue de la chambre n'avait pas d'intéret.",Marianne,Solo traveler,Deluxe Double or Twin Room,1,"21, 2019",France,fr,[List]
Pleasant,6,"Kolonialstil Hotel, an einer sehr guten Lage. MRT und andere Sehenswürdigkeiten wie auch Entertainment in guter Fussdistanz. 
Concierge und Reception sehr hilfsbereit und freundlich.",Das Hotel ist ziemlich in die Jahre gekommen und wird unzureichend unterhalten. Frühstück sehr eintönig und im Angebot nicht was man sich bei einem 5*Hotel vorstellt,Daniel,Solo traveler,Premium King Room,7,"29, 2022",Switzerland,ch,[List]
イマイチ,6,一度、利用したことがあり、良く知っていた,今回は水回りもTVも、ガーデンも、悪いところばかりが目立った。,Tomohisa,Solo traveler,Deluxe Double Garden Room,1,"12, 2022",Japan,jp,[List]
性价比不高，不推荐,5,位置很好，在公园里，安静,隔音差，早餐选择少，空调噪音大,Ye,Couple,Premium King Room,5,"29, 2022",Canada,ca,[List]
Unbefriedigend,3,"Lage gut 
Pool gut","Rattanliegen am Pool und Rattanmöbel im Aussenbereich grundsätzlich ohne Matratzen 
Für Poolhandtücher muss man in den Fitnessklub gegenüber gehen und muss die Handtücher auch dort wieder abgeben
Klimaanlage ist viel zu laut und kann trotz schöner Anzeigetafel nicht abgestellt oder verändert werden 
Der Abfluss im Handwaschbecken dauert Minuten
Frühstück ist auch nach einer Woche immer das gleiche
Sicherheitsdeposit wird voll abgebucht aber erst zwischen 2 und 4 Wochen zurückgegeben (hoffentlich)
Sauberkeit im gesamten Hotel nur oberflächlich
Abfälle der Gäste stehen ewig im Flur bevor sie weggeräumt werden
Man lebt von der Vergangenheit 
Preis und Leistung passen nicht zusammen",Sigrun,Couple,Premium King Room,9,"9, 2022",Germany,de,[List]
Fair,5,,房间服务不是很好，浴室用品不是很好，毛巾不是每天更新，住了四天三晚，只换过一次毛巾，倒过垃圾桶一次，咖啡没有了也没有补充，我们订的是尊贵豪华间，结果是两张单人床拼凑成一起的，也没有吸尘过，,Law,Group,Premium King Room,3,"25, 2022",Singapore,sg,[List]
schöne Lage im Grünen mit  Patina,6,"Die Lage im Grünen, der Poolbereich.","Ungenügender Service: an einem Tag war auch gegen Abend das der Zimmerservice nicht da, Kaffeekapseln/Tee wurde teilweise nicht nach gelegt, ebenfalls einmalig kein Toilettenpapier. Nach Reklamation worden diese Dinge umgehend behoben. Auch mangelnde Sauberkeit des Hotels, so war Teppichboden im Flur verschmutzt, wurde auch während eines zehntägigen Aufenthalt auch nicht gereinigt. Eine Mülltüte lage im direkten Eingangsbereich des Hotels, wurde auch während des Aufenthaltes nicht entfernt.",Klaus-dieter,Couple,Deluxe Double Garden Room,10,"21, 2022",Germany,de,[List]
Poor,3,环境还算不错,泳池方面,Wee,Couple,Deluxe Double or Twin Room,1,"17, 2021",Malaysia,my,[List]
値段は5つ星品質は３つ星,4,まわりの環境,"水がつまる
虫が発生
スタッフがチェックアウト時に荷物の運搬を手伝わない
値段の割に狭い
シーツに穴空いてる
電話のプラグがうまくささらず電話かけるのに難あり
部屋で電話会議してるのに部屋清掃で話しかけてくる
値段の割に相応のサービスを受けた気はしませんでした
wifiのパスワードを頻繁に入力が必要",Kei,Family,Premium King Room,6,"16, 2021",Japan,jp,[List]
Exceptional,10,Le style colonial de l’hôtel entouré de verdure en pleine ville et l’amabilité de l’ensemble du personnel.,,Yann,Family,Deluxe Double or Twin Room,3,"16, 2020",France,fr,[List]
Singapore sling,6.2,Locatie,"Moest nog even 2 dollar afrekenen voor een Snickers reep na een ruime tip. Kamermeisje was de kamer ingesteld om te checken.
Kreeg 2 kortingsbonnen voor drankjes, maar er was maar 1 geldig. Geef dan niks...",Stefan,Couple,Deluxe Double or Twin Room,2,"10, 2020",Netherlands,nl,[List]
Un coin de paradis,10,Le calme,Rien,Nadia,Couple,Deluxe Double or Twin Room,2,"17, 2020",Switzerland,ch,[List]
5 Sterne-Luxus in Singapur!,10,Luxus Hotel in einem alten Kolonialhaus mit tollem Abiente!,,Monika,Couple,Deluxe Double or Twin Room,1,"14, 2020",Germany,de,[List]
fantastisch,10,Prachtige luxe kamer,,René,Couple,Deluxe Double or Twin Room,2,"8, 2020",Netherlands,nl,[List]
"bestenfalls ein 3,5 Sterne Hotel.",5,Es gab einen sehr netten und freundlichen Angestellten an der Rezeption. Er hat uns immer günstige Taxis besorgt :-),"Das Frühstück war o.k. aber keine 5 Sterne! Der Service war sehr mäßig und eher unqualifiziert. Der Terrassenbereich (keine Tischdenken oder Kissen auf den Stühlen) Die Tische im Aussenbereich wären eher auf einem Campingplatz gut aufgehoben gewesen, als in einem 5 Sterne -Hotel. Keine Deko! Gar nicht schön!",Ralf,Couple,Deluxe Double or Twin Room,3,"8, 2020",Germany,de,[List]
贅沢さを演出したいがゆえに利便性が欠如した高級ホテル,4,"・毎日18：00－19：00の無料でワイン飲み放題。小皿のフードも食べ放題。
・レセプションの応対が非常に良い。レストランの予約等快く受け入れて対応してくれる。
・プールも綺麗に手入れされており快適。
・チェックアウト後のシャワー可。","・立地はいいが、ロビーまで階段を果てしなく登らなくてはいけない。チェックイン時初日は何も知らないため、スーツケースを持って数百段の階段を登り汗だくでロビーにたどり着く。それ以降はエレベーターの存在に気付くが、それも宿泊者用ではなくあくまで車椅子用のためホテル側から教えてもらったわけではない。そのエレベーターを使ったとしても、地上から2階分くらいまでは階段必須。
・非常に広く綺麗だが、構造的にはユニットバスのためシャワー後洗面所とトイレの足元はびしょ濡れ。",アフリカの酒,Couple,Deluxe Double or Twin Room,4,"6, 2020",Japan,jp,[List]
Exceptional,10,"tolle Zimmer, mega Gym,",Es eigentlich nichts zu meckern !,Thomas,Couple,Deluxe Double or Twin Room,3,"19, 2019",Germany,de,[List]
"Schönes Hotel, aber leider in Preis Leistung nicht mehr ganz in Ordnung",8,"Schöne Lage, perfektes Zimmer, schöner Pool, den wir auch nach dem Check out hätten benutzen dürfen.","Kein Service bei der Ankunft mit dem Taxi, überteuertes Frühstück, deshalb nicht genutzt.  Und falsche Beschreibung einer kostenlosen Happyhour, welche seit Covid nicht mehr stattfindet, mit der aber weiter geworben wird.  5 Sterne Feeling kam nicht wirklich auf.",Imke,Couple,Deluxe Double or Twin Room,1,"16, 2022",Germany,de,[List]
Good,7,,"Das Hotel lebt von deiner tollen Vergangenheit, allerdings sind alle Flure mit sehr schmutzigen Teppich ausgestattet. Die Sauberkeit in den Zimmern ist jedoch gut",Christian,Group,Deluxe Double or Twin Room,4,"20, 2022",Germany,de,[List]
Оазис тишины в Сингапуре,9,"Отличный отель с чудесным расположением. Он находится в центре небольшого парка на историческом холме, где раньше был английский форд. Само здание историческое, отель очень стильный, выдержанный. Территория очень приятная. Просто прогуляться вокруг отеля интересно. 
Единственное за что сняла балл - это поведение персонала. Неприметливые, настороженные как будто ты у них что-то приехал стащить. Неприятно, если честно. В остальном отель прекрасный, как и сам Сингапур.",Отношение персонала,Злата,Family,Deluxe Double Garden Room,3,"26, 2020",Russia,ru,[List]
Hôtel de tradition,9.2,L’emplacement est parfait au milieu d’un beau parc. Joli design des chambres. Les délicates excuses de la direction de l’hôtel.,Un accueil moins attentionné que la dernière fois.  Nous sommes des clients qui arrivons très tôt après 12 h de vol. En général la réception fait le maximum pour nous donner rapidement une chambre. Cette fois-ci il nous a fallu 3 approches. De plus nous avons dû demander une autre chambre car la salle de bain ne correspondait pas au standing.,Nadia,Couple,Deluxe Double or Twin Room,2,"21, 2020",Switzerland,ch,[List]
"Etablissement très bien situé, proche métro.",7,Chambre confortable et bien entretenue. Petit déjeuner agréable et fourni.,"Pas de peignoir en chambre. 
Inconfort de l'espace douche - limite propre :  sac plastique, savon présents - proposé pour les départs tardifs. 
Arrivant à Singapour tôt le matin, nous avions réservé notre chambre dès la veille au soir. Notre vol retour étant tard le soir, nous aurions aimé profiter de la chambre après 12h, mais il fallait acquitter de nouveaux frais.
Nous avions déjà séjourné dans cet hôtel et n'avions pas été confrontés à ces problèmes.  Dommage ...",Thérèse,Family,Premium King Room,3,"16, 2020",New Caledonia,nc,[List]
Excellent,8.8,Ausgefallener Kolonialstil,,Bettina,Couple,Deluxe Double or Twin Room,2,"8, 2020",Germany,de,[List]
"hotel decente, buen precio",8,"Piscina tranquila y bonita.
El desayuno está bien, aunque le faltaba tener Nutella y crepes.","Durante 3 días no nos retiraron 2 vasos de la bebida de bienvenida.
Estaba algo retirado del centro y de las paradas de metro. Había que dar una buena caminata.",Jaime,Couple,Deluxe Double or Twin Room,3,"7, 2020",Spain,es,[List]
Good,7.5,バスル―ムが、見晴らしが、良くて 気持ちが良い。,バスロ―ブが、置いて無くて、電話したら、ヒモのとれた 安っぽい物を持って来た。,Masa,Family,Deluxe Double or Twin Room,1,"3, 2020",Japan,jp,[List]
Very Good,8.3,Locatie & Personeel,Tv en kussens,Michael,Couple,Deluxe Double or Twin Room,1,"24, 2020",Netherlands,nl,[List]
Gehobenes Hotel mit besonders schöner Ausstattung und Aussicht zum Park. Immer wieder.,9,Ausstattung und unmittelbare Nähe zum Park sowie sehr zentral,"Ablagemöglichkeiten im Sanitärbereich und Steckdosen zu wenig.
Gefährliche Stufe mit Verletzungsgefahr war in unserem Premium-Zimmer vorhanden.",Petra,Solo traveler,Premium King Room,4,"24, 2020",Germany,de,[List]
Wonderful,9,"Les piscines, les salles de bains le calme et la quiétude des lieux. Les petits déjeuners","Pas de peignoir de bain.
A chaque séjour il faut réclamer a ce que les bagages soient montés en chambre.
L offre d apéritif de 18h est assez pauvre en qualité et en quantité.
Le manque d un téléphone cellulaire de courtoisie lors du séjour comme dans d'autres 5 étoiles de Singapour",Slim,Couple,Deluxe Double or Twin Room,2,"22, 2020",France,fr,[List]
Trotz der merkwürdigen Badezimmersituation würden wir das Hotel wieder buchen.,7,"Die Lage des Hotels in einem Park ist toll, mitten in der Stadt und doch völlig ruhig.
U-Bahn und Bus sind in der Nähe.
Die Mitarbeiter sind sehr freundlich und hilfsbereit.
Es gibt zwei große Pools mit Liegen und Sonnenschirmen.
Wir haben uns dort sehr wohl gefühlt.","Das Frühstück war zu teuer, wir haben darauf verzichtet.
Dass es kein abgeschlossenes Badezimmer gibt, war schon sehr gewöhnungsbedürftig. Ich will nicht mitten im Zimmer baden und wäre auch gern auf der Toilette, die sehr eng ist und nur über eine gläserne Schiebetür zum Zimmer verfügt, unbeobachtet gewesen.",Almuth,Couple,Deluxe Double Garden Room,6,"17, 2020",Germany,de,[List]
Lugar ótimo de ficar,9,"Instalações, conforto. Atendimento do pessoal.","Restaurante, alguns pratos deixam a desejar. Ex Lasanha. Muito ruim.
Preço de refeição no quarto. Muito caro.",Naftula,Couple,Deluxe Double or Twin Room,3,"16, 2020",Brazil,br,[List]
Heikki,9,"Hotelli on erittäin tyylikäs, palvelu on hyvää, sijainti on rauhallinen ja hotellin ympäristö on kaunis. Happy hour kokosi hotellin asukkaat mukavasti aulabaariin.","Kulku hotelliin on hieman hankala, mikäli liikkuu julkisilla kulkuvälineillä. Aamiainen voisi olla hieman monipuolisempi ja croissant/leipä tuoretta.",Heikki,Group,Deluxe Double or Twin Room,2,"16, 2020",Finland,fi,[List]
