title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Exceptional,10,,,Jia,Couple,Deluxe Guest Room with King Bed,1,"1, 2022",Singapore,sg,[List]
Very Good,8,,,Vikash,Couple,Deluxe Guest Room with King Bed,2,"28, 2021",Australia,au,[List]
Very Good,8,,,Esther,Family,Deluxe King Suite with Executive Lounge Access,1,"27, 2021",Singapore,sg,[List]
Very Good,8,,,Caroline,Family,Deluxe Guest Room with King Bed,2,"27, 2021",Singapore,sg,[List]
Wonderful,9,,,Lucia,Couple,Deluxe Guest Room with King Bed,2,"26, 2021",Singapore,sg,[List]
Very Good,8,,,Charnae,Solo traveler,Deluxe Guest Room with King Bed,2,"24, 2021",Thailand,th,[List]
Exceptional,10,,,Andie,Couple,Deluxe Guest Room with King Bed,2,"24, 2021",Singapore,sg,[List]
Very Good,8,,,Dewi,Family,Large Family King Room with Sofa Bed,2,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Sow,Family,Deluxe King Suite with Executive Lounge Access,2,"21, 2021",Singapore,sg,[List]
Very Good,8,,,Sow,Family,Large Family King Room with Sofa Bed,1,"21, 2021",Singapore,sg,[List]
Very Good,8,,,Mohammad,Family,Deluxe Guest Room with King Bed,3,"20, 2021",Singapore,sg,[List]
Very Good,8,,,Islah,Family,Deluxe Guest Room with King Bed,1,"19, 2021",Singapore,sg,[List]
Wonderful,9,,,Sivagnanam,Family,Deluxe King Suite with Executive Lounge Access,3,"13, 2021",Singapore,sg,[List]
Good,7,,,Babyzeta,Family,Premier Room 1 King,1,"12, 2021",Singapore,sg,[List]
Very Good,8,,,Lyndsay,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"30, 2021",Singapore,sg,[List]
Exceptional,10,,,Choo,Couple,Deluxe Guest Room with King Bed,1,"16, 2021",Singapore,sg,[List]
Excellent,9,,,Marcus,Couple,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"14, 2021",Singapore,sg,[List]
Exceptional,10,,,Ms,Group,Premier Room 1 King,1,"2, 2021",Singapore,sg,[List]
Exceptional,10,,,Yueping,Group,Large Family King Room with Sofa Bed,2,"25, 2021",Singapore,sg,[List]
Exceptional,10,,,Wani,Couple,Deluxe Guest Room with King Bed,1,"23, 2021",Singapore,sg,[List]
Very Good,8,,,Samantha,Solo traveler,Deluxe Guest Room with King Bed,2,"16, 2021",Singapore,sg,[List]
Very Good,8,,,Elaine,Family,Large Family King Room with Sofa Bed,2,"21, 2021",Singapore,sg,[List]
Great room and location,8,"Loved the interior of the room and the bathroom! Location definitely a plus point. 
Very clean and it was a very comfortable stay.","Staffs were friendly and courteous but breakfast service in particular wasn’t great.
Understand the at it’s covid period and the food has to be prepared and served as a set. However the menu was slightly deceiving. Salads came as only a piece of two of spinach?? 
And for the portion that was served to us for 2 pax was the same served to the individual sitting next to us.
Quality of the food wasn’t that good either, considering that we had specifically requested to upgrade our room to have access to the food and beverages at the executive lounge.",Anonymous,Couple,,3,"31, 2020",Singapore,sg,[List]
Exceptional,10,The service provided by all staff ranging from the front desk to the chef is excellent.,Nil,Anonymous,Couple,,2,"29, 2020",Singapore,sg,[List]
Wonderful,9,Service,Breakfast 1 specialty why not more? It’s not filling enough.,Anonymous,Group,,1,"15, 2020",Singapore,sg,[List]
Exceptional,9.6,Had an excellent stay. Impressed by Ramesh from Room service team who delivered above and beyond service! Will be back!,,Anonymous,Solo traveler,,3,"8, 2020",United States of America,us,[List]
Exceptional,9.6,Excellent service,,Anonymous,Family,,1,"20, 2019",Singapore,sg,[List]
Would not recommend for staycation context,3,"(Wasn’t informed if there was breakfast)
Shower was pleasant, adequate water in rooms",Needed to extend a few hours due to event but was told not possible n nothing cld be done about it coldly in a singular call. Night life food options seemed interesting,Anonymous,Couple,,2,"6, 2019",Singapore,sg,[List]
不错,8,地理位置,,Yudong,Solo traveler,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"20, 2022",Singapore,sg,[List]
Exceptional,10,그냥 최고,없음,Jihyun,Group,Large Family King Room with Sofa Bed,1,"25, 2022",South Korea,kr,[List]
"Tolle Luxushotel auf dem neuesten Stand in super Lage, aber auch nicht ganz preiswert",9,"Tolles Frühstücksbuffet, atemberaubende Zimmer mit tollem Ausblick auf die Skyline, zentrale Lage direkt mit MRT Anschluss","Gebuchter Executive Lounge Zugang war nur für 2 Personen zugänglich. Schlecht, wenn man als Familie zu 4 reist und davon ausgeht, dass alle die gebuchte Lounge nutzen können. Anmerkung: meine sofortige Beschwerde bei Booking.com wurde sofort aufgenommen und positiv beschieden, allerdings kam die Info bei unserem Kurzaufenthalt nicht mehr rechtzeitig an.",Juergen,Family,Deluxe King Suite with Executive Lounge Access,3,"14, 2022",Germany,de,[List]
Wonderful,9,place location,,Congming,Group,Deluxe King Suite with Executive Lounge Access,4,"11, 2022",France,fr,[List]
Exceptional,10,"人も設備も快適でした。
朝食もバラエティがあり大満足です。",良くなかった点を探すのが難しいほど満足でした。,Ya,Family,Studio Room with King Bed,3,"17, 2020",Japan,jp,[List]
満足,8,18階のテラス,朝食あまり美味しくない。,Akira,Couple,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"10, 2020",Japan,jp,[List]
Für ein paar Tage in Singapur eine gute Adresse.,8,"Tolle Lage und Aussicht, sehr gut ausgestattete Zimmer, tolle Restaurants direkt im Gebäude.","Die Warteschlange am Frühstücksrestaurant fand ich etwas mühsam. Bei der Zimmeranzahl könnte das Restaurant durchaus größer ausfallen. Mein Tipp: Früh Frühstücken ;-). Die Matratze war für meinen Geschmack etwas hart. Für ein/zwei Nächte kein Problem, für mehrere dann etwas fest.",Gernot,Group,Premier Guest Room with Marina Bay View,5,"31, 2020",Austria,at,[List]
Exceptional,10,"Świetna lokalizacja, doskonale nowoczesne wyposażenie. Rewelacyjna łazienka",Nic,Michał,Couple,Premier Guest Room with Marina Bay View,3,"30, 2020",Poland,pl,[List]
o locatie superba.......totul la superlativ.,10,"micul dejun a fost diversificat si a continut absolut tot ce are un om nevoie.
locatia superba , piscina superba......",nu mi sau deblocat bani ptr garantia oprita la chekin nici dupa 26 zile.,Petcusebastian,Family,Large Family King Room with Sofa Bed,3,"29, 2020",Romania,ro,[List]
Exceptional,10,"beautiful, stylish!
スタッフの皆さんが素晴らしい！",シャワーの水が洗面スペースにはねて濡れてしまう。,Yoshiya,Family,Large Family King Room with Sofa Bed,2,"22, 2020",Japan,jp,[List]
Exceptional,9.6,,"Le prix pour faire laver le linge trop élevé, ne prends pas toutes les cartes bleues.",Jeremy,Couple,Premier Guest Room with Marina Bay View,1,"21, 2020",France,fr,[List]
总体不错,7,早餐很丰富，交通出行很方便,房间打扫很一般，第三天要求把加床撤了，一直都没有处理。写字台的椅子建议更换，这种摇摆椅不适合，已经非常小心，还是二次撞到了脚，都肿了。。。。。,Qi,Family,Premier Room 1 King,5,"21, 2020",China,cn,[List]
Wonderful,9,завтрак и мемтоположение отличные,комната не была готова во время,Igor,Family,Large Family King Room with Sofa Bed,2,"13, 2020",Russia,ru,[List]
Exceptional,10,朝食の種類が豊富だった。,,Hitoshi,Group,Deluxe Guest Room with King Bed,1,"16, 2019",Japan,jp,[List]
気持ち良く過ごせた。,8,都会にありながら部屋の静かさが落ち着けます,ウォシュレットが壊れていたり、カーテンスイッチが壊れかけていて、アジアのホテルが全般的に言えますが建て付けがいまいちでした。,Atsuo,Solo traveler,Deluxe Guest Room with King Bed,1,"7, 2019",Japan,jp,[List]
Wonderful,9,,Pensé que por mi categoría me darían una habitación más grande,Gian,Couple,Studio Room with King Bed,3,"7, 2019",Chile,cl,[List]
Современный отель в отличном месте,9.6,"Свежий чистый отель, отличный завтрак, очень симпатичные номера, прямо вроде отелем станция метро",Не обнаруженно,Ivan,Solo traveler,Premier Guest Room with Marina Bay View,2,"27, 2019",Russia,ru,[List]
Pleasant,6.2,Lage war sehr gut.,Exekutive Longe war den Preis nicht Wert.,Volker,Couple,Club Deluxe Room with Executive lounge access,4,"12, 2019",Germany,de,[List]
Außergewöhnlich,9.6,"Tolles Zimmer mit Superblick, Executive Lounge mit tollen Getränken und Speisen. Superlative, zentral mit Metroanschluss.",,Anonymous,Couple,,1,"9, 2020",Germany,de,[List]
Extremely unfavorable,3,Location,Non flexibility,Nice,Solo traveler,Deluxe Guest Room with King Bed,1,"8, 2022",Rwanda,rw,[List]
ok,6,staff very good but some had a little trouble with some English,"hard bed, poor pillow choice, no bath, room tea & coffee poor standard for a 5 star hotel (eg, nescafe in single serve packets, disappointing as many hotels now provide a Nespresso machine), while we are still in a pandemic and we all were wearing masks but the breakfast and meals were served as a buffet, unbelievable!",Michael,Couple,Premier Room 1 King,5,"30, 2022",Australia,au,[List]
was alright wouldn’t recommend it,5,the pool but no one told us to go and check it out esp the hours :(,everything wasn’t at convenience and intuitive,Linrong,Family,Premier Room 1 King,2,"24, 2022",Singapore,sg,[List]
Fair,5,I like the pool layout and the pool attendant is very attentive. The ambience allows to do work with our laptop while family members chill in the pool.,"I do not like the coffee house layout for our breakfast. The food is hidden in small room, I thought it was a shop. The associate did not brief where we can get our juice or cheese etc.
The food is Cold like the sunny sideup egg. Pastry taste stale. Fresh cut fruits is dried up.
Breakfast really not value for money.",Raisah,Couple,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"18, 2022",Singapore,sg,[List]
Good yet areas of improvement,5,"Good toilet feature - not a feature that I'd like to first recommend but oh well. And that's pretty much.
A token of surprise - Xmas log cake delivered secretly to my room - lifted my moods indeed so kudos to that. 
Gym n pool staff were friendly and informative. Gym n pool facilities were properly maintained. 
Front desk helpful.","All the beddings and pillows smells. I actually did not a good night sleep (both nights) because of it.
 Beach road kitchen staff are mixed with part-time and full time staff. Full timers- not so courteous. Polite but - it's Christmas. Why wear a sad stern face to guests? 
As for the part timers the vibe i get is scared of talking to guests. Needs more training. This is a service industry.",Gregory,Solo traveler,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"27, 2021",Singapore,sg,[List]
Disappointing,4,The place.,"The staffs there, the service they provided. They gave us late breakfast like 10.15am, it was an international buffet, they rushed us telling us that they were closing soon and prepared to close the stalls like 10.35am. We didn't have the food we wanted to eat there, but we still paid for it. :(
They hold us deposit $2600 even when we had checked out. And gave us excuses too busy to do the refund. So I had to send a complaint email. They even tried to overcharge us $300 more. I just checked out the hotel today on 25 Dec 21 and the deposit of $2600 was not settled yet. Still waiting for response from them. Now it is 5pm. We checked out at 1pm today.",Nic,Group,Deluxe King Suite with Executive Lounge Access,1,"25, 2021",Singapore,sg,[List]
Disappointing,5,The minibar was not stock up when I check in,,Alvin,Solo traveler,Club Premier Room with Executive Lounge Access,1,"22, 2021",Singapore,sg,[List]
Din feel like a 5star hotel,4,provided complimentary cake for hubby bd,"At check in, Staff treated me as invisible just because I was queuing in the wrong place even though there were no others queueing. Tv network broke down the whole evening. Swimming pool freezing cold. Room table small, one small chair only.",Ppcheese,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"19, 2021",Singapore,sg,[List]
i will not return.,5,"close proximity to mrt, convenience stores and malls. very clean and great interior design. smooth and fast check in and check out.",room’s rain shower water flow was poor for hot water. had to shower in bath tub. but good service recovery because offered room upgrade (had to change room the next day) and a personalised card with macarons. initial room was quite small esp between office desk and foot of bed. i tripped couple of times walking through. swimming pool albeit small has an amazing view with jacuzzi seats. unfortunately couldn’t enjoy it as much because too windy and cold. wish it was heated instead.,Nur,Couple,Deluxe Guest Room with King Bed,2,"14, 2021",Singapore,sg,[List]
disappointing - room price would have been fair if the usual dining/drink venues would have been in operation,6,,dining/drink options too limited due to covid restrictions,Arnaud,Couple,Premier Guest Room with Marina Bay View,1,"12, 2021",Singapore,sg,[List]
it was alright.,6,location was very convenient.,"breakfast was a rush. we were only given 45min. and waiter came to remind us we have 10min left. so we felt very rushed to finish and didn’t manage to sample the whole buffet. 
my room had a smell from the carpet and pillow, but it was not overwhelming.",Yasmine,Couple,Deluxe Guest Room with King Bed,1,"12, 2021",Singapore,sg,[List]
Disappointing,4,,"Wall Mirror everywhere in the room that I almost hit myself when I wanted to walk to the bathroom
Terrible breakfast 
Will never come back again",Lorraine,Couple,Deluxe Guest Room with King Bed,1,"2, 2021",Singapore,sg,[List]
It was disappointing as I expected more from JW. Not worth the price and stay.,4,Nil,"I went there for a honeymoon but nothing was done by the hotel. 
The staffs there gave different instruction for the pool facility. All the ans was not same as each other",Nurul,Couple,Deluxe Guest Room with King Bed,1,"11, 2021",Singapore,sg,[List]
Disappointing,4,Individual staff members were fantastic particularly those in the executive lounge and at breakfast.,"Check in took over an hour and then room still wasn’t ready. 
Did not inform us that executive lounge access was limited to 60 minutes only despite paying considerably more for a room with these privileges. 
Room service order never showed up.
Pool bar was closed for our entire stay. 
Would not stay again.",Kate,Group,Club Premier Room with Executive Lounge Access,2,"7, 2021",Singapore,sg,[List]
Fair,5,Location was pretty central. Close to a few shopping centers and heritage locations.,The long waiting time just to get a room. Called in one day prior to check in and was told to come in at around 11-12. Waited till almost 4 to actually get a room. Nobody expedited. Had to go and ask the front desk about the room before they started expediting.,Prakash,Family,Large Family King Room with Sofa Bed,1,"31, 2020",Singapore,sg,[List]
Fair,5,Housekeeping response is fast,Check in service was slow and the room we booked for marina view suck. Was given a room only have 1/3 view of marine,Tan,Family,Premier King Room with Marina Bay View and Club lounge access,1,"20, 2020",Singapore,sg,[List]
Fair,5,Breakfast was awesome! The spread was huge and a lot of variety to choose from.  The Staff at Beach Road Restaurant were also very friendly and accommodating to our needs. I had a good dinning experience!,"The room was a lot smaller than I expected when I booked the Marina Bay View Suite.  The Room TV controls were not responsive and and the in room control were not responsive as well.  The white walls in the room were not well maintained as there were stains on the wall.  From time to time, the room TV will stop and become non responsive, resulting in us having to reset the TV box every time. 
I actually booked the suite for my birthday and I do understand that almost all hotels have a non party policy.  But I was a tad bit irritated when I was made to sign a declaration upon checking in, that I will not have a party in my suite, of which the staff just simply presume that I will hold a party and be a nuisance.  
Overall the stay was satisfactory but not exceedingly pleasant.",Smartziboi,Group,Premier King Room with Marina Bay View and Club lounge access,2,"2, 2020",Singapore,sg,[List]
Don’t recommend NEVER,4,Great location. Big room. Maids were very nice.,"Found the torn and opened letter on the desk which for previous customer when I checked in. Generally poor attitude  of staffs, definitely not recommend the breakfast. Hate the smell at the bathroom where doesn’t have vantilation fan. Also always dust on my stuffs and trays after maid service.",Ae,Family,Premier Guest Room with Marina Bay View,4,"31, 2020",South Korea,kr,[List]
Disappointing,4.2,"Nothing,.,,,old building ,bad facilities","Terrible location
View blocked by ships",Haider,Family,Large Family King Room with Sofa Bed,3,"20, 2020",Australia,au,[List]
Room so tight.,4,The location is great though.,The room is so small and so tight. The chair is so heavy its very hard to move. And when I move to use it there is no more space for us to pass thru. It hurt my foot several times. I did not get the value for my money. My booking is very expensive.,Lorybelle,Couple,Studio Room with King Bed,3,"2, 2020",Philippines,ph,[List]
I dont like it,6.7,Location is very good,Deluxe room is very small vs other 5 stars hotel you can find the downtown area. Decoration looks nice but details are sloppy.,Ee,Family,Deluxe Guest Room with King Bed,1,"24, 2019",Singapore,sg,[List]
Very Poor,2,,"delay in bell man services
was rushing to the airport and asked for my luggage to be picked up 4 times, it took so long to get it",Mohamed,Solo traveler,Deluxe Guest Room with King Bed,4,"18, 2019",United Arab Emirates,ae,[List]
The hotel did not do any service recovery. The servuce is really bad.,6.2,Convinent,"The conceign staff lack of service quality.
The housekeeping staff took very long to set up an additional bed. The facilities in the room are not working.
Quite dissappointed for a 5 stair hotel having such a poot service.",Pei,Family,Premier Room 1 King,5,"9, 2019",Singapore,sg,[List]
An extraordinary experience,10,"We really enjoyed our stay. Checkin was fast. We asked for a room at a higher floor than their original arrangement and they didnt hesitate to offer another room. We got excellent view over Marina Bay Sands. The location is perfect for going anywhere else, and there is a shopping mall right the opposite. Food was good, staff were welcoming, services were excellent. My parents love staying here",,Anonymous,Group,,3,"25, 2022",Vietnam,vn,[List]
Everything was great,9,"Beds were great, even the pull out sofa bed was good. We had a great night sleep.",Only wish was for the staff to explain further why was I charged $5 delivery chard for a request for a cheeseboard. Only figured out on my own much later that I was charged simply because the housekeeping inventory.,Anonymous,Group,,2,"24, 2021",Singapore,sg,[List]
Awesome stay - one of the best hotel in Singapore,10,It was our wedding anniversary and they gave us a free upgrade to a club king room and dining in service amenities. The room was spacious and lovely. The Swimming pool has a beautiful view showing the Singapore skyline. The hotel staff were helpful and friendly as well.,Nothing at all,Aretha,Couple,Deluxe Guest Room with King Bed,1,"12, 2020",Singapore,sg,[List]
Exceptional,10,"Great hotel with great installations. Room wss very good, Japanese Akira restaurant amazing. Recommend to check the infinity pool on floor 18. Amazing service in the hotel",The hotel is great but only the higher floors get the great view to the bay. We had a lower floor 4 and the view was to a building.,Teodor,Couple,Deluxe Guest Room with King Bed,2,"10, 2020",Peru,pe,[List]
Great stay.,10,Ambiance and luxurious generosity of the hotel.,Nothing all is great.,North95x,Family,Club Premier Room with Executive Lounge Access,1,"10, 2020",Singapore,sg,[List]
Pool with a amazing view,9,"Incredible view at New Years Eve from rooftopbar, nice countdown party, water for free, mirrors in the room, sweets for free at the entrance",,Nicole,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",3,"3, 2020",Switzerland,ch,[List]
Wonderful,9,Everything was great!!,I was under the impression that we were going to have a room with the view for the fireworks. Was a bit let down by that.,Yana,Couple,Club Deluxe Room with Executive lounge access,2,"2, 2020",Australia,au,[List]
Convinced to be a intergral part of my future bookings,10,"Service, the helpfulness of every staff even though it was not their responsibility they ensured you either get assisted or get directed to the person who could assist without much inconvenience.",There was a slight damp smell when entering our room but other than that everything was excellent,Ronaldweng,Family,Club Deluxe Room with Executive lounge access,1,"1, 2020",South Africa,za,[List]
We were hoping to have a nice NY Eve with our family in a beautiful place to create wonderful memor,10,"The hotel property and the rooms were very well appointed. The executive lounge was exceptional.
We felt like royalty",,Christina,Family,Premier Guest Room with Marina Bay View,1,"1, 2020",United States of America,us,[List]
My staycation,10,"The hotel is located in the heart of the city, many Malls are within walking distance. Excellent customer services. Comfy bed and beautiful interior design.",,Lynn,Group,Studio Room with King Bed,2,"1, 2020",Singapore,sg,[List]
Nice location - Great Staff,7.9,"Club floor is worth it ! 
Better service and get run of the place ! 
Great staff! 
Family and LGBT friendly ! 
Great choice - hope to go back !",All good except pool a bit small - slight moody smell in rooms - we had 6 rooms and all have problem but that’s Singapore !,John,Family,Deluxe Guest Room with King Bed,2,"26, 2019",Italy,it,[List]
We will definitely return to the hotel again! So awesome!,10,"Great place to stay in! We were awed by the state-of-art in-room amenities and cleanliness of the room. The room was cosy and bed was comfortable.
The staff were polite, friendly and attentive. The location was perfect as it was easily accessible and takes only minutes to the MRT, shopping malls and restaurants.",Nothing to complain about! It's a perfect place!,Sharon,Couple,Deluxe Guest Room with King Bed,1,"26, 2019",Singapore,sg,[List]
Exceptional,9.6,Excellent location. Easy access to malls and train stations. Very accessible for wheelchairs/strollers. Staffs were polite & friendly. Campervan bed is well set up and spacious. Awesome complimentary cake from the hotel.,,Huda,Family,Premier Guest Room with Marina Bay View,2,"25, 2019",Singapore,sg,[List]
Elegant and serene,9,"This location is served by two MRT stations, is a short distance from the freeway to the airport and is serviced by a range of hotels.  Of those at the same price point, the JW South beach is the newest and has a relaxed elegance to it that the others lack.  Needless to say, the service was flawless as was the room and the variety of foods at breakfast was second to none.",The quiet off main street entrance meant that I to wait a few minutes for a cab on departure,William,Solo traveler,Deluxe Guest Room with King Bed,1,"21, 2019",United States of America,us,[List]
"Best check in , not best stay",7.1,"Best experience was during check in, gave me a welcome drinks and staff at counter is courteous , also staff Hazel at the lounge area she is always smiling and friendly very good","The security at night knock on my room and ask my guest to leave , i apologize for the noise as we got carried away with christmas celebration, but the guy stare at me like i took his money or something, he is so rude, waste all the good experience i had during when i arrived at hotel",John,Group,Premier King Suite with Executive lounge access,1,"21, 2019",Singapore,sg,[List]
Excellent,8.8,Overall the hotel provides quality service and its location is good.,,Bee,Family,Deluxe Guest Room with King Bed,1,"29, 2019",Singapore,sg,[List]
Exceptional,10,the h,,Mantou,Solo traveler,Deluxe Guest Room with King Bed,1,"17, 2019",Singapore,sg,[List]
Exceptional,10,"Good breakfast variety
Excellent toilet facilities
Birthday treats was prepared by staff upon arrival
Seats by the window is very comfortable","Rain shower could be stronger
More room service choices",Mei,Couple,Deluxe Guest Room with King Bed,1,"1, 2019",Singapore,sg,[List]
Love the Marriott. Will be back!,9,"Apart from the very first lady who checked me in and insisted that only 1 carpark coupon per room per day, the rest of the staff were absolutely delightful. 
We are locals, so the ability to move in and out of the hotel easily with comp carpark is understandable as we drove in and out for meals and shopping. Staff we dealt with from the time we actually checked in til check out presented us with the coupons throughout our stay with no fuss, and we are extremely grateful for this and totally appreciate the hospitality. 
The special touches for my husband's birthday (a  bottle of prosecco and chocolates/macarons) were exceptional! Truly enjoyed my stay and am now happyto be a bonvoy member!",See above.,Tracy,Family,Deluxe Guest Room with King Bed,1,"30, 2019",Singapore,sg,[List]
It was pleasant stay. Have to thank Asyura Adam and Muzaffa for making it pleasant.,10,"Love the washroom, state of the art toilet seats with remote control bidet.",,Sivakumar,Family,Premier Room 1 King,3,"29, 2019",Singapore,sg,[List]
Distinctive hotel experience,10,"Almost everything that all travelers are looking for and we find it distinctive - brand new facilities (room and swimming pool), clean, perfect locations (Walking distance with shelter to 3 MRT lines + 3 shopping malls while hotel itself is surrounded by restaurants, pubs, and convenience stores), good breakfast, and warmest staff throughout the stay.","Our sole dissatisfaction is - when we found at room only 2 large plush robes which seemed not suitable for my wife - we made a call ""0"" for another smaller size plush robe and it took forever to deliver (ie. never received till the day we checked out).",Wen,Family,Premier King Suite with Executive lounge access,2,"14, 2019",Singapore,sg,[List]
Great stay!,9.6,"High end facilities, kind staff",,Jecelyn,Family,Premier Room 1 King,1,"13, 2019",Philippines,ph,[List]
Exceptional,10,Service was excellent... got an upgrade to a suite. Room was one of the best i have experienced.,Everything was great,Samir,Solo traveler,Deluxe Guest Room with King Bed,1,"7, 2019",Australia,au,[List]
Exceptional,9.6,Location and cleanliness,View of room,Aws,Group,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",3,"5, 2019",Kuwait,kw,[List]
We had a good stay in a comfortable room with excellent staff service.,9,Friendliness of staff and hotels position for main sightseeing attractions.,Bright lighting in the executive lounge in the evening and the standards of dress accepted.,Keith,Couple,Club Deluxe Room with Executive lounge access,3,"1, 2019",Australia,au,[List]
Pleasant,6,Location,"Breakfast, very small restaurant for the number of guests, Long queues and waiting times, how the logistics is arranged, so that you have to go around the restaurant to find food",Sampat,Solo traveler,Club Deluxe Room with Executive lounge access,7,"10, 2022",Russia,ru,[List]
Bad stay,1,Facilities,"Bad service and attitude from front office staff, especially staff called  HELEN !!!! Full of bad attitude and yelling at a guest due to her lack of service attention to details. Failed to extend my reservation despite my official request placed and full payment. Made me check out at 2:00 am with no apology nor service recovery offered. Terrible terrible terrible",Nice,Solo traveler,Deluxe Guest Room with King Bed,5,"8, 2022",Rwanda,rw,[List]
👍👍👍👍,10,"We got the family room at the highest floor and the view was superb! The view from the pool was outstanding too, both day and night.
The room was very clean and I personally enjoyed blasting the speakers in the bathroom while soaking myself in the tub!",The water in the pool was too cold to dip even during the day. Perhaps some thermal water feature could be added as the pool area receives strong winds all the time.,Nadirah,Family,Large Family King Room with Sofa Bed,1,"16, 2021",Singapore,sg,[List]
"Awesome stay, will definitely come back.",9,"Staff was extremely courteous and helped to look into our hotel restaurant bookings too. Location is great, near many good restaurants.",Indoor swimming pool water is way too chilly.,Jian,Couple,Deluxe Guest Room with King Bed,2,"25, 2021",Singapore,sg,[List]
It was still a good stay. Although the experience could have been better,8,"My daughter enjoyed the bathroom amenities/ toiletries for kids
The closeness to Suntec and access to MRT was great","Initially requested for one of their campers, so I had to adjust my booking from a single room to 2 rooms as the hotel recommended. But then after doing what the hotel recommended, I wasn't given the camper anyway. Apparently already fully taken but then why make me adjust my booking if that was the case. They also promised simple decor for my daughter's birthday which didn't materialize. We still got the free cake though, which was a nice sentiment",Maria,Family,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",2,"19, 2021",Singapore,sg,[List]
Good,7,,Breakfast,Lee,Solo traveler,Deluxe Guest Room with King Bed,1,"18, 2021",Singapore,sg,[List]
Wonderful,9,Fast check in and clean rooms.,,Siti,Couple,Deluxe Guest Room with King Bed,1,"18, 2021",Singapore,sg,[List]
Overall rating is excellent...  I will visit again.,10,"1.  The room I booked, has a great city view.  
2.  The room was spacious and importantly the bed and pillows are upto standard. 
Overall the room is worth the $$$ paid for","1. Room availability must be made readiness at the actual time of check-in (if not earlier).  Do not let guests wait for hours.
2.  The afternoon tea at the lounge was not pleasant enough.  Just a few pastry and cakes and not that fresh too.
3.  The breakfast was too ""limited"" per order.  A long list of main dish but each pax can only order 1 item.  Errr ... for the price we paid for the room, that's not very sweet.",Nancy,Family,Club Premier Room with Executive Lounge Access,2,"30, 2020",Singapore,sg,[List]
City retreat,7,"I had few photos taken  at L6 & L18 
view of city scapes and i find it amazing 
even during the heavy rain and sunset, 
I find all the Hotel Staff kind and helpful.","waited an hour to be given a Room key, 
Guestroom Corridor material selection",Teresa,Group,"Deluxe Room Twin, Guest room, 2 Twin/Single Bed(s)",1,"29, 2020",Singapore,sg,[List]
Nice and Friendly environment,9,Friendly and helpful staff. Nice and clean environment. Good view of the room and spacious for our family short staycation. Convenient to malls and food.,Queues at check in. Restricted timings for swimming which kids did not like.,Travelslove,Family,Large Family King Room with Sofa Bed,2,"26, 2020",Singapore,sg,[List]
Very Good,8,Polite staff,"Have to ask for toothbrush, slippers and bathrobe as they didn't provide enough. And message them to asked for some plate and utensils before our stay. But they didn't provide. And have to ask again.",Jason,Group,Large Family King Room with Sofa Bed,1,"25, 2020",Singapore,sg,[List]
Staycation at JW Marriot South Beach.,10,"The place was nice, especially the location.",The room should have a sofa to sit.,Keith,Couple,Deluxe Guest Room with King Bed,2,"25, 2020",Singapore,sg,[List]
It was a good stay,8,"The bed & pillows are very comfortable.
The food at dinner at Beach Road kitchen buffet was really good.",The price,Olive,Couple,Deluxe Guest Room with King Bed,1,"25, 2020",Singapore,sg,[List]
Slightly expensive,8,Great Ambiance & well kept,Pricey,Yasir,Couple,Premier Guest Room with Marina Bay View,1,"24, 2020",Singapore,sg,[List]
Exceptional,10,"The pool at Flow18 was so awesome! Room was spacious, service by all staff was excellent! Staff were friendly and professional!",Breakfast could have more variety.,Xue,Family,Large Family King Room with Sofa Bed,1,"20, 2020",Singapore,sg,[List]
Comfortable stay but......,7,"Love the location of the hotel. Located in the civic district, it is close to major malls as well as arts, cultural and heritage sites.","1. Shortage in manpower and high occupancy rate resulted in service delay during breakfast (Beach Road Kitchen) and cocktails (Executive Lounge). Many of our items ordered were either late or missed out.
2. Amenities such as bathrobes, slippers and toiletries in the room were also insufficient (prepared for two, rather than four adults which we had booked for). Housekeeping fell short as well when they missed several of our requests for additional amenities. 
3. Would be better if the hotel could provide a turndown service to prepare the sofa bed just before nightfall so that in the day, the living area could still be used. 
4. Due to safe distancing measures, many of the seats at the lobby were cordoned off from usage. This was a problem when there was long queue for check-in and seniors had no where to sit and wait.",Karen,Group,Deluxe King Suite with Executive Lounge Access,2,"20, 2020",Singapore,sg,[List]
