Review title,Username,Review,Rating,date,traveller_type
"5-star hotel, 1-star service ",happimie,"From the start, it’s a disaster.  My friend walked into the hotel with 2 toddlers, carrying a bag, large parcel and a cake, and although there were concierge staff standing around, I must conclude they must be visually challenged; as no one offered to assist.  The check-in process is designed to make guests feel as unwelcome as possible. Take a number to check-in like you would at an emergency room, wait around like idiots waiting to be called. Check in is slow and tedious, lacking in information unless we ask for it.  2 main guests and only up to 3 visitors. Only 2 guests can stay overnite: kind of like I’m a hospital.  Check in staff,Devi, refused to register our guests in during the check in process and just told us to proceed to the lifts with our keycards.  When we got to…",1,March 2021,Travelled with friends
Worth the Hype: Iconic Hotel in the Heart of Singapore,Isabella Garofanelli,"This iconic hotel sets the standard for luxury amongst Singaporean hotels. It’s where the city’s young and beautiful head after hours for classy cocktails, fine dining and gambling. Of course, plenty of tourists visit too, for the world-famous observation deck which affords stunning views of the Lion City.  My room at Marina Bay Sands was huge and modern, with incredible views of the bay and the Shoppes. The bed was huge and the bathroom had a huge standalone tub that I just couldn’t wait to get in after a day of exploring the hot and humid city!   The property’s pool is really something else; in fact, I believe it’s the world’s largest rooftop infinity pool. Not too shabby! Before you check in, you should note that guests are only allowed one hour of pool access per day. I have…",5,September 2020,
Absolutely ridiculous - don’t waste your money,Heather,"I’m not the type to complain ever, but this whole trip, from start to finish, has been a disaster. Apparently I’m allergic to MBS because it has been a train wreck.  I feel awful for the staff because they are wonderful, but their product is worse than any hotel I’ve ever been in.  1) Initial booking- I spent over an hour waiting for their email that would allow me to book our pool stay and our check in time. I called after 20 min saying I had no email even though I had a booking confirmation number. They told me to wait. Called after an hour, they finally rebooked because there was “a problem” with their booking system. Great.  2) They gave us an upgrade at check in from a grand club to their orchid suite (single step upgrade), probably because they could see I had 4 calls to…",1,March 2021,Travelled with family
Wish for more real quality to match the hype,Snuggiemono,"Marina Bay Sands is a landmark. And somehow, it kind of just stops there.  The exterior is splendid, and upon stepping into the lobby, you are greeted by a sense of modern grandeur. From here on, the hotel experience would start to appear lacklustre as compared to its glamour.   Before I go on, do understand that I have very high expectations of this establishment because of its reputation and, of course, price tag.  Majority of staff are well-trained and polite most of the time, but none of them displayed the intuition or sincerity that is characteristic of exceptional hospitality. My husband and I, two sleep-deprived parents carrying our 5-month old, checked in at the counter. It was all smooth-sailing, and at the end of it all, the counter staff asked if we needed anything…",3,March 2021,Travelled with family
Impressive staff,Mei81,"1st time doing a staycay here. Very impressed by the staff of MBS. This is the only hotel so far ( among the rest of my 5-star hotel staycay) that I’m very impressed by the awesome customer service manned by the “express service” team. Other than being professional in the way they talk to you, they really know exactly what your requests are all done with a smile in their tone and this is done consistently among the different employees I spoke to.  Other hotels in-house operator team just does not execute this type of service with the same level of professionalism.   The housekeeping team too is very professional and very friendly. I just requested for a top-up of certain toiletries without room make up but the lady servicing my room took her own initiative to also do a quick…",4,March 2021,Travelled as a couple
Excellent service,SmurfTraveller82,"First experience staying with Marina Bay Sands Hotel.Booked this hotel with the assistance from the gorgeous lady,Ms Veron. Stayed in room 4578.Very enriching stay and amazing 5 star service. Check in was assisted Lavisha. Well groom and explained the hotel facilities clearly. Deserved a special commendation to her. Room was specially upgrade by Mr Ramesh who gave us the premier room with an astonishing bay view. Spacious and clean room that was prepared by Jerry. Infinity pool was just amazing to swim in especially with my 2 year old daughter.This special staycation was a memorable one. Thank you to MBS teams for this unforgettable stay. ",5,March 2021,Travelled with family
excellent service and spacious room with stunning city view,Tobias Damaris,I and my wife stayed in MBS Singapore for 1 night during her 33rd birthday. The room was great with a perfect city view. The bathroom was spacious and wonderful. We received a surprise birthday cake from MBS and the cake was very delicious. I would also like to thank Mr. Ramesh who attended us and offered us his professional service. He was very helpful and paid attention to details. Overall it was a wonderful stay at MBS and I definitely will come again for any special occasions in future. Thank you Mr. Ramesh. Thank you MBS for giving us a pleasant and wonderful time.,5,March 2021,
Wonderful experience,EssaJtan,"Booked harbour view room and it was the best decision ever. Gorgeous view and a big room with complimentary snacks and drinks. Check in was really fast after we registered for a check in slot the day before.  Requested for a cake as it’s my mom’s birthday and they left it in our room as we were out for lunch with matches included so we could lit the candle.  Infinity pool slot is also booked easily and the crowd were spaced out well between 3 pools, but 1 hour is really too short but can’t be helped. Sky park entry is also included. Breakfast was not included but we had it at Rise.   Really had a great experience and this surprise staycation for my mom was a success. Short but sweet and hopefully next time.",5,March 2021,Travelled with family
Impeccable Service,Rina,I had a memorable stay at MBS from 17 - 19 Mar. Mr Ramesh who is the Front Office Manager assisted very kindly with all my requests. I wanted to check if the room will be ready by the time I checked-in as I had 2 young kids with me and he assured me that he will have the room ready for us. I requested for a cake as we were celebrating my husband's birthday and he arranged for the birthday amenities to be sent to the room as a surprise. We truly enjoyed ourselves throughout the stay. Service was excellent and stay was enjoyable and memorable.,5,March 2021,
Almost waited 1hr for my check-in on Mar 19 at MBS,Revathy K,My 1st time visit for staycation at MBS is horrible! I have stayed in RWS and Amara santuary during Covid period and the check in experience is very smooth and fast. MBS charges so high but their check in procedure sucks. Like cheapo hotel! This is going to be 1st and last staycation in MBS!  I demand a partial refund in my stay price.,1,March 2021,Travelled with family
Pool warning,pei,"We didnt wanted to write any bad review but after 3 consective days, its either there is a safety issue or we are not fated to stay here.  Please see photos below.  Day 1 - long pin pierced into daughter's toe at pool area. Hotel promise to clean the whole pool area.  Day 2 - saw a rusty nail at the same area, just staring right at us when we reach the pool. Same spot.  Again, hotel promise to ensure safety at pool area in the evening and again the next morning.  Day 3 - staircase at same spot chipped off. May not be easily indentifiable but still a safety issue.  Mbs infinity pool seem dangerous.  Consective 3 days after we wrote in to the hotel for first 2 incidents. Of coz, we also email hotel on 3rd incident at the same spot.",1,March 2021,Travelled with family
Nice stay when it's free,alisE532QE,Free nights to casino members. Mr Daniel at the gorgeous infinity pool  was kind and friendly. The hotel is very well placed among attractions and food was easy to get especially cheap ones using food delivery apps,5,March 2021,Travelled with family
MUST VISIT HOTEL AT LEAST ONCE A LIFE TIME.,Noraini D,"Decided to do a staycation here with my family in celebration of their birthdays as well. It’s been 10 years since MBS were built, finally time to treat ourselves after admiring the building every time we would pass it.   I would like to start by saying everything was BETTER THAN EXPECTED.  My first impression was already great when I was kindly greeted at the check in counter. Handled by Mr Mark & Miss Mary Jane(I might get her name wrong)  at tower 3, both of them were very polite and explain to me everything in detail about the hotel. Where I can get my membership card, my hotel gifts, recommended me where to go and shop for better deals.   That already was a very good start to my stay. Only to make things better, I actually felt almost everyone working in MBS is really well…",5,March 2021,Travelled with friends
Excellent service and good view,Explorer T,"Had a staycation for two nights and it’s a good stay. Check in was prompt and everything was clearly explained to us as there is a need to book the time slot for the infinity pool and gym due to the Covid period. We had a room facing the garden and view was excellent. There’s a free mini bar with juice and soft drinks and a Nespresso machine. All the towels are sealed for hygiene and we are assured of the cleanliness in the room. The view from the top/infinity pool is nice and even if you don’t swim, it’s recommended to go up and see the scenery. There’s also jacuzzi there. Hotel is conveniently located and near places of attractions.",5,March 2021,Travelled with family
MBS Rewards,JUDE KM,"MBS will always be my favourite destinstion for staycay, shopping, leisure and entertainment. It's not called an Integrated Resort for nothing cos everything that is good in life (that you can afford) is within arm's reach at MBS.  Spend some time away from the heat, in the beautifully arranged Casino. Do the evening at the infinity pool. Dine at one of the signature restaurants. Have supper and drinks at the bar. Breakfast in bed. And repeat...   Best of all, the superb service from all the staff.  ",5,March 2021,Travelled with friends
Great service staffs 👍🏼,Adilah,"I would like to compliment the staff, Lina from infinity pool. She was very cheerful and her service was excellent. My family and I enjoyed our stay in mbs and the food was great too 👍🏼 Our room was clean and the view is the highlight of our stay!!",5,March 2021,Travelled with friends
Mbs stay 23-25feb,Fong,On our last day of staycation 25th of feb the hotel manager and his security staff attended to my friend while she was suffering from what is most likely food poisioning. I requested a wheelchair at around 7am and was expecting only 1 person to show up and to my surprise 4 staff came and one of them was the hotel manager. The staffs carried my friend to the wheelchair and the hotel manager offered to carry my belongings as I carried quite a number of stuffs. Once we reached ground floor the staffs supported my friend to the lobby to flag for a cab while i was doing the checking out process. The staffs were all very friendly and it made me want to come back to stay here again. ,5,February 2021,Travelled as a couple
Thank you friendly and helpful front desk staff,Elijah C,"I would like to sincerely thank Ms Vithya for assisting with the smooth check in process and going the extra mile to make our stay special.  We have booked 3 rooms with a family of 8. Ms Vithya was kind, polite and went the extra mile to assist us with the very efficient check in (getting another one of her colleagues to help with the check in process), allowing early check in so that our 2 year old infant could have her nap. She even assisted with getting our rooms all on the same level so that our stay was much more convenient.",5,February 2021,Travelled with family
"Stain on bed cover, seem like blood stain",Alex C,"I have book a stay at MBS for 2 nights, it was at night when I flip the bed blanket and found out there is stain  on the bed cover, not bed sheet. It was a unpleasant stay, instead of 2 night, I check out without staying the 2nd night. Just a reminder to all guest who are staying in hotel, please check the cleanliness and hygiene especially in this covid period once you enter the room.",1,February 2021,Travelled as a couple
Good Trip,Kerem Hassan,"It was a huge Orchid Suite overlooking the Gardens by the Bay! The view was absolutely amazing! Overall, service was good and unobtrusive. Check-in was easy and they provide you with wet cloths and cold water bottles while you are waiting in line.The place had everything you could think of and even more. A big living room filled with Nespresso coffee, tea, newspapers, a huge TV.  MBS was a great experience! I wish we could have stayed for more days. A big thank you to the MBS staff. I would recommend staying at the Marina Bay Sands, even if it's only for a night",5,November 2020,Travelled on business
Perfect Stay!,Nadya D,"I and my friend booked this lovely hotel to celebrate her birthday. It was an amazing experience. Staff hospitality is on the highest level! Our room was upgraded upon arrival and we stayed in a room with a beautiful bay view. Upon arrival AC was not turning on, we called the reception and it did not take 2 minutes for the technical maintenance representative to appear and fix it. I recommend this hotel to everyone!",5,January 2021,Travelled with friends
Excellent stay,James,"My family stayed for 2 nights at the MBS during Chinese New Year and thoroughly enjoyed our stay.  Although it's a large hotel, check in was a breeze even with the additional measures in place due to Covid-19. We did not have to wait and checked in smoothly at the appointed time. This was a huge contrast to our experience a few months back at RWS.   The staff were consistently very good. Clearly well trained, takes pride in their work and care for the customers.  We booked two rooms - a Premier room and a deluxe room for our family, not knowing that the the different room type meant we will need to stay in different towers. Yuri who checked us in was very gracious in upgrading our deluxe room to a premier one so that our family can stay at the same tower and on the same floor.  …",5,February 2021,Travelled with family
Greate staycation during our wedding day,Ryan,"It was a very good experience to stay at Marina Bay Sands! Perfect room, perfect amenities, friendly staffs and good security measure during this Covid pandemic!   The hotel staffs are very helper especially in helping us with our luggage upon checkin and checkout.   Will definetely come back for another staycation in the future.",5,February 2021,Travelled as a couple
Splendid stay,Li Z,"From the booking office to the room upgrade to the infinity pool to the hospitality extended by the hotel staff to the delicious food to the complimentary parking to the $120 mall voucher to the gift shop, this is a staycation not to be missed. Thank you MBS!  ",5,January 2021,Travelled with family
Bday staycay,gelin,"Bf booked a premier king room w harbor view as a bday surprise. During check in, Ms Iryn (if I remember correctly) was very helpful and cheerful. As it is our first time and we do not have any preference in terms on which tower, Ms Iryn told us that she selected tower 2 for us as the harbor view is nicer there. Her instructions to the various attractions were also clear and precise.  Went to the sky park, infinity pool, artscience museum and gym as part of the hotel perks. Awesome stay!",5,February 2021,Travelled as a couple
Unforgettable experience,Jack lee,"Thank you for your unconditional hospitality that we experienced during our staycation. Definitely we will come back again in coming Chinese New year.  Thank you for your delicious food such as breakfast, lunch and diner during our stay.",5,January 2021,Travelled with family
Helpful & Friendly Staff,sarah c,"My family and I had a 3D2N staycation at MBS during Christmas that week, and we dine in at Blossom restaurant near tower 2. While waiting for our reservation to call, my grandmother suddenly felt dizzy and was about to fall (as she hadn’t eaten anything yet and my mum was not around). Luckily there’s a lady walk past who saw this and quickly came over to hold on to her, as I’m was unable to lift her. Both of us hold on to her, and I quickly called my mum to come over to help us.   I sincerely wish to thank that lady who came and help us. Saw her name tag as Chris. She should be one of the staff from the Giftshop (tower 2), as I saw her walked into that store after that. Once again, I would like to thank her for help and being alert at that situation.  Thank you, Chris",5,December 2020,Travelled with family
Superb Service by Ferrari and Yico,Gabriel Rominque,"Me and my friends had a get together lunch at Rise Restaurant today and the food as always is superb. But what it makes it extra special was the service of Ferrari to us. Her natural warmth and accomodating gestures makes us want to come back for more. As some of us decided to fill up for a membership, the lady by the name Yico was very helpful and patient not only to us but to everyone in the queue doing some enquiries. I cant help but give credit to these service oriented ladies. May their tribe continue to grow.",4,February 2021,Travelled with friends
Best Staycation,Maria V,Its worth the value. Everything is superb. We stay at premier tower 1 room 4477 (the centre of the best landscape to take picture) The room is huge with complementary beverages and snack and coffee maker. They replenish daily. Got sofa bed. Bathtub is nice.my boy loves it. The infinity pool is the best ever. During pandemic limited 1x per room to swim at infinity pool and need to book. Parking is $8/day can purchased at counter.,5,January 2021,Travelled with family
Birthday Staycation,V.Tan,We only spent one night here for my birthday staycation and I must say that everything was excellent. Every process was arranged very well and smooth from the pre-arrival until the day of check-in. The front desk Mustika & Glady are very friendly and hospitable. Great breakfast with excellent service by Chloe from Rise restaurant. The 20 layer cake is really good from Lavo and thanks for the service by Deborah. They made our hotel stay a great one with their welcoming spirit! Well done and thank you for a great staycation! Definitely will stay in this hotel again :),5,January 2021,
A memorable staycation,Sarala Singh,"I stayed for just a night for my solemnization celebration at RISE restaurant.  Although i had only booked a normal room, upon check in (which was really fast!) i was upgraded to a higher category with a complimentary late check out. It was a great surprise which i didn't expect.  But the true surprise was in seeing the room. given the 44th floor, the room was vast and had huge panoramic window views of the Marina. Truly breathtaking! I am so devasted that in our stress to complete things prior to our solemnization, we didnt have time to take photos or to really appreciate the stunning views.  We left the room for a couple of hours to attend to some errands and upon our return, we were met with another surprise, this time with a petite chocolate cake for our ""wedding"". It was…",5,January 2021,
"Spacious room, great view and great pool ",LauSW,"One night staycation with family (two kids) during post Covid period . Taking up the $399 staycation package (S$50 dining or spending credits) which I think is reasonable ( or else would be overprice for local staycation as local can just visit the shopping abd restaurants there anyway) .   What I like:  Spacious room with great view ( must choose higher floor ) I tried my luck requested  for free upgrade room. Lucky enough I got it . maybe this is due to Covid Low peak seasons during weekday.  Nevertheless, please try to top up to get the higher floor with Marina Bay view as you definitely don’t want to missed this floor to ceiling abd wall to wall full height maximised view from the room. It was awesome !   Great pool . Covid period only limited to one hour but limited hour…",5,January 2021,Travelled with family
Perfect place to enjoy Singapore & staycation!,Victoria Lee," “Ashley” she is welcoming Korean speaking staff work at Check-in counter.  You should find her at the counter if you consider that you deserve to have exceptional hospitality & personalised service from Marina Bay Sands. She absolutely looked after me and my friend who visited the hotel for the first time and guided the hotel facilities with detail oriented attitude. She must have the notable number of complimentary feedbacks so I regret that I can write only one!   + don’t go to infinity pool at night. Because it was extremely cold. ❄️  Ashely라는 한국인 직원분이 계신데, 매우 친절하십니다. 처음 가본지라 여러 시설들에 대해 이것저것 여쭙고 혜택사항들도 질문을 꽤 많이 했었는데, 자세하고 친절하게 알려주셔서 감사했습니다. 저녁은 blossom 이라는 차이니즈 레스토랑에서 먹었는데 음식은 괜찮으나 아무래도 MBS내부에 위치한 만큼 가격대비 잘 먹고 좋은 서비스를 받았다고 느끼진 못했습니다. 그리고 인피니티풀은 가시려면 6-8시 사이가 좋은 것 같습니다. 밤시간에는…",5,January 2021,Travelled with friends
"Opulence, Luxury and Grandeur ",Camile & Justin,"Marina Bay Sands stands triple in its own category of ultra-elite and in the top 10 most expensive Hotels ever constructed in the World. Along with the Burj Al Arab, Burj Khalifa, Wynn Palace Macao and Abraj Al-Bait they’ve marked the World with their unique structures coupled with incredible feats of Architectural and Engineering achievements. Our luxury experience commenced as soon as we stepped foot off our plane, our MBS representative met us at the gate, whisked us through the Airport, customs & security, assisted with luggage and escorted us to our waiting MBS Mercedes transportation where our driver greeted us with cold wash clothes, water and champagne to set us in the mood for what was about to come. We appreciated this exceptional reception after an 15hr flight,…",5,February 2020,Travelled as a couple
3 night break,12345gamer,Was the most amazing hotel. Worth the extra money for a higher level room overlooking the city giving the best views of the nightly light show. The pool has the most stunning views of Singapore and the views from the towers stunning. Food is fabulous and so are the cocktails - totally excellent.,5,September 2020,Travelled as a couple
Iconic Hotel,James C,"This is one of the iconic hotels of Singapore for good reason. The sweeping views over Singapore, the infinity pool and the hot spa bath were definite highlights. The rooms were spacious and clean, and there are so many attractions to explore nearby. The staff were attentive, friendly and professional.   The only con to be aware of is the check in process took a long time given the large numbers of other people also queuing up at check in time.  Overall this was a very enjoyable staycation experience!",5,November 2020,Travelled with family
Terrible,irenesim,"Choosen MBS for friend staycation as there were many good reviews. However to my horror, service and rules were so so bad. Front desk Nicolette and manager kenny are super unprofessional and unhelpful. Booked 2 rooms for 4 person. Was denied connecting room as we were friends. Worse is denied having rooms at the same floor. So whats the point of having a stayca when rooms were so far away. Explanation given were MBS rules for COVID Prevention. Do not understnad why total of 5 people allowed in 1 room but having room at the same floor not allowed. Worse is Manager Kenny did not gave a professional explanation but blamed it in the MBS regulation. MBS really need to review their rules in allocating room. Such a fruatrating and diaappointed staycation. ",1,January 2021,Travelled with friends
Perfect family staycation experience😊,Gwendilyn,"This was the second time we stayed at MBS to celebrate our 3rd wedding anniversary. Though the queue at the check-in took longer than expected, we were very pleased with their service. Our room was upgraded and we had an awesome view of the city area. Last year, our room was also upgraded and we had the garden view. Our room was on the 50th floor and it was so spacious! The bed was comfy and the bathroom had very nice amenities! Service was prompt and the staff were polite and attentive. We had breakfast at Spago and the food and service did not disappoint. Our toddler had an amazing time at the infinity pool. We had a very relaxing and enjoyable time. This is one hotel that we will truly look forward to visiting over and over again.😊",5,December 2020,Travelled with family
Showing its age but great service,thetraveller8888,"After it opened 10 years ago, the room we stayed in - Premier King Garden /Harbour View - is showing its age. But what made our staycation a memorable one were the excellent staff service, the check-in arrangement and communications, and a pleasant surprise.   I requested for early check-in at 2pm, and this went smoothly due to the queue arrangement and SMS communication, notifying me in the morning on what time to arrive at the hotel. The female staff who checked us patiently answered a list of my questions and helped to upgrade our room when she found out that we were there to celebrate our wedding anniversary.   The room’s Express Service helped to arranged for a security staff to my room in less than 10mins after my call to solve an issue with the room safe. Similarly, when…",4,December 2020,
Staycation during New Year’s eve,mfCostigliole,"It was difficult to find a slot for the infinity pool, but thanks to the excellent staff we got it! Only 1 hour/day, due to the safe distancing measures, but I’ve never experienced the water so clean and enjoyed the pool so quietly. Special thanks to Darrence who welcomed my family and I during the check in by helping us to plan our 4d3n stay in 10 minutes! We brought bicycles and we could keep them safely in the storage room right outside of tower 3. You can always count on the MBS staff on site!  Luckily I asked the staff a couple of days before the stay: the information got via email was that it was not possible... Thank you MBS staff for a very pleasant stay. Keep it up!!! ",5,December 2020,Travelled with family
3D2N in Premier Room with Bathtub,Esleenn,"Staycation of 3 family members in room at non peak weekday.   I might have too much expectations for this hotel thus i felt disappointed.   Cons:  The moment you enter the lobby, no directions were given where to check in or join the queue. During check-in, receptionist was not welcoming and needs to improve on tonality.   Front desk was leaking water and dripped on me, didn’t apologise or offer me tissue and just replied “yea we’re working on this”   Did not explain anything about hotel facilities only point to me the lift lobby.   Every morning we walk down the corridor or lobby , no staff will greet us. It doesn’t feel like a luxury hotel at all.   Pros:  Room was nice, spacious, clean, nothing to complain about.   Swimming pools staffs were the best , nice and friendly and…",3,November 2020,Travelled with family
Exceptional Local Staycation,JasonQingrongWong,"We booked for our anniversary. True, the room prices are high; but we got what we paid for: Club Room on 41st floor, with a city view. No regrets staying 2 nights there. City views at night were stunning, day time views were enjoyable too.  Club room included high-tea from 2-4pm and evening cocktail from 5-7pm. Food there was fantastic! Views were fantastic too. There were 3 restaurants to choose from for breakfast, we tried the exclusive clubroom and Spago. Quality of food at the clubroom was slightly better than at Spago. But still great nonetheless, they only served TWG tea. Coffee at the club was also better.  We managed to book an hour for the pool only. Views didn disappoint. Swimming at night with a great view was such a lovely experience!  Staff service was good,…",5,December 2020,
Great experience at MBS,Chewyan,"Was my first staycation at MBS and decided to give it a try as traveling overseas is not an option at the moment. Decided to go for MBS because of the promotion they had and the free parking. Booked a 2D1N stay in premium room for 3 pax and it was a great overall experience. MBS has staggered check-in process by making advanced sms bookings, unfortunately I missed this information in the email they have sent and only know when I reached the check-in counter. But the check-in process was rather smooth once it reaches my turn. Got a room at the 30th floor, great view, great room. I managed to book a 1-hr pool session and it was a nice experience but rather short, sadly. There were activities to keep me occupied for the 2 days: touring of Art Science Museum, dining at Koma,…",5,December 2020,
Iconic pool not available,Cand,Just checked in for a 4 night stay and tried to book a slot for the pool. Found out that it was apparently full for all days. That’s crazy esp given the pool is one of the key attractions! Hotel guests should be prompted ahead of time there’s this risk so they might consider other venues instead or ask for pre-booking of pool!,1,December 2020,Travelled as a couple
Amazing Service by Pool Staff,L.F,"Went for a 1 night staycation at MBS last 22-23 Dec 2020. Every day, each guest can only book 1 hour of pool use. Huge, huge thank you to Mr. Dennis for making this possible for us. Special shoutout to Wawa, the staff attendant, and Nas, the life guard also for their help.   This was not our first time at MBS, but I'd say that this visit has became more memorable and amazing because of the service of these pool staff especially Mr. Dennis. Marina Bay Sands is truly lucky to have such a remarkable staff.   Even though we are visiting during this pandemic, we still felt safe as they explained to us how the hotel makes sure the cleanliness and sanitation for the safety of all guests are a priority. We are particular when it comes to service whether in restaurants, or hotels BUT…",5,December 2020,
Marina Bay Sands Singapore Sands Suite Staycation,UpperGuest,"I had the opportunity to experience the luxurious Marina Bay Sands Hotel Sands Suite - It’s been a pipe dream of mine to one day splurge and stay in the expensive hotel room worth thousands of dollars per night Immediately after entering the 136-square meter suite on the 48th floor, I am in total awe… The living area of the suite was huge at least 2 times the size of a typical hotel room and even came with a pool table! Floor-to-ceiling windows provided an excellent panoramic vantage point over Marina Bay and the Singapore skyline The Bedroom was massive with a king bed and walk-in closet. There was the bathroom which came with bathtub, rain shower and double sinks It is reassuring to see the SG Clean-certified integrated resort take cleaning and safe distancing very seriously.…",5,December 2020,
Staycation,Ana,"Recently had my staycation at MBS and it was a rather pleasant experience. However, the waiting time for check in was rather frustrating. I probably spent half of my day waiting.  However, the rest of my stay was rather pleasant. Especially the staffs at the infinity pool, they were really helpful and friendly. Rooms were on the high floor and had a birds eye view of gardens by the bay.",4,December 2020,
Excellent service,RobynWSC,"Went twice within a span of two weeks, and was impressed by the service both times. Dad had to make use of the wheelchair and the wonderful roving staff stationed near the Tower 3 check in counter went out of his way to help us get to the top floor for our viewing experience, even though he had to make numerous trips up and down and around to make that happen. We were thus able to get in just before everyone else did. I didn’t get his name but thank you to the staff on duty that day (16 Nov). ",5,December 2020,Travelled with family
Old dirty room for Staycation,Joanne Roxanne,"Super crowded at lobby, just feel like at first world hotel in Genting. Room is old and full of dust. Cleaning standard really need to improve, see photo then you’ll know what I mean. 5 star hotel but the most only 3 star for me. Don’t waste your money. ",1,December 2020,Travelled as a couple
MBS Swimming Pool,Jiayu L,"Had an enjoyable stay at MBS and we even got a chance to enjoy the pool which was really beautiful 👍🏻 all thanks to Brandon from Poolside with his excellent service, going out of his way to assist us in getting a pool booking. Thumbs up!   ",5,December 2020,Travelled with family
Excellent stay at MBS,serenac939,"I stayed at MBS with 11-14 December with my family and it was a very comfortable stay with excellent service. It was disappointing that we did not manage to book a pool slot when we arrived, but one of the restaurant staff at Spago, Dave, secured us two pool slots when we merely mentioned we didn’t get one, without even being asked! I was very touched and impressed with his act of service. It was a lovely family staycation- will return! ",5,December 2020,Travelled with family
Used to be one of the best hotels but sadly it is degenerating,Chew J,Booked 3 rooms for a family staycation but sadly it was a forgettable experience.   1. Checking in took close to an hour for just one room. Subsequently was told that the other room keys will be left in the room that was ready. When my family members reached and was registering the two front office agents mentioned that there is no such thing as leaving the room keys in the room. Wrong info throughout   2. Tried to book slots for the infinity pool but system was full of bugs and eventually could not secure any slots. Was told by the front office agent that when I was trying to book on Oct 15 the system just went live and it was the first implementation thus there were a lot of bugs. Only managed to get a 9.30am slot in the end.   3. Staffs were poorly trained. Wanted to visit…,1,December 2020,Travelled with family
Fabulous Staycay at MBS,jelinc2016,"We booked a Bay Suite for family of 5 with a seamless booking process from the hotline. Was worried about checking in but the process was fast with not many in the Sands Lounge. Recommend to pay a little more for Club Lounge benefits as the general queues were so long! Room quality was excellent with a view over Gardens by the Bay. Tips: have your breakfast only at Spago’s as the food & coffee quality is superior to the other restaurant options. Our butler service was great - we had fruits, cookies , milk , cakes delivered daily ! Book your pool slot in advance and you won’t be disappointed with the amazing experience swimming in the sky with our beautiful city skyline as a backdrop. Five stars for the high service quality among every staff and the room quality. Hope that the…",5,December 2020,Travelled with family
6* service!,ForeverOnVacation,"World Class Service! Highly recommended for anyone who believes top service is imperative to an enjoyable stay. Some parts of the hotel may not be spanking new (eg balcony tiles), but we were beyond satisfied by the excellence in customer service during our stay - certainly reason enough to want to come back again! Whenever we called with any concern (bathroom, pool slot and belongings left behind), this was not only addressed professionally, but empathetically and most swiftly.   I must say, for a massive hotel, Marina Bay Sands Singapore really has surprised us with the impeccable standard of guest relations. They clearly have guest satisfaction at top priority and therefore understood inside out, leaving even the most discerning guest impressed and assured to have an…",5,December 2020,Travelled with family
Hard to beat MBS staycation during pandemic,tkpuar," Our family of 2 adults and 2 kids had a thoroughly enjoyable staycation at Marina Bays Sands. Our room on Level 29 had a good city view. Looking out from our window,Apple stand was on the left and the Artmuseum was on the right. The whole complex was very crowded. Who says we are living in covid 19 restrictions?Car parking was a bit of a hazzle. So was the q for hotel check in.The restaurants were busy most meal times. Access to the infinity pool was difficult as guests were limited to one hour session per day.The Skypark observation deck on Level 57 is a must go at MBS. All in all,too much to do and to enjoy in the 2night 3 day stay.",4,December 2020,Travelled with family
Wonderful staycation location,Dzr1208,"If you are looking for an unforgettable staycation experience please go for MBS.   I have celebrated my birthday in a city view high floor premier room. The moment I walked into the room I was amazed - the huge window captured beautiful skyline of Marina Bay. It’s so therapeutic regardless of the weather (it rained a couple of time).  The infinity pool was really a sight to behold. It’s really cold but so much fun. I actually like their crowd control measure whereby check in and facility booking are queued via SMS.  Room making was excellent. On the second day I placed a couple of champagne glasses and the service crew, Jian Yang placed the same number of coaster and espresso cubes for my guest as well. It’s a really nice touch which made my day!  I think it worth every single…",5,December 2020,Travelled as a couple
Lovely anniversary staycation,eifa,"I had a great staycation to celebrate my anniversary. Alice was polite, efficient and very helpful upon check in. Even though it was busy with guests, MBS has a good system to ensure safe social distancing and they are strict with the number of people going to the rooms. Room was clean with a great view of the sea. Overall, I had a great time there!",5,December 2020,
Excellent service and pristine clean rooms,Linglyn,"Booked a room to celebrate my friend's birthday. I wrote in early to request for their help in planning for a surprise party and was amazed by their promptness in replying and in doing their best to accommodate to all my requests. I was impressed that the concierge staff even knows who I was and what I needed when I simply told him my name. He explained that all concierge staff had been briefed and they were supposed to remember such details.   Needless to say, the room was pristine clean, the best I have stayed in Singapore, and the view from the room was just breathtaking.     ",5,November 2020,Travelled with friends
Wonderful Staycation,Kenix_Sim,"Staycation was great with beautiful harbour view. Room was clean, Staffs were friendly. Good promo given with 60 credits per room/night which it can use for dining. Sad that didn't manage to access the infinity pool as it was fully book! Will definitely come back for staycation again.",5,December 2020,
"Wonderful bed, room, view and restaurants",Choo Wai,"It's been a few years since i last stayed at the MBS Hotel, but it remains fun and enjoyable.  The Infinity Pool wasn't available throughout our 2 nights' stay, but there were many other things to do and eat within the compound and outside it.  We stayed at Tower 3 this time, and there was a balcony where you could sit and eat, read or just chill and appreciate the view of the sea and Gardens by the Bay.  The bed and linen were extremely comfortable, and their service was very prompt and pleasant.  There are also many restaurants and shops to wander through. Great staycation. ",5,December 2020,Travelled with family
Compliment,Pauline Y,"I would to extend my compliment to Ms Catherine,the pool attendance of MBS. She has went thru the extra mile and has made my holiday stay a memorable one. Her patient & caring attitude is worth commendable.",4,December 2020,Travelled with friends
