Review title,Username,Review,Rating,date,traveller_type
Excellent venue for business conferences,Joseet,"We had our offsite at the mandarin oriental and it was such a positive experience. The ballroom was well lit and spaced out and the audio and visual set up was flawless. The food that was served in bento boxes was above average, and the Indian food was outstanding. I would like to specially commend Alice, who served our table - she was smiley, and went beyond her normal call of duty, serving us green tea when it was the standard drink included in our package. Truly Mandarin Oriental’s staff are outstanding and deserve to be appreciated.",5,January 2022,Travelled on business
Wonderful staycay experience,Sarah Thng,"Thoroughly enjoyed my 3D2N stay at MO. The service was superb and all of the staff were friendly, helpful, professional and patient. My friend and I had dinner at Dolce Vita and we love the food there. Breakfast were very good too. Big shoutout to the team behind MO WhatsApp messages as they replied very promptly to all of my queries at any hour of the day. Kudos to that, thank you! Spa treatment experience were wonderful too and would love to try other treatments next time.   Appreciate Jeff, who helped us with the charging of iPad at front office as my friend had forgotten to bring her iPad charger.   Thanks MO staff and I would love to come back again! :)",5,January 2022,Travelled with friends
Amazing,Janica,"Our first stay with MO as a couple and with our baby & we were in awe! Room is clean, staff all warm and approachable. Room view (Ocean deluxe) was breathtaking. Pool area was a great place to relax too. Definitely would stay again.",5,January 2022,Travelled with family
Staycation,David Ng,"I managed to book a Deluxe Room (King) to celebrate friendship, courtship and marriage bliss with my best friend, my girlfriend, my wife! I had hoped to get a room with a nice view of Marina Bay Front but got a view of Suntec City instead. Room was clean and comfortable, though. Signed up for Fans of MOS but there wasn’t any other perks special from my previous stay. Not sure why they made me sign up. Breakfast was very good! Gym facilities were new and clean. Swimming pool was nice with a comfortable crowd.",4,January 2022,Travelled as a couple
Hosted a Wedding Lunch Event with MO,Seow Ye H,"We have recently hosted a wedding lunch event with Mandarin Oriental, Singapore.  Thanks to Tim Lee and April Chan as our coordinator, to have the event run as smoothly as possible. As covid19 really hinder the planning stage, we have no issue looking Tim and April for guidances.   On the actual date (23rd Jan 2022), we were assigned with Jobin Joseph, Sathiaseelan Marathapa and Rose to assist us with the whole events. From tea ceremony to solemnisation to the lunch banquet.  Thank you all for making us feel comfortable and also hydrated at all time.   Thank you Jobin, for your patience with the overall flow of the event and coordinating with our emcee.   Thank you Rose for tagging along to help my wife with her gown, really appreciated.   Thank you Sathiaseelan, for the AV…",5,January 2022,Travelled as a couple
Superb stayca expience at Mandarin Oriental,809lingfengl,It’s our first time at MO for my bf’s birthday celebration! Room was clean and with full amenities available. The breakfast at Melt Cafe was delicious. Overall great service and hospitality. Would love to come over again,5,January 2022,Travelled as a couple
Excellent wedding celebration held at Mandarin Oriental,Edmund L,"Dear Mandarin Oriental, Singapore,  We had our wedding lunch celebration held at your hotel (Oriental Ballroom). We would like to compliment the team assisting us during the entire event.  Katelynn did a wonderful job in assisting to onboard us and explained the services available.  Due to the covid-related measures, Roger and Katelynn succinctly explained and Roger followed up very closely with our queries. Throughout the entire planning, Roger was very prompt in responding, even on the days when he was on leave, which was reassuring especially during the transitioning of pandemic.  The wedding lunch event went very smoothly. Anshul Pathania, Jegan, Ying Ying and Alice did a wonderful job in serving us throughout the entire wedding event. Jegan was very clear in his…",5,January 2022,
Wonderful Staycation,MazzzyStarr,"Totally appreciated with the late checkout given to us. The room are spacious and clean, toiletries are from Diptyque. They are prompt with their What’s app reply too. The spa experience (Hot Stone & Aromatherapy treatment) was definitely the highlight of our stay!",5,January 2022,
"Our Wedding Luncheon on Dec 18, 2021",Precious K,"Being a regular patron of MO Singapore since 8 years ago - there is always a nice warm tingling, comfy vibe upon entering the hotel. I reckon it's a fengshui hotel, which explains the beautiful intricate interiors from the lobby to the Chinese restaurant, which by the way serves one of the best Cantonese food.   So need not to say - when it comes to sourcing of wedding venue for our own big day, MO Singapore was naturally shortlisted in our list (Among Ritz, St Regis and Capella) . Just like many beautiful couples who might be torn between choices, MO Singapore have us sold when we meet up with the PIC to go through the package options that they can offer, besides the good location. And just like that, weeks later - we paid the deposit during the wedding fair in Year 2019, Aug…",5,December 2021,
Feels like home (Wedding Luncheon & Hotel Stay),Dexter L,"We decided to hold our wedding luncheon here because of the many good reviews we've seen, and we did not regret our choice. From the food, to the service, to the stay, it's all top notch. Our guests have nothing but compliments.   Special shoutout to: April, Wendy and Tim. Thank you for accommodating our many requests. Especially for Tim, many of our requests are quite last min and he helped us as best as he could. Really appreciate it a lot!  To the banquet and valet team: Jobin, Alice and Mr Sun and the staff assisting the event. Kudos for being so attentive and ensuring that the event runs smoothly. We actually forgot to get lunch for our emcee and Jobin was quick and decisive to help us settle it. Throughout the whole event they have been ensuring us everything will be fine.…",5,January 2022,
Five Star Hotel Six Star Service,Grace T,"Delighted to have spent 2 weekday nights here. I was greeted by friendly FO staff Jeff who patiently explained details of my stay to me. Pleasantly grateful for an Ocean View room upgrade and a late check out since I had checked in to get some work done as well. Fantastic and quality amenities were provided. From Diptyque Shampoo, Conditioner, Body Wash and Lotion to the complimentary Tapping Tapir sparkling sodas. I also support the hotel’s initiative for no plastic waste. Water is stored in huge glass bottles and no disposable plastic bottles are given. I appreciate the turn down service provided which gave me a welcoming experience when I returned to my room at night. Simple gestures like tidying my cable wires or putting a clean cloth underneath my toiletries are very much…",5,January 2022,Travelled solo
Birthday staycation,Sher,"Upon check in, they offered a cake to be send to the room the next as it is my birthday celebration. On the 2nd day, called the reception numerous times. The cake was only delivered after expressing disappointment. Waited more than 2 hrs for the cake. Pls honour your promises mandarine oriental. Indeed my my birthday celebration is ruined. Won’t be back for sure.",1,January 2022,Travelled as a couple
Wonderful Family Staycation,Astrid L,"Dear MO,  Thanks once again for a memorable and awesome staycation on the 15th of Jan 2022. It’s our 2nd time here and we came to celebrate my daughter’s 6th Birthday.   From the moment we dropped off, chan the doorman greeted us and immediately helped sign my luggage I was with my 2 small children. He passed me a tag and told me he will bring the bags up to the room.   We went in and check-in was smooth and fast. Staff was very friendly and kind. Balloons were given to my kids and I was given a small box of pineapple tarts as well.   We went up to the room and the view was so beautiful. Hotel’s pool and the flyer was on the left and MBS was on the right. We could even see the ocean. This is one of the best views ever! My kids were so excited. Room was bright and clean, toilet…",5,January 2022,Travelled with family
Great team had helped made my one night stay memorable & refreshed!,Rosa G,"Booked a wrong package thinking it is good deal one for one.  We were shocked to realise the Trip.com's price online is only for one night at exorbitant price for Deluxe room with breakfast. The perks are 2 breakfast for kids, which is no use to us , coming to our 60's. We frantically tried to change to normal room with no breakfast ( 40% cheaper )  but all failed after multiple communications with hotel through Trip.com.  All turns well the moment I alighted from my car. Well greeted and immediate help with my soft luggage , and the young man at reception was patient , gentle and kind enough to help upgrade to a premium room with great view of the Bay.  Room was comfortable , amenities great especially the shampoo that left my hair soft & bouncy. Bath came with bath salt,…",5,January 2022,Travelled as a couple
Excellent service!,Bonoit koh,"Came here for our cousin’s wedding and genuinely enjoyed the food and the service provided! Staff were patient, helpful and courteous! :) otherwise, the ballroom was well kept and the atmosphere was great! A hard recommend!",5,January 2022,Travelled with family
New Year Eve Staycation,Naresh Kumar,"Had 1 night stay with my partner. So sweet to provide the champagne, pineapple tarts, chocalates and cakes. Didn't expect it actually Thank you very much Hotel. Staffs were very friendly and polite too. Lovely views of skyline/cbd - managed to get the top floor  Took some photos and posted on my instagram - ig @naughtynareshy",5,December 2021,
Our sons birthday staycation,Darkonz,"Its was our second time celebrating the kiddos birthday here. The kids loved it here, particularly the pool. they had a nice gym for the parents to burn the calories off after a wonder meal the meltz cafe.   They had ballons decorated and even a photo for keepsake on this special day. Love their service.  The staff was really extremely helpful and we really appreciate it. shoutout to gym staff lany taking good care of us during our gym. Beverly who handled out checkout to sort out the dining credit issue. Will definitely recommend it",5,January 2022,Travelled with family
Wedding,Brandon G,"Attended my cousin's wedding banquet at Mandarin Oriental Singapore. The food was good and the server of our table, Dayna, was friendly and proactive throughout the service. Really great job!!   Overall, a great experience here at Mandarin Oriental",5,January 2022,Travelled with family
Wedding,starrygalaxxy,The service crew were really fast and polite. Dayna was very attentive in refilling the drinks and had a very pleasant demeanor!   The place was very elegant and spacious. The lights were very pretty as well!,5,January 2022,Travelled with family
Wedding Dinner,Chain,"Nice ambient & good service; my drinks are refilled promptly and used plates were cleared fast, happpppy and satisfied wedding dinner! Will be happy to be back to attend another wedding! The toilets are clean as well!",5,January 2022,Travelled with friends
Wedding Lunch Reception,Chechow,"Thoroughly enjoyed the food, and service was great! I’d like to specially compliment Cindy, who attended to our table, for the excellent customer service provided. Thanks for playing a part in making this special family event a very memorable one :)",5,January 2022,Travelled with family
Great ambience and service! Food was great also!,Iynix,"I participated in a wedding lunch here and the food was great! Overall the service was great too. Great experience! The ambience, furniture, amenities was pretty awesome. I felt comfortable and very well served here. The hotel environment was very clean and safe distancing measures was well executed. ",5,January 2022,Travelled solo
Wedding Lunch 15 Jan 22,jocelynt119,"Attended a weekend lunch at oriental ballroom, happy to be serviced by Joanne, Rose, Jimil, Akhil. They are attentive and friendly. Menu selection is modern and food is delicious. I had a enjoyable lunch at Mandarin Oriental, happy to visit here again soon!",5,January 2022,Travelled with friends
Wedding Banquet,charmainec484,"Attended my cousin’s wedding banquet here. Great ambience, service and food quality. Staff were all attentive and friendly. Special shout out to Cindy for attending to our table and making our dining experience an amazing one!",5,January 2022,Travelled with family
Wedding Banquet,Joon Foon Nicho... S,"Attend Wedding banquet, service was excellent, attentive service by staff, staff who were serving my table are Joanne, Rose, Jimil and Akhil. Our drinks were never left empty, any request were attend promptly, can also see good team work, helping one another with task so no customers are left waiting.   Cheers !",5,January 2022,Travelled with friends
An old favourite....,David,"It's been a number of years since I last stayed at the MO Singapore... Whilst it's aged it's done so gracefully... The staff remain attentive, helpful and genuinely engaged - wanting to be of service and to ensure a lovely experience. Whether it was the amazing Margaret at the front desk, Sabrina the brilliant concierge or the staff at the infamous Morton's - the MO Singapore front of house really make the stay special! An oldie but a Goldie!",5,January 2022,Travelled with family
Gd service. Attentive. Different from the usual 5 star hotel,Kaiser T,"Aisha and Kangle were very on point with the service for wedding lunch reception.  They were very attentive and made sure the table was served promptly.  They also made sure that our glasses were always topped up and full.   Compared with other experiences, they were above the rest",4,January 2022,Travelled with friends
Panaromic view to enjoy!! beautiful amenities for sure.,Anis,"Celebrated Mum's birthday and this was my first trip to MO. There were balloons, cake and kuih all set up waiting for us! I was speechless!!   Front desk manager, Andrew Santos was so welcoming and efficient we were in our room in a jiffy. Splendid service from housekeeping and room service too! Thank you Mandarin Oriental ..I will be back :) Truly wish the next time I stay there would be halal selections that I could dine in for room service.",4,January 2022,
Premium hotel with quality services,Lynne,"Premium hotel with quality services delivered by hotel personnel. Awesome view of the bay from my room.  Conveniently located with the shopping malls, Esplanade and restaurants just footsteps away.  Have enjoyed my stay and would return for future stays.",5,January 2022,Travelled with family
Wedding Reception at MO,Macro,"My wife and I just hosted our wedding reception at MO. The service provided my the staff were impeccable. Since our confirmation with event manager, Roger last February, he has been very responsive to our queries and requests. Hosting a wedding during COVID is filled with uncertainties, but we were duly assured by Roger every step of the way.   Come wedding day, Roger personally received us at the check in and also helped ensured that everything ran smoothly. He also assisted in last minute requests such as having a car park lot for our Solemnizer and having a room for our guests to change etc. Banquet staff were very very helpful throughout our banquet. Thank you Jason for guiding us patiently for the march-ins and Yingying for helping me with my gown throughout the whole night…",5,January 2022,Travelled as a couple
Staycation at Mandarin Oriental,Kathryn,"Friendly front desk staff. Wide selection of breakfast buffet choice. Check in process is smooth and fast. Hotel room is spacious and clean. For better human traffic control in swimming pool usage, only an hour slot is given.",5,January 2022,
Staycation Birthday Celebration,acellace,"Thank you MO and Team for making my wife’s birthday celebration a memorable one. Despite having additional checks during this pandemic, the frontline staffs maintained a professionally friendly and helpful service attitude. Also, we can see the efforts from back of house staff for the preparation, support and assistance to clear our mess (apologies).  Quick review of hotel and services during our short stay.  Service 5/5 Special thanks to Margaret at front desk who handled both our check-in and check-out seamlessly.  Room 4.5/5 For balcony rooms, smoke from other floors may be expected. The balcony also happen to be noisy (from ventilation fans?) Room cleanliness and facilities are great!  Room Service and In-room Dining 4.5/5 Definitely has room for improvement, but I shall not…",5,January 2022,
Great food served at wedding,Ying,The food was good and service was warm and friendly. Rose and Akhil served us and they were very helpful. Loved the chilli crab and hot bun! Ambience was good and we really enjoyed ourselves. Overall a good experience.,4,January 2022,
Wedding dinner,Meryl,"Food was good, especially the fish faw broth. My kids love it. They were also generous with their buns which made my little girl happy.  Server Rose and Akhil were great and attentive throughout the course of the meal.",5,January 2022,
Dec 2021 Family Staycation,Khairul Nizam Z,Excellent stay for family with great offers from hotel.  Staff are attentive to our needs.  We were provided with daily turn down services and the daily coffee/ tea were promptly replenished. We do hope to come again.,5,December 2021,
Birthday celebration,JamieKho,"Had a most memorable birthday celebration in Mandarin Oriental. MO lived up to its name, being one of the world's foremost luxury hotels. The room is amazingly spacious with its stunning skyline view. MO by far has been the best hotel ive stayed. They have a team of very friendly, attentive and approachable staffs who are always there to attend to your needs. We are always greeted warmly and welcomed into MO. Would like to have a special shout-out to Ms Isabel who attended to us during our check-in. Her friendliness and sweetness left us with a pleasant day throughout our stay. A simple decoration in the room make my day extra special as the team put in effort in the setting up of deco. Appreciate the special personal touched that MO had in place. They have a sms system where…",5,January 2022,
Great staycation,Roslan A,"It's been  a great and awesome experience staying at Mandarin Oriental. I celebrated my wedding anniversary with a simple celebratory gift idea that left a memorable mark that will last forever.  The ambience was conducive and warmth. Staff was welcoming, courteous  and very accomodating. Looking forward for another stay at MO.",5,December 2021,
Memorable stay with Immaculate service,Adel,"We chose Mandarin Oriental for our 10th Wedding Anniversary staycay celebration last Christmas and I’m glad I did. The team exceeded our expectations in every way and made the occasion extra memorable.  The room is spacious and clean, and they were very generous to offer us a room with Marina Bay view. A gesture my toddler and I appreciate very much. We spent most of the time staring out of the window, some time looking at the joggers, some time trying to spot the drone flying around, or just admiring Singapore’s beautiful skyline.  We also love the amenity for FANs of MO. They are giving out Taiwanese-style Pineapple Tarts this season which are absolutely delicious! MO had them specially made in Taiwan - the filling isn’t too sweet with a slight tang, and encased in a fragrant,…",5,December 2021,
Beautiful hotel view and attentive staff,Edmund Tan,"The check-in progress was well attended to by the staffs and they were friendly and attentive.  Upon entering the room, we saw that the room was well prepared and everything was fantastic. The ocean view was great and the complimentary amenities was really thoughtful and nice.",5,January 2022,
Luxury Staycation Experience,Redoranges,"This is truly one of the finest hotel in Singapore. Located in a quiet yet convenient location, this hotel offers views of the Marina Bay area, flyer and Suntec side. Booked a room facing the Marina and what an amazing view, both day and night.   They have upgraded the bathroom amenities to diptyque but no longer individual bottles, but refillable one. Eco-friendly. Same goes for water.",5,December 2021,
Wedding in the new year,Gerald Lee,"I had a fantastic time working with the crew of the banquet hall for the wedding of my friends. I would especially like to point out the main coordinators, Tim, Jason, and Sulaiman, for their wonderful support, and the great servers Rose, Jimil, Akhil, Rintu, and Nikhil who attended to my table of people.  All the staff were very careful about keeping the safe-management measures, and were all very professional and handled everything smoothly. I am very impressed with the standard of care of all the staff, and would be pleased to come back again.",5,January 2022,
Came here for my cousin's wedding Service was EXCELLENT,NgJing,"As the title suggest, service was excellent, staff was friendly and helpful, we were served by Hong Ye and Dayne.  Food was great too I love the fusion. Never had Cod fish with Pumpkin before and I really love it! Overall great food, great ambience, friendly and helpful staff!",5,January 2022,
Wedding Banquet,Bryan,"Amazing Food and Service, was served by Hong Ye and his team. Impressed with the professionalism and hospitality displayed by them. Food was great as well. Highly recommended! do contact me should you require any verification",5,January 2022,
"Amazing food and service at Melt Cafe, Mandarin Oriental",Shi Ying,"Our family visited Melt Cafe at Mandarin Oriental on 1 Jan 2022. The food was amazing (we loved the truffle oysters and sashimi) and the restaurant staff with us, Gui Ting and Joy, were attentive and helpful. Really enjoyed our dinner and looking forward to coming back soon!",5,January 2022,
A plesant staycation experience,Fion L,"We had booked two Ocean view rooms with Mandarin Oriental during the Chirstmas season . The reservation officer Ms Joey Loo was very helpful and attentive. Our request for a connecting room was fulfilled and she reminded us that due to Coiv-19 restrictions we can only have a maximum of 5 person in the room.   This hotel is conveniently located to Marina Square and Suntec City . Upon our arrival, we were greeted with top notch customer service experience . Checking in was a breeze, the doorman and front desk staffs were very polite.   Knowing that it was my birthday, the hotel staffs had pre-decorated my room with a birthday card and some balloons. There was also a complimentary slice of chocolate cake. Thank you for the thoughtfulness!   The room was of reasonable size.We had…",5,December 2021,
Birthday Staycay,Aessa,I am very very happy with my room upgrade. Its my second time to celebrate my birthday in Mandarin Oriental Singapore and the whole team has never fail to impress me with their service for excellence and hospitality. The view was spectacular and the experience is one of a kind. Thank you MO Singapore for never letting me down. You always make my Birthday and Christmas a happy memory. Thank you for the birthday surprises. The best hotel to celebrate special occasions. See you in my next staycay.❤️,5,December 2021,
Excellent wedding dinner experience.,Casimir K,"Excellent service at the wedding banquet of my brother-in-law. Highly attentive throughout and extremely thoughtful. We had both the oldest and youngest person in the room at our table and Alice, our server for the evening, went the extra mile to ensure that the food was served according to their needs such as chopping up the food to smaller bite-sized portions. Kudos to both her and the banquet manager Kang Le for running an excellent service.",5,December 2021,
Great place for family. Best 5 Star Hotel Service in Singapore,Ace Y,"Due to the pandemic, my family has tried staycations in most of the top hotels in Singapore and by far, Mandarin Oriental is at the top in terms of quality of stay and service.   The Marina Bay Suite is such a nice room for a family staycation. Everything about this hotel is 5 Stars! The staff are polite and helpful. Check in and check out was a breeze. Being a fan of M.O has great perks. The interior design and architecture of this hotel is Insta-worthy. The pool is great for both adults and kids. The room was huge and everything you would expect from a 5 star hotel. They gave us a complimentary roll away bed for one of my daughters and the roll away bed was already ready when we arrived in our room. Plus point is the balcony with a wonderful view of MBS, MBFC and the CBD. It…",5,December 2021,
Wonderful family staycation and Excellent customer service,Chong Ee Jay,Our first time staying at Mandarin Oriental and we totally enjoyed our stay. The check-in at reception was with the warmest hospitality inclusive of the hotel staff that we interacted with over the 4 days family staycation.  The breakfast provided at Melt Cafe was sumptuous spread of intercontinental breakfast. Booking of hotel amenities was easy with the WhatsApp services. We enjoyed the pool daily with had a great view of Marina Bay and CBD scenery. Beautiful especially at sunset!  Overall very positive experience and hope to come back again for family staycation. Thank you all staff of Mandarin Oriental!,5,December 2021,
Awesome hotel with a superb view and breakfast!,Yewt,"The room was spacious and the hotel staff were very friendly. We were taken aback by the splendid view when we entered the room. They even prepared us some drink and cake for our anniversary stay. Some points to note was that you would have to get some time to be used to their switches, not immediately intuitive. The views at the swimming pool were also fabulous although you have to book a slot in advance and be punctual to enjoy the session fully! The hotel breakfast was a buffet where we could walk around to request our choice of food, a very pleasant memory from the past which we had been accustomed with before Covid. Another thing to note is that the transfer to and from the carpark is not so easy. The hotel is not the newest but our stay was a beautiful moment to keep for…",5,December 2021,
What A Wonderful Family Break,HHF,"We had our two days staycation in the bay view king room. The view was just fantastic and we enjoyed so much! The hotel staff was extremely friendly upon checking and check out, and room service was good. The pool was quite fun with sheltered bed and city view. Not crowded also, my daughter enjoyed it so much. I love the gym, lovely environment and sufficient equipment. Overall, it was definitely a wonderful experience for my whole family!",5,December 2021,
Wedding Banquet,LA,"My husband and I recently held our wedding at Mandarin Oriental and we would like to share that it went really well with the great help and service of the MO staff. Special shout-out to Juliana, Jobin, Alice and team for the help throughout the event. It would not have gone so smoothly without them. Alice was really wonderful as she continuously keep a check if we are doing alright and she definitely shows lots of care to make sure that we did not stress out about the event. Really grateful for the MO team for such a wonderful service and will definitely recommend MO if you would like to hold your wedding banquet with awesome dishes and great service! :)",5,December 2021,
My Girlfriend Enjoyed It,Medz,"Not a staycay guy but my girlfriend truly enjoyed herself during our stay.   Great location - right beside Marina Square and a short walk to Suntec City where Don Don Donki would be promising for a supper fix, awesome facilities - had fun on the ""sampans"" in the pools, and definitely very friendly and courteous staff - the team at MOSin was very welcoming of my requests for both an early check-in and late checkout as we were here to celebrate my gf's birthday; we also had a pleasant surprise when we got our room ;)  My personal highlight would be the breakfast at Melt Cafe - IT IS A MUST GET; a feast of local delights besides your usual eggs and toast.",5,December 2021,
Wedding Lunch Banquet,Linus,"We would like to thank our event organiser Wendy Soh, and her wonderful banquet crew, especially Kang Le and Kelly who were not only hospitable and friendly but also really accommodating the entire time. We were briefed and guided step by step on every single detail of the event. Thanks to them, our wedding lunch went by smoothly without any hiccups. The food was unique, tasted superb and also well received by every guest, which was one of the main reasons why we chose MO in the first place.  We could not have asked for a better team for our special day and really appreciate the effort and time spent in the execution and coordination of the lunch. Thank you once again and please know that you made us a very happy couple that day! :)  Linus & Hui Min",5,December 2021,
Wedding banquet at Mandarin Oriental,Pei Zhi C,"My spouse and I held our solemnization and wedding party at Mandarin Oriental Harbour View Room on 25th December. Wendy, our event manager was very accommodative and helpful throughout the whole preparation process. Despite our event being quite a rush on short notice, she managed to help us secure a function room with good scenery overlooking the CBD area.  On the actual day, all the deco that we had deposited prior was sent to the venue directly and there were no hiccups at all. We would like to thank the very experience banquet team (Anshul, Jobin, Alice and the rest of the service crew) as well for their professionalism and attentiveness to our every needs. As we had kids in our wedding party, they even invited the inhouse santa and santarina in to hand out chocolates to…",5,December 2021,
"Great, therapeutic stay",Ja Ko,Stayed during the x'mas weekend. Check-in was done very warmly and efficiently by Shannon. Average queue time around 5-10min? Room assigned was an upgraded room overlooking Marina Bay. Wonderful service provided by Mhelo and the rest of the guys by the pool. Breakfast was ok. Breakfast spread pre-covid was definitely a lot better but understandable with the current situation.,5,December 2021,
Lunch reception wedding with Mandarin Oriental,Brandon,"Held a lunch wedding reception just this past Christmas Eve at Mandarin Oriental. Wanna shout out a big KUDOS to the team whom they had delivered a superb customer service to all my guests! An out of the world experience offered by the waitresses, the General Manager all the way to the Assistant Director Wendy Soh who is my event organiser! Thank you so so much! The food was excellent, and everyone was just so blown away especially when the deserts were served!  It was epic, and again wanna say a THANK YOU to Chef Kent who made it possible with such a delightful moment to remember as the food presentation was super lovely!   So what are you waiting for, Mandarin Oriental is definitely the choice of holding your next function or event! Do also visit Melt the World Cafe to enjoy…",5,December 2021,
Awesome Experience for Event held at Oriental Ballroom,E. Lin,"Held our annual business luncheon with clients and sponsors at Oriental Ballroom just before Christmas.  From event planning to execution of the event, everything was running smoothly.  Melanie and Tim had been really patient with us and attended to our requests prior to the event promptly.  Jigan was the banquet in charge on event day and he had helped to ensure we kept to the timing for F&B and he was swift in handling last-minute requests from our guests, as well as from me.  Thank you MO team!",5,December 2021,
Excellent service and food for Wedding Lunch,Ben G,"Fantastic service, attentive staff and smooth event.  I attended a wedding event held on Boxing Day in the main ballroom. Alice and Jiayi were the lead staff for our section and they were excellent all throughout the event. Always checking to see what guests needed and ensuring that all needs were looked after. The event was really enjoyable, keep it up!",5,December 2021,
Dated but still a classic!,Muchadoaboutnothing,"It’s been years since we last stayed but the service is still spot on! While rooms are a little dated, get yourself the Marina Bay view room and all other flaws fades away! One of the rare times we leave the curtains open throughout even overnight because the view is simply stunning! Breakfast is good though pretty much the same daily and service is ok given the shortage of staff.  Pool service is good and a stunning view for families to enjoy while playing in the pool which caters to toddlers and adults with the various sections. Overall, an enjoyable 2-nights stay with great service, stunning views and a perfect location within walking distance to malls, museums, places of interests and good food!",5,December 2021,
Probably better for business,Liv,"Room was spacious and rather clean. View from room was definitely spectacular. Service was okay, but it wasn't especially welcoming or warm. Probably makes for a better business stay than a leisure family stay.",3,December 2021,
Exemplary service and stunning view in room,Melody Yap,"Great service. The staff knows me as soon as I introduce my name as I had booked the room for a special occasion. They gave me a comp upgrade to ocean view room and we were definitely wowed by the incredible view facing MBS and many other Singapore landmarks. In the room was a nice cake and bottled drinks with compliments of the hotel as well. As I had registered for Fans of MO, the front desk staff gave us Taiwan pineapple tarts that tasted exactly the same as what we got from Taiwan! It was definitely an amazing stay and we wished we had planned for more nights! ",5,December 2021,
Wonderful Service  By Banquet Service,Charlie Ong,"Attended my friend 's wedding at Mandarin Oriental Singapore. The waiters and waitresses are polite and professional, especially the waitress serving my table. Eneruun is polite, friendly and very professiinal. She is attentive and patient. I do not feel rush to finish my food. I would say their staff are well trained.",5,December 2021,
Good place to hold your wedding.,Steven W,Attended for a wedding lunch. The servers including Ailsa and Enerjhun were very prompt with their service. The food was in individual portions and were sized appropriately and tasted properly cooked. Good venue for your wedding lunch and dinner.,4,December 2021,
Lunch Wedding Banquet,Victor,"Excellent service from the waitress especially Eneruun.   When your friend ask for chopped chill padi, they are very helpful to get us the required service.  We are very pleasure to have her service us throughout the wedding banquet",5,December 2021,
Wedding Banquet (Dinner) at MO Oriental Ballroom,Alvin Ng,"We held our wedding at Mandarin Oriental in Dec 2021 and did not regret choosing the hotel. Would recommend it to couples looking to hold their wedding reception with a group of dedicated, experienced and attentive staff. Our wedding coordinator was Roger and he went out of the way to ensure that all our queries and expectations were met, even exceeding some of our expectations. He was very patient and prompt in giving advice to us during the pre-wedding/planning phase. We felt at ease with Roger from the meeting phase all the way till after the wedding was over. On the actual day, hotel had provided a Butler (Belle) and main coordinator (Jegan) who both exceeded our expectation in terms of the service provided. Both were meticulous to our needs and provided good guidance on the…",5,December 2021,
Festive Lunch At Melt,Ailsa,"My friend and I had the festive Christmas lunch at Melt, and was served by Jane, Hyder, Chloe, Xinyi and Xue Ling. We throughly enjoyed the service provided by the above mentioned servers and managers, and was impressed by their attention to detail! Xue Ling took the initiative to bring us a lemon bowl to wash our hands after enjoying the fresh seafood platter, as well as brought us water with honey lemon after she had us mention that my friend had a sore throat. Hyder kept our juices in tiptop condition throughout the course of the lunch and made sure we had no want. Chloe and Xinyi also made sure that our table was always clear enough for us to bring new plates and even engaged in friendly conversation with us! We felt very welcome and all in all, the service was superb, and…",5,December 2021,
1st staycation,Nurhafidza,"I had a wonderful time. From the MOment we check in with Sari at front desk, and Andrew helping me out with my Wifi connection and uncle Taufik from valet who is very helpful in allocating our vehicle to the coach bay. The room is spacious and comfortable. An amazing view. I will definitely come back. Thank you Mandarin Oriental for this amazing experience.",5,December 2021,
Family Staycation,T_I_A_N_Y_U,"Awesome view from the Ocean Grand room. Very spacious City Suite room. Great service at the pool and Melt Cafe. Very satisfying breakfast buffet with a nice variety of food choices, considering some hotels are still doing set menus for breakfast.  Things to do for a family: 1. Chill at the classy pool, with a great view of the entire Marina Bay. 2. Visit a indoor theme park, Kidztopia, Pororo or Nerf at Marina Square 3. Catch a free, live concert at the Esplanade right across the road. 4. Bike around Marina Bay. 5. Stroll down to the Singapore Flyer. 6. Hop on a Big Bus or Duck Tour, boarding at Suntec City. 7. Hunt for great food within the hotel, at Marina Square or the Esplanade.",5,December 2021,
Wedding Anniversary,Helen L,The services provided at the pool and gym were excellent.  They even had turned down services at night. Breakfast spread was with a variety. We were there for our wedding anniversary.  Hotel provided us with 3 balloons and a piece of cake.  We thought that the cake should b given 2 considering just the two of us.We will definitely come again for staycation.,5,December 2021,
Compliment - Carol,Jiahao,"I attended my friends’ wedding on the 19th of December at the garden suite in mandarin oriental. Great food and service provided by the staffs and kudos to Carol from the crew for fulfilling my requests and never forgetting anyone of them somewhere near the end of the wedding (quite cute also) and also getting a mask for my friend even though it isn’t her job to do so, very lively and always has a bright smile on her face even though she was panting and tired. The food was absolutely delicious especially the crispy man tou and fish. Great service and experience overall, 10/10 would come back for a staycaytion!",5,December 2021,
Compliment -staycation,Jeehun,We had the most memorable wedding anniversary at Mandarin Oriental ! Our heartfelt thanks to Mandarin Oriental hotel for the room upgrade to commerate our special day. The ocean view was breath taking.. The hotel was conveniently located near malls. Staffs were friendly namely Ms Katya .. she provided excellent service kudos to her and team! Definitely will visit again!❤️ highly recommended to all!😊,5,December 2021,
