Review title,Username,Review,Rating,date,traveller_type
Wonderful Club Escape Staycation,Globalfilmmaker,"We had a wondeful staycation at the Ritz. We booked a Kallang Club room to celebrate a special anniversary. We asked for a view of the Singapore Flyer, which apparently you can only see from a Club Premiere Suite. As the cost was almost double that of our room, we declined the paid upgrade. However, they gave us a wonderful corner room on the top floor that had a partial view of the flyer. Our two-year-old daughter was thrilled to lean in to see the big wheel. It is a very kid-friendly hotel. The service is really outstanding and warm. We had vegetarian requests and they made sure they catered to our needs. It was our first stay in a Ritz Carlton and definitely won’t be our last. It’s a top choice for special occasions as the staff truly know how to make guests feel special.",5,September 2020,
Absolutely amazing staycation!,Victor T,"This is my first local staycation as a Singaporean and I am absolutely spoilt and pampered by the hotels' top notch 6 star service. If there were more than 5 circles in the Tripadvisor ratings, I would have absolutely given it to Ritz Carlton!!  I stayed one night on 5 Sep at Ritz. I had booked initially for 1 club deluxe marina room for purpose of proposal. To my most pleasant surprise, I was upgraded straight to 1 BR millenia suite at level 27 without even being asked! The view from the room was just speechless!The upgrade was way too awesome! Thank you Ritz! You made my proposal so much better and delighted my partner!  Next the club lounge food was absolutely amazing. The spread was great, and there was really no need to even step out of Ritz to buy any more food. It was…",5,September 2020,
Birthday celebration,Leng,"Very good service and food from Colony. As the circuit breaker start in Singapore, we are not able to pick the food.  In exchange, they arrange for the hugest to scan the qrcode. And we can cbose the food from there. We decided to try everything from the menu. All 52 dishes. Worth the price and the experience.",5,September 2020,
"I recommend the buffet ""colony""",EunJeong,"I had a wonderful dinner at colony. The food is so delicious. (especially, the oysters and beef) and I want to compliment their staff (Jenny, mr.park(phil), nina, gina). They were so kind and helpful.   음식이 너무 맛있어서 놀랐고 다들 너무 친절하셔서 또 놀랐어요:) 저희 섹션에 한국인 직원 분들이 계셔서 주문하기 편했어요ㅎㅎ 베이지색 바지 입고 계신 한국인 여직원 분이랑 키 엄청 크고 무거운 트레이 번쩍 들던 외국인 남직원 분 성함도 꼭 적고 싶었는데 이름을 못봐서 아쉬웠어요:( 그 분들도 너무 감사했습니다! 사실 알라카 뷔페라 하나하나 시키기 죄송했는데 주문 할 때마다 너무 친절했고 제가 요청하기 전에 오렌지 주스 새로 주셔서 감동이었어요! 바쁜데도 힘든 내색 없이 서비스 해주셔서 좋았습니다 감사합니다:) 이렇게 긴 칭찬 리뷰 쓴게 처음인 만큼 정말 좋았습니다. 파이팅!",5,September 2020,
Impeccable Guest Service,Fyzl H,"Having been an avid club staycationer, this was by far the most expensive 1-day stay we have paid for, but, it was all worth every penny spent. We were warmly greeted by the Front Office Team with Mr Jonathan who provided us with all the information we needed to know for our stay. We were awed the beauty of the lobby, it was grand & beautiful. What a great start to our anniversary staycation!   The hotel truly lives up to its name as a luxury 5 star hotel. The room’s luxurious interior made us fell in love with its every detail. The bathroom was the highlight of our stay! The signature hexagon bay window complimented the bathtub which brightens the bathroom creating a romantic ambience. As it was our special day, the hotel presented us with a cake & some macarons along with a…",5,August 2020,
Outstanding Top-notch Service!,Jimit Singh,"This hotel has aged gracefully and it is a class of its own. From the check-in and throughout our stay, the service received was warmth and sincere. Special thanks to the team at the club lounge. These guys, Chuckie De Guzman, Razak, Hu Xian and a few others never failed to impress us. We had kids with us and these guys took care of their every need. Just ask them anything, and they will go all out to help you have a pleasant and wonderful experience at the Ritz Carlton. It looks like we are all set to be back for another experience! Thank you!",5,August 2020,
Great Support Staff,AsianPeregrinator,"By luck of the draw I was assigned to a room at the Ritz Carlton during my 14 days Singapore quarantine. Ritz Carlton continues to exhibit the same level of professionalism and service despite the rates being significantly cheaper than usual (the Singapore government has bought up a large share of these rooms for returnees to Singapore).  I want to thank Arul and Riri for their excellent support.  I had a problem with the room phone and they tried their best to address the issue despite not being able to come into the room.   As they couldn't fix the problem, they offered to move me but I didn't want the trouble.   As a gesture of goodwill their Senior AV officer, Muhammad Naim, gave me a complimentary yoga mat. This is such a nice surprise. Upon checking in I had requested for…",4,August 2020,
There are better stay-cation in SG!,SuperShan1,"We are grateful to be able to have a staycation during Covid times when many people are suffering. It’s a tough environment for hotels and restaurants hence we want to support as much as we can. Ritz was chosen as we thought it has great views, great reviews of their club lounge to catch NDP Fireworks. Checked in was smooth and easy.   The staff were mostly well-trained. Spa area manager and staff are all so pleasant and nice, we had 2 massages here and both are good. But the Jacuzzi, steam room and sauna do need an overhaul. Things are looking tired here.   We are really grateful especially to Dixon helping us set up nice breakfast by the pool and went to the nearest convenience shop to get a newspaper (but really Ritz shouldn't be unsubscribing all newspaper knowing is going…",3,August 2020,
"Afternoon Tea at Colony - Yummy variety, interesting teas",JoeIIe,"Belly happy to have had ""The Journey Afternoon Tea"" at Colony! Along with the usual selection of scones, cakes, cucumber sandwiches, there were chicken tandoori pita, ondeh ondeh and many other tasty and beautifully presented bites.   Scone was properly buttery and milky. Wish there was more of it. Really appreciate that they use clotted cream instead of whipped cream (like some other high teas). Particularly enjoyed the Strawberry Coconut Choux Puff - that thin (but bursting with flavour) sheet of strawberry on the puff... can Colony please put that into a cake, a mousse cup or something? We need more of it!   Selection of teas was fun with choices including lychee oolong, mandarin orange, oriental beauty (with notes of wild honey, wood and rose petals).  Do go on an empty…",5,August 2020,
Amazing service the star of Colony,SingaporeStef,"Celebrated a milestone birthday last year and service and buffet were par excellence. How the world has changed a year later when we visited last weekend. But against all the challenges, the brigade delivered the same amazing experience to be expected of the Ritz. It was a definite respite from all the gloom. Special mention to the ever present and humorous Raj who kept us entertained in between orders, and Regina - sharp as a whip, she was efficient as she was friendly and warm, making sure our plates were never empty and our glasses always filled. What a remarkable team! Thank you once again Ritz-Carlton for delivering yet another wonderful dining experience.",5,July 2020,
Simply the best stay-cation in Singapore - truly outstanding service and personal attention,"Chris J ""Mohawk"" Reed","Simply the best stay-cation in Singapore - truly outstanding service and personal attention  We were the first guests after the Covid lockdown and wow did they look after us!  It was also my 50th birthday and they really made sure that it was a truly outstanding and memorable event. Incredible personal service from Sheila, Mabel and the entire team.  We were upgraded to the 32nd floor Premier Suite and had the club lounge and pool to ourselves which was superb. The Club Lounge is worth paying extra for with the 5 meals a day and non-stop champagne served at the lounge, always with a smile and they always can't do enough for you.  On my birthday itself they arrange a special birthday menu of activities for the entire day and presented it beautifully. It was overwhelming!  They…",5,July 2020,
Staycation,Faith F.,"Was supposed to have 1 night staycation here on my bday with my husband, but unfortunately, they weren’t accepting staycations that time. DMed my contact details on Instagram and waited, and they personally called to let me know that we can already book :) we booked the deluxe marina view room, and when we checked in, they upgraded us to a premier suite! How amazing!! The suite was spacious, and  has spectacular views, I couldn’t stop taking photos :) fancy, very fancy 💖 the colors in the suite are aesthetically pleasing, and the bed was sooo comfy! I wish we could’ve stayed one more night. The only thing I’m disappointed about, is the food. We ordered using the menu that was already there in the suite. But after a few minutes, we were informed that the items we ordered were…",5,July 2020,
Ritz Carlton Spa,Sawdust_2207,"The ritz Carlton spa was such a wonderful experience. From the beginning, we were greeted by the staff. Next we were ushered to a private area to filled up our details. The staff introduced themselves and made us feel really welcomed. I did a 90min hot lapis stone massage. I shared my concerns with my massage therapist (Rizkin) was very attentive to my areas of concern and spent more time helping  me to deal with the knot. As she massaged, she hit all the right spots and it was Super relaxing. She clearly knew what she was doing and ensured that I was good during the whole treatment. Wendy, the other massage therapist was great too. She helped my friend to relax And she also had a great experience.  Lastly, Yee Ting who was at the reception was really attentive to us as well.…",5,July 2020,
Colony's Afternoon Tea Set is what we all need now.,Vinnie,"Ordered Colony's Afternoon Tea set for two and it arrived in 3 boxes, with the items packed neatly, in perfect condition and still chilled. How do you do that? Amazing.  The smell of truffle was so heavenly, and the desserts were a delightful visual treat. The cheesecake and berry tarts are the among the best I've had anywhere.  My wife and I loved everything and it was truly a mood-lifter while we are mostly confined to our homes in this period.   We'd planned another staycation. Unfortunately that's not going to happen now. But the afternoon tea set, so carefully prepared, brought back wonderful memories of our time at Ritz- Carlton. Thanks RC!   Definitely looking forward to returning to this place of of impeccable standards, where the attention to detail and quality is…",5,May 2020,
Wow! Perfect! My favorite hotel!,AddioP,"We’ve been hearing lots of wonderful stuffs about The Ritz-Carlton, Millenia. So we chose the perfect moment, our honeymoon, to experience a stay here.   We love to go on staycations as we work in hospitality industry.  We also enjoy the benefits, as we work at the company, but this is truly our own personal opinions and feelings! We were wowed as soon as we step foot there. It’s true what my friends, colleagues been saying. The service was flawless.  Very curious to how they managed it behind the scene.  We know certainly one lady, Murphy Loh, Guest Relations Manager was the one who planned extra surprises for us in the room. Thank you Murphy and team for arranging all of those delights!  Room was immaculate. On top of that, we also got a creative towel arrangement. Excellent…",5,February 2020,
One of my favourite Ritz-Carltons in the world,That guy from Wellington,"The hotel is very peaceful and quiet. Gorgeous view. First class service. The breakfast is very delicious and plentiful, the lounge is very great as well. It’d be great if the hotel was apart of Marriott Bonvoy program. ",5,June 2019,
Wonderful Birthday Experience,DaGoh,"Spent my birthday with them before all this COVID19 situation started. It was a pleasant experience as they surprise us while we are away from our room with a birthday cake. Not only that, in the middle of the day, we actually have the housekeeping staff knocking on our door asking us if we need any extra sheets or bottled water. The in-room dining was also awesome! Me and partner were lazy to leave the room so we order in-room dining. They arrived pretty quickly and came quickly as well to clear up for us! 10/10 will go back after this whole COVID situation for a relaxing staycation.",5,March 2020,
Amazing!,Mskfan03,"This is an overdue review! Had a great experience in this hotel after checking out from another hotel. The price is a bit on a high side for a traveler like me, but it is indeed good to try some luxury hotel even once. And yes, it justifies what you paid for! From Service to that striking Lobby design! Will surely recommend!",5,May 2019,
Stand out service and convenient location,SpiceNSpruce,"Of the luxury hotels surrounding this area, Ritz Carlton is perhaps the ""grande dame"", with its sweeping lobby, striking art pieces (there's even a guided tour, if you're art savvy), and a Michelin-star restaurant.  The hotel is conveniently located and linked by a walkway to Millenia Walk, which also has an MRT stop, and another shopping centre (Marina Square).  I stayed here for a transit in early March, when the effects of COVID-19 were already felt in Singapore and it was less busy than usual.     The room is generously sized but rather plain and old-fashioned, with two prominent features which are the wall-to-wall panoramic window (it's a great view from a high floor, whether towards Marina Bay or Kallang district), and the octagonal window from the bathroom.  As for the…",5,March 2020,
Wonderful experience,Nga Weixiong,"As the current COVID 19 situation, my family could not go for a holiday. Hence, we pick a kid's staycation package with Ritz Carlton. The idea of having a tent in the room make me skeptical initially never thought my 4-year-old daughter actually enjoyed so much. I was also never expected the room is big enough to have a tent inside yet still have ample space for us to walk around and my daughter to run around. The next area is the toilet, where there is ample space as well for a big bathtub. At this point in time, staff morale could below where a lot of jobs could be uncertain. However, the staff there did not put on a long face while working among themselves, instead still very ready to serve the guest. Especially, the staffs did give attention to a 4-year-old toddler whenever…",5,April 2020,
A Complete Prestige Experience!,Harry Morton,"My partner and I previously visited the Ritz Carlton Millenia in late 2017. We booked this hotel with the expectations of the luxurious hotel rooms displayed on the website. Upon arrival we were welcomed with exceptional service and of  which the hotel rooms displayed the exact expectations. With such an amazing first experience  we could not wait to return. As we were planning a holiday to the Maldives we were assured we would have to stay at least 3 nights, staff were able to arrange our stay with a beautiful Marina Bay View Club Room. The hotel features exquisite dining, spa, gymnasium, pool, conference and art installations. The main outstanding feature of the Ritz Carlton Millenia is their consistently impeccable service throughout the whole hotel.  The club staff create a…",5,March 2020,
Perfect location to stay!,hamiltonf2018,The room is huge and beautiful and located just right acroos the Marina Bay.  The shops and restaurants are walking distance from the hotel. The staff and housekeeping were extra friendly and accommodating!,5,February 2020,
A Very Pleasant Stay.,KevinKSY,"I stayed at the Ritz Carlton Millenia in October 2019.  - Service was exceptional. The check-in process was smooth.  - It was drizzling during the check-in. One of the concierge staff noticed I was carrying a shirt and took a plastic cover to cover the shirt to avoid it getting wet. I was pleasantly surprised by his attentiveness and initiative.   - The pool attendant (I didn't catch his name) was extremely attentive to the needs of the pool users,  - The slight hiccup happened when I had to wait for 45 mins to 1 hour for the room to be ready.   I had previously stayed at the Ritz Carlton and have experienced service standards that were wide. In this recent visit, it was extremely pleasant and I appreciate the good work by the ladies and gentlemen at the hotel.",5,October 2019,
Exceeded all expectations,RachelMcC,"Due to a very early flight, we arrived at the hotel early in the morning, expecting to be told to wait until normal check-in time. Instead, we were welcomed and offered not only an early check-in, but a complimentary upgrade to a suite, which was a great treat. We were checked in by Fabio, who took the time to find out what we hoped to see & do in Singapore and then gave us some insider tips, including writing out a list of local foods he thought we'd enjoy (his best tip: download the Grab app, which is like a version of Uber - efficient, reliable and much cheaper than taxis). The room was really spacious and well-appointed with everything we needed. The views in both directions were breathtaking - the bedroom and lounge overlooked the marina whilst the bathroom overlooked the…",5,March 2020,
Staycation for the kids!,Joycelyn K,"It was the March school holidays and travelling out of Singapore wasn't an option. Hence we did a staycation in The Ritz Carlton! Upon arrival at the driveway, my family and I were greeted and whisked up to our room for check-in. I was delighted to know that we were given a complimentary upgrade to a premier suite and what's more, a Marina view room! The team at The Ritz Carlton had a tent set up for the kids and it was amazing! This came with kids amenities as well and it kept the kids excited and busy for a few hours!   I'd lunch at the Summer Pavilion and it was amazing! The restaurant was full and the food was fantastic! truly living up to the Michelin standard!   Breakfast at Colony was a little too quiet due to the low occupancy but it was good as there was no need to…",5,March 2020,
Catching a drink  at the lounge,isaac,Was in town for dinner and brought  my friends to the lounge for evening drinks.    Place was empty  due to the ongoing  covid19 but the staffs still  served with smiles on their faces.   Thanks  to Sharron  and her team for the warm service  for the evening.   Also thanks to Michelle  for her speciality  made mocktail. Refreshing!!!   Not to forget  sandrine  and rudi for keeping the place  running  smoothly.    A great place  as usual to bring my friends to hangout.,5,March 2020,
"Expectations not met, not as good as other Ritz Carlton hotels",Ken Ip,"I had very high expectations for Ritz Carlton hotels having stayed in the ones in Osaka and Tokyo.  However I found the Singapore one lacking in service.  At the time of my check in I stood in front of the check in desk with no one acknowledging me.  That was not a good start.  And unlike in Japan where I was warmly welcome, I didn't feel I received a warm greeting at all even considering the difference in culture.  The room wasn't as luxurious as the Ritz in Osaka or Tokyo but it was bigger with big round windows even in the bathroom.  I didn't eat breakfast at the hotel but had coffee and snack in the lobby lounge.  Again the service was not very attentive.  I had trouble getting the waiting staff's attention for water and coffee refills.  The Ritz Carlton Singapore did not…",4,January 2020,
Amazing Lunch at Summer Pavilion,Ryan D,"Had lunch with a group of guy friends at Summer Pavilion (one of the hotel's restaurants) on Valentine's Day. Funny, and coincidentally, enough that those of us who had partners were all free, but our wives were working. I've dined at the restaurant a few times now, but I'm still impressed every time I visit. It certainly deserves the Michelin Star which has been awarded to it for a few years now, and I firmly believe it serves the best Cantonese cuisine in all of Singapore. The food is such a satisfying gastronomic experience, and the service is always impeccable. When you do visit, which you definitely should, I recommend ordering a variety of dim sum and also the Peking Duck.",5,February 2020,
I'm now a convert to Ritz Carlton,Pegasus2013,"Beautiful hotel with great staff, spacious rooms and amazing views. The Chinese michelin starred restaurant was a bit of a let down, but the breakfast buffet more than made up for it. I'm glad I chose Ritz over Marina Bay Sands this time - it will now be my go to in SG.",5,March 2020,
Beyond amazing & a real heaven in the middle of the city!,Khai Shah,"I choose to stay here after my vacation from Europe to rejuvenate & celebrate my belated birthday. The reservation staff was kind enough to change my booking date due to cancellation of flight. The hotel earns its five stars with top quality rooms & welcoming staff. Everything about this hotel oozes class from the lobby to the restaurant but most of all it is the seamless attention to detail that differentiate this hotel.   The room is spectacular though dated but very well maintained, clean & spotless. The view is stunning by day & night.  Many thanks to the kind staff of the Ritz Carlton Millenia Singapore for a flawless stay. Thank you Anastasia for the great service & special care. And to the housekeeping team, Cheng Jing & Liu Hui, the special touch & the birthday amenities…",5,March 2020,
5 star Hotel with a 5 service,Suhaili J,"Went for our staycation on the 11th to 13th March 2020 with our family of 4. Booked a room for the kallang view. I have to say i love the view, even though there is like a expressway but morning sunrise view was breath taking, i couldn't ask for more. We stayed at the 29th floor and the room was beautiful and spacious. The kids and i personally LOVE the bathroom with a view, it's AMAZING! The in room service was wonderful, the staff were very friendly and helpful. The food was nice, my kids loved it. The staffs are so patient and really put in alot of effort to make our stay comfortable as much as possible. I can never praise them enough. When asked for a feedback regarding our stay, I told them that it would be lovely if the room is provided with a bidet. Only thinking it was…",5,March 2020,
The best choice,rLin,"I’m glad that I had chosen to stay at the Ritz Carlton Millenia to celebrate my mother’s 81st birthday. A big thank you to Mr. Takahiro Ishibuchi who arranged a suite with a spectacular view of Marine Bay for us and his warmth welcome at the hotel lobby upon our arrival. Impressed by his professionalism.   Thanks Cheng Jing who decorated the suite with a beautiful towel cake with gold coins which really made my mum a surprise. The service at the Club Lounge was also impressive. The staffs were all very warmth, friendly and attentive. My special thanks to Michelle who offered a very personal and attentive service to us. She was always cheerful, helpful and took opportunity to chat with us. Thanks Shelia for her warmth welcome too.  Last but not least, thanks the bellmen at the…",5,March 2020,
My favorite Hotel Anywhere!,mark h,We stayed at this hotel in the past and we loved it! Our second stay was short but flawless...We couldn't have been treated better.Bulan Sari  of guest relations made our stay just perfect. She  coordinating the hotels service to fit our travel needs..The stay was most relaxing...The hotel club level is very special and it's views are outstanding.The Hotel's  pool is sublime...,5,March 2020,
Chinese cuisine at its finest!,Amazing Grass,"Had the opportunity to pop by Ritz Carlton once more, this time for dinner at the Michelin-starred Summer Pavilion. We thoroughly enjoyed the soups, which must have required so much skill and effort to prepare, as it was so full-bodied and did not taste like much/any seasoning had to be added at all. The London duck was so aromatic and moist, it's probably the best thing I'm going to have tasted in 2020. I usually scrape all the fats off duck skin, but I ate every bit of this duck, including the fats and it wasn't greasy at all.   Service, as always, was impeccable. Every visit to Ritz Carlton is like returning home - the service is warm and approachable without being intrusive. Siew Kee, the server assigned to our table, has excellent people skills. She made sure we were our…",5,March 2020,
"Seemingly ""common"" dishes elevated to ""wow""",JoeIIe,"Visited their restaurant Summer Pavilion for a family dinner last weekend. Specially enjoyed the deep fried beancurd with spicy salt, drunken prawns and hor fun - dishes common in Chinese restaurants but done so much better here. The skin of the beancurd was crispy and umami-ish (addictive!). The prawns were needless to say, super fresh, and very good without the need for any sauce. Table side service for the prawns was interesting as we watched the cook Siat Yin deftly flambé the prawns. The hor fun had so much wok hei that my mum and I would be happy to just have kway teow on its own.  Would like to thank our server Siew Kee, for her very attentive and cheerful service. We felt so at ease with her that she felt more like a friend. At one point, we asked her to leave the teapot…",5,March 2020,
Perfect Stay,davidojs,"From start to finish, my experience at the Singapore Ritz was absolutely flawlessly executed.   This property provided one of the highest levels of customer service that I have ever experienced at a Ritz property.   I knew I was in the right place when the staff offered to pack me a ""to go"" breakfast for my flight early next morning.   Almost as important as the service, were the views. Absolutely stunning!  Recommend getting a marina view on a high floor. It's worth it!",5,March 2020,
Cannot be faulted!,Casey M,"We have sadly just checked out of the Ritz Carlton Millenia Singapore and wow everything about this hotel is perfect, cannot be faulted.  As soon as we stepped on to the property we were treated like royalty and very well looked after Sya who even gave us our first in room check in experience. Sya made us feel so welcome and comfortable and was able to assist us with anything, even when we bumped into him after his shift he was still willing and able to help us with advice for the airport - now that is good service! Every member of the Ritz Carlton were incredible and nothing was too much for them.  We stayed in the room overlooking Marina Bay Sands, and whilst pricey it is worth every cent. The room is huge and so very beautiful. As this was to celebrate our anniversary and my…",5,March 2020,
Amazing honeymoon!!!,Angela M,"We stayed 4 nights at the Ritz Carlton as part of our honeymoon! It was an incredible experience! All the staff went above and beyond to make our stay a memorable one! Thank you to the housing keeping team Analyn, Lili and Victor for our amazing rose petal bubble bath!! What a dream to walk into! To the colony chef team, Chef Nicolas, and Chef Kelly for spoiling us at the buffet breakfast! So many delicious Delicacies! And an amazing thank you to Lee Lee, Phil and Elenna at colony services!!! Especially Lee Lee!! You made our trip so special!! Thank you so much! We will definitely be back! :)",5,March 2020,
Great Hotel,Tug O,"A lovely location right in the city centre opposite Chimes makes it central to everywhere. They were a little slow on the reception work but overall a nice quick stay at a very clean hotel.  The food was of good quality too,",5,April 2019,
Thanks to Ritz-carlton millenia.,Sumin Jeong,Thanks to everyone at the Ritz-Carlton. They provided impressive service. All concierges were always kind and smiling. So I could leave a lot of great memories for my mom's first overseas trip. I look forward to seeing you again next time.,5,January 2020,
Amazing overnight stay,KJC,"had a overnight layover, and my only regret was not staying longer. Check in was fast, friendly and efficient. room was beautiful with spectacular views of marina Bay and downtown skyline! probably the most comfortable bed I've ever slept in (wish I could have slept in, but early flight). dinner at Colony buffet was OUTSTANDING!! Selection was exceptional!! And Chef Sundar went out of his way to make our dinner even more special with a surprise tasting! Cannot wait to return!",5,February 2020,
Fabulous again,Tony P,We stayed here 3years ago and had an amazing experience. We were not disappointed on this return trip.  The room was high 21st floor with fabulous views over to Marina Bay Sands and downtown financial district. The room was very comfortable. We are in the restaurant for breakfasts and some dinners. Huge choice of international food. The staff were fantastic from check in to check out and everything in between.  In summary an outstanding hotel with outstanding staff in a great location,5,February 2020,
Always good,Kuma K,"I had a chance to be at Ritz SG again. Although there was some miscommunication about my upgraded room but everything went well.  I met a staff, Gee Sing, who escorted me from the limo to the room and a new upgraded room too. He was a nice man, explained everything to me clearly. He was very good.  About the room, i felt that it is dated and hope that Ritz SG will renovate the rooms soon. If the rooms were still in this condition, it couldn’t be compared to newly renovated Raffles or even still new Fullerton Bay.  The buffet at Colony was also great. I could say it was one of the best dinner buffet in town.  See you again next time Ritz SG.  ",5,February 2020,
Unforgettable Experience,Life❤️,I stayed in the hotel on 15th Feb for my Birthday. The staffs were helpful. Jonathan and Avi(I couldn’t remember the full name) who did the check/in and assisted me to confirm my dinner reservation at Colony. Xing Fu (sorry if I spell it wrong) who was serving at the pool was so kind and great hospitality. In the evening my friend and cousins joined me for dinner at Colony and our table was attended by Hin who took care of us very well. They have given me a surprise for my birthday. Whole experience was amazing.,5,February 2020,
Ritz Carlton WOW!,Christina D,"Stayed at the Ritz Carlton Millenia in Singapore for my birthday, it was an absolutely AMAZING stay. The resort itself is so clean, you dont even see the housekeeping carts in the hallways.The housekeeping staff are like little fairies. The staff really went above and beyond to make my birthday really special. On our first day we had Chef Suga make us a special treat for b'fast, on my actual b'day I had the staff bring over a little b'day cake and they sang happy birthday. After returning from a night out, a bottle of wine, more cake and some other sweets were left in our room to continue celebrating. On our last night we returned to our room to find another bottle of wine and the bath tub filled up with water with scattered rose petals, it was such a nice surprise. B'fast was…",5,February 2020,
Fantastic service and views,Tourist53826,Our cruise was cancelled and we had an extended stay - such a treat the.view was amazing- the buffet breakfast can’t be beat. Friendliness and quality was everywhere. This is the ultimate in hotel experience. TK,5,February 2020,
Stealing money,Steve K,I had a 3 day scheduled in october 2019. Due to Pasport issues when flying thru Manilla our group was not able to stay in the hotel. We canceled more than 36 hours prior to check in. The Hotel said they have a 48 hour cancelation policy. Looking on line there is NO such policy listed either on The Hotel site or Expedia. The room rate was to be $500 per night. They kept $1008 of my dollars and would not return the money. I have fought with Expedia and the Hotel for 3 months. I am stil out $1008 for a trip that was canceled properly. I would not use this hotel. BE very wary of using this Ritz Carlton hotel.,1,October 2019,
Perfect Stay !,DeanMcc007,"This was our second visit to Singapore but stayed in Clark Quay last visit, we choose this hotel due to a better location and we were not disappointed. It was easy walking distance to the Singapore Eye, F1 Track, Gardens by the Bay and Marina Bay Sands (hotel and shopping mall) The hotel itself had all the luxuries and service you would expect from the 'Ritz' brand  I can not fault this hotel, everything from the check-in, room, staff, and breakfast were all 5 star and above - highly recommended !",5,February 2020,
4 nights at the Ritz-Carlton Singapore,Dan G,"If you're looking for an amazing Hotel, with incredible, stunning views, this is the place, it does not disappoint. From the moment we arrived, there's a sense of elegance, everything is so pleasing to the eye. The reception from the initial staff opening up our car door was so warm and welcoming, they took care of everything. At every level of service we encountered, it was of the utmost excellence. The entire staff were so polite, kind and they all seemed to genuinely care for our every need, truly, a wonderful experience.  We stayed in room 1310 and it was fantastic, the views of the bay were breathtaking. The house keeping team of Eric, LiLi, Han, Ian and Analyn were amazing! They made you feel like we were the only guests in the Hotel, truly remarkable experience.   They…",5,January 2020,
"Pure Class, Great Views, Perfect Location",JSuth2000,"I cant imagine having a more perfect base for a two day one night hustle of Singapore. The Ritz was amazing from start to finish. Service was impeccable. It is right in the heart of Marina Bay and walkable to everything in the area, including the Gardens and the MBS for shopping and such, by just crossing the helix bridge...  We were upgraded upon check in and although I booked a room with a view it was more than I could have imagined. The look out over the city from the corner suite cannot be beat. We also asked for a late check out due to an evening flight and were accomodated. The amenities are very nice, and lucky enough for us we were able to dine at the One Star Michelin ""Summer Pavillion"" which we enjoyed thouroughly. Also the breakfast at Colony was off the charts with…",5,February 2020,
Amazing,Hangry Forker,"Actually visited in Feb 2019 but the service was amazing, location super convenient, and rooms as you would expect above standard. The pool fantastic also. The restaurant very over priced considering you can hop across the road to the hawkers and get the same food for pennies compared to pounds, but a top choice for anyone who wants to stay in a bit of luxury. A short walk from the shopping centres it’s in a great location. I’d recommend anyone going to look out for the electric scooters you can pick up and pay on your mobile for, they’re everywhere and make seeing Singapore a breeze. We used them to go from hawker to hawker lol... the hawker food by the way is nothing to worry about, cleanliness standards are high, so give it a go and dig in!",5,March 2019,
Excellent service and picturesque view,hotflatwhitwreads,"Really impressed by the service of the staff. They are so helpful and eager to assist on any requests. Especially, the spa team who did a bubble for my bathtub. the two ladies were so kind, they offered for taking pictures for me and they did an excellent job. Absolutely would love to come back.",5,February 2020,
Best Ritz Ever,adamichaelopapa,"This is one of the finest Ritz Carltons I have bee stayed at. My wife and I went here for the first stop on our honeymoon and we couldn’t be happier. Not only was the staff (especially bell hop Kumar and employee Cleo) spectacular and the vicinity immaculate but the location in the city is spectacular. Moments away from anywhere you want to go in Singapore, not to mention that it was voted best hotel in Singapore 2 years in a row now. Would highly recommend this hotel to anyone going to Singapore.",5,February 2020,
"Pretty good, Could be better",AvivLeshem,"Location: I liked the location which is a 8-10 min walk from Marina bay Sands and the gardens. Property: Nicely decorated, not as 'Ritzy' or 'Posh' as other Ritz locations i stayed in. Room: Executive room was spacey and with  nice view. Again, was not as 'Ritzy' or 'Posh' as other Ritz locations i stayed in. Bathroom was great though with a beautiful view. Gym: Perfect, well equipped with great service. Breakfast: At the restaurant was with a huge selection, but found the quality pretty mediocre. Club lounge: Was perfect - with 5 different services throughout the day. One incident i didn't like is when i asked one of the representatives if it's possible to get some vegetables at breakfast (since there were none), he told me this has to be per-ordered at an extra charge...He did…",4,January 2020,
Tea time @ Ritz,T11N,Super nice hotel and great service. Ritz has it all also. Friendly staff and lounges where great. Totally recommend to visit here while you are in Singapore. Tea moment at its best and the small treats are just amazing here!! Must try!!,5,February 2020,
AMAZING EXPERIENCE,helenyinilin,"My fiancé and I stayed for a few days here and we were treated like royalty.  Every single staff were so friendly and accommodating.  I highly recommend their buffet breakfast.  Chef Suga made the best dessert crepe; Chef Kelly, JQ, Yeow were all amazing.  Server Lee Lee even offered us personalized dimsum (way to make us feel extra special). Thank you so much for making us feel so welcomed in a place we've never been.",5,January 2020,
A mixed return visit to the Singapore Ritz Carlton,IanStrat,"I have stayed at the Singapore Ritz Carlton on a number of occasions over the last 15 years and it was my 'go to' Hotel in the region. However, I had not been for a couple of years and was slightly disappointed by my latest trip.  The welcome at reception was excellent as ever. Aira made sure that I had a quiet room and also arranged a late check-out for me.  The rooms are large, elegant and everything works well - with a comfortable bed, good lighting, excellent wifi and connectivity as well as great views over the city.  The best thing about the Ritz-Carlton is the bathroom. The panoramic window over the bath is iconic and the asprey amenities were luxurious.  On my first morning I needed to have an early breakfast with room service. I opted for the healthy breakfast with egg…",4,September 2019,
