Review title,Username,Review,Rating
A familiar staycation,Hotlip,"With the relaxed safety measurement, the breakfast had reverted back to self serviced instead of the staff serving the food. Booking of pool usage and the playground for children were not required anymore, this saved us time as we were not bounded by the timeslots. Rooms were spacious and clean. Like the view that faces Marina bay from the room.",4
buffet lunch at edge,Anthony R,fantastic spread of food....seafood...local faire..desert was great...end of lunch we were stuffed. great experience .... my second meal there...1st one was on a weekend...had fresh crabs.....service was prompt n attentive,5
Pan Pacific Family stay,Eugin S,"Prompt and courteous service, appreciate the early check in given and extra towels and pillows requested. Hotel room was a little run down with some hair from previous occupant at corner of carpet and also a hole in the bed quilt probably from wear and tear. The TV remote was not working well, need to press a few times to switch functions even though align remote to IR sensor. Was surprised that there was no lift to basement carpark as not convenient to haul luggage and stroller via escalator to car park. Breakfast selection was good although for a family package, my daughter had to miss it out as not really worth to pay $24 for breakfast buffet for her since she doesnt really eat that much. Would be nice if she was included in the complimentary breakfast which only catered to…",3
Family celebration at Pan-Pacific,Owen Sunga,"Our Pan-Pacific experience is totally awesome! Special mention to the entire Pacific Club Lounge for helping us with an unforgettable birthday celebration and to the following people~ Jayrick, Krissel, and Ayaka for an over and above service that exceeded our expectations!",5
Great value for your money,Stubcarol,"This hotel is amazing, nice clean rooms, the hotel is beautiful and their staff some of the best, the location was good for our visit, there is a lot to do around, but the hotel itself has good restaurants and facilities, we will definitely recommend it to our friends",5
"Bad experience, Low hygiene",Padorn S,"Good Location Bad service Low hygiene No explanation  Good location is the best part of this hotel. I wait in line for check in around 20 mins and I wait for room around 3 hours, and get room at 8 PM. Front desk told me that they need time to make up room and make sure that the room is nicely clean. When I got a room and I need to pack some drinks in refrigerator,  I found opened coke can (still have some soda) in it. I call suddenly and they said that they will send someone to clean. I Wait around 30 mins and noone show up so I email to duty manager, and wait around 1 hour. Housekeepe just come and pick up that coke can in trash, no cleaning. I am pretty serious about hygiene in Covid-19 situation, so it is not acceptable.  When I checked out, nobody give me the explanation or…",1
Fantastic stay at the Pan Pacific Singapore,Christopher K,"The hotel overall was fantastic. Atmosphere, beddings, food and staff were superb!!! The Edge Buffet was excellent and my entire thoroughly enjoyed the food!! Kudos 👏 to them for their excellent service!!",5
"Overall, not a good experience from a Prestige brand.",Jackie,"The room is nice but outdated. The shampoo, conditioner and body shop are emptied. The housekeeping is slow and I have to call more than 5 times, including using your virtual concierge for towels, pillows, refills on the amenities.  There are bugs crawling in the bathroom cupboard. The cleanliness of the restaurant is bad. The plates at the plates bay (Egg section) are white and dirty. I shudder to think a prestige brand like Pan Pacific can allow this.",2
Attentive service,Nicholas C,"Kudos to Emma and Blair .  Service was excellent and detail on points. Great recommendations food from menu!  The sausages platter taste just nice along with drinks. Last but not least , a big credit to the bartender Mr Putra!  Bartender choice cocktails are awesome! He know the best match concoction and combination!",5
Go without expectations and it will be fine,JoT_Sg00,"Booked a total of 4 rooms for 2 nights for a family/birthday celebration.   Stood in the queue for about 45 mins to check in. Asked for all rooms to be on the same level and this was taken note of when I checked in. Was informed one of the rooms was not ready and will call me when ready. This was close to 4pm. Called up 2 to 3 times to check and was told that will check and call back but no one did. We had dinner plans and the occupants in that room had to use another room to wash up and prepare. When I approached the reception around 6.10pm, I was told that the room is still being cleaned.  For 2 of the rooms, the hair dryer stopped working after a few sec, believe the thermostat is too old and had to ask for replacements. The mattress feels old and no longer as comfortable as…",3
Afternoon Tea at Atrium,Theron,The attentive service by Mr Kishore was excellent. He recommended us a selection of teas and meticulously explained each component of the meal. The overall experience was very pleasant. Thanks again to Mr Kishore and Pan Pacific.,5
Father's day dinner,Explorer825694,"Service was good, food was not bad! Much better than the first time i came here. My first experience here was bad, but this second time is good. Compliments to Aidil and others who gave us this good service.",5
Solo High Tea,AmberB,High Tea was excellent. I went by myself solo and they were very kind and polite to explain all the sample dishes I was trying. I was served by Sufian who attended to questions that I had and made a very positive experience. If you’re looking for a great high tea experience come here!,5
Families with babies pls take note,Kit H,"We are a new family of 3 and was looking forward to our staycation. We chose Pan-Pacific because of its proximity to parenting shops at nearby malls as well as the presence of the urban jungle adventure, which for us meant that the hotel was familiar with child friendly practices.  Overall, we had a good time there but there are some points that could be improved.  One was the presence of a court. Upon booking, I had written in to request for the reservation of a court and was told that it would be dependent upon arrival at check-in. I then wrote in a day before check in to ensure that there was a court, if not I would have to make arrangements. A cot is essentially a bed, and there shouldn’t have to be such uncertainty as to whether there would be one or not. There either will…",4
Average stay,Dheeraj782,"Average hotel , rooms & bathroom very small . I paid a very high price due to last minute booking .  Nobody picks service phone .  Too complex design , I didn’t like the hotel . Manager was the only one who solves problem .food was fine at edge . Location is good",3
Fantastic service.,Lina,"I was waited on by Jeff, his service is excellent. Polite and would recommend us stuff when we seemed lost on the menu. Very attentive. Would come back again because of great service. Food was good too!",5
Great honeymoon stay in Pan Pacific Singapore,Norfadzilla H,"I would like to extend my thanks to Mr. Bobby Wong and Mr. G.Kuselan for their prompt and top notch service rendered to me and husband during our stay in Pan Pacific Singapore. Couldn't be more grateful to Mr. Bobby Wong for accommodating my honeymoon and complimentary request over the emails. His replies were super fast and efficient! The check-in was very smooth with all details updated in their system.  Mr G. Kuselan was very nice to us the moment we step in the hotel. He assisted us with carrying our stuffs out from the car and to the moment we check out.  Pan Pacific is a great place with close amenities nearby. You have Suntec City and Marina Square to grab for your lunch/dinner and shopping. If you drive, you can get to nearby shopping malls in the central area in less…",5
PANtastic!!,Ana B,"I stayed in Pan Pacific for a week. I must commend their staff for their warm and reliable service despite the language barrier. From housekeeping to food & beverage.   Every morning, Im greeted by my favorite staff from EDGE. Her name is JANICE. She is warm and prompt. Her service is personal and always give me the best seat and personally served my favorite cup of latte while im having my breakfast while working at the same time. I had a chat with her on how happy she is now that tourists are back in Singapore and in Pan Pacific in particular. She is so excited to welcome guests that she missed for 2 years because of the pandemic.   The hotel is accessible also to Millenia Walk, Suntec City, Nihon Street (they have best jap restos) and Marina Square. Dont forget to shop in…",5
Dinner at Pan Pacific Hai Tien Lou restaurant,Ng S,"The waitresses , Kenny and Apple, attended to us were friendly and went above and beyond to serve our needs.  Topped up water when glasses were almost empty and change plates when they were dirty. Food were good too.",5
Lunch,Nana,It’s my first time to this restaurant and I Love the quality of the food. Very Well presented. Great service and the staffs are very friendly. Thanks for the surprise cake too! Will recommend to my friends and family,5
Janice is the best,Shan,She is the best on service caring for my little boy making sure he is not lost while we take our food. Thumbs up for the service. We were really pleased with our trip here once again after the open up in singapore,5
Great Stay,Martin S,"Stayed here for business and had a very good stay. The bed itself was probably one of the comfiest I've slept in (softer than usual). Room itself is very presentable, although a bit dated.  Good location as it's connected directly to Marina Square, also amazing views across the bay if you have the right room.",4
it was meh for a high end hotel,Emir H,"I have ever paid for a much much cheaper room rates at other hotels in Singapore and was treated way better than here. By cheaper I can say 10% of what I paid Pan Pacific.    Most staff at Pan Pacific(except the concierge staff at the front door) has no urgency or initiative and seem to treat guests differently.  I am not one who expects royalty treatment, but I do come from a customer service oriented worklife and paying Pan Pacific that amount for the 3 days, I feel regret and disappointment.  We even gotten our room at 3:30pm when we checked in at 2:30pm.  Apparently the staff decided not to inform me that my room is ready and just made us wait until I went to a busy front counter. Room service phone operator also has low mannered tone when speaking to guest.  Its just a turn…",2
Short family staycation,Matthias T,Proactive staff during check-in and check-out; Fitness centre and pool had friendly staff and facilities were well maintained; Plenty of dining places with good food; easy walk to shopping malls nearby,4
Pan Pacific Couple Rejuvenate,Xiao Fang,"Overall the experience was good. However, on our first day when we checked in, there was a small blood stain on the pillow and we brought it to the attention of the Housekeeping Dept. They gave us a new pillow and a fruit platter as compensation. We like the big TV screen and the toilet seat is always warm which we love it! The big bath tube was welcoming too. Bed and pillow wise were ok. We felt that since we already paid much to our stay, the hotel should at least give the guest complimentary breakfast and not charged each pax $40 plus.",4
Spacious with great food,J S,"Nice large area with a great selection of food. A good mix of western and local dishes.  Very prompt service by all staff. We were looked after by by Janice, who was very helpful. The fresh juice was a nice touch and really recommend the pastries.",5
June staycation Jake's 12th,debframboise,"Nice staycation to celebrate my boy 12th birthday. The bed is softer than Park Royal  also under the discovery.......  ......... Nice location for food delivery.. All vy fast.......... M  y next staycation will be orchard mandarin hilton., m",5
Harbour Select Studio,Alvin.L,"Our stay at Pan Pacific Singapore was wonderful. Service throughout our stay was wonderful. Love the huge bathtub in the harbour select studio and will definitely be back again.  Another highlight was the pacific club lounge on the 38th floor. Amazing drinks, food and service.",4
Good value hotel close by to tourist spots,Kelvin M,"Value for money hotel, the bars, restaurants and lobby looks modern, but rooms can do with a little refurbishment. Staff are helpful and friendly and walking distance to a lot of tourist spots like MBS, and waterfronts. Variety of shopping malls close by as well",4
Wonderful Staycation,Kulaprimo,Had a wonderful stay at this lovely hotel. Booked 2 rooms for a staycation for 4days and 3nights here. Check-in at 3pm was fast and simple and room was ready upon arrival. Room condition was clean and the wonderful tub (bath salt included) was huge. Room was huge and quiet. Linked to Marina Square and Suntec City which solved our food issue. View in the Panaromic Room was superb. Special thanks to staff Mr Akbar who checked in on us and made sure that all our needs were attended to. Would definitely recommend this place to those who want convenience.,5
Patrick is an outstanding waiter in Hai Tien Lo,Ong Wee Kiat,We usually come when one of our family is celebrating birthday .. Patrick is knowledgeable in the menu and he knows his customers taste.. his service is prompt and friendly ..  he is a valuable asset to the resturant,5
Brilliant hotel,Annkur S,"Amazing hotel.  Very good good, even though we are vegetarian we had enough choices and staff was very accommodating. Location is great. Easily accessible, surrounding a lot of attractions.  In room dining was a plus with top quality of food",5
Great place!,Stephanie,The food was really good; spread was nice and divested and the service staff were really friendly and helpful! Was served by Janice :)    The seafood was the best! Especially the salmon sashimi 🤩🤩🤩🤩🤩🤩,5
Almost Perfect Experience ,Travis Y,"Great service, utterly friendly and professional staff. Had a wonderful 3-night stay with my family. Champagne breakfast was great, spread was good. Pacific Club is a wonderful deal. Only disappointment was the pool, which was very dirty. Perhaps should clean more often. ",4
Fantastic service from Janice Chan,mariko29,Very friendly and cheerful lady who chat with us. She even has returning customer who greeted her even though they were seated in a different section. She was very accommodating to my 6 year old daughter and offered a great service. We enjoyed our time there tremendously.,5
Good stay and breakfast,Diane,"Had a good stay at Pan Pacific! Since I’m a solo traveler, it was a delight having my breakfast in the morning and being served and seated by Janice. Very friendly and funny lady! Loved the food choices too 😊",5
Lunch buffet,Cass,Good lunch experience at edge with all the polite n helpful waiter n waitress. A shoutout for Janice! She was fabulous. Keep checking on you whether if we have any needs and make sure we are well taken care of. Thank you so much!,5
Weekday lunch buffet,KrisL,"Seafood is fresh and there is a big variety of food. Cheese serving is good and nice with crackers. 👍🏼 Lunch was made better with great service from Janice. Plates were cleared very fast and she took time out to chat and intro us to some of the good dishes. All in, a good experience and worth the price.",4
10 year anniversary,gryphonmonster,"I decided to spend our 10 year wedding anniversary at Pan Pacific. I booked a Harbour Studio Room as I needed space for my family. It came with a huge bath tub and sweeping views of the Marina Bay. The room came with a 2 seater sofa and a bar top. At night while my daughter is asleep, i’d sit on the bar sipping wine and enjoy the breathtaking skyline of Singapore. Same thing in the morning, we’d sit facing outward with coffee from the Nespresso machine. We were given a box of pastry as gift. Small thought but appreciated.   I felt that the rooms were modern and clean, no complains about that. My Discovery membership was recognised but they could not upgrade me higher since this room was the highest tier. I was only offered a late check out. However, I felt that the front desk…",5
Great Friendly Staff,Krishma31,"Durga - welcomed very friendly, with a smile at the reception check in. Chrizel & Gerald, excellent smiling personalities for great departure. Putra & Sherlyn & Emma - great smiling staff at the hotel coffee lounge. Kuselan - great door & baggage keeper, very friendly & ever smiling. Overall, loved the vibe & friendly staff. Housekeeping was great, though dont know the names, didnt interact with them though. Edge restaurant staff was very pleasant too. Thank you. Looking forward to a great stay again.",5
Panoramic view,Suraidah,"beautiful stay. smooth checkin & checkout and had a great time. Location is great. Easy to move around and easy access to mall.Facilities is good especially the pool and ""game areas."" Check-in counter with different groups eg Discover reception helped to expedite check-in time. Amazing panoramic view from room.  REception & concierge staff were polite and friendly.",4
None,Mark Barnett,"Lovely hotel, great location, clean, friendly lovely room and view. Food in the restaurant was great, fabulous choice and staff all willing to go the extra mile for guests. Concierge always there to help. Walking distance to Raffles, main town shopping and Gardens by the Bay.",5
A very enjoyable stay,Anh V,"We love the location of the hotel with covered access to Marina Bay shopping and dining, and Funan shopping mall. We also love the bathroom layout with a large walk in shower. There were some minor hiccups with housekeeping, such as some bathroom amenities not replenished, stains found on towels, water bottles not provided, and room not vacuumed during our stay. It seemed room cleaning was carried out as a rush job. We were wondering if Housekeeping was understaffed due to Covid. However, all issues raised with Housekeeping staff were attended to satisfactorily. Overall, we had a very enjoyable stay at the hotel. Pan Pacific is now our preferred hotel in Singapore.",4
Compliment to Ms. Cheong Beng hwee,Jo,"Ms. Cheong has served us well. :) She was attentive to our needs and was friendly from the time we stepped in till we left. Appreciate her good service and she has definitely make our day. Thank you.   From two satisfied diners, Jo and Ching.",5
Definitely a 5 star stay. COVID mask still in effect inside,A_Ratcliffe,"This is one of the nicest hotels I’ve ever stayed in. We had access to the 38th floor for cocktails, tea and breakfast at the edge. I highly recommend this package if you want to get the full experience this hotel has to offer. The pool was very clean and nice. Singapore was unusually sunny during this visit.",5
Remarkable services and Excellent food,Leon Leong,"Had a wonderful dinner at The Edge. The food was good and fresh. My family was impressed by Jes (waitress) services. My youngest son was not feeling well prior to the buffet dinner so we requested for some warm water. Jes noticed that my youngest son wasn't looking too well and asked if we require any panadol to go along with the warm water. From that moment on, Jes constantly provide additional effort to ensure that we are enjoying the buffet dinner and checking if my youngest son require any special request. Jes is so caring and helpful. I am so impressed by Jes's services. I will definitely recommend The Edge to everyone who enjoys good food and excellent services.  Thanks you Jes 😊",5
disappointing experience,Meme,"I booked 3 club floor rooms. was told 3rd room wasnt ready at check-in and thus we went to club lounge to wait for reception to call. at 4pm, received no call and i had to seek help from club lounge staff. after waiting for another half hour i finally got my room. when i went to room, I found liquid stains on table, pieces of confetti on floor, bar fridge not topped up, and with only one bottle of shower gel, shampoo, conditioner each. no body lotion. Nevertheless the standard of service displayed by  club lounge staff was exemplary.",1
Pleasant stay,Edna,"My family and I (3 people) stayed here for vacation. We got a packaged deal through Expedia. The hotel Is close to public transportation (MRT and bus). Very central in the Marina Bay area. The hotel was clean and appearance was beautiful. Our hotel room was pretty clean. We stayed in a deluxe room, with a balcony and view of the Marina Bay (MBS and the Flyer were in view). Which was great. The room and beds were also comfortable. The hotel is also steps away from Suntec and Marina Square mall. There is also a small grocery store in the Marina Sq. Mall if you need any snacks, drinks and/or essentials. Everything was comfortable, especially after a long day of sightseeing. Overall we had a pleasant stay. I would highly recommend this hotel.",4
"Amazing, heartwarming and awesome stay!",Cara G,"This is our 4th stay since 2019 and each stays gets more enchanting and heartwarming.  We started the stay with an pleasant surprises of early check in request granted ( notified us early with check-in early request) by reservation, Sel + an unexpected free upgrade to the next level room which offers more space and magnificent view of the MBFC.  The staff at level 38 lounge is warm and friendly. Shine, the manager engaged us warming, sharing with us the current situation and the changes that has happened over the last 1 year during Covid. We are greeted yet another surprises. (1) the amazing change to the evening cocktail platter ( see picture below speaks for itself)+ food quality improvement at the club. (2) we hear that Jayrick, the VIP service manager who served us the…",5
Shasha was extremely helpful! Very good service.,Alvin887,"Food is was great. Service was fantastic. Shasha went the extra mile to serve us. She was extremely friendly and helpful, cracking jokes with us now and then. The oysters were fresh and durian pengat was fantastic. Had many rounds of both. HAha.",5
Lunch Buffet,Pehcm,"Visited on 30 May 22. The spread and quality of buffet was good. More importantly, the server at table 69, Mdm Hong was polite and impeccable in her service, making the lunch a very pleasant one. Great job!!",4
Keyaki Garden Pavilion client dinner,Tracie S,"The clients were wowed by the Japanese garden and koi pond and had a delightful sake appreciation dinner. The Keyaki Pan Pacific staff (Wan & Joseph in particular) we’re very helpful (helped to pack door gifts), attentive (Spotify music) and efficient servic",5
Ideal place to stay for many reasons,Leslie Leong,"One of the most ideal reason is location. Convenient for supermarket, grab food, dining and malls. Staff is helpful and friendly. Rooms are clean, tidy. No dust. I’m sensitive to dust. Dining in house also good quality food. Again, must say it’s not cheap. But worth it.",5
We love Janice,Koenemonster,"Very impressed with Janice our waitress.  Top level service.  she went above and beyond. On a downside, the food offering is now only around 60% of pre-Covid.   No roast, no cheeses, no peeking duck.. disappointed. Putting this negative experience down to (Covid related) supply issues.  Hope they can fix this for our next visit",4
Family gathering dinner,Mark H,Wonderful dinner and service at The edge. I would like to thank Shasha for making the extra effort to make such a memorial time for me and my family. My family loved the desserts and the fresh seafood and chicken rice  Thanks again Shasha,5
Great location but that's about it.,Jeremiah C,"The location is great and so is the quality of hotel rooms. But the service could use some improvement and elevators are extremely slow (or inefficient). It once took me 5 minutes to get to the lobby (with waiting and frequent stops between the floors). I only timed it once but that's because after so many delayed elevator rides, I was frustrated and wanted to know how long it actually took. Also, it is very difficult to get a taxi and at times, doorman/concierge would ignore my request for help.",2
A disappointment in many aspects,Ego13sg,"Stayed here for a family vacation which turned out to be a disappointing choice. From the mediocre food/breakfast at Edge (3days in a row) to drilling noise going off in the middle of the day (no advance notice).  This is an establishment that has lots to offer in a prime location, cooperating w Kidztopia for a kids friendly amenities is commendable but the let down seem widespread from lack of staff at Edge to housekeeping standards.   It is obvious manpower /shortage is an issue in areas that needed attention. Charging extras for kids under 6 to the club lounge for tea ($25++) was abit interesting esp when a suite was booked.   Overall the experience was startling terrible and hope they will improve prior to tourism returning full steam to our sunny island if not the hotel…",1
Best service and excellent event management,HisWarriorPrincess,"Wan showed exceptional service to us and we can always depend on him. I told him I forgot my shawl and he immediately provided me the shawl to keep me warm in the dining area. He is such an attentive person together with his team of staff. They know exactly what is needed to be done, what time to do things ie what time to serve which dish.   With him in charge, we can be very rest assured of tip top service standards for our guests.",5
ROM & Lunch wedding ceremony,Allan L,"I would like to compliment the Following staff for their exceptional service. Firstly Carmen whom I contacted regarding my plan for my Wedding, she was very helpful and did her very best In  catering my needs and was able to execute my wedding smoothly. Also would like to thank Apple and Hui Qi whom served us on our wedding day went the extra mile to serve with passion and delight. We had a Great experience at the Hai Tien Lo Restaurant and would definitely refer and  recommend all our friends and families for dining and events.",5
Great experience at Pan Pac pool and around,zegnaS,"Great pool, gym, food at the hotel ! Close proximity to shopping and food all around too. Great marina area views as well. Overall, great place to stay although the entry rooms are aged. The design and spaciousness of the hotel is in itself a great plus.",5
Great service on my big day,Harrison Tan,"My wife and I hosted a small wedding dinner at Hai Tien Lo. From start to end, the service was exemplary. The staff arranged a large table to accommodate all guests, and when we had some last minute requests for a tea ceremony, Kelly immediately took the initiative to arrange the tea sets and took charge in advising us and our guests on how to conduct the ceremony. I would like to commend the staff that attended to us that day: Hui Qi, Apple, Wei Jian and especially Kelly. Their service was hands down one of the best I’ve experienced.",5
Edge buffet @ Pan Pacific,Joseph Koo,We happened to pass by Pan Pacific hotel and decided to try the buffet here. Its great pleasure to be served by Janice. Her friendliness and patience is the reason why we came back again. Not forgetting the staffs are friendly and helpful too. Food and ambience is excellent.,5
Excellent stay from start to end,Catherine W,"We stayed a night at the Harbour Suite in Pan Pacific as we were getting married at their in-house Japanese restaurant Keyaki the same day, and the experience from check-in all the way to check-out was nothing short of excellence. The guests relations staff who checked us in was very polite and friendly, and very kindly upgraded us from our original room booking (City View Suite). The room was spacious and comfortable and we had a wonderful night’s sleep after our wedding.  Thank you to all the staff who made our stay such an amazing experience.",5
Excellent location and design,794luket,"This ideally located hotel is sleek, sophisticated and smart! The hotel is fashionable and modern, with a current art display located on level 2! The rooms are well thought out, spacious and have everything you need. Finally, the staff here are friendly and helpful, nothing is too much trouble. Definitely recommended!",5
Wonderful modern hotel with exemplary service,mrcrdeacon,"Wonderful modern hotel, beautifully designed with spacious and modern rooms offering everything you need in a strong location for a few nights in Singapore. Loved the hotel bar. Service exemplary throughout. Special mention to D’Cruz the concierge who fixed our transfer time and sorted taxis with minimal hassle. Superb communication too. Highly recommend.",5
"Good ambience, great variety and great service by SHASHA",Cindy,"Came for sunday night buffet to celebrate my mum's birthday. Food selection was pretty good, personal favourite is the durian penyat, rum chocolate, mushroom soup, roast beef and sesame thins.  Special thanks to very helpful and friendly shasha who attended to our table, definitely enhanced our experience :)",5
Overall a 8/10 experience,Dylan,"Great upgraded room, great and prompt housekeeping. However will deduct 1 star for having to request for local amenity (as GHA platinum member) from service desk when I entered the room. Kudos to housekeeping for retrieving a charger I left behind in the room as well.",4
Hai Tien Lo weekend dim sum buffet,JX,Food quality was impeccable and variety was quite extensive. Service staff was friendly and had recommended good dishes for my family to try. Personal favourites include the truffle char siew bao and cheese tarts.,5
"Great Service, Great Food!",Ang Ting Wei D,"We had a great time dining at the Edge. Aidil, one of the service crew, had done a wonderful job, serving us untirelessly and efficiently. Thumbs up for the great service! We will definitely visit again!",5
Dinner @ Edge,Daphne T,"My family and I visited Edge and were amazed at not only the quality of food, but also the service. Excellent service by Shasha. I cannot recommend this place enough! Such a warm and welcoming environment!",5
"First option, never disappoints ◡̈",jewel,"When we think about celebrations, Edge is always our first option and it never disappoints. Every cuisine you’re craving, every cuisine u can think of is available. Food quality and tastes of everything was outstanding. Service was delightful and very professional. 10/10",5
"Good Food, Great Service and Great Hospitality",Desiree Pui Wan Loh,"I was at Hai Tien Lo with a group of 8 friends for a dinner on 20 May 2022. Food and services was excellence. I gave it a 100% 👍rating to this restaurant. This is my fourth visit to Hai Tien Lo and it will always be my 1st choice for chinese cuisine. Also  I would like to express my thanks to your service team for the excellence hospitality and great services especially to Wei Jian, Hui Qi, Kelly and John Ong 👏👏👏",5
Memorable Experience,Bert C,"It was our first time in Singapore and our experience was outstanding from the start. From arrival at the hotel the staff were pleasant and extremely efficient. The room was more than adequate for our stay and was well kept throughout. Breakfast at the hotel was excellent with a wide choice of food, all of a high quality. The highlight of our stay at the hotel was the swimming pool and pool side bar where we spent some relaxing time every day. In particular the service from Magen and Ralph was outstanding.Their  service, attention to detail and local knowledge are to be highly commended. We are really sorry our holiday has come to an end. Bert & Elaine Campbell",5
Solemnisation at Pan Pacific Keyaki,Sean,"I would like to share the wonderful service I have received from Mr William, the former manager at Keyaki, Pan Pacific.   I contacted William in May 2021 seeking to book Keyaki as the venue for my solemnisation in May 2022. William was patient and professional as he summarised the main points of the contract and shared the common blind spots that young couples omitted when planning for their solemnisation. He was prompt with his updates, understanding the anxiousness of young couples as we sought to plan a solemnisation while facing the ever-changing rules and regulations due to the COVID-19 pandemic. We were comfortable and assured throughout the contract signing process with William. Regrettably, William notified us that he was leaving in March 2022. The news was met with…",5
Service at hai tiea lo,Danish,"Very good service by kelly👍 Very good server , friendly service and very kind. Will definitely come back to dine in again because of her service. Environment at the place was also elegant. Price was also reasonable.",5
A home away from home.,kianggg,"Stayed at Pan Pacific from 16/5 to 18/5 with my family.   Location in the city centre cannot be any better. It is directly connected to 3 major shopping malls Suntec City, Marina Square and Millenia Walk, which means, food and entertainment options are endless. There is parking right below the hotel, which connects to Marina Square as well.   We stayed in the Pacific Club Room with 2 young kids, and we were really grateful that the hotel granted us 2 cots. We also had club access, which was great for the kids afternoon tea break from 3-5pm. There was also evening canapes with alcoholic beverages from 6-8pm, but this was not so applicable to us. Hotel staff was also really helpful and friendly, especially Janice from Edge restaurant. Our room also allowed us to check our at 2PM…",5
A short but nice staycation experience,greg yeung,Bedding good; room cleanliness well maintained; pacific club is cozy; staff are friendly; check in and out was seamless and efficient; food quality can improve - quality dropped from the last visit several years ago.,5
Wonderful hotel in Singapore,Shelly G,"My wife and I celebrated our 59th anniversary in the Pan Pacific Singapore hotel. The room was large, clean and comfortable. A number of great restaurants and the best bartenders in Singapore. Everyone working at the hotel is extremely helpful and caring. The hotel has an attached shopping mall with many restaurants, and a short walk away is a giant shopping mall, including a movie complex. The location in Marina Bay is perfect for taking tours.  An all-around excellent hotel.",5
Disappointing experience,AChitnis,"Visited Pan Pacific after 3 years and came away pretty much disappointed. Right from the website which did not allow me to make a direct booking to staff who were cold at all times., it appears that the pandemic has  made the the property rusty in their approach. The iron in the room had chocolate on its plate and the tea / coffee had not been restocked. Inspite of the fact that the gym is supposed to be open for 24 hours, i found the same closed till 7am. Breakfast spread remains good and the bar on the ground floor is a good place to meet for a late evening meeting. Overall pretty much disappointing experience.",3
"Average ""5 star?"" Hotel",ed c,"The room carpet along the walls was so dusty, the mirrors had so many smudges, the space around the bathtub had some candy or some sticky thing there.  And the room had some smell.  The good thing was the view of Marina Bay...wait there was a wall on the side blocking a quarter of it.",3
Great service and food at Hai Tien Lo,Kc L,"Had a wonderful dinner at Hai Tien Lo. Food was really good, was a hit amongst adults and children both. Staff were very kind and attentive. As we were too full, we requested for cancellation of some dishes and they managed to do it rather last minute. Big shout out to Mabel for her great service!",5
Weekend Staycation,DY9923,"The team at Pacific Club has been fabulous. Great attentiveness from Harris, Shine and Charles. Kudos to the rest of the staff on L38. One of my best experiences at the Executive Lounge. However I do not recall any differential service treatment for Discovery Titaniums, especially Titaniums booking Club Rooms. I do recall being accorded a room upgrade from a Club King to a Club Harbour King (not sure if its a double room upgrade). Checking in and out was a breeze.  The champagne breakfast was a very underwhelming. I was seated away from the Pacific Club Guests not knowing that there was a designated area for us. I only knew when another guest bumped into me and shared that there was this area they were assigned to. Next I had to explain why I am requesting for a champagne top-up…",4
None,Sorin S,"Great room size, very clean and comfy, definitely a place for a short or long term stay. Wide option for breakfast, great service and friendly staff.  Directly connected with 3 shopping malls. I would definitely chose again for my next trip to SG",5
Mixed bag of service,Wilson Chua,"As soon as we checked in, it became apparent that Pan Pacific did not employ enough staff. We waited quite a while at the check in counter. Fortunately, some extra staff processed our check in at their discovery counters.  Then we partook of their executive lounge. The service here was excellent. I would like commend Shine for her attentiveness to our needs.   Part of our needs was the extra water. We asked for this from room service, and it took more than 4 hours for the extra bottled water to arrive.   The beds and room was clean and their pillow menu made our sleep super relaxing. We also got a welcome gift because it was my wife's birthday.  We appreciated the personal touch.",4
Mr James Tay,James Tay M,"Food - excellent  Customer service - excellent   Just that we bought the e-voucher for the weekend brunch , we are not aware not able use . The reservations counter did not remind us that not applicable for PH.   We will did come back despite some miscommunication on the e-voucher.  Thank you for the service.",5
Janice - the legend of the Pan Pacific,afcev,"Wow - back to pan pac and Janice was a legend - will be back here in a heartbeat. Seafood station is world class had at least two lobsters .  Will be back soon if only for the last pour at 245   I would have the sashimi first , then lobster if you want my advice",5
Pan Pacific Hotel Review,Patrick,"Very nice room with balcony view of Marina Bay, Sands Hotel, Flyer, city view, Marina Square, Mandarin Oriental, and in a distance can catch a glimpse of Fullerton Hotel.   Conveniently located to shopping Center",4
Well maintenance and good management,wilson c,"After long closure as a quarantine hotel, it is now re-opened for hotel guests. I missed this hotel and went back to see the current performance. Some hotels after closure experiences drop in quality of services. I am surprised and appreciated the good maintenance and upkeeping of the excellant standard of servises. I enjoyed my staycation in Pan Pacific Hotel and the familiar faces of the hotel staff. Well done!",5
Great to be back,pohcahontas,"What a great way to catch up with friends at The Edge restaurant for lunch buffet. The spread was awesome, seafood was very fresh and service was perfect. Janice was very attentive and helpful. Will be back!",5
"""It maybe deserves to 5 stars in the past, But... not now, it should drop or downgrade to 2 or 3 stars.”",Ruksaralrux S,"I placed the order for 2+1 beds for one night/room in the reservation, And I also have confirmed with the reception that we have ordered 2+1 extra beds requirement.  I and my parents waited more than an hour for the 2+1 extra bed, then I decide to make a call to the reception to check the status.  The staff told me that the facilities team will come to us shortly.  So, in the end, the extra bed reaches me an hour after the call!  I am not sure is it still my fault, what if I keep calling them to make it until frustrated. then I will not deserve to wait for the 2 hours.   Anyway, what is satisfactory that I paid $690/per night for 5 stars hotel to let Pan Pacific serve me in 2 or 3 stars hotel service. What a fantastic service in Singapore! really impressive and arrogant.",1
