Review title,Username,Review,Rating,date,traveller_type
Warm Hospitality,graceyb08,I chose Four Season's for my first staycation with my friends and we were delighted with the service rendered to us. Special mention to Shamus to ensure that everything is taken care of during our stay. Alex who was very informative and friendly during the check in process. Kudos to room attendant who was assigned to clean our room. Making sure everything is stock up for turn down service. Keep up the good work and thank you for making our stay a memorable one.,5,,
Looking forward to my next vacation w Four Seasons Singapore,tangene99,The service is excellent and staff are well trained. Food is excellent esp the pastries. The toiletries are of quality and the furnishing of the rooms are also of high quality. Will look fwd to my nxt stay in this hotel,5,,
"Amazing service, strongly recommend for a staycation!",Arielism,"We booked four seasons for a birthday staycation and the service was out of this world. As we have a baby girl, Four Seasons communicated with us before our arrival to find out her age so that they can make the necessary arrangements - eg provided some diapers, baby wash and even a thoughtful diaper bin. Of course, because it was a birthday staycation the cake was already set up in the room during our check in. In addition the staff were all very accommodating to our requests during the stay. We had three staycations since hotels opened for staycation in Singapore and Four Seasons hands down had the best service. We had a wonderful time and will definitely strongly recommend for a great staycation experience! ",5,,
Excellent,the travel writer,The Four seasons hotel Singapore is excellent Have stayed here a few time over the years ....and it is always outstanding Wonderful location Beautiful rooms Service is always perfect Just love it here!!!,5,,
simple but the best and old but great,Harit songkhakul,I went to fs Singapore last year with my brother me and my brother and warm warm hospitality from staff and the room are ready for us when we arrive it very clean and so new after all the breakfast is the best I recommend you to stay at fs,5,,
Excellent service! ,Shan Abellaneda,"Its our first time in a 4 seasons property and we splurged a bit and stayed here for 3 nights since covid doesnt allow overseas travel. Excellent customer service! The hospitality industry is suffering during this pandemic yet u can see how the staff are trying their best to make ur stay exceptional. You can chat with the property via FB messenger and they are super quick to reply and take action. Things like if u order food from outside, they will send it to ur room even without u asking. When u go out, just message them and ur room is clean when u get back. When u swim, they will come to give towels, cold drinks and even free dessert at times. These are small things that make ur stay luxurious and relaxing.   My only rant is that the pools are very outdated but anyway the…",5,,
Flawless,khobby,"As a change of scenery we chose the Four Seasons for a last minute staycation and it didn't disappoint. From check in to check out, every interaction was friendly and efficient. The newly refurbished rooms with a Peranakan feel were spacious, clean and comfortable. ",5,,
"Excellent hotel with amazing rooms, staff and location",Coolsock,Loved every single moment of my 3 nights stay. All staff were very friendly and hospitable. The rooms and bathrooms are so spacious. Especially loved the l'occitane toiletries! Such an enjoyable and pleasant stay. Can't wait to be back again!,5,,
Excellent Choice ,Edmund,"Due to the COVID19 situation, many Singaporeans have been trapped and unable to travel. When staycations were allowed a month ago, I completed 3... One at the Capitol Kempinski, one at the St Regis and the last one at the Four Seasons. Of the 3 places I have stayed, the Four Seasons is definitely my favourite! From the exterior, The Four Seasons looks the most dated. How wrong I was!!! It’s not the cheapest but the service standards and comfort in the hotel is truely outstanding. Highly recomended! ",5,,
Very good tea time spot- Excellent service!,Boum-Bour L,"I went to the 4 seasons bar for a tea time with a girl friend. The Bar is really comfy and nicely decorated, I loved the fact that the decoration is luxurious and the ambiance very quite and suitable for a girly chit chat. The tea time comes with sparkling teas, regular drinks and savoury/sweet mignardises. I didnt try much of the sparkling teas as I am not a bubbles fan but my friend highly enjoyed it. My white tea was delicious as was the mocha (strong and corsé like I prefer it).  The food was very tasty and offered plenty of choices, I particularly loved the truffle eggs sandwich as well as the chocolate financier (would have loved to have more of these!), the scones were very well cooked and the rose strawberries jam was a nice perfect combination for the warm scones. Last…",5,,
Exceptional,ChrisL_Singapore,"My wife and I had been to the Four Seasons Singapore for a number of conferences, so we knew the high standards to expect when we book a brief staycation for her birthday. Happy to report the hotel exceeded our already lofty expectations.   Highly recommended!   The customer service was exceptional: friendly and caring without being overbearing. Several special touches in honor of her birthday, and (I suppose because occupancy was presumably on the low side) an upgrade to the 1-br suite. The room was outstanding: clean, comfortable, spacious (of course). The breakfast in the restaurant was a bit pricey as you'd expect, but quite tasty.  Decor and artwork and lighting throughout the hotel were subdued and classy. The family pool on the top floor was small but comfy and great…",5,,
Wonderful Stay,Vacationer1966,"Our family stayed for 5 days at this property from 3 to 7 August. We took a suite connecting to a boulevard room. As our home was under renovation during this period, and we had to bring our dog with us, we were very happy that Four Seasons accommodated us as our understanding is that it is a dog friendly hotel.  Our stay was very comfortable and we were made to feel very much at home. No request was turned away by the staff. There are too many of them to compliment but we would like to especially mention Yen Ling who arranged our stay, and who graciously allowed us a little more time to check out as our renovations were not complete. We also compliment Tuck Wah who responded quickly to our feedback.   Room wise, the beds are luxurious and very comfy, and relatively large in…",5,,
One of the best in Singapore ,MRMOLLER,"Love this wonderful hotel and their staff - you really feel at home and taken so well care off . Beautifull rooms , great bar and excellent dining . Easy access to everything and just feels so good when you return .  Will definitely return at my next visit ",5,,
Great food quality and Ambiance!,Mskfan03,This hotel ambiance is superb! I love eating dinner here as I can eat good food and relax at the same time! Their pizza is great! As well as my favorite crab pasta! The dessert and salad buffet is a good setting idea. I would love to dive in with those different types of cheese.   I miss eating there! Will dine in for sure when we have the chance!,4,,
Really good,Ho Cong Thanh,"The place is really clean and have a bar at the first foor, the room is big enough for one person if go on business, from that place really easy to call an Taxi or go to the MRT station, Bus Station...",5,,
Great location,Antonia Hoetami,"Always my go-to option for staycation due to its location (I love hitting the bar during happy hour, enjoying house brew and the river view) but this time is a little different staycation than usual. I came because my travel plan got cancelled. It’s rather quiet during this period but that’s somewhat better because I got more personalized assistance and care from the staffs. Amrul (or Amirul?) on front desk has been kind and upgraded my room. I got 18th floor, the view is much better than my apartment and that’s exactly what I needed, a change of view after many weeks working from home. The staffs at Eatery resto are also nice and spent time to have quick chat with me. I really appreciate the warm gesture especially during this stay. Guess I’ll see myself back here during Easter…",5,,
Wonderful Stay,Lance H,"I am picky about giving out five stars, and I probably would have given them five stars apart from one thing: I simply didn't stay here long enough to try everything and enjoy it.  So it is a solid four!  I checked in late and things went smoothly.  My suite was perfect with a good view.  I walked around the hotel, looking around and was impressed with what I saw.  In the morning, I had breakfast and the service was good as was the food.  I have absolutely no complaints and I look forward to staying here again.",4,,
Great service but far from everything,lcf2001,"The Four Seasons in Singapore is an older property.  The style of the building, the shape of rooms, etc are all from the 80'.   The service is the usual from FS, ie; very good. The only downside was arriving from a 25 hour flight, only to find the hotel bar closing early (basically in our face). They really should rethink this. A lot of the clientele arrive late at night and having a glass of wine would have been appreciated.  The roof top pool is very clean, but lacks charm. A few chaise longue, few plants and that's it.   The absolute best part of the hotel is breakfast. It is the BEST breakfast buffet I have experience in the world. No words can do it justice.   Lastly, note that hotel is not downtown. It's further north, in a nice shopping area. But you're not at all where…",3,,
Amazing stay - highly recommend!,Elena L,"Service is awesome, highly recommend. Very detailed and very attentive. We have a 3 year old daughter with us, and everyone was very accommodating, from offering stroller for us to use, opening doors for us and opening elevators for us as our daughter is napping, from extending our check out to accommodate one more nap. Breakfast service was amazing, remembered our preferences, including tea options. Pool service was great. Room was wonderful and clean and housekeeping done twice a day with no issues. Tent was also given as play for our daughter, with balloons and treats as welcome. Our daughter loved it. Thank you Four Seasons!!",5,,
Outstanding hotel,paullord,"Stayed for three nights together with my wife. Both agreed it’s the best hotel experience of our lives. Hotel is high end, and the staff are all professional and super helpful.  Rooms are great, with a really comfortable bed. Bathrooms are modern.  Breakfast we enjoyed very much, and had recommended local dish each day.  Location is great for Orchard road shopping, and it a short taxi ride to Clarke Quay, Boat Quay and other attractions.  A lot of choice in Singapore. We are so happy we chose the Four Seasons and will definitely be back. ",5,,
Great staffs but the room is not the best,Kuma K,"First time for Four Seasons SG. The location is great, not far from Orchard. The room reminds me of Four Seasons HK, the layout is quite the same.  The bed is comfortable but the thing i dislike is the air-condition. It is quite hot. Although I try to adjust it to the lowest 19C, it is still not cool enough (That trip I stay at Ritz and Raffles before Four Seasons, so I know that it is not the degree I wanted it to be).  And the room has some smell, it is not bad smell, bit it is not fresh.  The reception I met, Miku, she is the best of the best. Her attitude and her hospitality made me give the 5 stars rating to the hotel despite the comment I gave about the room.  The another thing I really like is the staff and the quality of your Michelin Chinese restaurant. Everything is…",5,,
Top notch,bee438,This feels like a top notch hotel. Dealing with the front desk and the concierge was super easy. The concierge understood what we asked for and got us what we were looking for.  We got an upgrade on the room and got a room that seemed to have been very recently refurbished. Nicely decorated and comfortable. The only drawback was a quite poor hairdryer and the make-up mirror seemed to have been left over since before the refurbishment.  We did not have breakfast at the hotel.  The gym seemed to be brand new but the changing rooms in particular the gents seemed a bit old.  This was my first experience with a Four Seasons hotel and I will be sure to be looking out for a Four Seasons hotel on future trips.,5,,
5 star service and staff,Wochner,We only spend one night but the service and the very nice staff we meet were of the highest quality and made us want to come back next time we are in singapore.  The room was new and stylish.  We also had a great meal in the restaurant and I was very happy with the selection and quality of the wine by the glass.,5,,
Excellent Guest Services,Fidela Valentina,"This is my birthday trip & my first time visiting Singapore and I must say that I didn't choose wrong to choose Four Seasons for my stay! Four Seasons really treat me very well, surprise me with a cake on my birthday & I can blow a candle this year! (tbh I'm kinda worried because of, it quite sad that I can't blow a candle this year). And also Miku really assisting me & my partner really well from the first day of our stay until arranging the birthday cake! It means a lot to me! :) And also they have a Chat App for guests to get connected with the Guest Services, so you can order in-room dining, ask, or request anything very easily through their chat app! it is very convenient! Thank you Four Seasons Singapore! :)",5,,
Wonderful Stay,redotrip,"We had the pleasure to stay here for 3 nights..A Beautiful Hotel...Great Food and Service, Beautiful Appointed Rooms, Lovely Pool and Spa Area. The Buffet Breakfast is amazing. A must is the Cocktail Bar for a before or after Dinner Cocktail, lovely spot..Great Staff at this Hotel and just a stones throw walk to Orchard Road. Look forward to visiting again.",5,,
Fantastic start to our honeymoon,Elmo1989_03,"We stayed here for 2 nights for our honeymoon before flying onto Thailand. The Four Seasons is 30 mins from the airport and upon arrival we were warmly greeted and upgraded to a larger suite for free. When we got there we were welcomed with a card, chocolate strawberries, rose petals in the bath and a hand written Happy Honeymoon note on the window! The hotel itself is so beautiful and our suite was stunning. The bed oh my word.... it was like sleeping on a bed of marshmallow angels covered in caramel and we seriously are considering purchasing the pillows.   We did not opt for breakfast as it was something like 45 USD pp! We did however take advantage of the free nibbles in the bar area from 5:30-6:30pm with an amazing cocktail. We ate at the Michelin star Jiang-Nan Chun…",5,,
Nicely appointed five star rooms,Bad G,"The four seasons know what's important. Luxery Bedding, Good Food c/w a full range of amenities. The hotel might be considered a little out of the way to some. There is a large luxury mall 5 to 10 minutes walk from the mall. Taxis are reasonable in Singapore and you rarely wait more than a minute.",5,,
Exquisite hospitality!,Frini,"We visited Singapore to celebrate my daughter’s and husband’s double birthday. As we always prefer to stay at Four Seasons, we booked here. Their concept of hospitality is miles ahead every other brand. We were given an amazing room at the 18th floor and when we arrived everything was ready without even requesting for an early check in- the hotel was full due to Chinese New Year (early check in at 12:30pm). A great surprise was there for the birthday people as well (check fotos attached). The view was amazing, the bathroom was amazing, the ambience was fresh and clean.  Breakfast was complete and I still cannot forget those divine cranberry muffins. We also had dinner at One Ninety once. The food was good but what I have to say is that we ordered plain kids spaghetti with…",5,,
Service beyond compare,486alis,"each and every member of the staff we encountered ensured we were taken care of and did so with a smile. if i had an option, i would stay at a four seasons in every city we travel to. the location was perfect for us to go do tourist things as well as to quietly relax in a very quiet and serene location.",5,,
Excellent service even when very busy,dureid,"Our stay here would have gone extremely well had it not been for the receptionist who tried to give us any room and not to our request when we first checked in. He tried to convince us that he had no available rooms at high floors as we requested but after an hour of discussions "" he found one"" and it was excellent.",4,,
Flawless,DrDaveMaui,"From the greeter who met us at the airport and the driver who drove us from there--seamless entry on our first trip to Singapore. Everyone at breakfasts and dinner at One Ninety so friendly. Excellent food at all meals. Breakfast buffet rates at the top of our international 5 star hotel list. We loved our suite #1007. Spacious. Great view. Love the bathroom. Bed and bedding SOOOO comfortable. We were there for a birthday (it was acknowledged with a cake to the suite, and cake at breakfasts and dinner). Chines New Year Lion Dance well done and a lot of fun. VIP service. Concierges were great; helpful with every request. Front desk friendly at checkin and departure. We will return!",5,,
Four Seasons splendour,David,A wonderful experience with top service. The housekeeping staff giving me a mouse mat off their own bat when they noticed I was using a laptop was exemplary proactive service by a hotel that clearly prides itself on taking the best possible care of its clientele.,5,,
Serene elegance combined with personalised efficiency,Susan G,"Four Seasons Singapore is the perfect combination of a top class hotel with all amenities for business and leisure, yet is still able to retain a very personalised service, creating a sense of homely luxury.",5,,
New year Trip,alubafenix,Began 2020 in Singapore with the very friendly staff from the 4 seasons who really made the stay memorable for both myself and my wife. First class service and such an atmosphere of caring and helping. We will definitely be back! ,5,,
Great Stay,Natasha D,We stayed here two night and had a great stay. We ate dinner and it was delicious. The breakfast buffet was also great. Bed was super comfortable and would recommend this hotel. Great location and good service.,5,,
Very accommodating staff and clean room,K1878,"Staff were helpful via email before arrival as I had many questions re accessibility of smoking areas, allergies to feathers, etc. Checkin was efficient and painless!  The room was small but clean and comfortable. Staff were genuinely friendly, responsive  and polite throughout the stay  I would recommend hotel",4,,
"Usual Four Seasons, beautiful.",koolrunnins,"Staying at a few different Four seasons I guess I've come to realize they're just so consistently great, this one was no different. From check in to breakfast to housekeeping, just well done. Loved the rooftop pool as well the pool on the 3rd floor. Great location on Orchard Blvd in a really beautiful area of Singapore. i split my visit to Singapore between the Four Seasons and the Marina Bay Sands. Lets just say I preferred the Four Seasons.",5,,
Everything taken care of,Melb2day,"From the toys given to my children at check in, to the nappies (correct size) baby products and plentiful complimentary bottled water, no detail was too small for this hotel.  The kids loved the pool (floaties provided), the staff couldn’t be more helpful. Fruit on the club level was fantastic. Complimentary biscuits and sweets for the kids each day.  Location was terrific. Rooms were spacious. Can’t rate highly enough!",5,,
Amazing Staff,Ann and Tony,"This was a really great experience. The staff looked after us from the moment we arrived, very early in the morning from a long flight. They provided us with tea and we were able to swim while we waited for a room. The room itself was lovely and the breakfast in the hotel provided almost everything you could want. The best thing about this hotel however was the staff who really went out of their way to be helpful.  We are really looking forward to our next visit.",5,,
Excellent Hotel Experience ,NYCTraveller323,"My family and I spent 4 nights at the Four Seasons at the end of a trip to SE Asia and I cannot say enough good things about this property. The staff were extremely helpful and accommodating and really went above and beyond - the cleaning staff did an especially standout job and went so far as to leave personalized notes for each person in my group - I was left a bookmark for a book I’d left open and a friend’s sunglasses were cleaned for her! Rooms are spacious, comfortable and functional, food is delicious and room service was nice enough to serve us breakfast in the evening upon request! Will absolutely return to this property on my next trip to Singapore!",5,,
Fantastic hotel and service,MR.P,"Great, great, great hotel.  Fantastic and consistent quality of facilities and service throughout the hotel and great location.  Room was spot on and the service was impeccable from the doorman through to the attendant at the rooftop pool.  A high quality, classy and understated hotel - so if you are looking for a refined and infused experience this is the place to stay.  We have stayed 4 nights and wish we were here longer.  The spa, gym and club house facilities are to the expected high standards as are the rooms and restaurants.  Thank you Four Seasons!",5,,
Still the best hotel in Singapore,s666davis,Stayed with my wife and family in October this year. I had stayed at this hotel several times during business trips and decided to have a seven day holiday in Singapore with family. We were not disappointed in the hotel as everything was first class from check in to check out. The staff are fabulous and nothing is a problem. The rooms are first class and the location of the hotel in relation to Orchard Road is great. We will return in 2020 Mr Stewart Davis Glasgow Scotland,5,,
Consistently Excellent,YRE,"The Four Seasons has been one of our two go-to hotels in Singapore for over six years and we are in the city multiple times each year, most recently this November.   The location is perfect for our needs, near Orchard Road but removed enough to be a quiet oasis.  The hotel is small and peaceful.   Our favorite features are 1) a very strong gym and two pools - one adults only (thank you!) located at the gym and one for all ages on the roof; 2) excellent Food and Beverage.   Evening room service is above and beyond, the restaurant breakfast is excellent.  It’s a buffet but of a much higher quality than any other hotel in Singapore and more peaceful; 3) the hotel looks much better after a recent renovation.   The rooms finally have decent TV’s and a much needed refresh.   If we had…",5,,
A great place,Donald T,"We have been travelling from the US to Bangkok to Singapore. We chose this property based on pricing, ratings and location.  I can say that we are not disappointed.  We booked two adjoining rooms which worked well for us. We stayed for several days, using this as a take off point. Given our location we did not have to contend with any blockages or barriers as we prepared for New Year  celbrations as some properties did closer to the waterfront.   Since our flight is leaving around midnight local time on our last day we consolidated to one room so we could clean up after wandering for the day and before boarding the flight.   The staff from the front desk though the cleaning crew have been friendly and helpful.  The facility is clean and efficent.  I would stay here again.",5,,
Yes... The Best Hotel so far ! ,RBT2122,"Quality of Food 10/10 Service Level 9.9/10 Front Desk 9.7/10 Concierge 10/10 Staff Friendliness 9.3/10 Ambience 9.8/10 Room 10/10 Location 10/10  A Special Thanks to Mr Ivan & Team of ONE-NINETY. Thanks also to KELVIN who has speedy response and very enthusiast towards all customer, as per se.   I would like to say Thank You - Taufik & Rachellyne of Concierge. Keep up all the good work.   In summary, Four Seasons Hotel Singapore is highly recommended be it Business or Leisure.  ",5,,
Excellent services! A bit disappointed about the lobby is not as grand as I expect,Chung_yeung,"Excellent services, lobby is not grand, breakfast ok, good location. Very good bathroom amenities  Very good deco in the room Comfortable bed and linens Rooftop pool nice for kids but not good enough for adults ",4,,
Singapore 4 Seasons,DocHep,"Excellent hotel, pleasant stay, just what you would expect from a 4 Seasons Hotel.  The rooms are excellent, spacious and quiet.  The staff is world class. My biggest regret is not eating at their restaurant.  Next time!",5,,
Location is for shopping,Paul,It is what you would expect of Four Seasons. The location is suited for shopping as it is a few steps off Orchard Rd. It has good restaurants. I liked the Chinese best. As for the views do not expect much otherwise you will be dissapointed. You will be looking at other buildings. ,5,,
No regrets!!Will come back!!Excellent in every way!! A Gem!!,cassandra elish... c,"From start to end of our staycation your staff have been absolutely gracious and professional in ensuring our stay was an unforgettable one. It felt like we were meeting old friends again.  I wasn't feeling well and requested for warm water but a staff (I wish I knew her name) from the one-ninety bar very kindly suggested and offered me hot lemon tea with honey instead.  Eddric Yang, our banquet manager is a gift to your hotel. His sincerity for those under his care is truly astounding. Who knew that after our wedding we would leave the hotel having forged a new friendship.   We were curious about the history of the hotel, and to our surprise, Eddric was very knowledgeable on the topic. When Eddric heard it was our anniversary, he went out of his way to make our staycation feel…",5,,
Overall great/luxury hotel in great location,Aus-traveller,"This is a great hotel pretty much on Orchard road (down a side street). Hotel was beautifully presented for Christmas and the guest rooms were very clean. Guest bathroom also had a luxury feeling to, which some 5 star hotels can lack. Bed was big a comfortable. Good electronics (digital aircon switch, electric blinds etc), arrival cookies. Maybe air conditioning was a bit cold on arrival, but you can alter that once you are in. Overall would stay again. Have stayed in many 5 star hotels over the years and this was definitely worth the spend. Much better than the Hilton around the corner - which I stayed in earlier during the week & is a bit dated considering the money you pay for it. ",5,,
Charming Singapore,misharer1,Reception staff are amazing and very professional. The lighting in the room is very dim specially on the evening. A friend told us that every day fruits are brought to their room but unfortunately for us this happened only on the first day. The pool need a heating system.,5,,
Four Seasons Hotel Singapore is World Class,229tj,"The Four Seasons Singapore offers world class service in a spacious and tasteful environment that has all you need for a pleasant and convenient business stay in Singapore. Food and beverage are great, Chinese Michelin Star Restaurant and best breakfast buffet around. Thank you.",5,,
Good location & quiet hotel,lauranadine13,"This hotel is easy to get to and located just off Orchard Road making it quiet and relaxing. All the staff are friendly and welcoming. There is a walk way from the hotel to a small mall and then down to the Hilton which is on the main Orchard Road and then all shops, restaurants, bus routes etc are clearly accessible. They allowed us to check in early at 10:30am and check out late at 3pm. Rooms are spacious with a large bed and tv, coffee/ tea making facilities and large bathroom with bath and rain shower. Rooms are cleaned often. There is a rooftop pool but also an adult only pool on the 3rd floor with jacuzzi and free fruit and water. We often went there for a small breakfast before going out for the day. There are 2 restaurants but we only went to the restaurant bar for the…",5,,
Superb hotel,Candi,Beautiful hotel and the one bedroom suite was extremely comfortable with quality linen and touches. The choice of restaurants is excellent and provides super variety. The only negative feedback is that room service gave me half a glass of wine (literally) which I had not noticed at the time as I was signing the bill. The pool is locked in the evenings which I found unusual and disappointing if you want a late night swim.,5,,
Best service for a luxury hotel / Elegant updated rooms,djmontano,"In a city with hotels constantly updating and renovating, it'll be hard to top this hotel's service. I became sick with the flu and a bad cold during the third night of my stay. It must have been just before 6Am when I called the concierge for help. They immediately called the gift shop so they could get pain meds and coordinated with room service to send up a hot breakfast with a pot of ginger tea with honey and lemon on the side (just how I like it). When I felt I needed to see a doctor, they made an appointment right away with a nearby clinic.  I've stayed at this hotel numerous times and I love how the staff remembers my preferences : lots of bottled water in the room, extra clothes hangers, room view and how to handle packages that I regularly receive.  The amazing Four…",5,,
Perfexrion,mattsavitt,The best service we have ever experienced. Nothing was too much to ask. The staff were perfect. The rooms were great and every detail was thought through. The hotel made the trip extremely enjoyable and recommend full heartedly. ,5,,
Amazing stay and wondurfel hotel,Rami,I stayed at this hotel for 6 night's on a business visit to Singapore. A small issue happened with my room and just gave the front desk a heads-up to fix the issue and actually they upgraded my room. A special thanks to Shamus the guest relations manager for his excellent service and support during my stay. I think it was one of the best service i received overall during my travels. Again thank you Shamus and was an honor meeting you.whenever i am in Singapore again will come back to this hotel  ,5,,
Four season hotel is great!,mahmostoufi,"Great resort, clean, quiet, with friendly  staff.  Very pleased with my experience!  I would recommend it to my friends and family. Everything was so organized and tge staff went out of their way to help!",5,,
Amazing!,FellowTraveler742330,Amazing hotel. Would fly 20 hours just to go back and stay there. The service was incredible and rooms are beautiful. Food is excellent and very suitable for vegans and vegetarians. I can't wait until I return! ,5,,
Most amazing view from our room,Talia H,We had the best time at the Four Seasons in Singapore. The hotel is super central and you can reach everything very easily! The staff was amazing and the breakfast was incredible! Loved how clean and well maintained the rooms are! Would come again for sure!,5,,
Great Hotel,Carlo S,"We stayed in a deluxe room for 3 nights, and it was great! The bathroom is huge with a marble finish, loved the rain shower and  the room was big as well. The cookies they leave in the room was good too. I even asked house keeping to leave more, and they did.   Hotel is not along orchard road but is connected by a bridge into the Hilton which is along orchard Rd. Which for me is great at least it's quiet compared to being there by orchard Rd.   Will definetly go back to this hotel again when we are in Singapore. ",5,,
Fantastic Stay,RTaug18,"Experienced excellent service - at the front desk, Concierge, Housekeeping, Lounge Bar and the Banquet Service.    Loved the suite...it came with good amenities.  Locations is very central with easy access to other F&B outlets, supermarkets etc.",4,,
"Great hotel, maybe a little dated.",SingBob,"Great hotel thats been around a while. s with all the Four Season's Ive stayed in the staff are impecable.  Like the Shangri'La its a little bit out of it for busines travellers.   Other drawbacks are its well maintained but feeling a little dated vesus the competition.  Also at time of writing (November 19) it has a pretty major construction site next door that looks like it will be active for at least a year. I got a room facing away and didnt notice any noise, but it'd be worth avoiding if you can I think.  The food in the restaurants is very good even if they are a little lacking in atmosphere.",4,,
"Wonderful Experience, Very Comfortable",Jeff B,"This was our second stay at this hotel and it was wonderful. The service has gotten even better and the rooms are so incredibly comfortable. Be sure to book a date with breakfast included, the buffet is really great. A couple small details really impressed us like they remembered my wife’s name, new we stayed there before, and the turndown service is great. They also didn’t charge extra for a coke like most breakfast buffets (not a coffee drinker) so I didn’t feel nickel and dimed like many other luxury hotels. We also had a great view of the city from our room. ",5,,
"Fantastic service, fantastic hotel ",ManishaBabra,"We stayed at the four seasons for 3 nights. Our flight got us in at 6am and therefore we arrived to the hotel about 7.45am.   They were kind enough to let us check in and offered us a discounted upgrade which we took.   The room was amazing, the staff were amazing and the hotel itself is simply amazing.   I must say my personal favourite was their chocolate milkshake. I loved it!  Thank you so much for making the start of our holiday fabulous. We will definitely be back when we come back to Singapore again.   ",5,,
"Outstanding Service, Fantastic room & great location",Andytravel2015,This is our 2nd time at this lovely hotel. Hotel staff seeing that offered us a free upgrade to a premium spacious room with bay windows on the 15th floor. They upgraded a 2nd room for our daughter & son-in-law also. Gladys at the front desk and rest of the staff were absolutely fantastic. Breakfast buffet was excellent. Pool and gym were very nice as well. Orchard Road location is very convenient with easy access to shopping and dining as well as transport. We would definitely love to stay here again. Thank you very much to all the hotel staff for a very enjoyable stay.,5,,
Amazing place ,982larisab,"Of course I liked my stay in this hotel, I lived on the highest floor and enjoyed my view. Very big and bright room with cozy bed and pillows. Fantastic service, very tasty breakfast with lots of variety of delicious food. Location also great, you’re in the center of all malls. Small but nice pool on the roof also with great view. The second pool is also outside but on the third floor and it’s bigger.  All the managers, concierge and receptionists are so cheerful and nice, they are doing their best for guests to feel like at home. I want to say thank you for the whole team.",5,,
Stay at Singapore Four Seasons,Jon,"This hotel is slightly off the main street with all of the shops, department stores, etc. Two pools (one on 3rd floor where there is a spa; one at the 20th floor at the top of the hotel).  The pool's surface is a bit tricky for anyone swimming and kick turning since it is made of slick tiles.",4,,
Memorable business trip,Vikram M,"Perfect location on Orchard, top notch staff,comfort,rooms,food,gym. Very stylish and tasteful interior with lovely Eastern aesthetic reflecting Singapore’s multicultural background. I was impressed with the personalized attention - the doorman knew my name as I got off the taxi !",5,,
Fantastic Service and Guest Rooms,jng968,"We have been staying at he hotel for over 10 years.  The Four Seasons Singapore continue to deliver outstanding service and the guest rooms are exceptional.  Everyone from the front desk, porters, concierge and housekeeping understand the needs of the customers and provide an exceptional level of customer care. Keep up the excellent work.",5,,
Amazing stay with 5 star service in a great location,kitty32655,"I don't know where to start because everything about our experience at the Four Seasons was first class. They give each guest specialized attention and remember your name and any special preferences you might have.  The hotel itself is classy, quiet and in a great location (about a 5 minute walk to Orchard Road).  The staff were definitely a highlight. They were professional and friendly. My niece and I have dietary restrictions and Thamil from the restaurant went out of his way to have special meals prepared for us in the morning. He always had a smile on his face and something nice to say. The front desk staff, concierge, spa staff and doormen were just as friendly and always asked about our day when we returned from our outings to the hotel.   The room was spacious and very…",5,,
1st trip to Singapore,Gra W,First time at Four Seasons. it was a fantastic experiece. We loved it an cannot fault anything. Service was exceptional. All staff were extremely courteous and helpful. The hotel is exceptional from top to bottom.,5,,
"Great hotel, great service.",GARY L,"We had a thoroughly enjoyable stay for four nights. Four Seasons provides class and service.  Rooms were large and comfortable, restaurant was excellent (although this, like other good food in Singapore, tends to be pricey) but best thing was the staff.  Either Singaporeans in general are all warm and serving with a smile, or they’ve done an excellent job training them. To a person, from great concierge service to attentive waiters to always-smiling house staff, helped make for most pleasant stay ",5,,
"Great experience, Personable Service, Warm & Pleasant Staff",masood1976,"Stayed for four nights in the hotel. The staff is great, extremely pleasant and takes care of all the comforts and needs. They arranged for early check in as our schedule changed. The staff was extremely courteous. Hotel room and bed was comfortable. Location is central but at the same time street is not too busy - overall great location.",5,,
Great hotel to stay in Singapore,Paula C,"I spent one night at Four Seasons in Singapore and I would recommend it to anyone who visit Singapore.  The hotel is very well located. You have main spots walking distance and also bus and tube very close.  The room is big with all details also in the bathroom. Also the breakfast is really good. You have different kind of products and meals to choose from and the environment is really nice. I had an issue with my flight, it was delayed for 6 hours and the person in concierge help me to change the flight talking directly to the airline and managed to get another flight and connection so I could arrive home on time. I would like to say spacial thanks to Rachell Yne who was on the phone and got to change the reservation of my flight.",5,,
Great classic hotel in a quiet spot of Orchard,Micjiao,"Four Seasons brand exudes luxury and this one is no different. Classic decor public areas with spacious, functional and very well designed modern rooms. Bose soundlink iii was provided if you need to crank up your music. Staffs were excellent as well. Located at quiet spot behind Orchard, you'll need a little walk to reach the shopping belt. Only couple of minutes to get to Wheelock then you can enjoy the underground access to ION or TANG areas. The hotel also has an indoor access to Hilton that serves as an alternate route to get to main Orchard road. Will definitely return but I would skip the breakfast buffet unless it's for convenience.",5,,
Excellent as expected from luxury hotel,Vacation356353,The hotel offered the excellent services as expected from luxury hotel. The front desk was promptly service with kind hospitality. We were upgraded to better room type and offered to use hotel facilities after check-out as we had the late night flight.,5,,
Wedding Dinner Banquet,Kevin C,"For the banquet, everything went smoothly bar a technical glitch during the video montage. The stay at the bridal suite was excellent though.  Bed was super comfortable. In-room dining was good and service was quick and great.",5,,
Another excellent stay,Paradectral A,"I spent three nights at the Four Seasons Hotel Singapore.  Once again, I had an excellent stay. I was pleased to see that the service and quality remains high under the new GM. The Four Seasons remains my go-to hotel in Singapore.   Staff are all courteous and welcoming, the refurbished rooms are very nice. The refurbished gym is great. The breakfast buffet remains a highlight (please maintain the quality and variety of offerings!). And the location is top notch.   I look forward to my next stay here. ",5,,
