title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Exceptional,10,,,Nurul,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"9, 2022",Singapore,sg,[List]
Exceptional,10,,,Peter,Solo traveler,Deluxe Marina Room with Marina Bay view,1,"7, 2022",Singapore,sg,[List]
Exceptional,10,,,Sandeep,Couple,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",1,"6, 2022",Singapore,sg,[List]
Exceptional,10,,,Long,Couple,Elevated Kallang Room with Kallang Precinct view,3,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Nicasio,Group,Grand Marina Room with King Bed and Marina Bay view,5,"5, 2022",Philippines,ph,[List]
Wonderful,9,,,Susan,Family,Deluxe suite with 1 king bed,4,"3, 2022",Philippines,ph,[List]
Exceptional,10,,,Shevy,Family,Elevated Kallang Room with Kallang Precinct view,1,"3, 2022",Australia,au,[List]
Very Good,8,,,Henan,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,1,"29, 2022",Australia,au,[List]
Very Good,8,,,John,Couple,Elevated Kallang Room with Kallang Precinct view,12,"29, 2022",United Kingdom,gb,[List]
Exceptional,10,,,Hanis,Couple,Deluxe Marina Room with Marina Bay view,1,"24, 2022",Singapore,sg,[List]
Exceptional,10,,,Roni,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"19, 2022",Indonesia,id,[List]
Exceptional,10,,,Yeo,Family,Deluxe Marina Room with Marina Bay view,1,"15, 2022",Singapore,sg,[List]
Exceptional,10,,,Ramizah,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"14, 2022",Singapore,sg,[List]
Exceptional,10,,,Shaikha,Couple,Deluxe Kallang Guest room with 1 King Bed,3,"13, 2022",Kuwait,kw,[List]
Exceptional,10,,,Horace,Family,Deluxe Marina Room with Marina Bay view,2,"12, 2022",Singapore,sg,[List]
Exceptional,10,,,Pitsinee,Family,Club Deluxe Kallang Room with Kallang Precinct view,6,"12, 2022",Thailand,th,[List]
Wonderful,9,,,Andrew,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,3,"8, 2022",United Kingdom,gb,[List]
Exceptional,10,,,Grace,Couple,Deluxe Marina Room with Marina Bay view,1,"7, 2022",Brunei,bn,[List]
Very Good,8,,,Yeryung,Couple,Elevated Kallang Room with Kallang Precinct view,7,"5, 2022",South Korea,kr,[List]
Exceptional,10,,,Thanchanok,Family,Premier Suite with King Bed and Marina Bay view,5,"29, 2022",Thailand,th,[List]
Exceptional,10,,,Thanchanok,Family,Deluxe Marina Room with Marina Bay view,2,"29, 2022",Thailand,th,[List]
Wonderful,9,,,Juwita,Couple,Deluxe Kallang Guest room with 1 King Bed,4,"29, 2022",Indonesia,id,[List]
Great friendly service,10,,,Khai,Couple,Deluxe Marina Room with Marina Bay view,1,"22, 2022",Singapore,sg,[List]
Exceptional,10,,,Russell,Couple,Premier Suite with King Bed and Marina Bay view,1,"22, 2022",Singapore,sg,[List]
選んで正解でした。,10,"ロケーション、眺め、食事、部屋の快適さ、清潔感、備品、何もかも満足でした。
マリーナ側の部屋でしたから、朝から夜まで外を見ていても飽きない素晴らしさでした。",何も不満はありませんでした。,Anonymous,Couple,,2,"18, 2019",Japan,jp,[List]
思い出に残る宿泊施設,7.9,"窓からの景色は最高
バスローブはフワフワ",特にない,Anonymous,Family,,1,"23, 2019",Japan,jp,[List]
Fair,5,,"Tôi đặt phòng giường cỡ King, view vịnh nhưng nhận phòng là phòng 2 giường nhỏ, view tệ không thể chấp nhận được. Chuyến đi này của tôi không vui một phần vì phòng không đúng theo yêu cầu của tôi mà giá lại cao",Anonymous,Couple,,2,"8, 2022",Vietnam,vn,[List]
ไม่มาอีกแล้ว,4,สวยดี มีวิว,พนักงานบริการแย่มาก ให้รอห้องนานกว่ากำหนด 1 ชั่วโมง ไม่มีบริการพนักงานมาที่ห้องพัก,Anonymous,Couple,,1,"28, 2022",Thailand,th,[List]
Fair,5.4,,,Anonymous,Couple,,1,"21, 2020",Kuwait,kw,[List]
景色の良い部屋,5,"ハイヤーで目的地まで送迎していただいた点。
景色が良い。24時間お部屋に紅茶を運んでいただける。","日本人スタッフの対応がめんどくさそうに見えて良くなかった。香港のリッツの対応が良すぎたので期待しすぎてしまったのかもしれない。
部屋の景色はいいが、インテリアや内装は古いと感じた。
クラブラウンジが日本人ばかりで萎えてしまった。",Anonymous,Couple,,1,"8, 2020",Japan,jp,[List]
Okay,5.8,ロケーションはとても良かったです。,"親切な方もいましたが、
対応が...と思うことの方が多く、大切な時間を過ごす為にこちらのホテルを選んだだけにとてもがっかりしました。",Anonymous,Family,,2,"25, 2019",Indonesia,id,[List]
ねだんがあるので、当たり前。,6,やはり、値段だけあって快適です。,"朝食とラウンジしかレストランがないこと。
上層階に夜景の見えるレストラン、バーがないと魅力半減です。",Anonymous,Couple,,3,"5, 2019",Japan,jp,[List]
Exceptional,10,,,Zu,Couple,Deluxe Marina Room with Marina Bay view,3,"18, 2022",Singapore,sg,[List]
Very Good,8,,,Ali,Couple,Grand Kallang Room with King Bed,5,"17, 2022",Kuwait,kw,[List]
Wonderful,9,,,Charlotte,Solo traveler,Deluxe Marina Room with Marina Bay view,1,"16, 2022",Malaysia,my,[List]
Wonderful,9,,,Maha,Family,Deluxe Kallang Guest room with 1 King Bed,3,"16, 2022",Qatar,qa,[List]
Very Good,8,,,Liyi,Family,Club Deluxe Marina Room with Marina Bay view,2,"15, 2022",Singapore,sg,[List]
Wonderful,9,,,Matt,Couple,Elevated Kallang Room with Kallang Precinct view,3,"13, 2022",Australia,au,[List]
Exceptional,10,,,Shameera,Family,Club Deluxe Marina Room with Marina Bay view,2,"10, 2022",Malaysia,my,[List]
Exceptional,10,,,Hajah,Couple,Deluxe Marina Room with Marina Bay view,2,"10, 2022",Brunei,bn,[List]
Exceptional,10,,,Avis,Family,Grand Marina Room with King Bed and Marina Bay view,2,"6, 2022",Singapore,sg,[List]
Very Good,8,,,Tan,Family,Grand Marina Room with King Bed and Marina Bay view,1,"30, 2022",Singapore,sg,[List]
Exceptional,10,,,Moira,Group,Deluxe Marina Room with Marina Bay view,2,"27, 2022",Philippines,ph,[List]
Exceptional,10,,,Epstein,Solo traveler,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",3,"23, 2022",United States of America,us,[List]
Exceptional,10,,,Ivan,Family,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",1,"19, 2022",Singapore,sg,[List]
Wonderful,9,,,Anne,Couple,Grand Kallang Room with King Bed,5,"19, 2022",Australia,au,[List]
Exceptional,10,,,Xiaoyu,Family,Deluxe suite with 1 king bed,5,"17, 2022",South Africa,za,[List]
Exceptional,10,,,Mirsad,Family,Grand Marina Room with King Bed and Marina Bay view,2,"13, 2022",New Zealand,nz,[List]
Wonderful,9,,,Naida,Family,Grand Marina Room with King Bed and Marina Bay view,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Jian,Couple,Club Premier Suite with a King Bed and Marina Bay view,4,"13, 2022",Thailand,th,[List]
Wholesome,10,,,Hai-yen,Family,Deluxe Kallang Guest room with 1 King Bed,2,"10, 2022",Singapore,sg,[List]
Exceptional,10,,,Deborah,Couple,Club Deluxe Marina Room with Marina Bay view,1,"7, 2022",Singapore,sg,[List]
Exceptional,10,,,Thabo,Couple,Deluxe Marina Room with Marina Bay view,2,"7, 2022",South Africa,za,[List]
Wonderful,9,,,Muhammed,Family,Deluxe Marina Room with Marina Bay view,6,"6, 2022",United Arab Emirates,ae,[List]
Exceptional,10,,,Muhammad,Couple,Grand Marina Room with King Bed and Marina Bay view,2,"5, 2022",Singapore,sg,[List]
Very Good,8,,,Natlada,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",3,"4, 2022",Thailand,th,[List]
Very Good,8,,,Stephane,Couple,Grand Kallang Room with King Bed,2,"31, 2022",France,fr,[List]
Wonderful,9,,,Atiqahrazak,Couple,Deluxe Marina Room with Marina Bay view,1,"30, 2022",Singapore,sg,[List]
Exceptional,10,,,Quynh-huong,Couple,Deluxe Marina Room with Marina Bay view,1,"30, 2022",Australia,au,[List]
Exceptional,10,,,Tien,Family,Deluxe Kallang Guest room with 1 King Bed,5,"29, 2022",Australia,au,[List]
Exceptional,10,,,Jiajing,Family,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",3,"26, 2022",Australia,au,[List]
Exceptional,10,,,Joel,Family,Club Deluxe Kallang Room with Kallang Precinct view,2,"25, 2022",United States of America,us,[List]
Wonderful,9,,,Elizabeth,Group,Elevated Kallang Room with Kallang Precinct view,2,"25, 2022",Singapore,sg,[List]
Wonderful,9,,,Jasmine,Family,Deluxe Marina Room with Marina Bay view,1,"24, 2022",Singapore,sg,[List]
Exceptional,10,,,George,Solo traveler,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",6,"23, 2022",Australia,au,[List]
Wonderful,9,,,Quynh,Family,Club Deluxe Suite with a King Bed and Marina Bay view,1,"22, 2022",United States of America,us,[List]
Exceptional,10,,,Faisal,Family,Grand Kallang Room with King Bed,1,"17, 2022",Singapore,sg,[List]
Exceptional,10,,,Rongfu,Couple,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",3,"16, 2022",United Arab Emirates,ae,[List]
Wonderful,9,,,Leon,Couple,Deluxe Marina Room with Marina Bay view,2,"16, 2022",Singapore,sg,[List]
Very Good,8,,,Marilyn,Family,Deluxe Kallang Guest room with 1 King Bed,7,"16, 2022",Hong Kong,hk,[List]
Wonderful,9,,,Stephanie,Couple,Deluxe Kallang Guest room with 1 King Bed,2,"15, 2022",Malaysia,my,[List]
Wonderful,9,,,Dominika,Couple,Elevated Kallang Room with Kallang Precinct view,1,"13, 2022",Denmark,dk,[List]
Exceptional,10,,,Jackie,Family,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",2,"12, 2022",New Zealand,nz,[List]
Exceptional,10,,,Kim,Family,Club Deluxe Marina Room with Marina Bay view,2,"12, 2022",South Korea,kr,[List]
Wonderful,9,"Отличное расположение, хороший бассейн, вкусные завтраки. До аэропорта 20 мин в любое время (пробок в Сингапуре не бывает).","Очереди к лифтам ) не очень большая проблема, но все же... )",Dima,Family,Premier Suite with King Bed and Marina Bay view,4,"31, 2019",Ukraine,ua,[List]
泊まる価値あり,9.2,立地、サービス、部屋からの景色、日本語が通じる,朝食の質がもう少し良いと、かなり良い,Yuko,Family,Grand Kallang Room with King Bed,1,"26, 2019",Japan,jp,[List]
Exceptional,10,"Amplasarea (poți accesa mergând pe jos principalele obiective turistice) curățenia și atmosfera, mic dejun f bun,  in apropiere de mall și debarcader! Raport excelent preț- calitate. Dacă nu știți ce cazare sa alegeți, recomandam!!",,Dan,Family,Grand Marina Room with King Bed and Marina Bay view,4,"26, 2019",Romania,ro,[List]
Exceptional,10,"Отель отличный. Месторасположение , вид из окна на залив и  Марина Бэй превосходный, просто сказка! А дизайнерское решение по ванной комнате -это просто супер! 
Прекрасные завтраки- на любой вкус. Много фруктов, соков. 
Очень хорошо, даже дважды в день убирали номер. Всё понравилось. Хочется поблагодарить весь коллектив с добросовестным выполнением своего дела!!!",Об этом отеле невозможно сказать что не понравилось. Здесь всё на высоте!,Татьяна,Solo traveler,Club Deluxe Marina Room with Marina Bay view,10,"25, 2019",Russia,ru,[List]
Exceptional,10,"Останавливалась в отеле на свой день рождения. В отеле спокойно, респектабельно, тихо, чисто, русскоговорящая сотрудница пришлась очень кстати при заселении. Не сразу разобрались с розетками. Но в итоге нашли зарядку для телефонов в задвижке прикроватной тумбочки.",,Ксения,Family,"Elevated Kallang Twin, Guest room, 2 Twin/Single Bed(s)",3,"25, 2019",Russia,ru,[List]
物超所值,9,服务非常细致贴心。,,Xiaoyan,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"11, 2019",China,cn,[List]
Exceptional,9.6,"Belle et grande chambre avec une magnifique vue sur la marina bay, très belle piscine, excellent petit déjeuner sous forme de buffet",,Claudia,Couple,Grand Marina Room with King Bed and Marina Bay view,4,"10, 2019",France,fr,[List]
Immer wieder Ritz Carlton Millenia,10,"Ein ausgezeichnetes Hotel, das alle unsere Erwartungen erfüllt hat. Hervorzuheben ist die Lage an der Bay mit einem grandiosen Ausblick bei Tag und Nacht.",,Professor,Couple,Club Premier Suite with a King Bed and Marina Bay view,6,"9, 2019",Germany,de,[List]
Excellent,8.8,"Невероятные завтраки и обслуживание на высоте,номера хоть и видно,что не новые! Но стиль и подобранные цвета в номере и в спмом отеле создают уют и тепло! Рекомендуем! А кондиционер работает вообще беззвучно!","Немного протекала ванна,но это мелочи!",Andrey,Couple,Deluxe Marina Room with Marina Bay view,4,"9, 2019",Russia,ru,[List]
最高のホテル,10,最高の設備、清潔さ、対応でした。今までで一番良いホテルです。,日本語ができるスタッフが居てほしい。,Norishige,Group,Grand Kallang Room with King Bed,4,"8, 2019",Japan,jp,[List]
いいホテルでした！,9,"場所はすごく良くて、どこへ行くにもタクシーで10分程度で着きます。
裏口から出るとすぐにMRTの駅もあるのでアクセスはとっても良かったです。",少し設備系が古い感じがありました。,Yoshimura,Couple,Deluxe Marina Room with Marina Bay view,3,"25, 2019",Japan,jp,[List]
4回目だがまた行きたいとおもう。,9,"スタッフが親切。
プールスタッフはジュースや凍らせたフルーツや冷たいお手拭きなど配ってくれる。
部屋からの景色が素晴らしい。部屋が広くて清潔。","ウォシュレットが欲しい。
クラブラウンジのトイレはウォシュレットなのだが、壊れていた。故障中の札も張ってないので、くらいラウンジのスタッフに伝えたら、そうなんです壊れてます、と言われた。直さないのだろうか？
バスマットがただのフェイスタオルになっていた。最初間違えたのかと思ったが次の日も同じものが置いてあった。元のものに戻してほしい。",Akira,Couple,Club Deluxe Marina Room with Marina Bay view,3,"24, 2019",Japan,jp,[List]
Wonderful,9,위치,,Ju,Group,Deluxe Marina Room with Marina Bay view,3,"21, 2019",South Korea,kr,[List]
Great location and service,9.2,La ubicación excelente en SunTec. La vista de la habitación a la bahía estaba espectacular,Faltan opciones de comida y el bufete del desayuno es sumamente caro,Salomon,Couple,Deluxe Marina Room with Marina Bay view,3,"19, 2019",Costa Rica,cr,[List]
Excelente,9,"Café da manhã, simpatia dos funcionários, quarto confortável e excelente bufê almoço e jantar. 
Em suma excelente acomodação",,Alcina,Couple,Deluxe Marina Room with Marina Bay view,4,"17, 2019",Angola,ao,[List]
Paradise on earth,9.6,"Prachtige kamer met prachtig uitzicht op de Marina Bay.
Prima ontvangst door de staff, persoonlijke aanpak, zeer vriendelijk en behulpzaam.
Fantastisch ontbijt met onnoemelijke mogelijkheden, übervers en prachtig aangebracht. 
Aangenaam zwembad met lekkere temperatuur, vriendelijke pool-staff en prachtige spa met alle mogelijkheden. 
Kregen zelfs lekkere taart extra voor onze huwelijksverjaardag!",Hadden kamer langs lift met wel hoorbaar en soms ietswat storend lawaai van de lift wanneer in beweging. Echter geen nachtelijke problemen en dus geen slaap voor moeten laten. Personeel heeft ook uiterste best gedaan het probleem op te lossen en kamer te wisselen.,Pieter,Couple,Deluxe Marina Room with Marina Bay view,1,"14, 2019",Belgium,be,[List]
また宿泊したいと思えるホテルです。,10,とても綺麗でした。快適に過ごせました。満足です。,日本語カウンターがありながら、、チェックアウトが日本語カウンターでできず、時間がかかってしまいました。,Satomi,Family,Deluxe Kallang Guest room with 1 King Bed,1,"14, 2019",Japan,jp,[List]
فندق رائع جداً,9.6,,,Abdullah,Couple,Deluxe Kallang Guest room with 1 King Bed,5,"12, 2019",Saudi Arabia,sa,[List]
Exceptional,10,"Frühstück, Service, Lage, Zimmer und die Aussicht",Alles super. Meine Erwartungen wurden übertroffen,Dagmar,Group,"Elevated Kallang Twin, Guest room, 2 Twin/Single Bed(s)",3,"11, 2019",Switzerland,ch,[List]
Wonderful,9,Grande gentillesse du personnel. Excellent service!,,Bouyeure,Couple,Grand Kallang Room with King Bed,3,"11, 2019",France,fr,[List]
Exceptional,10,"В целом отель понравился. Отличное месторасположение, обильный завтрак, удобные кровати, шикарный вид из номера на Марины-бей и залив. Взяли номер в этом отеле по отзывам, что лучше смотреть на Марину-бей, чем в ней жить-полностью с этим согласна. Марина-бей-это вокзал, а здесь покой, респектабельность, отличный бассейн до 10 вечера,","дизайн отеля, на мой взгляд, немного устаревший",Лада,Couple,Deluxe Marina Room with Marina Bay view,4,"5, 2019",Russia,ru,[List]
Hervorragendes Hotel in guter Lage,10,Die Lage! Man kann von dort sehr gut alle Highlights der Traumstadt erreichen.,Die „Bar“ ist ungemütlich...,Ulli,Couple,Elevated Kallang Room with Kallang Precinct view,3,"4, 2019",Germany,de,[List]
Wonderful,9,,Не очень чистая уборка номера. Забывали пополнять принадлежности для кофе: молоко например.,Liudmila,Family,Grand Marina Room with King Bed and Marina Bay view,7,"2, 2019",Cyprus,cy,[List]
Good,7.9,,"チェクアウトに時間がかかり過ぎ
要領が悪く日本国カウンターなのに途中から英語になっていた",Hitoshi,Family,Deluxe Marina Room with Marina Bay view,2,"2, 2019",Japan,jp,[List]
Exceptional,9.6,"Die Aussicht auf die Marina Bay ist wirklich ganz großes Kino !
Das Personal ist unglaublich freundlich. 
Das ist ein richtig tolles, traditionelles 5 Sterne Hotel wie man es sich nur wünschen kann.",Gar nichts!,Carmen,Solo traveler,Deluxe Marina Room with Marina Bay view,3,"31, 2019",French Polynesia,pf,[List]
"In SG habe ich schon einige Hotels besucht. Das war, bis heute, das beste.",9.6,Hier werden auch hohe Ansprüche ohne Probleme befriedigt. In jeder Hinsicht. Das Frühstück habe ich mir aufs Zimmer bringen lassen. Das kostet ca. 20 Euro und man kann in Ruhe frühstücken ohne den Lärm der Mitmenschen am Buffet.. Ausprobieren lohnt sich.. ;-),Nein.. Man kann es nicht besser machen.. Das war TOP. Nur bei der Lage habe ich nicht volle Punkte verteilt weil es doch ein wenig ausserhalb vom HotSpot liegt. 10 Minuten zu Fuß einrechnen. Da hat das Fullerton & Fullerton Bay einen Vorteil.,Thommmi,Solo traveler,Deluxe Kallang Guest room with 1 King Bed,2,"31, 2019",Germany,de,[List]
・眺望も部屋もスタッフも食事も全てが充実していて最高のホテルでした。,9,"・朝食は種類が多く、質も高く、チーズやハムも種類が豊富で色々な種類を楽しめてとっても美味しかったです。
・スタッフの気配りも良く、食べ終わるとタイミング良く使用済の食器類を下げて、料理を取りに行ってる間にナプキンを綺麗にたたんでくれて、気持ちよく利用させていただきました。
・ホテルのロケーションも良く、部屋からの眺望も最高でした。
・部屋はデラックス マリーナ ツイン ゲストルームでしたが、部屋もバスルームもクローゼットも広く、飲み物（紅茶、コーヒー）も美味しくて何杯も飲んでしましました。
・部屋の窓も大きく開放感があり、気持ちよく利用出来ました。
・日本語対応デスク（フロント）もあり、内線での日本語窓口もあったので、安心して利用出来ました。
・タオルやバスローブも肌触りが良くて満足しました。
・外出した際に、飲み物類の補充や、アメニティ類の交換、補充を行っていただいたので、外出して戻った際に、チェックイン直後のような気持ちよく利用出来ました。
・前日は別のホテルに宿泊していましたが、隣のホテルに用事があり、ホテルの中を通り抜けさせてもらえないかとスタッフに話したところ、裏側の出口まで案内していただけてとても助かりました。","・良かった点でコメントしましたが、外出した際に、飲み物類の補充や、アメニティ類の交換、補充をしていただいたのはとても気持ち良かったのですが、外出している間に、そのような対応をしていただけると思っていなかったので、スーツケースを開けたままで出かけてしまい、荷物等を見られてしまったのがとても恥ずかしく感じました。
質の高いホテルでは当り前のサービスなのかもしれませんが、今まで経験がなかったので、外出時に部屋に入ることがあることを事前に（チェックインの際に）伝えていただけると、より安心出来たと思います。
・ホテル前の道路からホテルの正面入口から徒歩で入る際は、上り坂が少し長く、通路も細くちょっと残念な感じがしました。車やタクシーで利用する人がほとんどなのかもしれませんが、徒歩の利用者が楽に歩けるような工夫をしていただければ良かったと感じました。（例えば、スーツケースを持ってホテル前の道路から上がって来る利用者をビデオ等で確認しべルボーイの方とかがスーツケースを運んでくれるとか、電動カートでホテル正面まで運んで来れる等）",Kazuhiro,Family,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",1,"31, 2019",Japan,jp,[List]
Exceptional,10,일반룸과 클럽룸 두개를 예약했는데 두개를 포함한 클럽 스위트룸으로 업그레이드를 받았어요. 체크인부터 체크아웃 까지 불편함을 전혀 느끼지 못할정도로 재방문의사가 완전한호텔이였어요!!,,Taehee,Family,Club Deluxe Marina Room with Marina Bay view,1,"29, 2019",South Korea,kr,[List]
Exceptional,10,"Отель конечно не новый , но все на уровне. И номер лучше брать с видом на марину",,Dmitrii,Couple,Deluxe Marina Room with Marina Bay view,2,"26, 2019",Russia,ru,[List]
Wonderful,9.2,,,Saeed,Group,Deluxe Kallang Guest room with 1 King Bed,6,"26, 2019",Qatar,qa,[List]
完美的入住体验,10,"服务很贴心，感谢初次到店时帮忙拿行李到房间的bellman以及大堂引导Lauren的贴心帮助！
房间的景色十分迷人，设施也很完善，包括日用品提供地都十分充足。
还有礼宾部，因为想去著名的莱佛士喝下午茶，在没有电话不知道怎么预定的情况下询问了礼宾部，他们非常热心的帮我们尝试了预定，并随后以信件的方式告知了我们结果，这点让我十分感动，非常感谢你们的热情让我和朋友度过了愉快的一晚。包括晚上十一点多要求送被子去房间（非常抱歉我是一位十分麻烦的客人）
总之，相比前几天住的希尔顿，这里性价比最高，推荐所有的朋友们来新加坡都入住这家酒店。","入住时是12点，有些早，房间说是没有准备好，非常理解，前台说让我们先去转一圈房间准备好了会发邮件提醒我们，但是到下午4点也没有邮件，得自己去催。
这只是一件小事情，但处理事情的效率真的有待提高。（但你们的服务态度让我感觉这完全不是问题）",Dan,Group,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",1,"21, 2019",China,cn,[List]
Exceptional,10,"sehr gutes Hotel, liegt wunderbar und bietet eine tolle Ausstattung. Waren mit der Familie 4 Tage vor Ort und haben jede Sekunde genossen, die Club Zimmer mit ihren Möglichkeiten sind hervorragend, werden bestimmt wieder kommen",selbst nach langem Überlegen ist uns nichts eingefallen,Boris,Family,Club Deluxe Kallang Room with Kallang Precinct view,4,"21, 2019",Germany,de,[List]
泊まるならクラブフロア,9.6,"３回目のリピートです。
１日４回くらいのサービスタイムがあり、
軽食だけでなくお酒も豊富で、お料理の質も向上しています！
ぜひ泊まるならクラブフロアで。",,かいばんど,Group,Club Deluxe Kallang Room with Kallang Precinct view,1,"17, 2019",Japan,jp,[List]
Very Good,8.3,早餐不错，床也舒服，景色绝佳！,入住与退房时的接待有待提高,Bei,Family,Premier Suite with King Bed and Marina Bay view,4,"15, 2019",China,cn,[List]
Exceptional,10,"Отличное месторасположение. Марина Бэй в 5ти минутах ходьбы. Очень комфортный номер, потрясающий вид. Нереально вкусный завтрак",,Olga,Couple,Deluxe Kallang Guest room with 1 King Bed,3,"10, 2019",Russia,ru,[List]
Very Good,8,"체크인시 한국분 요청드렸는데 바로 응대되어서 감사했어요
아가랑둘이 여행이라 조식대신 런치예약이었는데 친절히 런치후 체크아웃해주셔서
감사히 잘먹고왔어요
수영장 한적하게 잘이용했구
객실 욕실 너무좋고 뷰가 예술이었어요",,진희,Family,Deluxe Kallang Guest room with 1 King Bed,1,"3, 2019",South Korea,kr,[List]
クラブフロア,9.6,"リッツは色々な点で好きなのですが、特に大好きなところはアメニティです。シャンプー、コンディショナー絶好調です。お風呂からの景色も、バスタブにあるまくらもとてもいいです。
クラブフロアは、とても便利です。",,Mariko,Family,Club Deluxe Kallang Room with Kallang Precinct view,2,"2, 2019",Japan,jp,[List]
Pobyt był bardzo udany A jakość hotelu przewyższyła moje oczekiwania.,10,Wszystko było cudowne. Najmilej z wyjazdu do Singapuru wspominam pobyt w tym hotelu.,,Olimpia,Group,Grand Marina Room with King Bed and Marina Bay view,2,"24, 2019",Poland,pl,[List]
Exceptional,10,직원들이 넘 친절하고 조식도 넘 맛있구요 위치도 아주 좋습니다,,Misun,Family,Deluxe Kallang Guest room with 1 King Bed,3,"24, 2019",South Korea,kr,[List]
Fair,5,bathroom dirty! sofa dirty!,,Keying,Couple,Grand Kallang Room with King Bed,2,"28, 2022",Australia,au,[List]
景观一流，性价比一般,7,早餐丰富，附近的商业设施齐全，旁边有很多值得观光的地方。游泳池一般，健身房不错。价格稍微有点高，性价比稍微差一点，总体不错。,"没有客人的免费lounge, 这一点Parkroyal hotel on beach road 就非常好，还提供免费洗衣服务",Ye,Couple,Elevated Kallang Room with Kallang Precinct view,3,"24, 2022",Canada,ca,[List]
Poor,3,뷰는 괜찮은습니다,"룸과 냉장고 청소를  좀더 신경써서 해야 할거 같습니다
전에 머물던 사람의 음료수가 냉장고에 있었다.",경빈,Group,"Deluxe Kallang Twin, Guest room, 2 Twin/Single Bed(s)",1,"23, 2020",Singapore,sg,[List]
Une usine mais on ne s attend pas à mieux,7.1,Le spa,Énormément de monde ...,David,Couple,Deluxe suite with 1 king bed,2,"13, 2020",France,fr,[List]
"Были удивлены и немного разочарованы отелем:( за такие деньги ожидали более нового и современного оснащения, и как миним",6.2,"Хорошее местоположение!
Красивый холл
Замечательный ресторан, шикарный я бы даже сказала:) кормят вкусно и разнообразно! По моему там именитый повар 👨‍🍳 
Вид из окон выше 10 этажа - прекрасен в обе стороны 
Изюминка отеля - окно в ванной :)
У мужа в день заселения было день рождение - 35 лет, нам сделали ШИКАРНЫЙ комплимент - шампанское и сладости (сладости были ВЕЛИКОЛЕПНЫ👏🏼👏🏼)","Нас быстро разместили. Мы поднялись в свой номер. Зайдя в туалет мы увидели ГРЯЗНЫЙ унитаз! Кто-то сходил в туалет и не смыл и не Протер стульчак за собой:( и это в УБРАННОМ номере..
Мы позвонили на ресепшен чтобы пришли убрали туалет.. К нам пришли через ЧАС! И не понимая по английски наши объяснения - а тут сложно не понять - клозет или WC или toilet.. уборщицы принялись убирать номер при нас.. 
ладно с туалетом разобрались:( хотя это была неприятная находка..
Далее выяснилось, что наш номер располагается рядом с лифтовым холлом. А вот с лифтами в отеле БЕДА! Они шумят так:(( как будто у вас за дверью ездит метро.. лифтами гости пользуются активно и звук подъема и спуска лифта НЕ ПРЕКРАЩАЕТСЯ ни днём ни ночью. 
Побыв в номере часа два, мы не выдержали и спустились на ресепшен. Объяснили им ситуацию и к нашему счастью, нас без проблем переселили в другой номер:)) Тут уже все было идеально!!!
Начиная с чистого туалета:) заканчивая шикарным ВИДОМ из окна:))
Хоть и были неприятные моменты вначале, в общем пребывание в отеле понравилось! Жаль что всего одни сутки :(",Marina,Couple,Deluxe Kallang Guest room with 1 King Bed,1,"6, 2019",Russia,ru,[List]
Okay,5.8,,"ウォームレット、ウォッシュレットがない。
バスローブはあったけど、部屋着がない。
アメニティがあまりよくない。",Mayumi,Family,"Deluxe Marina Twin, Guest room, 2 Twin/Single Bed(s)",2,"4, 2019",Japan,jp,[List]
很棒,10,全部都很不错,,Anonymous,Couple,,1,"16, 2022",Singapore,sg,[List]
Exceptional,10,眺望が素晴らしい。スタッフも親切！,,Anonymous,Solo traveler,,2,"14, 2020",Japan,jp,[List]
豪華,8,掃除が二度あるところ,どのプランにも朝食がついていたらよかった,Anonymous,Family,,3,"30, 2019",Japan,jp,[List]
Excellent,9,"L’accueil, la gentillesse du personnel et sa compétence le service Club excellent , notre chambre et s d bains  avec une vue fantastique et ts les petits a cote,",,Anonymous,Couple,,7,"26, 2019",France,fr,[List]
war wunderbar,10,"sehr zuvorkommendes Personal, gute Lage, alles Bestens",nichts,Anonymous,Solo traveler,,5,"12, 2019",Germany,de,[List]
Poor,3,Location and view was amazing ..,"Hotel Club didn't provide variety of food selections.
Information about local events wasn't provided properly.
Room wasn't cleaned properly.",Anonymous,Couple,,6,"31, 2020",Saudi Arabia,sa,[List]
