Review title,Username,Review,Rating
Enjoyable stay,NomadicForever,"If you enjoy access to big city but want a few quiet hours between shopping and sightseeing, HFC is a good location in green and quiet surroundings with lovely pool and great gym. HFC is more like a small resort. You have easy access to MRT. I was a bit imobile due to a recent accident. Hotel provided a wheelchair, staff was very helpful all round. Wheelchair access was no problem within the hotel area. We spent 3 days at HFC. It was a relaxing stay.",4
Superb in every way,debralberta,"A beautiful, elegant hotel in a beautiful, historic park. Great location - we used the nearby metro to easily sightsee other neighbourhoods and there were two great museums right on the park property itself (National Museum of Singapore and Battlebox Museum).  The room itself was comfortable and quiet with a large marble bathroom pierced with windows showcasing the gorgeous landscaping.  Only had one small quibble - water temp in shower was lukewarm at best.  If we had stayed longer than one night, we would definitely have asked the hotel to look into it.  Interestingly, we had stayed in another hotel in Singapore a week earlier, and the shower temp was lukewarm there too.  Maybe a Singapore thing? Staff was very accommodating when we arrived early and had us relax in the…",5
Toilet integrated in the room is somewhat special,Martin P,"Great building, nice rooms with garden. Breakfast not so good, slightly expensive. But what we didnt‘t like was the toilet and the shower, that both were nearly not separated from the room. If one of the passengers has to go to the toilet, the remaining can hear, see and smell what the other is doing.",3
Deluxe room (Jan 2019),Fyeeza Mislan,Stayed 1 night at the deluxe room. Very good customer service from the guy on duty at the hotel lobby. After bringing us up to our room he wished my boyfriend a advanced happy birthday. That says he was observant during the checking in. They even had a slice of cake prepared for my boyfriend. I really appreciate it and would definitely come back!,5
Magnificent Experience! ,Chris B,"Hotel Fort Canning is superbly located in the beautiful Fort Canning Park with a wonderful team of amazing hospitality minded super stars! Really very friendly, helpful and supportive in every area .. During my short two days stay it was like feeling being home, so cozy and knowing that you are looked after if you have any inquiries.. My cozy very well maintained and equipped room was a pleasant feeling to spend time in ...  Front office Assistant Manager Mr Kelson and his team are true Stars!!  My Food & Beverage experiences were great as well with a nice selection of fresh products on the breakfast ... And what made me feel great was the chef on that early Sunday morning to make me a egg white omelet made in high level cuisine, well done Chef.  Early mornings I was out at 6.30…",5
Beautiful and Quiet Hotel,terencek87,"We had a peaceful and quiet stay-cation at Hotel Fort Canning. Away from the city, it's approximately 10 minutes away from Dhoby Ghaut Mrt Station. The hotel staff were very friendly and accommodating. The room is extremely spacious and clean. Overall, we had a wonderful time and would definitely return in the future.",5
Outstanding ,MrsCR2014,We stayed in Hotel Fort Canning for 3 nights and it was wonderful!  The check in process was quick and efficient and our room was ready early. The gentleman who checked us in also provided us with lots of useful information on places to see in the city. The location is on top of a hill in it’s own little oasis of tranquility. However Clark’s Quay is only 10-15 minutes away on foot and the MRT station is even closer. We ate dinner in the hotel on our first night and it was delicious. Breakfast was also very tasty and a special mention to Neilia (hope I spelt it correctly!) as she was especially helpful with my gluten free preferences. I had read previous reviews which suggested that breakfast was a ‘bun fight’ however that was not our finding at all. There was a huge variety of…,5
Fantastic,Ventelerst,"This is my second time staying at this hotel, loved how they transformed an antique building into a modern and elegant hotel, with a touch of luxury, while preserving the quaintness. The room is cosy and romantic, and the bathroom is simply huge with a big bathtub. Stayed at Deluxe Garden and Premium Room, both are excellent. Choose Deluxe Garden if you're looking for a more romantic setting.  Situated at Fort Canning hill, the hotel offers tranquility despite being near the heart of CBD, which is a rather unique experience.",5
Despicable customer service,NatashaLN,"I booked a stay at the hotel for my mother and I over New Year. Unfortunately, after our first night my mother received a call to say that her eldery father, (my grandfather) who already has advanced alzhimers of 89 had very low blood pressure, a life threatening chest and lung infection and was in a very bad way, so we had to cut our visit short to return on the next flight home. Despite explaining to The Hotel Fort Canning our return was due to conpletely unforseen and very serious issues they refused to refund me for the nights that we did not use. Whilst I understand the booking was non-recundable you would hope in a situation as distressing as this, the hotel would act decently and you wouldn’t have to deal with a battle like this. I am absolutely appalled and would never…",1
Short weekend break,Hani A,Chanced upon the hotel accidentally through a travel booking site and what a surprise i got- The luxury hotel definitely deserves a repeat- Lovely rooms- superb views and ambience- terrific staff who makes sure you are taken care of and little things like offering easily a late check out when our room was delayed in readiness for check in . I will definitely return !,5
Ashish Lande,ASHISHLANDE,The Hotel is a good place stay.   Enjoyed the stay.  Good breakfast and excellent rooms.  You can have a morning walk at fort canning park. Enjoy the weather and environment.  It is approximately 500 meters from nearest metro. ,5
An absolute gem,nmv,"Can't say enough about this hotel.  They have made an amazing transition from a former military headquarters to a very comfortable hotel.  We loved our room with the balcony bathroom and greenery view.  Many things to comment on on - wonderful staff, great food, large beautiful pool; surrounded with history.  We found this to be a real quiet respite from the hectic city.  Situated in a park on top of Fort Canning Hill is a great place to walk although a bit of a hike from public transportation.  If you do not want to walk we found taxi's available and relatively inexpensive. Treat yourself to his gem.  We hope to return again soon",5
"fantastic hotel, very comfortable beds",luciepucie1,"Me and ma partner had our honeymoon and they very nicely decorated our room, very friendly and helpful staff , pool is great, gym too, love the walking around in that park and not far is the busy are by the river. So fantastic , i definitely recommended",5
Out of the World!,zengseb,"Booked for my anniversary!  All the staff there are very friendly and helpful and they even prepare a lovely room for me!   Rooms are great with everything provided, I have sensitive skin and the beddings are clean.  Definitely going back and recommending it to my friends!  Big thank you to Hotel Fort Canning staff! ",5
Fantastic Stay,Chrissie2506,"Everything was absolutely amazing. The pool was gorgeous, room service was fast and delicious and staff always friendly and willing to assist. Being overseas visitors the mobile phone was also a fantastic addition and made navigating our way around Singapore a breeze. Would definitely stay here again and will certainly recommend it to others.",5
Excellent hotel,TheViking,This hotel is like a castle located in a big green quiet lounge of Singapore.  Breakfast is great and people very friendly. It is walking distance to nearby restaurants and shopping areas.  I would stay here again if I come to Singapore! ,5
Wedding Anniversary,Shasha,I had a smooth planning with one of their staff name Fawly. She had the room set up for our wedding anniversary. Told her as well that i am coming with my kids and she ask if i need a baby cot. Great initiative!   Check in by Saif was a breeze.   The front desk staff definetly know who their guest and wish us a wedding anniversary.   Room was clean and awesome. Housekeeping service was great too when i requested them to my room.  Breakfast was yummy and the restaurant staff was friendly and service was great.   Check out was a breeze too by Abigail. She asked if our stay was ok and i replied yes of course!   Would definetly reccomend couple celebrating their wedding anniversary to HFC as it is quiet and relaxing.,5
R & R,Lee S,"Unique setting very impressive surrounds on the top of Fort Canning. If you are looking for a relaxing stay but close enough to walk to Orchard Road where the hub is then this is your go to hotel. Staff friendly and attentive, breakfast buffet good variety and of a high standard and room accommodation comfortable including king size bed very comfortable with a lovely clean bathroom as well as peaceful throughout internal and external property. Stayed twice at hotel during this vacation. First on commencement of vacation (Mid December 2018) and then a return visit (mid Jan 2019) of last few days of vacation and was treated extremely well on both occasions. Walking distance to MRT (subway) and other transport services available.   And don’t forget to enjoy the complimentary…",4
Afternoon tea,Fiona M,"Handy place for afternoon tea after walking round Fort Canning Park and the Bunkers and for getting shelter for an hour from the rain storm  Very nice 28 sing dollar tea but doesn’t compare to the Raffles experience  Raffles closed for refurb ( jan 2019)  Novel way of serving cakes & savouries in like a little portable bookcase!  No tea top ups offered   Attention to detail not there, but it was a perfectly pleasant experience",4
A Pleasant Stay Away From All The Hustle,NrlAisyah,"Had a short one night stay at Hotel Fort Canning, and we were pleasantly greeted by the reception lady (Irvena, I think?). She helped to check us in with no hassle, all done in about 10mins. We were then walked to our room on the 2nd floor and we immediately fell in love with the interior, the comfy king sized bed and the bathtub which was smacked right in the middle. It was really nice! I love how personalised the whole experience was (given that I am also working in a hotel not too far away), right from the moment we step foot and the second we left. Just one thing to note though, the shower was running a little too cold even when it was turned max to the hotter side! But overall, everything in this hotel was amazing and we’ll be back surely! Keep up the wonderful job! ",5
Excellent hotel and staffs,viviensim12345,"This hotel is a hidden gem! Nestled away in fort canning. The room was amazing, we got the cheapest room and it came with king bed and the most beautiful bathroom I've ever seen.  Room:  Decent size, bed was slightly harder than other hotels but still a great sleep. Bathroom tiled in marble flooring and toiletries provided.   Service:  From the minute we enter the hotel, we were greeted warmly. Reception lady was very friendly and professional. Spa service was pricey but well worth it! 30% off hotel guests for a certain time.   Location:  Centralized location but since the main road leading up here was blocked, we had difficulties getting taxi drivers to send us up here. Easier to ask the hotel staff to book taxis for you while you hang out in the exquisite lobby.  Apart from…",5
Outstand Service,dmckirahan,"This boutique hotel is a little piece of paradise in bustling Singapore.  Location is stellar - only a few minutes walk from the Dhoby Ghaut MRT station or Clark Quay yet nestled in peaceful, tropical Ft Canning park.  The staff is outstanding - friendly, personal and at-your-service 'round the clock.  The pools are the perfect cool spot for a lazy afternoon siesta.  If you enjoy history, this hotel is surrounded by it.  Book your holiday now!",5
Excellent Stay,Wonder,"Very good service. The place is quiet yet convenient as it is about 10 min walk to Plaza Singapura.  The staff are v friendly and there is also someone who brings us to the room to show us how to on and off the lighting, air  con etc.  In addition, they also decorated the room for our anniversary.  The eletrical seems quite high-tech. The curtain is controlled by technology and kettle is also interesting to be used in the drawer. Seemed to me that it is an induction kettle.  Excellent stay!",5
First stop on a South east asia tour,Jesper B,"Fantastic hotel, the pool area was so relaxed (no other guests than us using that area while we were there) with nice addition of complimentry drinks at 5 O'clock.  Only complaints is that the beds and pillows where a bit to firm.",5
Perfect location,yllipojken,"We spend 6 nights in Singapore and the hotel is perfectly located and within walking distance from everything you can explore in Singapore. Shopping in Orchard row, drinking and eating at Clarke Quay or Little India and Chinatown, everything is 10-20 minutes nearby on foot. The room was great, staff is very friendly and attentive and the food is excellent. We will choose Hotel Fort Canning for future trips to Singapore.",5
Staycation - quiet getaway,Alvin Ngo,A last minute decision to spend a night here.  Nestled along a lot of nature with old heritage buildings.  A historic site.  Efficient n friendly staff at check in.  Ample parking space.  Great for a quiet retreat.  Nice for walks around the hotel.  Just outside Orchard Road.  Accessible and walking distance to Shopping centres.  Tried the high tea st in house cafe.  Room spacious and clean.  Three separate areas.  Strongly recommended.,5
Stress-free and pleasant stay,Gowri K,"The staff are polite and gracious - very thorough and resourceful when they were dealing with each guest. At check-in, the staff demonstrated how to use the touch-sensitive air-conditioning and lighting controls, plus general details about breakfast, after-dinner drinks, etc. Even though the hotel was within walking distance of a mall, it still felt isolated and quiet, which is great if you're looking for a stress-free vacation. There were some really noisy guests (kids) staying in the rooms surrounding mine, but that's pretty much the only major gripe I had during my stay. Restaurant staff could be a bit more pleasant, especially in terms of delivering room service; minor things like placing the bill on the table before I was done with my breakfast could be avoided. Other than…",4
"Poor cleaning, attention to detail and rude restaurant staff",Oztraveller1444,"Cleanliness at this hotel leaves a lot to be desired. The pillow protectors underneath the pillow cases were filthy. Brown and very marked from sweat. All 4 pillows were like this. When were they last cleaned? I even left a pillow case off one of the pillows to show housekeeping- they just put another pillow case on top. The smell when you had your head on the pillows was disgusting. The blanket when you pulled back the cover was also stained with brown sweat marks and you could smell other people’s sweat, gross. The chaise chair was also visibly stained. The lamp on the desk on arrival was flickering had to turn it off at the wall. The faux wood floor was dusty and had greasy footprints on it on arrival and remained the same throughout the stay. In the bathroom, there was dust…",2
Amazing Stay Cation,STW918,"From check in till check out is a totally stressfree process. the  Deluxe room is spacious than expectation, love the bathroom, bathtub and rainshower. King Size  bed with four pillows is very comfortable. Breakfast buffet with varous choice of food and very prompt live station. we love the swimming pool and garden as well.",5
Weekend stay at Hotel Fort Canning,Daryl Yap,"Overall the experience was really great. The room given to me was really nice, and the service was superb. I had a few special requests during my stay at the hotel, and the hotel staff had played their part to meet and fulfil my requests exactly as I wanted. Perhaps the only point that needs improvement will be their breakfast. The selection was very limited. However, food quality was still acceptable. Will definitely return for another stay here.",5
VAFA,Vafa A,"Zero value for money.  This hotel needs to improve service, food quality, event management,  do some repair work and train the staff not to look at the guests as strangers..  Would not recommend to anyone",1
Enjoyed the stay,Huda A,I had a wonderful time staying in the hotel. Julian did both my check-in and check-out. He shows positive attitude in serving my husband and myself. Night time was magical with the fairy-lights surrounding the outdoor lobby. Such relaxing and cosy ambience. Will definitely come back.,5
Need improvement for Cleanliness,EK931211,"Was having a 1 Night staycation on 17th Dec. Room is spacious and the mattress is so comfy. However room cleanliness need improvement. Throw cushion cover on the bed was not tied properly hence both side looks different and unsightly. There are some debris on the floor. Standing shower flooring can see algae growing on the silicone and bathroom mirror was oily as well. Besides, was a bit disappointing that bathrobe only available upon request and it is a Yukata instead of bathrobe. It will be good as well if there is anti slip mat in the bathroom. ",3
Hotel staffs was friendly and foods is yummy!,JJLoveLife,"Staffs are friendly and professional, room is clean and comfy. The most important is the foods are very delicious. There are either Asian cuisine and Western cuisine to let you choose to satisfy your food cravings.",5
5 star by the park,Alenagigi,We love staying at this hotel as our go to place in Singapore. Beautiful boutique hotel inside the park. Wake up to the sounds of birds and walking distance to restaurants and cafes. Highly recommended and great service and hotel staff.,5
An excellent Hotel in Singapore,Fabpalmeri,"The Fort Canning is located on a hill, at walking distance from Orchard, offering a very quiet and peaceful stay. The rooms are well designed, the lobby is quiet and all in all, it represent an excellent place to spend few days in Singapore.",5
Need to allow TV to play customer's hdmi input,Chong Yichen,Hi.  It will be good to allow TV in the rooms to be able to play customers hdmi input. This will allow customers to have more usage for the TV. Also it will be good to upgrade the room speakers to allow input from different kinds of phone types than that of the old iPhone ipod touch system.,4
Secluded,JohnCarruthers,"We stayed at this hotel for four days prior to a cruise. It is a magnificent typical Singaporean colonial building. It has been well redeveloped into a hotel with sizeable rooms on three levels. What were the original balconies have been enclosed to become the en-suites to most rooms. Lighting, air-con and blinds are all controlled by touch panels which can be a little confusing but soon worked out. The dining room (The Salon) has a good choice of quality food (at reasonable prices) and drinks from the adjoining bar. In fact we dined there on three of the nights, something we wouldn’t normally do in hotel dining rooms. Service was good from all staff. A nice touch was the complimentary wines between 6 and 7 each evening. It created a small community atmosphere amongst the guests…",4
A Beautiful Colonial Hotel,Deepest Darkest,A Beautiful Building  Set in a perfect parkland with lovely birds / squirrels and walks  Spotlessly appointed inside  great Gym / Pool  staffed by caring people  central location very easy to get to everywhere by MRT  Wish I had stayed there longer!,5
Long Weekend in Singapore,Jane A,"This hotel was recommended to us and we’re so glad we booked there. A beautiful colonial building surrounded by Fort Canning Park; a real peaceful haven in the midst of a bustling city. An easy ten minute walk to the MRT, Clark Quay and Orchard Road. Keep in mind this is situated on a hill, so there are quite a few steps to get back to the hotel, but taxis are always readily available in Singapore. We had a Premium room overlooking the park and we couldn’t hear traffic at all. The rooms are beautifully decorated and bathrooms well-equipped. The staff were very friendly yet quietly efficient. Although we’ve stayed in a number of hotels in Singapore in the past, this will definitely be our hotel of choice in the future.",5
Love it!,Crumpledticket,"The staffs are super friendly, breakfast is great and my girlfriend loves it a lot. Able to smoke in the garden room. Overall experience is great and definitely would go back again to stay again. Thank you!",5
Enjoyable Stay,Georg G,"Stayed in this lovely hotel for our second time. Perfect location in the city center, surrounded by lush gardens though. Compared to other  5 star hotels in Singapore this one is much smaller with a personal touch from the staff at the reception, our special thanks to Saif, who took good care of us and was a very welcoming host. Beautiful room on the second floor with comfy bed and nice layout towards the park.",5
Historical building in the mist of fort canning hill greenery. 10 mins walk away from MRT and Orchard road.,yihliang,"the (deluxe) room are nicely decorated. With quiet surrounding. Pool is family friendly, and there are some world war II historical site right around fort canning. 10 mins walk away from the nearest MRT and orchard",4
A hidden and rare gem,159terencej,"Simply loved this hotel. Staff offered outstanding service from arrival to departure. The room was beautiful with views of Fort Canning Park, wonderfully comfortable bed, bathroom with separate shower and bath and a separate lounge / study area. The hotel provide a mobile for personal use around Singapore and the breakfast should not be missed. Wish we’d made more use of the gym area and the pool. We felt looked after especially at 6pm drinks and canapés in the guest lounge. They even offered us a shower and refresh area before our evening flight. This hotel was a peaceful retreat, truly outstanding and our best hotel yet. Highly recommended. We are planning our return.",5
Lovely .Not sure about the toliet doors,dlbennett3454,"Great location.Easy access to Orchard and the train stations.Its our 4th stay. Hotel full of character.Helpful staff. Took lunch and breakfast . Lunch good. Breakfast OK but expensive. Again as last year when we stayed the breakfast is rather chaotic. One coffee machine and tea area. No tea pots . No milk jugs. Cereal selection  isnt great. One toaster. You spend more time walking aroung and waiting  than you do eating and drinking. Why not serve tea and coffee drinks at the table to reduce congestion. You do this at lunch and you supply tea in a tea pot with a milk jug! Rooms are nice. We were upgraded to a deluxe garden room (113)which was appreciated, but smaller 27sqm (Bedroom) + 23sqm (Private Garden Space) than the Deluxe room  we had booked 30 - 35sqm. The room was also…",4
Family Staycation,Coastal17428745929,"Our 2nd stay in HFC and it never disappoint us. From frontdesk to spa, all services tops! Hotel is children friendly and the stay was extremely comfortable. Looking forward to another stay there again soon.",5
beautiful,bittern6,"beautiful setting in the park. lovely hotel, nice clean tidy and welcoming foyer area, personal service. lovely rooms, love the bathroom overlooking park. and VERY comfortable huge,Sealy bed . Restaurant lacks ambience/atmosphere a little for dinner, but fine at breakfast. Staff all excellent.",5
Wonderful,Passenger32030302505,"Excellent hotel, with staff to match.  The setting is impeccable, the outdoor pools some of the nicest I have ever seen.  Wonderful location, with excellent connections by metro, bus, and on foot.  A perfect point from which to see Singapore, encased in history.",5
Amazing Experience,Binx,"We held our wedding event at Hotel Fort Canning and stayed in the Governor’s suite and junior suite for two nights in total. The rooms were amazing, clean and bright. the room service was prompt and impeccable!! We thoroughly enjoyed our stay there and would definitely go back again if we can. The location is very convenient being near Orchard Road and Cityhall. But at the same time, peaceful and serene given that the hotel sits within the greenery of Fort Cannig Hill. 6 star experience!!",5
unique experience in the nature,Kristina P,"We had an event organised in the Fort Canning hotel a week ago. we also stayed there as guests and I must say that the service and facilities are exceptional!   Hotel is located in the city center, in the middle of the beautiful park!! Nature is stunning around, and hotel has many terraces and open spaces for any types of events: from summits to weddings and pool parties.   EVENT PLANNING: staff is extremely helpful and responsive, easy to work with and always willing to help.  prices are pleasant and you definitely receive more quality for the price you pay. A bit pricey AV equipment though, so might be a good idea to get your own or hire an external company.  Good food, nice venue, big coffee break zone and daylight in the conf room.  ROOMS: rooms are spacious, very bright and…",5
Always happy to stay here,Nigel W,"I travel to Singapore on a semi-regular basis and I’ve stayed at this hotel several times. This visit I specifically asked to stay here. The hotel clean, comfortable, well maintained and set in lovely surroundings with great facilities and very welcoming staff. I wouldn’t hesitate to stay here again.",5
Classy,feesyish,"Although this hotel was a short hilly walk to a tube station or local restaurants, we loved staying here.  It was peaceful and generous. After a holiday in India the pools, beautiful room, free phone and luscious lotions, were just what we needed.  Taxis are cheap and with a blistered toe we used them regularly. Having free drinks from 6 to 7 meant that we met some very interesting guests. The staff were exceptional. ",5
Great experience,Marcello P,"I stayed at HFC for a week. It was a great experience and I believe I will return here in the future.  Rooms are comfortable and the furniture is great. Sofas, lamps and beds. The bathroom is spectacular and comfortable.  Breakfast is very good and you can choose between English, US, continental or Asian foods.  The service is cosy.  ",5
Our Home away from home,Neil_GPerth,Our company has multiple shareholders and interested investors in Singapore and we are in Singapore 3-5 times per year.  We always stay at the Hotel Fort Canning it is open friendly and we have a balcony or windows that we can get the fresh air.  In Singapore you are lucky as there are a number of hotels that have an old world charm with opening windows and balconies but we like the Hotel Fort Canning as it is one the hill in the park.  Not glitzy not glamour just a lovely place to just be and the breakfasts are world class and they taste real.  Yes it is our home away from home.,5
Relaxing Stay in Singapore...,Ddorfer,"Situated in a very nice Location, with very friendly Stuff and nice Rooms. After a busy Day, it is comforting you with a quite and relaxing atmosphere. Orchard Road and nice Restaurants are only a short walk away. Will come back ....",5
Heaven in a Park,Chandrasekar S,The stay was absolutely amazing. Great service and the room was simply amazing with all the necessary items that a stay requires. The hotel does have a history to it which adds further appeal to travellers. All in all it was a great stay.,5
Expensive and Old property,Kiran0092,"Hotel fort canning is situated at a very nice location - Fort Canning Garden. It is amidst lush green garden and beautiful environ. That’s the best about this hotel.   However, beyond that the things start looking downwards..  Hotel seems to be under some repair-which is not mentioned anywhere. You get a surprise when you reach there. Pictures of the place are taken in such a manner, everything appears grand on the website, but not so true when you reach there. We took a deluxe room, it is spacious. But the wooden flooring was pretty much old and at some places even the wall colour was falling out. Does not have good restaurants as well, the food options are very limited.  Area around the pool is under repair, so going in the pool was not an option. This was not even mentioned,…",2
Good hotel in a great location,Richard P,"If you fancy a respite from the hurly burly of Singapore then this is it.  Central Singapore ..... but set in the grounds of Fort Canning so you have peace and space.    The rooms are well appointed, the service is good.  Whilst the website talks of panoramic city views then this would be an over statement on the YWCA side.  Views are limited.  Pool area does not have the breadth and scale of a modern hotel - but you this is an acceptable compromise for the lovely position.   Overall a very enjoyable stay.    (If helpful do leave a helpful vote. Thanks )",4
"Great experience, we would definitely book the hotel for a next stay again",Marcel W,"Great location in a park, close to Orchard Road, close to Metro station, nice room with a bathroom next to the window, Nespresso machine free for use in the room, free mobile even for taking out of the room, very friendly staff",5
Lovely colonial hotel,Sion J,"Lovely, historic building in the centre of the park for those that enjoy a stroll. Centrally located but many may opt for a taxi or grab if you don’t fancy walking up the steep hill or steps. The garden room layout isn’t suitable for infants and the toilet also opens straight into the room but they were very good about moving us to a bigger room to fit a cot. The private garden is nice in those rooms if that’s what you’re looking for. The complementary drinks and snacks each evening were very popular and they were very generous with the selection on offer. They have a nice garden area outside too if you prefer that to sitting at the indoor bar. A little expensive but not unreasonable for a 5 star hotel in Singapore. Would definitely recommend it if you are looking for something…",4
Best place to stay and relax after a long day,DayTrip827739,Hotel staff were very accommodating and very friendly. Bathroom is breath taking. Gym facilities were advanced and complete. Didn't manage to try the pool but hopefully will get a chance to the next time I fly down to Singapore. Bed was comfortable and breakfast buffet was delicious! My view of the city was not too great but was not much of an issue for me.,5
Still Love this Outstanding Place,BevWalker,"Visited for the second time in July this year  We loved this place on our first visit, however had reservations about the housekeeping.  No problems this time obviously this problem has been rectified.  Singapore is a wonderful, hot, exhilarating city and as a result can be pretty exhausting, so to have a beautiful peaceful oasis like this to return to after a day exploring is the perfect  foil, an impressive historical building set in an equally historic stunning park. Every aspect of this hotel gets a five from us. Staff, services, room, surroundings and the food.  The food was petty good the first time we visited, however this time had been lifted to another level, really delicious. The hotel's local dishes were outstanding.  We like to get out and eat local food, which we…",5
We will love to visit again!,ashleych0i,"For the first time, I will start with a few drawbacks or disappointed we had during our stay before I moved on to why we still love this hotel.  Cons: - Arrival lobby is really narrow and small, only enough to hold one car at a time, thus during peak hours, there will be a line of cars waiting to enter. - Upon arrival, staffs did not help us with our luggage or bring it our room unlike other 5 stars hotels. - Only two check-in counters, thus we needed to wait around 15 mins for our turn to check-in as there were other guests waiting for check-in. However, hotel staffs were really polite and professional during the whole check-in procedure.  - We were disappointed that no one informed us about the complimentary Aperitif Hour (we only learnt about it after reading the reviews…",5
"fantastic, in-town stay-cation, surrounded by greenery!",Troy H,"The fact that you are literally staying in town but it seems like you are still in greenery, alongside having the historical aspect of Fort Canning on the doorstep, makes this a fantastic spot! The hotel is lovely and service does not disappoint. The pre-dinner drinks in the private lounge give a sense of class and refinement and are a wonderful way to relax into the evening. The staff were excellent: helpful, efficient and genuinely interested in ensuring our stay was all it could be. My wife and I travelled with two young children (9 & 6), and in Singapore, many hotels are set up for couples - making finding a room for a family quite difficult. However, the staff ensured we had connecting rooms and this was perfect.",5
Great hotel and location for a peaceful and relaxing stay,_glenn_allum,"Just returned from a fabulous week long stay at the hotel.  The room was great well-appointed and maintained and the addition of a balcony bathroom gave you more space.  With its location within Fort Canning Park and its tranquil and peaceful surroundings make you forget your staying in a large city, however your still only a short walk from the MRT and Clarke Quay.  The hotels colonial architecture makes for a great change from all the other large chain hotels located in Singapore.  The staff were very polite, friendly and helpful nothing was too much trouble.  I would not hesitate to recommend this hotel to anyone looking at somewhere great to stay, I would also recommend you include breakfast when making your booking this will elevate the worry of trying to find somewhere…",5
Review,fueledbysaints15,"I enjoyed my stay at Hotel Fort Canning and many thanks to the management for giving us such a delightful experience. Together with the ambience and decor of the hotel and room which is pleasing to the eyes and lightens our mood each time we come back to the room. Thank you as well to housekeeping for ensuring our room is spick and span every time. I appreciate the hotel giving me a complimentary cake for my birthday, not forgetting the complimentary late check out as well. I will definitely come back again to Hotel Fort Canning.",5
Beautiful hotel amounts beautiful surroundings,danielleburns91,"We stayed here for the second leg of our honeymoon, and we were so pleased we chose this little gem. We chose this hotel due to it being off the main road and away from the hustle and bustle of Orchard Road. It was idyllic. The staff were attentive and polite, they even brought me a cake with a candle, up to our room as they saw it was my birthday. Which was a lovely gesture. The room itself was a decent size and the bathroom was “goals” with marble tiles and a massive bath!! They also go through how to work the touch pad system that controls the lights, blinds and aircon which I thought was good. I don’t like busy hotels and this was tranquil, when you walk in you have the lovely sound of water from the small water feature under the staircase and the hotel smells lovely.…",5
Lovely Birthday Staycation,iryanaa,"Chose this hotel for a birthday staycation early last month. Love the tranquil environment surrounding the colonial architecture hotel - amidst the bustling city!   The room was clean, modern and spacious, with all the quirky switches for lights, a/c and curtains. Best yet, right next to the bed - we literally didn’t have to get up! Love the high ceiling and huge bathroom.   Most importantly, we were swoon over their impeccable service! Staffs were friendly and polite. Our check in was assisted by charming Jullian who showed us around the room and the way to their pool. He leaves no details out! We also met their friendly front office manager Kelson who shared with us more about Hotel Fort Canning and its history. We’ve got birthday cake sent after we check in and a late check…",5
Superb ! Best Hotel in Singapore,coll612,I’m always reluctant to share such a review ( in case when we wish to book the hotel is booked out) but it’s unfair of me to not say such lovely things about the HFC ! Superior service/ rooms are spacious and the pool areas are incredible- not uncommon to have the pool areas to yourself. The breakfast offering is amazing- food first class So many Singapore hotels are so large with too many guests and rooms... this offers the complete opposite in an amazing park in the heart of the city and a short walk to Clarke quay Look no further people !,5
Relaxing weekend stay but questionable water quality,Rachel S,"The room was modern and clean. The bathroom had a sliding door, came with a shower and bath tub and overlooked the park. Bathrobes provided on request. Complimentary free parking in the basement of the hotel. And complimentary happy hour in the hotel reception in the evening, which we also enjoyed.   Only problem was that the water coming of the taps was cloudy, and left a brown sand-like residue on the sides of the sink and bathtub. I called reception to ask them about it, and they sent an engineer who came to check, and said he couldn't do anything but just suggested us to flush the taps for a while. The water started to get clearer after flushing for half an hour. However, after an hour or so, the reception called me again, and said that I made a mistake about the cloudy…",4
Here are some tips,Globalcrtique,"I liked this hotel and I found it to be a very nice hotel to stay.  But here are some tips about the hotel.  The Swimming Pool - if you enter the pool area from the second floor, which is the way the staff will direct you. You may be forgiven for not realising there is a second pool on the lower level. You need to walk over to the far barrier and look over to see the lower pool.  The Gym - the gym and salon is located in the annexed modern building near the pool. I only found this on the third day when I was about to leave, as I was looking for the pool showers.I was not informed of this when i arrived.  Clark Quay - It is an easy 10 minute walk to Clarke Quay restaurants. Just ask the front desk how to get there.  Orchard Road - is also only 8 mins away by foot. Leave via the…",4
Fabulous hotel ,Anna M,"My husband was attending a conference for 4 days. I chose this hotel for its quiet and convenient location. Close to MRT train service and main shopping centres. The staff were amazing - so pleasant and helpful.  Our room was large, very clean and very comfortable. The pool area was perfect for relaxing. Complimentary happy hour drinks every night were a bonus. We will definitely stay here again in the future ",5
Beautiful stop over to rest and refresh,9mbhouse,"Our recent stay at Hotel Fort Canning was really wonderful. Impeccable service, lovely comfortable rooms, great proximity to MRT and Singapore attractions all set in a beautiful environment. The happy hour for guests was lovely - a nice way to begin each evening. We recommend and would certainly stay again!",5
Cosy and clean amenities,Elise_opkl,"Tranquil environment of the fort canning park and the friendly staff, especially staff from the check in counter, made my short stay an enjoyable one. Great place to take a mini break from the hustle and bustle of life! Yet, close enough to Clarke Quay and Tanjong Pagar for some booze.",5
Perfect place to be,LoveTravel820550,This is a great hotel with super friendly staff and very nice facilities. Rooms are spatious and modern. I especially liked the bathroom with a view at Fort Canning park. The hotel is both - modern and traditional- something which is not very easy to achieve. It is located within walking distance to the metro MRT and busses. Next time I will come to Singapore I will stay there again.,5
