Review title,Username,Review,Rating,date,traveller_type
Power Issues,Danny M,Had and issue with no power in my room. Munish was quick to respond to the power issue in my room. AC and outlets back online within minutes of letting the front desk know of what had happen. Happy customer!!!,5,July 2022,Travelled solo
Birthday Staycaytion,pearliiebaby2.0,"Service staff at the JW Marriott was of top notch & highly efficient.   The deluxe suite was so cosy & perfect for couples / small families. Views from the room & bathroom were breathtaking.  The executive lounge was very welcoming. Drinks were great & staff were very friendly, namely, Hazel, John, Lorraine, Sam & Sadrana.   Thank you for the stay!",5,July 2022,Travelled as a couple
Wedding banquet,Jia yer,Had a pleasant and unforgettable wedding banquet last Friday! Thank you Nutthee and Dickson for the help to ensure the whole banquet is smooth and happy! Enjoyed our special day with the spectacular view🥰🥰🥰🥰,5,July 2022,Travelled as a couple
Great hotel choice in the Marina Bay Area,lbhk007,"Stayed at the JW Marriott in South Beach for a couple of months while relocating to Singapore. Service was excellent despite coming out of the Covid reduction in activity. Staff are very capable and attentive. In particular the executive lounge team: Antonio, Hazel, Cora and the rest of the team are spectacular at looking after guests and making everyone feel welcome.",5,June 2022,Travelled on business
A wonderful stay at a lux hotel,JimmyTraveler2014,"We chose this beautiful Marriott Bon Voy property for our 8-day vacation in Singapore.    Our room offered a fantastic view of Marina Bay Sands and all surrounding attractions.  The hotel Executive Lounge is amongst the best that I have been:   1) Great staff: thank you Hazel, Cora, John and Antonio, just to name a few, always attentive and caring 2) Wonderful food and drink selections:  afternoon tea and evening cocktail hours can rival any great British tea house and trendy bar-restaurants in this great city  3) The ambiance: very trendy decors and plenty of seating and space   As a life-time titanium level member of Marriott Bon Voy, I was offered daily breakfast at Beach Road restaurant on the hotel property.  The food and wait staff are other highlights of this memorable…",5,July 2022,Travelled with friends
Fantastic Executive Lounge,Craig_Business_Traveler,"Wonderful hotel and service, especially great for business travelers. Rooms are very nice and clean. Pool view is phenomenal and gym is nice. Beach road kitchen for breakfast has a lovely spread. But BEST part is the executive lounge! The staff are so friendly and attentive to guests!! They always remembered me. Especially Hazel, she provided execeptional service. Along with the rest of the team Yixuan, Darwyna, Kay, Lorraine, and Antonio.  They were alwasy there for me throughout the days. Will be back again soon, thank you!",5,June 2022,Travelled on business
"Awesome hotel, Amazing staff",Felix W,"This is my second time staying at JW Marriott Hotel Singapore South Beach. My first stay was a Junior Suites, and this time I stayed in Premier Marina Bay Suite. The rooms hits me hard as the interior design is done by my favourite Philippe Starck. The comfort and practicality of the room is en point. Staff from every department are amazing and extremely professional. Would like to highlight all the staff at the front desk on 1 July 2022 for the various assistance offered (from assisting with Bonvey Marriott app issues to recommending how I can spend my hotel credits). Hazal, who was stationed at the executive lounge, is one honorable mention that elevated the entire staycation experience. Hazal offers warm salutation, showed positive disposition and maintained high level of…",5,July 2022,
Great service!,Clarence C,"JW marriott has the best exec lounge! Hazel, Gab,  Antonio, Chef Jeronie and Lorraine were all amazing! We hope to be back again! Food was great too! I would definitely be back again! Hotel was clean and efficiently polite",5,July 2022,Travelled with family
Amazing service,Lydia,Munish from engineering team was absolutely amazing and so kind! We had a problem with our door bell and he fixed it immediately and was so professional and fast! All the team here at the JW Marriott they go far and beyond to make your stay as comfortable as possible!,5,July 2022,Travelled with family
"Great hotel, awesome location, friendly staff",Melissa S,"My family of 7 came to this hotel for our first visit to Singapore. It’s conveniently located close to so many walkable attractions. It’s also beautiful inside and out. The rooms we stayed in were clean and spacious.  We had access to the club lounge, which offers all kinds of refreshments, and the staff there are extremely pleasant and helpful, especially Hazel and Kay.  They were so friendly and made sure our time there was enjoyable and met all our needs.  Our family consisted of all kinds of ages from teen to senior, and we also traveled with other friends with much younger kids.  We all found the hotel convenient, and the service was great.  I would highly recommend this hotel for a stay in Singapore.",5,July 2022,Travelled with family
Best staycation ever,Max J,"This hotel is the model of excellence. Everything about our short stay was professional, friendly and first class. The executive lounge in particular - with Hazel, John, Hannah and their team, was the best exec lounge experience we've experienced of any hotel we've stayed at.",5,July 2022,Travelled as a couple
Beautiful hotel overlooking Marina Bay!,Jeff J,"Stayed at this property while in transit. Amazing hotel and was able to take advantage of the wonderful executive lounge. The variety and quality of the food and drink were impressive. Special thanks to Hazel, Hanna and Kay for making our visit to the lounge enjoyable. Also to Jacqueline who was very pleasant and helpful at the front desk during the check in process! Would highly recommend the JW Marriott Singapore South Beach.",5,July 2022,Travelled with family
Amazing Value in a luxury hotel,Christopher Leung,"JW has always been one of the business travellers' favorite hotel, as high level elite status holders get to enjoy lounges and complimentary breakfast.  And the lounge here even has 2 afternoon food presentation, one Post-Lunch and one Pre-Dinner. And they r both amazing, so many options and high quality. They taste even better than most restaurants!  Breakfast is EPIC! This is what singaporean breakfast and hospitality is like. Get ready to be spoiled.  The swimming pool at the high level has an unobstructed view of the city, and i cant see any buildings going to be built in front as it is some monumental sites of Singapore, so this JW is built on a really good piece of land with amazing view.  Front desk was so helpful! No request will ever be rejected but at least attempted.…",5,July 2022,
Amazing SPA service and experience,JLJ,My friend and I visited JW’s SPA and it was amazing. The masseurs were all very good and we felt so relaxed after that. Jaa the receptionist was so helpful and thought. She took note of the scents I liked and even gave me a small scent to bring home together with a note as it was my birthday month. Thank you for the memorable experience! We will be back!,5,June 2022,Travelled with friends
Wedding Banquet,Jane,My husband and i were very satisfied with our wedding banquet held at JW Marriott. Dickson as our hotel coordinator was very responsive and patient with our queries and requests. Both Dickson and Nutthee were very helpful on our wedding day and gave us many useful tips and advices along the way. Beautiful architecture of the ballroom. Food served was delicious and our guests enjoyed it. Thank you!,5,June 2022,Travelled as a couple
Incredible Staff and Location,Mitchell M,"The attentiveness and hospitality of the staff here at the JW Marriott were incredible. After the first day of going to breakfast and the lounge, I already felt like the staff knew me and were extremely welcoming. A special mention goes to Hazel at the lounge, who always made sure myself and my guests were made comfortable. She was extremely hospitable and attentive for every day I was at the lounge. Additionally, the location of the JW is excellent, being at the intersection of two MRT lines, and surrounded by 4 different shopping malls. While my room was well-sized and comfortable, I definitely felt like dust built up very quickly in the room, even after just 1 day. So make sure to have the room maintained by housekeeping as much as possible.",5,June 2022,
"Enjoyed stay, Great hospitalities from the staff",Tanaka,"First trip in the past 3 years due to COVID-19.  Very much enjoyed our stay.  Good location to use MRT. Especially, if you a Gold Marriott Member or higher,  you can get full benefits since you can access to the lounge or restaurant  nearby for breakfast. The staff at the lounge were all eager to help you. Very happy to see Hazel again there. She was supper nice, kind and always taking good care.  Would like to thank the staff members and Hazel for their great hospitalities!",5,June 2022,Travelled on business
Amazing Stay!!,Carol P,"The hotel was beautiful, the service impeccable and the stay was amazing!  The view of the bay at night from the room was perfect and the city views from the rooftop pool were spectacular.  The executive lounge tea service was so warm and friendly that I found myself looking forward to it each day.  Hazel, Kay and Yi Xuan made me feel like a welcome guest each day and I can’t wait to make a return trip.",5,June 2022,Travelled on business
Staycation,HB,"Good location and great view from the room. Hazel, Yi Xuan, Gab and Hanna had provided an excellent service at the lounge! Jun Na had also done a good job in keeping our room clean. My family and I enjoyed our staycation at JW Marriott.",5,June 2022,Travelled with family
Visit in June 22,nthliv,Great hotel lounge  Shout out to all staff Hazel Ali Cora Antonio Gab and Lorraine  Food and service tops attention to detail number 1  Thanks to Chef in the lounge for great offering  See you next time guys,5,June 2022,Travelled on business
Awesome Service,Drew T,"I had a very awesome experience at the lounge for High Tea and dinner! I was taken cared by Hazel, Cora & Gab! They were Excellent and wanted to come back again! Love them and great service! Will come back again!",5,June 2022,Travelled with friends
Good service,Dylan,"Hazel, Lorraine and Antonio has been providing great service during my stay here when I visited the lounge. Good customer service and attentive to customer needs.  Hotel was clean and neat, enjoyed my stay here",5,May 2022,Travelled with friends
Traveler,R W,"JW Marriott always has been and continues to be the best. Service was impeccable from the front desk to the longe to the hotel restaurants and hotel bar. Staff is above and beyond assuring that everything is well and taken care of in a satisfactory manner. Thanks to Hazel, Sue, Michael, and  the Sou Chef and Director of Beverage Service all are leaders in this establishment.",5,June 2022,Travelled on business
Awesome service and hospitality,Michael D,"We love the suite, but especially the hospitality and service right from the moment we walked in the door. Special mention to Cora and Hazel at the Lounge - super friendly, welcoming, proactive in anticipating our needs. Their warm service made an excellent experience simply amazing! Thank you Cora and Hazel!",5,June 2022,Travelled with friends
Amazing Front Desk Team,Gerald,Managed to get in touch with duty manager Helen Chen to make inquiries for a birthday staycation. She was attentive and pays attention to details. The front desk team gave our birthday boy a surprise by sending a birthday note and a cake! Guest relation Sabrina also wrote wishes on the mirrors within the amazing room! Thank you JW Marriott Singapore Front Desk!,5,June 2022,Travelled with family
"Steer clear of this JW- poor service, up charges, and arrogant employee attitudes",Andy C,"Worst JW I’ve encountered in the world. I’m a Marriott Titanium and I try to stay at JW wherever I travel. This property sets itself apart from other Marriotts…NOT IN A GOOD WAY. From check-in to club lounge, it felt like they thought they were doing me a favour by allowing me to stay there. I was constantly harassed for my child’s date of birth (totally inappropriate and intrusive) when I walked into the club lounge with her because kids under 12 cannot enter. My kid is over 16! I paid for three people in a room but when I tired to get a rollaway to augment the one king bed, they tried to upcharge me $100 to bring it in. So I pay for three occupants but only get bedding for two by default. I checked out of JW after the first night and went to Sheridan, where I enjoyed three…",1,June 2022,Travelled with family
On JW Marriott South Beach,芯 彤,The hotel is superb. Service is very good. Especially Ms Hazel who is always checking in to see if we enjoy the food or the drinks. We loved our stay. And of course the food too. We are so impressed with the hotel room layout and the quality of the amenities. Kudos.,5,June 2022,Travelled as a couple
A superb week in Singapore,annemarthe2017,"The hotel is ideally situated with a stunning view of Marina Bay. The hotel is very clean and the service is very good. A special mention for the lounge which provided excellent service, food and drinks. We must also mention, without detriment to anyone else, Hazel who looked after us every time we used the lounge and was so kind.",5,June 2022,Travelled as a couple
One of The Best Hotel in Singapore,Putra,"I stayed here at the end of May. At the time of check-in was served friendly by Haris. The check-in process went smoothly. I got a Junior Suite - High Floor Room. The suite was clean, comfortable, and had a stunning view. As a Titanium Elite member, they treat me very well. When there were some minor problems during my stay, their staff was able to provide solutions that made me feel happy. Thank you Hannah for responding to my complaint very well. The Amenities in this Hotel Room are also complete and not stingy, they provide a lot of amenitis in the room.   The executive lounge at this hotel is among the best in its class. I was staying at a newly renovated large 5 star hotel in the Orchard area, but the lounge was not as good as the JW Marriott South Beach SG. The swimming…",5,May 2022,Travelled with family
Wedding Banquet at JW Marriott South Beach.,Alex,"My Wife and I had our dream wedding hosted by JW Marriott South Beach. The banquet hall was magical and the staffs that helped put together was very attentive and professional.   I would like to specially mention our event manager, Dickson Lim and his team. They were so supportive during our wedding. Our weddings was able to run smoothly because Dickson and his team were always prepare for anything that could have happened at a moment notice. Dickson even went an extra mile to get batteries for our photobooth display when we forgot to bring them. I really appreciate his promptness and assistance when I’m caught up with other stuffs during my wedding day.  Dickson and team were in every stages of the wedding planning, from the selection of decor to the testing of AV. Dickson was…",5,May 2022,Travelled as a couple
Excellent Service,Billy B,"It’s always a pleasant visit in JW Marriott especially in their executive lounge. They have top notched service thru their accommodating staff. I’d like to commend Hazel for her polite, quick and excellent service.",5,June 2022,Travelled as a couple
Excellent Service,RogerT,"Great to be back again for a break with my family. Excellent service by the executive lounge Special thanks to Hazel, always attentive and there to make our a day a pleasant one. Another wonderful experience at JW Marriott South Beach.",5,June 2022,
Strategic Location -  Business Hotel,Anchtiger,Had a one night stay under the Luminous Rate.  Easy check in and appreciated the front desk explaining my benefits and status.  Strategic located by the subway station for you to get around Singapore.  Good breakfast spread.  Would stay here again.,4,May 2022,Travelled solo
Wedding dinner went without a hitch,Belle,Dickson and Thana have gone above and beyond to cater to our needs and made our whole wedding fuss free with all the guests taken care of. Thana stayed with us all the way till 11.30pm and arranged for leftovers and a carton of bottled water to be delivered to our room while Dickson took effort to arrange for a time slot for us to practice our dance on stage before the wedding. Heartfelt thanks to the team at JW Marriot and highly recommended for wedding. The setup with the over hanging lights are just magical.,5,June 2022,Travelled as a couple
"Amazing hospitality, pillows too soft",tcpun,"Period of stay: June 2022  It was a weekend stay, and the property is full of business travelers and families.  The room was clean. Despite the business, room service was quick and attentive.  There were some national day rehearsal activities throughout the evening, which I was fortunate in seeing them.  What I liked the most was executive lounge as there were variety of items available for guests. I would like to take this chance to thank Miss Hazel for giving us a warm wonderful evening. She remember my partner's preferences even on the next day. You have made this visit memorable.  On the other side, the pillows were too soft for my liking. I hope there are more pillow options available.",5,June 2022,
"Modern, service oriented, great central location",EricInSF,"The JW Marriott is a newer, modern hotel centrally located near the CBD and Marina Bay. The service is first-rate. My only interaction was with the bellmen and front desk, but they were always all smiles and happy to help. Check-in and out were fast and efficient. My status with Marriott Bonvoy was recognized. I had a gorgeous room on the 20 floor with a beautiful view of Marina Bay. It was a bit smaller than the other rooms I've stayed at in Singapore, but beautiful, well equipped and spotlessly clean. The bathroom was gorgeously appointed, with a deep bathtub and a bidet. The room decor was modern and stylish. The toiletries were wonderful! There are lots of hotel rooms, but never waited long for an elevator. In the evenings, there was a smell, possibly mildew, in the…",4,June 2022,
Best Stay Ever! Beautiful room & view!,SHANTEL J,"The door men opened my door and helped with my luggage. Helen was absolutely amazing! She checked me and gave me a ton of useful information about the hotel amenities and the businesses near by. My room was stunning and had a great view! BREAKFAST!! I cannot stress this enough, get breakfast! You will not be disappointed; so much variety. The pool : ) Just WOW!!  Thank you so much Helen for making me feel so welcomed!",5,June 2022,Travelled solo
Wedding banquet was a blast!,Jake W,"My wife and I decided to have our wedding banquet here after one single visit, the ballroom was astonishingly fabulous! Centrally located meant that our guests had no issues getting to the venue and many were impressed by the dinner menu. Dickson our sales assistant was very helpful and addressed many of our concerns promptly. I am personally very grateful for his help throughout our event.  Needless to mention, the ballroom equipped with dazzling lights and full panel LED screen left a deep impression among the hosts and the guests. It was a magical night and all the staff were extremely helpful in their services. Thank you JW Marriot for making our special day so memorable.  ",5,May 2022,
Love love love!!,DS,"My 20 year old son and I decided to take a ‘spur of the moment’ month-long Europe and Asia trip (lucky us, right?!) as the world is opening up again. Singapore was our 8th stop and we loved loved loved the JW Marriott hotel in Singapore!  The hotel is gorgeous and the location can’t be beat. The staff in the executive lounge were wonderful. Highly recommended!",5,June 2022,Travelled with family
Wonderful service and great location,Maritza EF,I stayed at the JW Marriott Singapore for a one day visit. The staff was wonderfully accommodating and made my visit very comfortable given my hectic schedule of arrival and departure.   The Executive lounge was a great place to rest up and enjoy tea time before heading out. If you ever visit ask for Hazel and she will take care you with the friendliest smile! :),5,June 2022,Travelled solo
"Perfect location, exceptional staff",lemur_chica,"We stayed here four nights and loved it.  The location can’t be beat.  It is across from Suntec City, has easy access to the subway, it is centrally located to tourist destinations and it has a fantastic staff.  With my husbands Bonvoy status we were able to get upgraded to a corner suite, which was beautiful and very spacious. The breakfast at the Beach House kitchen was wonderful with made to order eggs, as well as a massive choice of fruits, salads, baked goods, etc.  we dined twice at Akita Back and highly recommend it. You definitely need reservations.  We also had access to the Executive Lounge which provided nice food options as well as drinks.  The service was outstanding. We especially appreciated Hazel, who made our experience special with her warm greeting and…",5,June 2022,Travelled as a couple
"great hotel, kind staff irene",김서영 김,"I stayed at the best hotel in singapore. good location, delicious food in executive lounge♥, wonderful city view and friendly staffs. especially, kind staff Irene was really helpful for me.  Thank you JW marriott singapore♥",5,May 2022,Travelled as a couple
The hotel is getting busy again,JC,"The location is really good, We visited the iLight Marina Bay Singapore 2022 and did a full loop starting from the hotel. The breakfast is back to buffet style again.  The afternoon tea and the evening cocktail is back. Big thanks to the staffs in the lounge, Cora, Hazel and Lorraine for their excellent services. We will be back again.",5,June 2022,
A wonderful experience,Sheila B,"We started our Asia adventure in the beginning of may and our first stop was Singapore,   It was hard trying to decided where to stay, but we decided to stay at the JW as we are bonvoy members,  The hotel is located right in the heart of the city, we were fortunate to be given a room which looked towards the famed marina bay hotel.   The staff were a bit of mixture the vast majority were very polite and helpful  but there were a just a small handle full who seemed they didn’t want to be there but overall the staff where nice. The breakfast option offered was simply amazing they had a whole range of different hot dishes and other delicacies which we wouldn’t normally have.   Just outside the hotel you will find loads of different shops as well as shopping centre which was around…",4,May 2022,Travelled as a couple
"Great hospitality, great location",Panupong P,"The hotel has a very convenient location, esplanade station (circle line) located below hotel. Various selection of breakfast,and yes! High quality also. We enjoyed the executive which has a generous time of happy hours around 4 hours (till 3 pm). The food served during Hors d'oeuvre was really good also. Ms.Hazel took care us well and she is very nice and attentive. We had a splendid time staying at JW Marriott Singapore. Highly recommended this hotel for Bonvoy crews and everyone!",5,June 2022,Travelled as a couple
Creating memories at JW,75_darren,"Amazing experience as always. Celebrated my birthday at JW. Was pleasantly surprised by the length the hotel staff went through to create a wonderful memory. Thank you so much for the well wishes, suite upgrade with decor and magnificent view, cakes and wine. Appreciate and relishing the whole experience! 🥳.",5,June 2022,Travelled as a couple
Excellent hotel,Emma M,"The JW Marriott is always my preferred hotel in Singapore. The facilities are modern, bright and very clean and the location is perfect with many local attractions, public transport and access to the airport.   The staff in the Executive Lounge are exceptional and very attentive. The food and beverages provided there have lots of variety and taste great. Hazel, Antonio, Lorraine, Kay and the rest of the team go out of their way to get to know you and meet your needs",5,June 2022,Travelled on business
Excellent,Ywyw,"My husband and I had our wedding on 8 May 2022 at your hotel and we would like to extend our gratitude to the impeccable service by you and your team provided to us throughout the entire process of our marriage. We want to thank Dickson, especially, our wedding coordinator, for being ever so patient with us and for going out of his way to exceed our expectations in fulfilling all of our requests. Very efficient in replying emails and messages and I really appreciate it very much, esp when it can be stressful planning a wedding- speedy replies really helps in ensuring everything goes smoothly.  The food was amazing and my families had a pleasant dinner. Not to mention that we also received many comments from the guests along the lines of it being one of the nicest wedding…",5,May 2022,
Encomia and hints,calvino,"Well, first, this is possibly the nicest hotel I've stayed in. First, the room and the maid service are outstanding ... several times a day, and they never forget to fill me up with water bottles, tea, coffee and milk/sugar. (Yes, it's a small thing, but have you stayed in a USA hotel lately?) And the hotel is soooo beautiful.  Now, I have Titanium status, so maybe the things I write about won't be easy to get without up-booking. But I also need to go crazy about the breakfast (one day I went Chinese, one day Indian, one day Malay and one day baked beans and sausages). I did afternoon tea most days, and love the scones w/ whipped cream and jam. And the cocktails 6-9 in the lounge made me come back to the hotel each night.  As for hints:  (1) The hotel suggested that my covid…",5,May 2022,Travelled on business
Service and Room can be better,steventhy,"Not my expectation of JW Marriott, and being a status member.   1. Checked in at 1530 hrs, despite indicating early check in at 1100 hrs.   2. Soft skills of check in staff need to be improved, being super direct in the area of conversations and not understanding customer's needs.  3. Dirty room upon checked in, dirty towels provided.  Need major improvement in the area of softskills and house-keeping.",2,May 2022,
Great hospitality,June L,"This is an overdue review.  Wanted to give a special shout out to the staff at the Executive  Lounge, especially Yi Xuan, Lorraine, Irene, Cora and Hazel. They took very good care of us, ensuring we had enough to eat and drink.  On our first day at the hotel, Hazel was very welcoming and made us feel at home.  She went the extra mile to make drinks that I could consume.  Not to leave out the other staff at the hotel, the front desk staff have been warm and welcoming, yet professional. Service has been excellent, responses were prompt when I had questions both in person and thru the app.  The maintenance crew were prompt coming to fix the little problem with the shower door handle.  The little souvenir they left was a nice touch.   Looking forward to my upcoming staycation.",5,March 2022,Travelled as a couple
Excellent service in the Executive Lounge,Kevin,"""Stayed at JW Marriott South Beach last weekend and having an amazing experience with professional service by the TEAM at the Executive Lounge! !🤩 This stay was during my proposal which made it even more special!🥰  I love how homely the Team at Executive Lounge is, and they never fail to make me feel welcome even the Chefs!!!  Excellent service and attention from the Team as they always meets our expectations with their attentiveness and friendliness. Food and Cocktails were awesome too! Two thumbs up for them👍👍  Kudos to the team, Cora , Antonio ,Irene , Kay, Lorraine, Yi Xuan and also Chef Randy and Chef Edwin to serve the delicious food !❤️❤️",5,May 2022,Travelled with family
One of the best in Singapore,Alex C,"We stayed at the hotel for 8 days during this trip and it was the best out of the 3 hotels that we stayed at.  The hotel is amazingly located, with the Civic District and Raffles City mall within walking distance. Arguably the best location to be to learn more about Singapore’s history and how far it’s come. Personally, it beats staying near Orchard Road, which is only a few MRT stops away.  This hotel is vibrant and well designed. You feel a sense of energy being in the common areas. Our Premier room was spacious, with a massive toilet. Breakfast was amazing with a huge spread everyday. I particularly liked the noodle/laksa station. The lounge serves food from 1430 hrs and is always well staffed.  What makes this hotel is the staff and their attitude. My Bonvoy elite status was…",5,May 2022,Travelled as a couple
Just an okay birthday staycation,JeoSmile,"Flew to Singapore and decided to celebrate my birthday week in this hotel. Wasnt expecting any at all from them but maybe other hotels have far better initiation in knowing their guests celebration? Not even a complimentary food or items was given.  Anyway, upon check-in there was a long line at the lobby with only 3 staff at the front desk. Not even one of them are smiling or giving an aura of a warm welcome. The staff are acting like robots. We were told that rooms will only be available by 3pm so we decided to eat at Suntec, a nearby mall. Room wasnt that big but I did appreciate the bath tub. Water pressure from the rain shower wasnt that strong compared to other hotels  The hotel lobby is 5 minutes away from Esplanade MRT Station but most of the time we rode Grab because…",3,May 2022,
Staycay at a Reasonable Rate,LuxuryFoodTraveller,I stayed at the JW for 1 night and booked a Premier Marina Bay View and got upgraded to the Club Premier Marina on a weekday. Check in was fuss free and it was done within 10 mins. Got the room on level 17 with partial views of the Marina Bay at the comfort of your room. Disappointed that the Flow 18 and the Pool was too cold for a swim even in the middle of the afternoon.  Afternoon tea and evening cocktails at the lounge was good but food selection was limited considering a hotel of this calibre. thankfully the free flow sparkling wines compensated for it.  breakfast at the beach road kitchen was one of the highlights as semi buffet returned after the pandemic. coffees and fresh juices were readily available which is always a plus. food selection though small but was done at…,4,January 2022,
They try real hard to please,Wine dude,This trip was 10 nights. Staff was wonderful we stay were allot they like most  Marriott properties in Singapore value the status that you’ve earned in your membership and even if no membership o hear there wonderful. only one in Singapore that does not is the st Regis. Breakfast buffet is great restaurants in hotel are great only issue with breakfast when you stay a while same food at breakfast but the lounge the food also does not change often enough those are my only complaints. I will be returning and I spend 80-100 nights traveling per year. Also 18th floor pool area is great but they have this charge to use the sauna and steam nobody understands of 20.00. I find that very petty when the rooms are not inexpensive as it is a five star hotel.,5,May 2022,Travelled on business
Definitely not worth the expense nor the hype….,Myst_Belgarath,"I stayed at the JW Marriott South Beach for a 2 nights staycation after realizing that flights out of Singapore over the Hari Raya long weekend were just grossly overpriced with so many locals wanting to get out of Singapore after being stuck on the little red dot for more than 2 years. Needless to say that at $865 a night and as a Titanium Elite Marriott member, I had some pretty high expectations….well, I guess they were missed on basically all aspects. Starting with the check in which took ages with some obviously inexperienced or poorly trained staff whom could not seem for the sake of god to be able to get the paperwork and the key sorted out not to mention the kids amenities welcome package which was ultîmately provided in a hastily put together enveloppe.   Having checked…",1,May 2022,
Peek-A-Boo room 719,ozflyboy,"Disappointing  Is how to describe my recent overnight stay at the JW Marriott ,South ,Beach Singapore 🇸🇬  Earlier on the day of my checkin as I was passing the hotel I enquired at reception  if my room would have  a view of the Marina Bay area and was assured it would and the room was located on level 7  Checking in later in the day after receiving my room key and anticipating my room on entering the lift I found that the key had not been activated , on returning to reception both staff members were engaged with other guests …. 10 minutes later I was able to get the key activated. On entering room 719 I was immediately struck by the fact that the premier room was facing the roof support of the canopy covering the alfresco area of the hotel and an outdoor entertaining area ! To…",1,May 2022,Travelled as a couple
The worst birthday staycation,ExtremeWow,"We've stayed in this hotel during CB for nearly 2 months, the hotel and staff really took good care of us. We enjoyed our stay here and would love to come back for staycation again. The hotel wasn't accept bookings from public as it's being assigned as SHN facility for the entire 2021, so we're really excited when we learned that  JW Marriott South Beach is finally accept leisure bookings from public once again this year. There's no better time to book her a staycation for birthday celebration than now.  Pre-Arrival I texted the front desk 2 days before check-in to see if I can order a birthday cake for celebration, but was told that they don't sell cake, However they will get the kitchen to prepare one for us, great. I then request the cake to be kept in the in-room mini fridge…",1,April 2022,
May Staycation 2022 ( Hari Raya Puasa and Labour Day Weekend ),Naresh Kumar,"Had 3 days 2 nights stay at JW Marriott Singapore over the long weekend (Hari Raya + Labour Day). Booked a suite for the staycation to enjoy time with my friends. Good service, and lovely interior design. Breakfast was good too! The best part is the bathtub of the suite. It was really nice And of course had a good time in the infinity pool as well. ",5,May 2022,Travelled with friends
Amazing Hospitality,Patrick R,"I stay at Marriott hotels all around the world and the hospitality here at South Beach from Hazel, Cora, Antonio and Corraine was the very best. They consistently made a feel special, made recommendations and gave us a feeling of home away from home. This hotel is nice but it is these fine people that make this my preferred place to stay in Singapore.",5,May 2022,Travelled as a couple
Very Good stay at JW Marriott Singapore,Giap K,Stayed 2 nights with a friend in this hotel. A friend of mine brought me in to the club lounge and I have a chance to meet Hazel and Lorraine here whom best represent the lounge. Esp Hazel whom is so joyous and friendly towards every guests here. She makes my stay so enjoyable.  Also understand from my friend that it was Rebecca whom help to arrange the rooms for this stay. Many thanks to all of them that makes the stay enjoyable. Hotel is top notch with great Room and club lounge.,5,May 2022,Travelled with friends
Exceptional service and hospitality,chung,Truly enjoy my stay here! Kudos to all staff with special shoutouts to Samuel at the reception for the great room arrangement and Hazel at the club lounge for the exceptional hospitality and wonderful cocktail concortions! Will definitely be back to enjoy the wonderful service!,5,April 2022,Travelled with friends
Family Trip,Karissa T,"A wonderful experience in the Junior Suite. The kids had a very relaxing stay over the weekend. Unfortunately, it definitely cannot compared to staying in a Marriott hotel overseas but it was a good stay overall. Staff were friendly and helpful. The hotel location is perfectly situated since it’s located right in the middle of wonderful restaurants and walking distance to Suntec City so the kids were kept entertained.",4,April 2022,Travelled with family
A peaceful stay in Junior Suite :),Hburn10,"Upgraded to a 1-bedroom Junior Suite (74SqM) courtesy of my Titanium status and the room was indeed alot of space!    I do have to say the 74SqM space felt a little too cut out, resulting in the loss of the sense of space. Perhaps limited by the building structure, the entire Suite is super angular and too many cut outs make each space feel much smaller than it.   A very generous living area containing a sofa + 2 single seaters accompanied by a blockish coffee table and a smart TV. The WFHotel spot is laid out right behind this length, facing the TV (what irony), and contains the usual care kit of 2x masks, 1x hand sanitizer, and your in-house phone etc.  The main bathroom is also neatly cut out into a shower space, a toilet, and a length containing your bathrub and 2x single…",5,April 2022,
Excellent Sevice from JW Marriott South Beach,Ft,"Stayed for an entire week in JW Marriott South. Hazel from the executive lounge is very professional and approachable, she is very interactive and take pride in her work when serving guests. We are very pleased with her service rendered. Also thanks to Samuel, the front office manager who is very polite and attended to my requests.",5,April 2022,Travelled with friends
Splendid service in the Executive Lounge,Linus C,"I am a regular at the hotel and am always blown away by the service at the Executive Lounge! This stay was during my birthday which made it even more special! I love how homely the service is, and they never fail to make me feel welcome! The amenities at the hotel are also top notch, and the decor is funky and cool. A huge and big shoutout to my lovely Hazel!!! Other staff including Irene, Cora, Antonio,  Lorraine, Yi Xuan, Kay and Darwina were all attentive and amazing too. I will always be back! (: - Linus",5,April 2022,Travelled with friends
Always Perfect,U9525UKRPV,"It has been 3 years since my last visit. Never disappoints. Hotel continues to maintain a high degree of appointments. Comfortable, great location and most impressive an amazing staff. The team is always willing to go above and beyond to make their guest feeler welcomed and appreciated. Would not stay at any other hotel in Singapore",5,April 2022,Travelled on business
Amazing experience,Quest305000,Was here with my family and was attended by the most wonderful Hazel and Irene at the lounge. Their attention to details was superb. Very friendly and the hospitality was amazing. I’ll definitely come back! Great amazing experience.,5,April 2022,Travelled with family
JW Marriott Singapore South Beach,Jeremy,"Had a wonderful time at JW Marriott. Beautiful hotel with excellent service. Special shout-out to the team at the executive lounge (Hazel, Yi Xuan and Darwyna). Pool on L18 was a little too cold for our liking, hopefully we can try the other pool next time!",5,April 2022,Travelled as a couple
Cousin baby birthday staycation,Han,I have a Wonderful stay at JW Marriott. Love the lounge afternoon tea and the staff hazel Cora Antonio is very friendly and very attentive to me and my family. She always put on her best smile when serving us. I Definitely will be back here again.,5,April 2022,Travelled with family
