title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Wonderful,9,,,Nasruddin,Family,Garden Wing Deluxe City King,2,"19, 2020",Singapore,sg,[List]
Exceptional,10,,,Jack,Group,Special Offer - Garden Wing Deluxe City King,1,"19, 2020",Singapore,sg,[List]
Exceptional,10,,,Katja,Couple,Valley Wing Deluxe King Room,2,"16, 2020",Singapore,sg,[List]
Exceptional,10,,,Jay,Couple,Garden Wing Deluxe Pool Twin,1,"14, 2020",Singapore,sg,[List]
Very Good,8,,,Shi,Couple,Garden Wing Deluxe City King,1,"13, 2020",Singapore,sg,[List]
Very Good,8,,,Isabelle,Family,Garden Wing Deluxe City Twin,1,"12, 2020",Singapore,sg,[List]
Wonderful,9,,,Zarifah,Couple,Garden Wing Deluxe Pool King,1,"10, 2020",Singapore,sg,[List]
Exceptional,10,,,Safri,Couple,Special Offer - Garden Wing Deluxe Pool King,1,"7, 2020",Singapore,sg,[List]
Wonderful,9,,,Zhi,Couple,Special Offer - Garden Wing Deluxe City King,1,"6, 2020",Malaysia,my,[List]
Wonderful,9,,,Dhanya,Couple,Special Offer - Garden Wing Deluxe City King,1,"1, 2020",Singapore,sg,[List]
Wonderful,9.2,,,Sherry-ann,Family,Special Offer - Garden Wing Deluxe City King,2,"30, 2020",Singapore,sg,[List]
Very Good,8,,,Hattie,Couple,Special Offer - Garden Wing Deluxe City King,1,"30, 2020",Singapore,sg,[List]
Exceptional,10,,,Samantha,Family,Special Offer - Garden Wing Deluxe City King,1,"30, 2020",Singapore,sg,[List]
Wonderful,9,,,Xinzhan,Couple,Special Offer - Garden Wing Deluxe City King,1,"28, 2020",Singapore,sg,[List]
Exceptional,10,,,Kenneth,Couple,Garden Wing Deluxe Pool King,1,"24, 2020",Singapore,sg,[List]
Exceptional,10,,,Sophie,Couple,Special Offer - Garden Wing Deluxe Pool King,1,"10, 2020",Singapore,sg,[List]
Exceptional,10,,,Ri82,Group,Garden Wing Deluxe City King,2,"9, 2020",Singapore,sg,[List]
Wonderful,9,,,Mcg,Family,Garden Wing Deluxe Pool King,1,"24, 2020",Singapore,sg,[List]
Very Good,8,,,Manyan,Family,Garden Wing Deluxe Pool King,1,"24, 2020",Singapore,sg,[List]
awesome stay with great customer service.,10,,,Nicole,Group,Garden Wing Deluxe City King,2,"21, 2020",Singapore,sg,[List]
Wonderful,9,,,Meera,Family,Garden Wing Deluxe Pool King,2,"21, 2020",Singapore,sg,[List]
Exceptional,10,,,Nina,Family,Garden Wing Deluxe City King,1,"20, 2020",Singapore,sg,[List]
Exceptional,10,,,Sharan,Couple,Garden Wing Deluxe City King,2,"20, 2020",Singapore,sg,[List]
Exceptional,10,,,Chiew,Family,Garden Wing Deluxe Pool King,1,"18, 2020",Singapore,sg,[List]
Wonderful,9,,,Jasleen,Family,Garden Wing Deluxe City Twin,2,"18, 2020",Singapore,sg,[List]
Very Good,8,,,Christopher,Couple,Garden Wing Deluxe City King,2,"17, 2020",Singapore,sg,[List]
Exceptional,10,,,Pc,Family,Garden Wing Deluxe City King,1,"11, 2020",Singapore,sg,[List]
Very Good,8,,,Soo,Family,Garden Wing Deluxe City King,2,"8, 2020",Singapore,sg,[List]
Exceptional,10,,,Xin,Family,Garden Wing Deluxe Pool King,2,"7, 2020",Singapore,sg,[List]
Exceptional,10,,,Ahmad,Family,Garden Wing Deluxe City King,1,"7, 2020",Singapore,sg,[List]
Very Good,8,,,Swee-bee,Family,Garden Wing Deluxe Pool King,1,"30, 2020",Singapore,sg,[List]
Very Good,8,,,Yusra,Family,Garden Wing Deluxe Pool King,1,"30, 2020",Singapore,sg,[List]
Wonderful,9,,,Gau,Family,Garden Wing Deluxe City King,2,"30, 2020",Singapore,sg,[List]
Very Good,8,,,Lsk,Family,Garden Wing Deluxe City Twin,1,"24, 2020",Singapore,sg,[List]
Wonderful,9,,,Jama,Family,Garden Wing Deluxe Pool King,1,"24, 2020",Singapore,sg,[List]
Exceptional,10,,,Heather,Family,Special Offer - Garden Wing Deluxe Pool King,2,"15, 2020",Singapore,sg,[List]
Exceptional,10,,,Jason,Family,Garden Wing Deluxe City King,1,"8, 2020",Singapore,sg,[List]
Wonderful,9,,,Michelle,Family,Special Offer - Garden Wing Deluxe City King,2,"5, 2020",Singapore,sg,[List]
Exceptional,10,,,Witri,Family,Garden Wing Deluxe City King,1,"30, 2020",Singapore,sg,[List]
Wonderful,9,,,Danielle,Group,Garden Wing Deluxe City King,1,"28, 2020",Singapore,sg,[List]
Exceptional,10,,,Cheng,Family,Garden Wing Deluxe Pool King,1,"25, 2020",Singapore,sg,[List]
Exceptional,10,,,Adhistia,Group,Garden Wing Deluxe City King,1,"18, 2020",Singapore,sg,[List]
Exceptional,10,,,Akewl,Family,Garden Wing Deluxe City King,2,"31, 2021",Singapore,sg,[List]
Exceptional,10,,,Lorraine,Family,Garden Wing Deluxe Pool King,1,"27, 2021",Ireland,ie,[List]
Exceptional,10,,,Chin,Group,Garden Wing Deluxe City King,1,"24, 2021",Singapore,sg,[List]
Very Good,8,,,Kara,Family,Garden Wing Deluxe Pool King,2,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Tiare,Family,Garden Wing Deluxe City King,1,"8, 2021",France,fr,[List]
Exceptional,10,,,Safie,Family,Garden Wing Deluxe City King,2,"1, 2021",Singapore,sg,[List]
Wonderful,9,,,Andrew,Solo traveler,Garden Wing Deluxe City King,1,"18, 2021",Singapore,sg,[List]
Exceptional,10,,,Wanyui,Couple,Special Offer - Garden Wing Deluxe City King,2,"16, 2021",Singapore,sg,[List]
Very Good,8,,,Shylene,Family,Garden Wing Deluxe Pool King,2,"15, 2021",Singapore,sg,[List]
Wonderful,9,,,Liron,Family,Valley Wing Deluxe King Room,2,"15, 2021",Singapore,sg,[List]
Wonderful,9,,,Helen,Family,Garden Wing One Bedroom Suite King,2,"14, 2021",Singapore,sg,[List]
Exceptional,10,,,Kylie,Family,Garden Wing Deluxe City King,1,"14, 2021",Singapore,sg,[List]
Exceptional,10,,,Shifaa,Family,Valley Wing Deluxe King Room,2,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Qiao,Family,Garden Wing Deluxe City King,2,"11, 2021",Singapore,sg,[List]
Exceptional,10,,,Adrien,Family,Garden Wing One Bedroom Suite King,5,"3, 2021",Singapore,sg,[List]
Very Good,8,,,Shu,Couple,Garden Wing Deluxe City King,2,"31, 2021",Singapore,sg,[List]
Exceptional,10,,,Kweng,Family,Garden Wing Deluxe Pool King,3,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Melissa,Family,Garden Wing Deluxe City King,1,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Ming,Couple,Garden Wing Deluxe City King,1,"21, 2021",Malaysia,my,[List]
Exceptional,10,,,Makoto,Family,Garden Wing Deluxe Pool King,1,"17, 2021",Singapore,sg,[List]
Very Good,8,,,Kumar,Family,Horizon Club Deluxe King Room,1,"13, 2021",Singapore,sg,[List]
Exceptional,10,,,Daisy,Family,Garden Wing Deluxe City King,3,"12, 2021",Singapore,sg,[List]
Exceptional,10,,,Mariko,Family,Garden Wing One Bedroom Suite King,1,"9, 2021",United States of America,us,[List]
Exceptional,10,,,Nur,Family,Garden Wing Deluxe City King,1,"8, 2021",Singapore,sg,[List]
Exceptional,10,,,Nic,Family,Tower Wing Deluxe King Room,2,"26, 2020",Singapore,sg,[List]
Exceptional,10,,,Mas,Family,Garden Wing Deluxe Pool King,2,"10, 2021",Singapore,sg,[List]
Wonderful,9,,,Cherie,Family,Garden Wing Deluxe Pool King,2,"6, 2021",Singapore,sg,[List]
Wonderful,9,,,Yaana,Family,Garden Wing Deluxe Pool King,2,"28, 2021",Singapore,sg,[List]
Value for money,8,,,Mohd,Family,Garden Wing Deluxe City King,2,"13, 2021",Singapore,sg,[List]
Wonderful,9,,,Nur,Couple,Garden Wing Deluxe City King,1,"13, 2021",Singapore,sg,[List]
Exceptional,10,,,Karthik,Couple,Garden Wing Deluxe City Twin,1,"9, 2021",Singapore,sg,[List]
Wonderful,9,,,Danninja,Family,Garden Wing Deluxe Pool King,2,"31, 2021",Singapore,sg,[List]
Wonderful,9,,,Maria,Family,Garden Wing Deluxe Family Terrace King,1,"30, 2021",Philippines,ph,[List]
Exceptional,10,,,Jasmine,Family,Tower Wing Deluxe Family King,3,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Benedicte,Family,Valley Wing One-Bedroom Suite,2,"19, 2021",Singapore,sg,[List]
Exceptional,10,,,Yong,Family,Garden Wing Deluxe Pool King,2,"17, 2021",Singapore,sg,[List]
Wonderful,9,,,Rahmat,Family,Garden Wing Deluxe City King,2,"17, 2021",Singapore,sg,[List]
Wonderful,9,,,Eugene,Group,Garden Wing Deluxe Pool King,2,"13, 2021",Singapore,sg,[List]
Exceptional,10,,,Za,Family,Garden Wing Deluxe City King,2,"2, 2021",Singapore,sg,[List]
Excellent,10,,,Mohammad,Family,Garden Wing Deluxe City King,2,"24, 2021",Singapore,sg,[List]
Very Good,8,,,Azeana,Family,Tower Wing Deluxe Family King,2,"21, 2021",Singapore,sg,[List]
Wonderful,9,,,Young,Family,Garden Wing Deluxe Pool Twin,3,"26, 2021",China,cn,[List]
Very Good,8,,,Kai,Couple,Valley Wing Deluxe King Room,2,"23, 2021",Singapore,sg,[List]
Wonderful,9,,,Adeline,Family,Garden Wing Deluxe Pool Twin,2,"17, 2021",Singapore,sg,[List]
Exceptional,10,,,Christina,Solo traveler,Garden Wing Deluxe Pool King,3,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Thuy,Family,Garden Wing Deluxe City King,2,"10, 2021",Singapore,sg,[List]
Exceptional,10,,,Amy,Family,Garden Wing Deluxe Pool Twin,1,"27, 2021",Singapore,sg,[List]
Exceptional,10,,,Milton,Couple,Garden Wing Deluxe Pool King,2,"25, 2021",Singapore,sg,[List]
Wonderful,9,,,Tracy,Family,Garden Wing One Bedroom Suite King,2,"24, 2021",Singapore,sg,[List]
Very Good,8,,,Vivian,Family,Garden Wing Deluxe City King,2,"10, 2021",Singapore,sg,[List]
Wonderful,9,,,Chien,Family,Garden Wing Deluxe Family Terrace King,2,"31, 2021",Singapore,sg,[List]
Exceptional,10,,,Brianne,Family,Garden Wing Deluxe Family Terrace King,3,"30, 2021",Singapore,sg,[List]
Exceptional,10,,,Thio,Family,Garden Wing Deluxe City King,2,"30, 2021",Singapore,sg,[List]
Very Good,8,,,Vivek,Family,Garden Wing Deluxe City Twin,2,"30, 2021",Singapore,sg,[List]
Exceptional,10,,,Daniel,Family,Valley Wing Deluxe King Room,3,"30, 2021",Singapore,sg,[List]
Exceptional,10,,,N,Family,Garden Wing Deluxe City Twin,1,"30, 2021",Singapore,sg,[List]
Exceptional,10,,,Imran,Family,Garden Wing Deluxe Family Terrace King,1,"28, 2021",Singapore,sg,[List]
Wonderful,9,,,Chee,Family,Garden Wing Deluxe Pool Twin,2,"27, 2021",Singapore,sg,[List]
Very Good,8,,,Vikas,Family,Garden Wing Deluxe City King,1,"27, 2021",Singapore,sg,[List]
Very Good,8,,,Yee,Family,Garden Wing Deluxe Pool Twin,2,"27, 2021",Singapore,sg,[List]
Wonderful,9,,,Jamie,Family,Garden Wing Deluxe City King,2,"26, 2021",Singapore,sg,[List]
Very Good,8,,,Daisyjane,Family,Garden Wing Deluxe City King,2,"23, 2021",Singapore,sg,[List]
Wonderful,9,,,Pradheep,Family,Garden Wing Deluxe City King,2,"22, 2021",Singapore,sg,[List]
Very Good,8,,,Wayne,Family,Garden Wing Deluxe Pool Twin,1,"22, 2021",Singapore,sg,[List]
Very Good,8,,,Zhao,Family,Garden Wing Deluxe Pool King,2,"21, 2021",Singapore,sg,[List]
Very Good,8,,,Yash,Family,Garden Wing Deluxe City King,3,"21, 2021",Singapore,sg,[List]
Wonderful,9,,,Victoria,Family,Garden Wing Deluxe Pool Twin,1,"19, 2021",Singapore,sg,[List]
Wonderful,9,,,Salim,Family,Garden Wing Deluxe Pool Twin,2,"18, 2021",Singapore,sg,[List]
Exceptional,10,,,Soh,Family,Tower Wing Deluxe King Room,2,"17, 2021",Singapore,sg,[List]
Exceptional,10,,,Usman,Family,Tower Wing Deluxe King Room,2,"17, 2021",Singapore,sg,[List]
Wonderful,9,,,Yasir,Couple,Garden Wing Deluxe Pool King,2,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Nicholas,Couple,Garden Wing Deluxe City King,1,"13, 2021",Singapore,sg,[List]
Wonderful,9,,,Nicholas,Couple,Garden Wing Deluxe City King,1,"13, 2021",Singapore,sg,[List]
Wonderful,9,,,Sew,Family,Garden Wing Deluxe City Twin,1,"11, 2021",Singapore,sg,[List]
Exceptional,10,,,Albert,Family,Garden Wing Deluxe Pool Twin,2,"9, 2021",Singapore,sg,[List]
Very Good,8,,,Sapphira,Family,Garden Wing Deluxe Pool King,2,"7, 2021",Singapore,sg,[List]
Exceptional,10,,,Nura,Couple,Garden Wing Deluxe City King,1,"1, 2021",Singapore,sg,[List]
Very Good,8,,,Mohd,Family,Garden Wing Deluxe City King,2,"31, 2021",Singapore,sg,[List]
Wonderful,9,,,Jonah,Group,Garden Wing Deluxe City King,1,"29, 2021",Singapore,sg,[List]
Exceptional,10,,,Noel,Family,Garden Wing Deluxe Pool King,2,"24, 2021",Singapore,sg,[List]
Exceptional,10,,,Kuan,Family,Garden Wing Deluxe City King,1,"24, 2021",Singapore,sg,[List]
Wonderful,9,,,Arnaud,Family,Garden Wing Deluxe Pool King,2,"23, 2021",Singapore,sg,[List]
Exceptional,10,,,Nurul,Family,Garden Wing Deluxe City King,1,"22, 2021",Singapore,sg,[List]
Wonderful,9,,,Diana,Family,Garden Wing Deluxe Pool King,1,"18, 2021",Singapore,sg,[List]
Wonderful,9,,,Phoon,Couple,Garden Wing Deluxe City King,1,"14, 2021",Singapore,sg,[List]
Exceptional,10,,,Sitti,Family,Garden Wing Deluxe City King,2,"14, 2021",Singapore,sg,[List]
Wonderful,9,,,Hanb,Family,Garden Wing Deluxe City King,2,"12, 2021",Singapore,sg,[List]
Very Good,8,,,Ricarda,Family,Garden Wing Deluxe Pool King,2,"12, 2021",Singapore,sg,[List]
Exceptional,10,,,Isabel,Couple,Garden Wing Deluxe City King,1,"3, 2021",Singapore,sg,[List]
Exceptional,10,,,Nur,Couple,Garden Wing Deluxe City King,1,"29, 2021",Singapore,sg,[List]
Very Good,8,,,Vignesh,Family,Garden Wing Deluxe City King,2,"24, 2021",Singapore,sg,[List]
Very Good,8,,,Lee,Family,Garden Wing Deluxe City King,3,"23, 2021",United Arab Emirates,ae,[List]
Very Good,8,,,Thaiibah,Family,Garden Wing Deluxe City King,2,"22, 2021",Singapore,sg,[List]
Exceptional,10,,,Farhan,Family,Garden Wing Deluxe Pool King,2,"20, 2021",Singapore,sg,[List]
Wonderful,9,,,-,Family,Garden Wing Deluxe Family Terrace King,2,"20, 2021",Singapore,sg,[List]
Very Good,8,,,Cindy,Family,Garden Wing Deluxe City King,2,"17, 2021",Singapore,sg,[List]
Exceptional,10,,,Shi,Family,Garden Wing Deluxe City King,1,"17, 2021",Singapore,sg,[List]
Wonderful,9,,,Bernard,Family,Tower Wing Deluxe Twin Room,2,"15, 2021",Singapore,sg,[List]
Very Good,8,,,Jt,Solo traveler,Garden Wing Deluxe City King,1,"15, 2021",Singapore,sg,[List]
Wonderful,9,,,Marinus,Family,Garden Wing Deluxe Pool King,2,"15, 2021",Singapore,sg,[List]
Very Good,8,,,Dyah,Couple,Special Offer - Valley Wing Deluxe Room,3,"25, 2022",Indonesia,id,[List]
Very Good,8,,,Joanna,Couple,Horizon Club Junior Suite King,1,"21, 2022",Singapore,sg,[List]
Very Good,8,,,Marini,Family,Tower Wing Deluxe King Room,1,"14, 2022",Indonesia,id,[List]
Wonderful,9,,,Tony,Family,Horizon Club Junior Suite King,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Aqilah,Family,Special Offer - Valley Wing Deluxe Room,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Siti,Family,Garden Wing Deluxe City King,1,"12, 2022",Singapore,sg,[List]
Exceptional,10,,,Aizat,Family,Garden Wing Deluxe Pool King,2,"11, 2022",Singapore,sg,[List]
Exceptional,10,,,Watashi9,Family,Garden Wing Deluxe City King,2,"10, 2022",Singapore,sg,[List]
Exceptional,10,,,Wai,Family,Valley Wing Deluxe King Room,2,"6, 2022",Singapore,sg,[List]
Very Good,8,,,Daniel,Family,Garden Wing Deluxe Pool Twin,4,"6, 2022",United Arab Emirates,ae,[List]
Exceptional,10,,,Pallav,Family,Valley Wing Deluxe King Room,1,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Kelle,Family,Garden Wing Deluxe City King,2,"4, 2022",Singapore,sg,[List]
Exceptional,10,,,Stefano,Couple,Horizon Club Deluxe King Room,8,"3, 2022",Italy,it,[List]
Exceptional,10,,,Feng,Family,Garden Wing Deluxe Pool King,3,"31, 2022",Singapore,sg,[List]
Exceptional,10,,,Andrew,Couple,Garden Wing Deluxe City King,1,"29, 2022",Singapore,sg,[List]
Wonderful,9,,,Zhuang,Family,Tower Wing Deluxe King Room,1,"27, 2022",Singapore,sg,[List]
Wonderful,9,,,Dawood,Couple,Garden Wing Deluxe City Twin,1,"23, 2022",Singapore,sg,[List]
Exceptional,10,,,Azizah,Family,Garden Wing Deluxe City King,1,"22, 2022",Singapore,sg,[List]
Wonderful,9,,,Glenda,Family,Valley Wing Deluxe Twin Room,3,"20, 2022",Singapore,sg,[List]
Exceptional,10,,,Siti,Family,Garden Wing Deluxe City King,1,"20, 2022",Singapore,sg,[List]
Exceptional,10,,,Aaron,Family,Garden Wing Deluxe City Twin,2,"16, 2022",Singapore,sg,[List]
Exceptional,10,,,Aizatuji,Family,Garden Wing Deluxe Pool King,2,"14, 2022",Singapore,sg,[List]
Wonderful,9,,,Natalia,Family,Garden Wing Deluxe Pool Twin,2,"12, 2022",Singapore,sg,[List]
Exceptional,10,,,Michèl,Couple,Garden Wing Deluxe Pool Twin,5,"8, 2022",Switzerland,ch,[List]
Exceptional,10,,,Jane,Family,Garden Wing Deluxe Family Terrace King,3,"8, 2022",Singapore,sg,[List]
Exceptional,10,,,Sarina,Group,Garden Wing Deluxe City Twin,2,"18, 2022",Singapore,sg,[List]
Wonderful,9,,,Bk,Solo traveler,Tower Wing Deluxe King Room,1,"16, 2022",South Korea,kr,[List]
Wonderful,9,,,Gary_c,Family,Garden Wing Deluxe City King,2,"15, 2022",Singapore,sg,[List]
Exceptional,10,,,Matthieu,Family,Garden Wing Deluxe Pool King,2,"11, 2022",Singapore,sg,[List]
Exceptional,10,,,Lin,Family,Garden Wing Deluxe Family Terrace King,1,"10, 2022",Singapore,sg,[List]
Exceptional,10,,,Desiree,Family,Garden Wing Deluxe Pool King,2,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Claire,Family,Garden Wing Deluxe City King,2,"4, 2022",Singapore,sg,[List]
Exceptional,10,,,Soo,Family,Garden Wing Deluxe City King,2,"27, 2022",Denmark,dk,[List]
Exceptional,10,,,Tony,Family,Horizon Club Junior Suite King,2,"27, 2022",Singapore,sg,[List]
Very Good,8,,,Tong,Family,Tower Wing Deluxe Twin Room,2,"20, 2022",Singapore,sg,[List]
Exceptional,10,,,Joseph,Family,Garden Wing Deluxe Pool Twin,4,"20, 2022",Singapore,sg,[List]
Wonderful,9,,,Azry,Family,Garden Wing Deluxe Pool King,3,"19, 2022",Singapore,sg,[List]
Wonderful,9,,,Thio,Family,Tower Wing Deluxe King Room,2,"18, 2022",Singapore,sg,[List]
The Shangrila is a fabulous hotel. We will keep on coming back!,10,,,Paul,Couple,Garden Wing Deluxe City Twin,3,"18, 2022",United Kingdom,gb,[List]
Wonderful,9,,,Sarah,Family,Garden Wing Deluxe City Twin,2,"16, 2022",Singapore,sg,[List]
Exceptional,10,,,Foo,Family,Tower Wing Deluxe Family King,2,"15, 2022",Singapore,sg,[List]
Wonderful,9,,,Nor,Family,Garden Wing Deluxe City King,2,"14, 2022",Singapore,sg,[List]
Very Good,8,,,Rebecca,Family,Garden Wing Deluxe City King,1,"13, 2022",Singapore,sg,[List]
Exceptional,10,,,Fiona,Family,Garden Wing Deluxe Pool King,3,"11, 2022",Singapore,sg,[List]
Exceptional,10,,,Hafiz,Family,Tower Wing Deluxe Family King,2,"6, 2022",Singapore,sg,[List]
Wonderful,9,,,Yuan,Group,Tower Wing Deluxe King Room,1,"6, 2022",Singapore,sg,[List]
Exceptional,10,,,Lim,Family,Garden Wing Deluxe City King,2,"5, 2022",Singapore,sg,[List]
Wonderful,9,,,Julia,Couple,Tower Wing Deluxe King Room,2,"2, 2022",United Kingdom,gb,[List]
Exceptional,10,,,Quynh,Solo traveler,Valley Wing One-Bedroom Suite,2,"1, 2022",Vietnam,vn,[List]
Exceptional,10,,,Seng,Solo traveler,Garden Wing Deluxe City King,2,"25, 2022",Singapore,sg,[List]
Wonderful,9,,,Ying,Family,Garden Wing One Bedroom Suite King,3,"13, 2022",Malaysia,my,[List]
Wonderful,9,,,Chinthala,Family,Garden Wing Deluxe Pool Twin,6,"13, 2022",India,in,[List]
Exceptional,10,,,Agne,Solo traveler,Garden Wing Deluxe Pool King,1,"11, 2022",Singapore,sg,[List]
Wonderful,9,,,Siying,Family,Garden Wing Deluxe City King,2,"8, 2022",Singapore,sg,[List]
Exceptional,10,,,Puneeth,Family,Garden Wing Deluxe Pool Twin,2,"6, 2022",India,in,[List]
Very Good,8,,,Stacey,Family,Garden Wing Deluxe Pool Twin,6,"5, 2022",United Kingdom,gb,[List]
Exceptional,10,,,Raudah,Family,Garden Wing Deluxe City King,2,"2, 2022",Singapore,sg,[List]
Very Good,8,,,Ethan,Family,Garden Wing Deluxe Pool King,3,"1, 2022",Singapore,sg,[List]
Exceptional,10,,,Weiqing,Family,Tower Wing Deluxe Twin Room,3,"31, 2022",Canada,ca,[List]
Wonderful,9,,,Alex,Family,Garden Wing Deluxe City Twin,3,"30, 2022",New Zealand,nz,[List]
Exceptional,10,,,Nusrat,Couple,Garden Wing Deluxe City King,1,"29, 2022",Singapore,sg,[List]
Exceptional,10,,,Chiau,Family,Tower Wing Deluxe Twin Room,1,"29, 2022",Singapore,sg,[List]
Exceptional,10,,,Emmanuel,Couple,Horizon Club Junior Suite King,1,"28, 2022",Singapore,sg,[List]
always great to spend days at the shang,9,,,Alfred,Family,Tower Wing Deluxe King Room,1,"25, 2022",Singapore,sg,[List]
Exceptional,10,,,Jingsheng,Group,Tower Wing Deluxe King Room,1,"22, 2022",Singapore,sg,[List]
Wonderful,9,,,Faizolhardi,Solo traveler,Tower Wing Deluxe King Room,1,"15, 2022",Malaysia,my,[List]
Very Good,8,,,Mei,Family,Garden Wing Deluxe Pool King,2,"11, 2022",Singapore,sg,[List]
Exceptional,10,,,Prajnaa,Family,Tower Wing Deluxe King Room,1,"8, 2022",Singapore,sg,[List]
Wonderful,9,,,Khaled,Family,Garden Wing Deluxe City Twin,4,"8, 2022",Egypt,eg,[List]
Wonderful,9,,,Victor,Family,Garden Wing Deluxe City Twin,4,"7, 2022",Australia,au,[List]
Wonderful,9,,,Royt,Family,Garden Wing Deluxe City King,2,"6, 2022",Singapore,sg,[List]
Wonderful,9,,,Sean,Family,Tower Wing Deluxe King Room,1,"5, 2022",Singapore,sg,[List]
Exceptional,10,,,Low,Family,Tower Wing Deluxe Twin Room,1,"4, 2022",Singapore,sg,[List]
Very Good,8,,,Tze,Family,Garden Wing Deluxe Pool Twin,2,"4, 2022",Singapore,sg,[List]
Exceptional,10,,,Jasher,Family,Tower Wing Deluxe Family King,1,"21, 2022",United Kingdom,gb,[List]
Wonderful,9,,,Peggy,Family,Tower Wing Deluxe Twin Room,2,"30, 2022",Singapore,sg,[List]
Exceptional,10,,,Charmaine,Family,Valley Wing Deluxe King Room,2,"29, 2022",Singapore,sg,[List]
Exceptional,10,,,Sameer,Family,Garden Wing Deluxe City King,5,"27, 2022",South Africa,za,[List]
Exceptional,10,,,Ashleigh,Family,Tower Wing Deluxe Family King,2,"26, 2022",Australia,au,[List]
Exceptional,10,,,John,Family,Tower Wing Deluxe Family King,4,"25, 2022",United Kingdom,gb,[List]
Perfect hotel meets all my needs. It is closed to shopping area on orchard road.,9,,,Huajie,Group,Garden Wing Deluxe Pool King,5,"24, 2022",Australia,au,[List]
Wonderful,9,,,Vernetta,Family,Horizon Club Junior Suite King,2,"24, 2022",Singapore,sg,[List]
Wonderful,9,,,Lily,Family,Garden Wing Deluxe City Twin,1,"24, 2022",Singapore,sg,[List]
Wonderful,9,,,Rina,Family,Garden Wing Deluxe Pool King,2,"23, 2022",Singapore,sg,[List]
Very Good,8,,,Siti,Family,Horizon Club Junior Suite King,2,"23, 2022",Singapore,sg,[List]
Wonderful,9,,,Nur,Family,Horizon Club Junior Suite King,1,"22, 2022",Singapore,sg,[List]
Exceptional,10,,,Chua,Family,Garden Wing Deluxe City King,2,"22, 2022",Singapore,sg,[List]
Wonderful,9,,,Bernadette,Family,Garden Wing Deluxe City Twin,2,"22, 2022",Singapore,sg,[List]
Wonderful,9,,,Boon,Group,Horizon Club Junior Suite King,2,"21, 2022",Singapore,sg,[List]
Exceptional,10,,,Julia,Family,Valley Wing Deluxe Twin Room,6,"21, 2022",Vietnam,vn,[List]
It was a very enjoyable stay for my husband and children.,10,,,Michelle,Family,Tower Wing Deluxe King Room,2,"21, 2022",Singapore,sg,[List]
Very Good,8,,,Andy,Family,Tower Wing Deluxe King Room,1,"19, 2022",Singapore,sg,[List]
Very Good,8,,,Madeline,Family,Horizon Club Junior Suite King,2,"19, 2022",Singapore,sg,[List]
Very Good,8,,,Erika,Couple,Tower Wing Deluxe King Room,2,"19, 2022",Finland,fi,[List]
Very Good,8,,,Katie,Family,Garden Wing Deluxe Pool King,2,"18, 2022",Singapore,sg,[List]
Exceptional,10,,,Li,Solo traveler,Horizon Club Deluxe King Room,1,"17, 2022",Singapore,sg,[List]
Exceptional,10,,,Nora,Couple,Tower Wing Deluxe King Room,3,"16, 2022",Singapore,sg,[List]
Very Good,8,,,David,Family,Tower Wing Deluxe King Room,2,"15, 2022",Singapore,sg,[List]
Very Good,8,,,David,Family,Garden Wing Deluxe Family Terrace King,2,"15, 2022",Singapore,sg,[List]
Exceptional,10,,,Hafizah,Family,Garden Wing Deluxe Pool King,2,"14, 2022",Singapore,sg,[List]
Exceptional,10,,,Ashleigh,Family,Tower Wing Deluxe Family King,2,"5, 2022",Australia,au,[List]
Very Good,8,,,Wai,Family,Tower Wing Deluxe King Room,2,"4, 2022",Malaysia,my,[List]
Wonderful,9,,,Puneet,Family,Tower Wing Deluxe King Room,5,"4, 2022",India,in,[List]
Exceptional,10,,,John,Family,Tower Wing Deluxe Twin Room,2,"3, 2022",Singapore,sg,[List]
Exceptional,10,,,Lofton,Couple,Tower Wing Deluxe King Room,1,"1, 2022",Singapore,sg,[List]
Very Good,8,,,Gail,Solo traveler,Tower Wing Deluxe Twin Room,2,"31, 2022",Singapore,sg,[List]
Exceptional,10,,,Wenjing,Family,Garden Wing Deluxe City Twin,3,"30, 2022",Australia,au,[List]
Good place for our meeting,9,,,R,Group,Garden Wing Deluxe City King,2,"25, 2022",Malaysia,my,[List]
Exceptional,10,,,Clayton,Couple,Valley Wing One-Bedroom Suite,2,"24, 2022",Australia,au,[List]
Exceptional,10,,,Mohamed,Family,Garden Wing Deluxe City King,8,"24, 2022",Maldives,mv,[List]
Exceptional,10,,,Fraser,Family,Horizon Club Junior Suite King,5,"24, 2022",Australia,au,[List]
Wonderful,9,,,John,Family,Tower Wing Deluxe Family King,6,"23, 2022",United Kingdom,gb,[List]
