Review title,Username,Review,Rating
Thank you Fullerton Bay,Regine,"My family and I were here to celebrate my son’s birthday. We stayed in the Bayview room, on the 6th floor. Room was huge! Service was excellent, everyone was friendly. The hotel made adjustments according to our situations to make our stay as comfortable and pleasant as possible.  I would also like to thank Oliver for his excellent service. He served breakfast to our room everyday and always came up with ideas to make our breakfast more interesting. We appreciate the thoughts he had put through and he also followed up closely on a request I made. Matthews and another staff served dinner to our and they were so so friendly.  In terms of food for room service, laksa, bak kut teh, beef cheeks, mushroom risotto are highly recommended. We will certainly be back again!",5
Great food and atmosphere,Yonn,"Had dinner at La Brasserie for a birthday celebration. Food, drinks and atmosphere was great, staff was also very friendly and provided prompt and great service. Would definitely come again the next time",5
Excellent services,Joseph K,Excellent service. Attentive staff especially Sunny. Remarkably fast and good service. Staff created a happy and cordial atmosphere  Assistant Manager Shahruwin is specially good at making me at home and happy. Will definitely bring friends to this restaurant and will come often as well,5
Fullerton Bay Hotel - The Landing Point,Alvintan89,"Good service. Attentive and friendly. Ambience was nice and food was tasty. Enjoyed the view. Premises were very clean. Would recommend to friends and family to come here and visit. It is a good hotel, one of the best. Will come back again.  Came on wedding anniversary, they gave us a photo and free cake. Awesome service!",5
Perfect Staycation!,mairin r,"My daughter and I did a staycation at the Fullerton Bay hotel a few nights ago, and everything about it was perfect! The staff could not have been nicer or more efficient, the room was extremely comfortable and well-stocked, and the facilities are top-notch! Our room was amazing and included a balcony, which I was not expecting. I picked it for the fact that our room included early check-in and late check-out so we could maximise our time there, as well as the fact that the pool slots are for 1.5 hour per day (most other hotels currently only offer one hour per day). The pool is gorgeous, and we loved our time spent there! It would have been great to be able to get snacks or drinks by the pool, as the Lantern Bar only opens at 5:00pm, but I appreciate the fact that with current…",5
Great view and service!,Nur Indah,"The check-in process down to to check-out process was efficient, quick & seamless. They have provided my husband and I with a free upgrade as we were having our honeymoon and they even decorated the place nicely. Special appreciation and thanks to Asenth, the doorman which was so attentive and warm with his service. Asenth's kindness really made my stay at Fullerton Bay an immaculate one.",5
La Brasserie,Leeann S,"Had the most fantastic dinner at La Brasserie with really fantastic service from Min, Win and Sunny. We were constantly looked after throughout the night and each staff was very attentive with clearing plates, asking how the food was and making conversations. Appreciate this a lot. The pastas were fantastic and I appreciate that the restaurant and the staff really went the extra mile to make it a memorable dinner service. My favourite dishes were the beef tartare and carbonara. :)",5
Dinner for 2,MitCh M,Good meal with a nice ambience. Steak was good. Portion is just nice for a guy like me (500g). Cod is nice but if you are not a herbs fan maybe the seasoning might not be for you.   Dine with Amex platinum card gives you 50% off main course so its quite worth it.,4
Express lunch @landing point,changkhimtan,"Had an enjoyable lunch with my friend. Tried their express lunch menu but there are also ala carte menu for your selection. Like the nice setting, good view & superb service from lotha. Will return to try ala carte next😁",4
Luxurious and comfortable stay,vivavia,"Good service from the staff - Michelle at reception was very friendly and helped us with many queries. The room decor is pretty and clean, spacious too! Love to chill at the pool and jacuzzi pool is great!",5
Thank you,Mary Anne,I was served by very polite and attentive staffs and I especially remember Olivia for her exceptional good service in volunteering to help us take Pictures for me and my husband’s anniversary .. Thank you for the anniversary Cake too which makes it very memorable for our celebration .,5
Celebrated a lunch birthday here,Peanutspony,"Nice ambience , very relaxing environment, amazing view of Marina Bay. Service staff are very attentive and friendly . Food was very worth it with Amex platinum 50% discount . They gave us a complimentary cake and printed a photo of us in a card for memory . Will definitely come back again..",5
"Great food , nice ambience, good service!",Q1947LGivanl,"Great service, great food:) will be back!   Daniel was very nice and attentive :) he recommended some dishes and they were all v good. First time here and will be back for sure !! :)  Celebrated my birthday here and was a good experience!  Thanks!!",5
Must visit,Hz,came for anniversary celebration ! It’s Highly recommended!! Food are definitely fantastic!! be ready to be welcomed by super friendly and fun staff (staff who work with passion!) !! No disappointment at all.,5
Awesome Pink Afternoon Tea,ServiceAmbassador26,I booked for an afternoon tea in the Landing Point  as a celebration of my friends birthday. I would like to commend Ms Maria for her warm hospitality from the time we arrived until we departed. She presented a cake and a card to my friend. It was a simple yet sweet gesture that made her day extremely special.  We hope to dine in and meet Ms Maria again in the future.,5
Thank you!,Miner,"Thank you fullerton bay for the thoughtful cake, macarons and bears for our anniversary stay over the weekends! The hotel staffs were friendly and welcoming! We have enjoyed the stay and we have pact to come back for a staycation every year!",5
A good place to destress  in 2021,Richel,"Me and my friend decided to do a random booking to Fullerton Bay Hotel since homesickness strikes us for the nth time.The moment you step in on the hotel lobby,you can feel the welcoming and accommodating smile of all the staff.And when we check in,Ms Michelle Munoz did a good job in establishing rapport to the guest.I am impressed on how she explain to us and she is so accommodating.She guide us on the scheduling of our pool and breakfast timing.She is so knowledgeable on her job and not too mention the friendliness that she showed us.And we reach our room,we are welcomed by a beautiful view from our room.The room  speaks for the hotel itself.We are also surprised because they send us a birthday cake and wine since its our bday month and not to mention a card with messages from…",5
"The Lantern, Fullerton Bay Hotel",David S,"Wonderful evening, excellent service and cocktail recommendations  from Loges. Always a pleasure to spend time in the best bar with the most wonderful views in Singapore! Cannot wait for the next opportunity to visit again soon.",5
Stunning!,Kareen Mae B,"Michelle was a gem! She’s an incredible team player and one of the best asset! Totally a stunner and a keeper!  Kudos to the Lantern team for making this birthday celebration a night to remember.  Definitely we will be back!  Thanks to Zool, Loges, Germa, Roy and Charisma!  We’ll be back soon😘",5
Anniversary Celebration High Tea,Susan Ko,"Great ambiance and nice time to chill and relax with afternoon tea. Staffs (Lotha, Maria & Olivia) are polite and friendly. Great service. Though during this pandemic, family is not able to sit together to enjoy tea. We still had a great time. Thank you.",5
A little disappointed,Mellory F,"Staying 2 nights to celebrate my husband’s birthday. Come here with a high expectations as the hotel is highly recommended by most reviewers.   But I feel little disappointed as this is the first time the hotel we have stayed didn’t realise our birthday when check in. ( to name a few of the hotels we stayed before… Andaz, Mandarin oriental, and Raffles, all without failing to note our birthday when we checked in; then they sent us warm birthday wishes and even small cake and birthday card signed by staff …)  Anyway, we got a room facing CBD, no upgrade ( btw last time we stayed in Andaz and Raffles got upgraded even staying one night only)  The room is big in size, a bit aged, with a small tv.  The favourite part of this hotel to me is the swimming pool and the poolside…",4
Birthday & Anniversary celebration,Shida,Amazing service & food. We even get a picture card of ourselves. Emma is really sincere & full of warmth. Really enjoy ourselves! Highly recommended. Price is reasonable. Great ambiance. Everything so Excellent!,5
Pink Afternoon Tea at Landing Point,Daryl G,"Both my wife and I attended The Landing Point event called Pink Afternoon Tea. The atmosphere at Fullerton bay hotel is amazing. It bring us back out wedding memories. The food at Landing Point is delicious. There is a wide spread of different kind of small snacks that are delicious. High recommend people to come have their afternoon tea at Landing Point. You not only get good food but a marvelous view to enjoy them. Lastly, the service of the staff are top notch and friendly. They will recommend you the best deal and ensure you are well taken care. Both my wife and I had enjoy ourselves this afternoon.  Thank you for such a wonderful experience.",5
Friday Pink Afternoon Tea,Rou Xuan L,"Snagged the last table for a session of Friday afternoon tea. Special thanks to Maria who assisted with the booking, and for making such a lovey arrangement to surprise my friend with a slice of cake for her birthday :) Staff on duty were attentive yet not intrusive, always making sure our plates were full. We leave with not just a full tummy but a full heart too. Thank you Lotha, Maria, and Emma for a wonderful afternoon!",5
Great dining experience with gorgeous view ,eTripPlanner,"Awesome food experience at the restaurant. The servers were attentive and helpful,  thumbs up! We had a great dining experience - mushroom truffle soup was fantastic, and the chicken roll main course was great too! Overall, it was a good dining experience in the restaurant ",5
Dining experience,H4883OTchristopherp,"Staffs are very friendly and helpful.  Ordered the Grilled Cote De Boeuf, side veg is a bit salty but beef is okay. Ambience is there but the lighting is only great at certain seats.   Good for a one time dining experience 🙂",4
Great afternoon tea and wonderful service!,Azrin Tan,Loved the savoury selection — especially the Maple Glazed Tea Smoked Duck and Truffle Free Range Egg!! The fact that these were refillable were deffo a plus. Top it all off with great and friendly service staff and you’ll be in for a treat 🥳,5
Best hotel stay I've ever had in Singapore,Andrew Wang,"Stayed over with my wife for our anniversary and we had the most wonderous time ever, upon hearing that we were celebrating, they gave us a room upgrade to one facing MBS. This hotel is miles above any other hotel we've ever stayed in. Room service food was ok, but the service is insane, they get every single detail correct. The speed of everything was fast and well time. There was an in room chrome cast where you can play your own music. The bathtub was well equipped with bath salts and the rest of the regular amenities. Water pressure was good at the shower. When we were checking out we casually pointed to the fullerton bears to said they were very cute, a week later we received a mail from the hotel with two cute bears in the bag one male and one female to commemorate our…",5
Memorable food and experience,somebodyfeedjess,"Came with my mother in the evening and we had a wonderful experience. We ordered the lobster roll, lobster l’americaine, and chocolate dome. The chocolate dome was art. Lobsters were fresh and sweet.   Special mention to Alan and Win, who delighted us with lots of laughter throughout the evening. They were also super professional and paid great attention to detail. Our cups were never empty.   Will be back again!",5
Impeccable service,lynnechuaa,"Had a stay over at Fullerton Bay Hotel Suite with my family of 4. Having 2 kids in tow, we were received by our butler Olivia and we had a great experience with all the staff service. From the start to the end, they gave great attention and care to our little ones. Knowing that we have 2 little ones, they prepared a children activity kit for them to play with. While we had in room dining due to the restrictions, they also prepare some sweet treats with my kids name customized to perk their sprits. Not to mention, when I ask for baby amenities, which I expect for most hotel to only provide children friend bath items, the Fullerton staff  came in with sterilizers, a baby cot and baby bath tubs for my little one. It was something above and beyond my expectation and I was really…",5
amazing service by loges (the lantern) and kumar (la brasierre),sususususushi,had our mini honeymoon there. they were super friendly and attentive to our needs. had casual conversations with us which felt extremely sincere and it made us feel very comfortable. definite mvps during our stay. thanks again guys!,5
Fantastic experience at Fullerton Bay Hotel,Tonnie,"Perfect service and hospitality. Flexible late checkout 6:30pm  Great experience with my wife and best friend. Special thanks to Samuel for help settling us in :) And yes, my friend has mobility challenge, hotel is very kind to let us park in front! Thanks again for the great experience at Fullerton Bay Hotel.",5
Perfect for celebrations,Davian,"Excellent service and fantastic food. friendly waiter makes the night memorable. kumar constantly checked in on us to enquire about the food and was very attentive throughout. came here to celebrate my birthday and they kindly gave me a slice of cake at the end of the meal, on the house! thank you!!",5
Pink Afternoon Tea,Pink Panther,The savoury tier will be better if there is like a puff pastry kind of canapé  Sweet tier maybe can do something chocolaty like eclair? Overall was a good experience. Staff Kumar was very attentive & friendly.,3
Pink Afternoon Tea,Lin,"Nice view overlooking the MBS area. Feel that the afternoon tea should have more selection of both savoury and sweet items. Savoury, abit too much bread as base, good to incorporate pastry/biscuits or other form as base layer.",4
Wedding Anniversary Celebration,Alex Ng,Excellent service. Wonderful and beautiful environment. Good food. Good deal during the restaurant week. Overwhelmed by the friendly staff especially Kumar. Very attentive and positive attitude towards details.,5
La Brasserie (the Fullerton Bay),Simon Lee,"Staff Kumar is very nice in recommending food to cistomer, and his service is grear, the food served also great, environment is great.  Very romantic restaurant.  It's very big recommendation for couples.",5
Rainy evening!,c0rnet0,An amazing rainy night out at the cool Gin Parlour @ Fullerton Bay Hotel.  Beautiful setting with great views of Marina Bay. Hostess Asel was amazing!  Friendly and very helpful.  Will be back again soon!,4
Well maintained property but poor elite recognition,Hburn10,"Check In – the hotel staff helped me with the door when my Grab pulled up and showed me the way to check in – I could hear him intercom the front desk with my name, which I felt was a nice touch. I arrived to an empty lobby and Vanessa attended to me – the process was completed in less than 15mins including explanation of my booked package. I was also given a handwritten card with my booked slot.  Room – My Deluxe King (45-50SqM), 432, was actually quite nice for a lead-in room. Very clean, very spacious, and very erm brown (plenty of glossy brown surfaces). The whole space was immaculate and cleanliness top-notch. You first walk into a little corridor, with the bathroom immediately to your right and the closet + luggage space on your left.   The bathroom is big enough to…",3
Nice ambience and friendly staffs,Casil5,The place has nice ambience. You can see MBS view and feel the evening breeze on a good evening. Orders are made via app. It would be better if there are more dessert choices. Think there are only ice creams as selection.   Friendly staffs although it was noted that they are short of staffs as several times they were busy and could not attend to our requests.  Friends and I were there for birthday celebration and thanks to Loges who presented us with a birthday card which was a very nice gesture.,5
Best view in Singapore!!!,FarAway63628,"My friend and I celebrated our birthdays by way of a staycation, and booked a package complete with a complimentary afternoon tea. We were given a complimentary upgrade to a premier Bay view room, what a stunning view!!!! The room was impeccable, service and food amazing. A big thank you to Rhea and Samantha for making our stay so special!",5
Thank U for the excellent service,Thomas,"10 Sep 21 was our first visit to the Bay Hotel. We chose it for its excellent view, but left impressed by the excellent service provided by Samantha (Front Office) and her colleagues from the Concierge Department ! Thanks for taking the additional effort to surprise my wife (for her birthday) during check-in ! Despite helping me with this during your peak hour, you did it with a smile. Your excellent service will definitely be the main reason for our next visit. Thank you Samantha and all !🙂",5
Happy Birthday Celebration ,Benjamin Takahiro Tan,"Overall, we love the ambiance and the excellent service. Daniel Lee was amazing and attentive. He's definitely a great asset no matter where he goes in his career.   The food was tasty and a good portion. The only feedback we had was the truffle fries, we feel that it is a little over fried hence hard and dry and too much salt.   Nevertheless,  will definitely be back again.",5
Excellent with 5 Stars,Ben Liu,"Amazing Service & High Tea experience , done by Azfarz, Sibil, Emma and Daniel. Love how attentive the High Tea experience has been. Definitely 5 Stars ⭐⭐⭐⭐⭐. Looking forward coming back.   Shout out to Daniel for a wonderful service",5
60th Birthday lunch,Mobile221236,"Booked lunch at Le Brassiere resturant thinking that it had a MBS view. Unfortunately not; however, staff quickly resolved the ""situation"" by moving us to the Lantern resturant whilst still using the La Brassiere Ala Cate menu ;-) Enjoyed a delicious meal, with excellent service  by Lotha, Emma, Daniel and Xtn Rong who made the day special! The BD cake and ""momento"" photo was an unexpected but appreciated surprise - thanks team FBH ;-)",5
"Amazing service by daniel, maria and tyson",Gina P,"We came here for our birthday and was pleasantly surprised with not just 1 but 2 cakes. They even brought us a printed picture! Daniel's impeccable service has indeed left an impression, his attention to details and engaging personality has brought our experience to a greater level. Thank you for amazing our birthday and first time an enjoyable one!  Gina",5
Birthday Celebration at Fullerton Bay,Clarissa,"Had the best birthday staycation!!!! Many thanks to the lovely staffs for the warm hospitality, and the kind offer to upgrade my bay view room to the Clifford Suite! The 180deg view of Marina Bay was perfect! Blessed with good weather, company, food, we only wish the stay was longer !😜",5
One of top few staycation experience I’ve done!,pocky87,"I will like to express my heartfelt gratitude and appreciation for the Fullerton Bay Hotel Singapore service team once again for making my staycation a memorable and enjoyable one. As per my previous email to General manager, the stay was very much because of an enjoyable one in Fullerton Hotel Singapore. The staff in Fullerton Bay Singapore have also provided such an impeccable service that made me book straightaway for another staycation during the week of my birthday.In fact, I will be back in the Fullerton Bay Hotel to have the Heritage Dim Sum Brunch this coming Sunday.   Truly enough, the staff that got me booked a second stay straight away was Samuel, the service staff from the front desk. Samuel attended my check-in in the morning, the attitude, hospitality and warmth he…",5
Great service!,Nayanageorgeparel,"We had the best and warmest staff to attend to us. His name is Sibil, a friendly chap who gave good recommendations for cocktails. They have amazing gin tonic cocktails for 11$ during happy hours. Must try!",5
Recommended!,daneKau,"It’s my first time visit this place. Very nice ambient , cosy and friendly staffs! I would like to recommend the food here. If you not sure what to eat, you can definitely ask the staff.  Price is also affordable. I Will Definitely will visit again.",5
"Wonderful room, food, and service",Viet Dung N,"I and my wife hold solemnization and wedding dinner at Fullerton Bay Hotel. During this time, Kumar / Mano and the team were very attentive and supportive. They even help us with the wedding errands. My experience there was very satisfying.",5
Amazing Afternoon Tea with Friends,Eddy,"5/5 would even  be a 10. Great service and amazing food.  Would love to come again. The Landing Point team is awesome, great team thanks Lotha, Maria, Olivia, Emma.   And touch by the photo remembrance, a good surprise. Unlimited savouries and scones, love the king salmon..",5
Best high tea experience in awhile!,Jacyntha R K,We had a blast celebrating my birthday at the Landing Point. Will be sure to be back! A huge thanks to the staff for the warm hospitality. The food was great and the ambience too. We had an enjoyable time. 😊,5
Afternoon Tea,Sunflower1919,Enjoyable high tea with a view. Savory items and drinks free flow. Lovely scones. Interesting tea and coffee selection to experiment on your pairing in the high tea. Service was prompt. Definitely a chillout place to unwind.,5
Daniel Lee and Kumar were the best staff ever!,Matt,Came to La Brassiere to celebrate our engagement and Daniel and Kumar really looked after us so well.  Food was impeccable. Filled my hungry stomach after I was unable to eat the whole day before proposing LOL. Good choice to come here haha,5
Afternoon High Tea,Grace W,"5 stars!  We were half an hour too early for the high tea to commence. However, instead of asking us to wait elsewhere and come back later, Maria offered us a table along the walkway to sit while waiting. We saw that there were table seatings closer to the glass window with a view, so we enquired if we could get the seats there. Unfortunately, as we made the booking late, she informed that it was fully booked but would make the arrangements if there was a cancellation. Shortly after, she came back to inform us that there was indeed a window table available for us. We were very pleased that she took action immediately to see if she could help us secure a window seating instead of brushing our request off.  Once we were seated, Maria also offered to get us glasses of water so that…",5
Nice service!,Andrea,"Very nice service from Daniel! Thank you :) Food was good, maybe more variety of savoury food next time. Nice selection of teas and coffees, but desserts could be improved. Enjoyable time with a nice view.",4
Good service at Brassiere,BM,We had dinner on 3 Sep at Brassiere and enjoyed the service of Kumar who was very good with the kids. The food was good too. Kumar and the service team should be complimented. The food was good but portions could be more generous. Overall a pleasant and enjoyable time.,5
Staycaytion,Benckg,"We did a staycation with our baby at the hotel. A baby cot was provided to us. The room was clean and has a good view of the bay. Asenth was very helpful with the baggage. We dined at Landing Point and La Brasserie, and was served by very cordial staff. Emma was very attentive to our needs and requests. The pool on the roof has a great view too. We had a pleasant stay at the hotel, and we enjoyed ourselves.",5
Afternoon Tea,Augustine,"Great service by the team when my other half and I came for their afternoon tea. Celebrated my birthday here and they served a complimentary slice of cake and took a photo of us. The photo was eventually printed out as a form of memento for us to bring back, which is a super nice gesture. Food-wise, teas, coffees, scones and savouries are free flow while sweets are not. Items that left a good impression on me were the scones, King Salmon on Choux, Duck Rillettes on Saffron Mini Bagel and Coconut Raspberry-rose Ispahan. Overall, a really good place to visit if you want an enjoyable afternoon tea with a great view.",4
Ms Erica Megan,Erica,"Wonderful experience, Maria and Emma treated us with such kindness and hospitality throughout the afternoon tea. The 3 tier set, tea and coffee tasted great and the ambience at the landing point is perfect for a relaxing afternoon.   Would recommend anyone looking for a nice afternoon tea experience to come here!",5
Good service,Jonthlee68,"Kumar, the service staff is simple awesome. He gives good suggestion. Environment is good. Food is decent. View is good.  Currently the restaurant is running a lobsters promotion. Worth trying.   Look for Kumar if you’re at a loss of what to order.",4
Great drinks,quiatuesdeus,"Siibil provides excellent service at the Gin Parlour, highly recommended at sunset. A very pleasant experience! The drinks that they serve are elegant and well considered. the atmosphere is wonderful, and anyone who is in singapore should stop by for a drink",5
FULLERTON BAY HOTEL SINGAPORE (Impeccable Service & Superb Ambience),Ezad,"Booked 3D2N for my wife’s birthday & absolutely impressed by everything here! Service rendered by the staff were consistent throughout the hotel, from Dining Outlets, Front Desk to the Butlers. Almost everyone here are great photographers!   Sweet gesture of them by surprising my wife with balloons and complimentary birthday cake in the room.   Special thanks to Samantha (FOH) & Asenth (Butler) for going the extra mile with their amazing customer service!",5
Beautiful place with great customer service,melodyo442,"My first visit to the landing point and it was a great afternoon high tea experience. Food was alright, with really creative dishes. View and setting was lovely, even the rain didn’t damper our spirits cause it felt so cosy. Customer service was fantastic! They hosted us beautifully, and even went above and beyond to instant print photos for our birthday celebrations. Thank you, The Landing Point!",4
High Tea @ The Landing Point,Amanda,"Organised a double birthday celebration at The Landing Point with weekend high tea and had a wonderful time! We had one of the best seats in the house in full view of the bay. Service, especially by Kumar and Marie, was excellent. They were very attentive and friendly. Thanks also for the complimentary cake and printed pic for the birthday celebration - it was a very thoughtful touch. The atmosphere and service is always top notch which makes up for the slightly underwhelming food. Never the less, a trip to the Fullerton is always a treat and I highly recommend it.",5
Great service and food,Kenneth,"Excellent service and food, had a great time with my family. Highly recommend everyone to try this joint. Will definitely come back here whenever I’ve a chance. Special commendation to Win and his team",5
High tea,Superchubs,"Celebrated sister’s hen’s party over high tea at The Landing Point. Great coffee, food & service! Really appreciate the sweet touches of service & congratulatory gestures. Absolutely enjoyed the high tea here!",5
WOW Fullertonbay Hotel,Edvl17,"I’ve always thought that higher floor would have an amazing experience but I was proven wrong, as soon as I entered my designated Bayview at L1. I’ve already have an idea how luxurious the room would be, however the biggest surprise was the large balcony right in front of the  bay ( facing MBS) which almost give the same feeling when you’re seeing an infinity pool.  The Room It’s full of luxurious vibe, from the color of the interior to the furniture and fixture, filling a high-ceiling room. It felt large enough to enjoy your stay.  The Bed I’m so picky with linens , pillows, duvet/cover and the mattress… it’s definitely comfy and lux-Balmain! 😝The pillows aren’t the typical size, which I appreciate as it’s  good enough to pamper your head, legs and body.   The Bathroom  This…",5
Afternoon Tea,YFY,"Went for national day afternoon tea. Good spread of afternoon tea selections and great view overseeing marina bay sands. The staffs Kumar, Daniel and Tyson were especially lovely and attentive with their service.",5
"Stunning view, great service!",Amy,We went to Gin parlour by the bay for our friend’s pre Birthday party. We all loved it there...  We sat outside and the view was so nice. Weather was great and service from Karen and Siibil was exceptional.  They were very friendly n helpful! See u again soon!,5
Splendid stay at Fullerton Bay Hotel,Eva,"We had a splendid stay at Fullerton Bay hotel. Their staff service, food and room was impeccable. Just like to give a special thanks to Ms Emma, the assistant manager working there. Thank you so much for your friendly greetings every morning, it makes our stay more special. Will love to come back next time again.",5
Afternoon Tea at Fullerton Landing Point,Ashley Tan,"We truly enjoyed our afternoon at Landing Point and what really kept us coming back is the service staff there.   Today we were served by Emma.  When I shared with her that the vegan set today was a little disappointing compared to the last one I had, she then took the feedback to the Chef and came back with 2 new vegan items! This is truly an excellent example of putting customers in the heart of everything she does! She is also very friendly, very joyful and simply great person to speak with!    While the food may not have been 5star today, Emma service is what will bring me back again! Well done !",5
7th Wedding Anniversary at Fullerton Bay Hotel Singapore,Jeane G,"Thank you #fullertonbayhotel for all the sweet treats starting from our welcoming suprise with fabulous room decorations, balloons set up, rose petals arrangements, wedding teddy bears, teddy bears for kids, cake, unlimited kids play materials, ice cream, macaroons and hard copy print photos. We got slice of cake on every restaurant we dine in. Indeed we are truly pleased with our staycation experience on your hotel and this made our wedding anniversary memorable and special.  We highly recommend @fullertonbayhotelsg #fullertonhotel #fullertonbayhotel #fullertonhotel  We thank all the staff especially Princess Cordero and Cristina at La Brasserie and Germa at Lantern and The Landing Point staff. 100% customer service and exceed our expectations. All single details that we need…",5
7th Wedding Anniversary Staycation at Fullerton Bay Hotel,Nhomer Gulapa,We are very happy and satisfied with our stay because of the warm welcome and hospitality of the staffs. Princess and Cristina assisted us in every way and all our needs. Superb service from them and we will surely come back not because of the hotel and facilities but because of the service provided to us. Good job! Keep it up! Thank you!,5
Afternoon tea,Lee,"Had the national day special high tea, and the service staff (Kumar and min) were both attentive and responsive to requests. The food was absolutely fantastic and it came with refillable beverages and savories.",5
Afternoon tea at the Landing Point,teewhysee,"Excellent service by Kumar, Daniel & Tyson and team. With beautiful views of the Marina, love the ambience, tall glass windows and not to mention the delicious food! Afternoon tea was national day themed and had introductions to each item on the three tier tray. Thanks guys!",5
High tea at Landing Point,Imelda Alyssa Kho,"The service provided by all the staff at Landing Point was very very good, Kumar and Maria were very friendly from beginning to end and made the experience an enjoyable one! The view was also beautiful :-) However, this time around, the National Day menu was unlike their usual standard and so that was abit disappointing. Overall, I would still come back when they have their usual menu on. Thank you to the staff again 😊",4
Afternoon Tea,Niiko1607,"The afternoon high tea set is very good and the service staffs,  Kjmar,  Daniel and Tyson are very attentive.   I really enjoyed myself, will definately come back for another round of afternoon high tea :)",5
Birthday,Justin Tan,"National day high tea edition wasnt nice, food tasted weird personally. However, the service was wonderful as always! Kumar was the best and Maria too! They were the stars that made our experience nice! Will be back again for the nice view and wonderful service!",4
Afternoon Tea,Hong Yong Chia,"Beautiful and relaxing scenery, great food, attentive and friendly staff, the experience here was amazing! Special thanks to service staffs Kumar, Daniel and Tyson! They made dining here more memorable.",5
Wonderful Dinner at La Brasserie,Shandel,Back here again after 6 years. We had the steak er frites and lobster A l’americaine. The food was still as great and excellent service by the staff. Very attentive and friendly. Keep up the great work!,5
Perfect service,Elvin Y,Sibiil service is excellent. The atmosphere is good. The view is awesome. The service is good. Awesome get together with my friends. I will come back again. A place to chill and relax facing the calm river with mbs view opposite of you.,5
Gin Parlour,Sebestian L,Ambience is the place was really nice and it's along the Singapore bay area. Sibiil was attentive and provided great service. Drinks were priced reasonably and were if good quality. Highly recommended.,5
National Day menu,littlemissylate,"Comfortable and enjoyable afternoon tea. It's Singapore's national day so they were serving local flavours for both the sweets and savoury, I don't really fancy it. Prefer the menu from my previous visit. Good tea selection. Lotha was quick to meet our needs for refills. Would return for other menu.",3
"Awesome food, fantastic service, breathtaking view",Min Zhen,Came here to celebrate a gal pal's birthday and am impressed with the service accorded.   Anna has been very attentive a d helpful to my request for the birthday gal. Thank you so much  Will definitely be back to dine & wine again,5
Dinner at la brasserie,Barney,Excellent service. Nice ambience . Kudos to Kumar for making it a wonderful evening. It was a memorable anniversary celebration for me and my wife. Food was good. Highly recommend the beef cheeks .  Will definitely comeback. Thanks to Kumar and Mr Win for the excellent service.,5
Well rested but...,Javier O,"Booked directly from website and dining credits for IRD. However, food portion was ridiculously small, as compared to sister hotel Fullerton Hotel.  Otherwise, service staff were polite and room was awesome. Included breakfast was delicious too.",4
Our lunch time,Ruby,Vin and Kumar were exceptional staff during our visit at LA Brasserie. We had a lovely time during our lunch. The food was great too. Overall our experience was simply awesome. The staff was very friendly.,5
Unforgettable Experience!,Lane J,"This was our first time visiting the Lantern and all we can say is “WOW!” Its incredible view paired with its kind and attentive staff make this the perfect location for any occasion.   Loges and Zool provided outstanding 5-star service and crafted an unforgettable experience for my wife and I’s anniversary. When we arrived, we were escorted to our table overlooking the Marina Bay (killer view!), and while we planned on only having drinks, the staff, knowing it was our anniversary, had other plans in mind! Halfway through our drinks, Loges came over with a small complimentary cake and offered to take pictures of us to capture our special night. We were extremely surprised and equally impressed, but that wasn’t the end! Longes came back towards the end of our visit and delivered…",5
High tea was really good!,Nur Amirah W,"National day special high tea. Food was great, service was great! Waiter, Daniel was splendid and efficient! I could special order my food to not contain any meat. Their scones were really good. It's even got a high quali-tea view!",5
Vaxxed Celebration ,Mac124," A perfect spot to watch the NDP rehearsal and the view of Marina. Social distancing was observed and protocols on safety were followed.   Price is reasonable for the amazing quality of food and drink.   The staff were very friendly and not intrusive. Kudos to Sibil, Anthony and Katrina for the outstanding service.  They convinced us to sign up for the reward program so expect that we will be back again.",5
Afternoon tea @Fullerton Bay Hotel,Christina Tan,Wonderful afternoon tea at The Landing Point of Fullerton Bay Hotel. Free flow of savouries and scones and our favourite was the caramlised soy pull pork on crispy mini bun! The sweets were delightful as well and the Teh-banana tart was surprisingly tasty :)  The entire experience was enhanced by the attention from Lotha and Tyson. The children enjoyed being pampered. Thank you so much.,5
Night at Fullerton,Federico B,Excellent drink. Perfect Gin Tonic. We chose the cleanse & tonic. Recommended for a great evening facing Marina Bay.  Thank you Sibiil for your kind service. We’ll come back very early to enjoy again this great cocktail and the beautiful view.,5
Amber,Amber L,"Chloe provided very good service and we had a good time there. Food delicious, but they are slightly over priced compare to the quality and portion. However it was a memorable night indeed, with the supreme location and friendly service",4
High tea @ The landing Point,Valerie P,"Fabulous experience with the crew Kumar, Tyson and Daniel.  Coffee is heavenly and aromatic. The high tea items were extremely delicious and were presented in a three tiered stand. Enjoyed the experience overall.",5
High Tea @ The Landing Point,Samuel,"Wonderful service by Tyson, Kumar and Daniel. Nice food and ambience. Love the coffee and it’s aromatic. I enjoyed the whole experience and would definitely be back to try the food again at the Landing Point.",5
Belated Birthday Treat,leo_c70,"Belated BD Treat by my love at the Landing Point. We have try the National Day Afternoon Tea & I should said the savories was good. The Staffs, Kumar & Daniel are very friendly & attentive. We will definitely come back again for other theme.",5
Hi tea,Lynnlynn123,"Would like to thank Mr Kumar and Mr Daniel for their attentiveness and friendliness towards us. They are approachable  at any time. Hi tea menu was good, definitely one of my repeated favourite place to come again and again. Once again, thanks Kumar and Daniel! Keep up the good service and hope to see you guys soon again!",5
