title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Exceptional,9.6,,,Anelise,Group,The Club Room King City View,3,"10, 2019",Brazil,br,[List]
Exceptional,10,,,Olga,Family,Premier King Garden View Room,4,"10, 2019",Russia,ru,[List]
Exceptional,10,,,I,Solo traveler,Special Offer - Deluxe King Harbor View Room,3,"10, 2019",Taiwan,tw,[List]
Wonderful,9,,,Arne,Solo traveler,Premier King,3,"10, 2019",Germany,de,[List]
Exceptional,10,,,Dennis,Group,Premier Twin City View Room (3 People),1,"10, 2019",Italy,it,[List]
Good,7.9,,,Chinghsin,Family,Deluxe King,1,"10, 2019",Taiwan,tw,[List]
Exceptional,9.6,,,Mathias,Couple,Deluxe King City View Room,1,"10, 2019",Germany,de,[List]
Very Good,8.3,,,Komatsu,Group,The Club Room King City View,1,"10, 2019",Japan,jp,[List]
Exceptional,10,,,Werner,Group,Premier King Harbor View Room,2,"1, 2019",Austria,at,[List]
Wonderful,9.2,,,Ana,Solo traveler,Deluxe King Garden View Room,1,"30, 2019",Spain,es,[List]
Exceptional,10,,,채린마미,Family,Premier King Sky View,1,"30, 2019",South Korea,kr,[List]
Wonderful,9.2,,,Masataka,Couple,Premier Twin City View Room,2,"30, 2019",Japan,jp,[List]
Exceptional,10,,,Aida,Couple,Deluxe King Garden View Room,2,"30, 2019",Russia,ru,[List]
Exceptional,9.6,,,Y,Couple,Premier King Sky View,2,"30, 2019",Japan,jp,[List]
Exceptional,10,,,Flávio,Couple,Deluxe King City View Room,1,"30, 2019",Brazil,br,[List]
Exceptional,10,,,Itsuki,Couple,Special Offer - Premier King City View Room,4,"30, 2019",Japan,jp,[List]
Very Good,8.3,,,Halina,Family,The Club Room King City View,2,"30, 2019",Poland,pl,[List]
Entsprach ganz meinen Erwartungen von diesem Hotel !!,9,,,Klaus,Couple,Deluxe Twin City View Room,1,"29, 2019",Germany,de,[List]
Exceptional,9.5,,,Sahni,Couple,Deluxe King,2,"29, 2019",Germany,de,[List]
Excellent,8.8,,,Marius,Group,Premier Twin City View Room (3 People),3,"29, 2019",Reunion,re,[List]
Very Good,8,,,Nhannghia,Family,Deluxe Twin City View Room,2,"28, 2019",France,fr,[List]
Wonderful,9.2,,,Katharina,Couple,Deluxe King,1,"28, 2019",Germany,de,[List]
Exceptional,9.6,,,Alexander,Family,Deluxe King,2,"28, 2019",Russia,ru,[List]
Exceptional,10,,,Ayk,Couple,Deluxe King Garden View Room,4,"28, 2019",Russia,ru,[List]
Wonderful,9,,,Lana,Couple,Deluxe King Harbor View Room,1,"28, 2019",China,cn,[List]
Exceptional,10,,,Jakub,Couple,Deluxe King,1,"27, 2019",Poland,pl,[List]
Exceptional,10,,,Eunjeong,Group,The Club Room King City View,1,"27, 2019",South Korea,kr,[List]
Exceptional,10,,,Mamdooh,Couple,Special Offer - Orchid Suite City View,3,"27, 2019",Saudi Arabia,sa,[List]
Exceptional,9.6,,,Naoki,Solo traveler,Deluxe King,2,"27, 2019",Japan,jp,[List]
Exceptional,10,,,Sakura,Couple,Special Offer - Premier King City View Room,5,"27, 2019",Japan,jp,[List]
Exceptional,10,,,Krzysztof,Couple,Deluxe King Sky View,2,"26, 2019",Poland,pl,[List]
excelente.. cumplio todas las expectativas   volveria a alojare en ese hotel,9,,,Jorge,Solo traveler,Deluxe King,1,"26, 2019",Colombia,co,[List]
Wonderful,9,,,Laia,Family,Deluxe King City View Room,1,"26, 2019",Spain,es,[List]
Exceptional,10,,,Teodor,Group,The Club Room King City View,1,"26, 2019",Bulgaria,bg,[List]
Exceptional,10,,,Julia,Couple,Special Offer - Deluxe Twin City View Room,3,"26, 2019",Switzerland,ch,[List]
Exceptional,10,,,Elena,Family,Deluxe King Garden View Room,1,"26, 2019",Russia,ru,[List]
Wonderful,9,,,Shari,Group,Deluxe King City View Room,1,"26, 2019",Germany,de,[List]
"Atemberaubendes Hotel, das man einfach gesehen haben muss ........",10,,,Jeannette,Couple,Special Offer - Deluxe King City View Room,2,"26, 2019",Germany,de,[List]
Exceptional,10,,,Tatiana,Couple,Orchid Suite Garden View (3 People),2,"26, 2019",Russia,ru,[List]
Wonderful,9.2,,,Anke,Couple,Deluxe King Sky View,1,"26, 2019",Germany,de,[List]
Exceptional,10,,,Matheus,Couple,Premier King Garden View Room,1,"26, 2019",Brazil,br,[List]
Exceptional,10,,,Mar,Family,Premier King City View Room (3 People),2,"26, 2019",Spain,es,[List]
Exceptional,10,,,Katalin,Solo traveler,Special Offer - Deluxe Twin City View Room,2,"25, 2019",Switzerland,ch,[List]
Wonderful,9.2,,,Magdalena,Family,Deluxe King City View Room,3,"25, 2019",Poland,pl,[List]
Wonderful,9,,,Swetlana,Group,Deluxe Twin Garden View Room,1,"25, 2019",Germany,de,[List]
Exceptional,10,,,Yi,Couple,Deluxe King,1,"25, 2019",Taiwan,tw,[List]
Wonderful,9.2,,,Hiroshi,Family,Deluxe Twin Garden View Room (3 People),1,"25, 2019",Japan,jp,[List]
Wonderful,9.2,,,Mo,Family,Deluxe Twin City View Room (3 People),1,"25, 2019",Japan,jp,[List]
Wonderful,9,,,Hyun,Family,Deluxe Twin Garden View Room (3 People),2,"25, 2019",South Korea,kr,[List]
Exceptional,10,,,Konstantin,Couple,Deluxe Twin,1,"25, 2019",Ukraine,ua,[List]
Exceptional,10,,,Noy,Couple,Deluxe King Garden View Room,3,"25, 2019",Israel,il,[List]
Exceptional,10,,,Dany,Couple,Premier King Harbor View Room,4,"25, 2019",Paraguay,py,[List]
Exceptional,10,,,Byunghoon,Group,Premier King Garden View Room,2,"25, 2019",South Korea,kr,[List]
Exceptional,10,,,Jowita,Couple,Premier King Harbor View Room,6,"24, 2019",Poland,pl,[List]
Wonderful,9,,,Ioannaandrik,Couple,Premier King City View Room,1,"24, 2019",Greece,gr,[List]
Exceptional,10,,,Olaf,Group,Deluxe Twin,1,"24, 2019",Thailand,th,[List]
Wonderful,9,,,Kazuya,Family,Premier Twin City View Room (3 People),2,"24, 2019",Japan,jp,[List]
Exceptional,10,,,Catalin,Couple,Deluxe King City View Room,2,"24, 2019",Romania,ro,[List]
Exceptional,10,,,Pei,Couple,Deluxe King Sky View,1,"21, 2019",Taiwan,tw,[List]
Exceptional,10,,,Chihaya,Family,Premier King,2,"21, 2019",Japan,jp,[List]
Excellent,8.8,,,Tokimune,Solo traveler,Premier King Garden View Room,1,"21, 2019",Japan,jp,[List]
Exceptional,9.6,,,병래,Couple,The Club Room King City View,3,"21, 2019",South Korea,kr,[List]
Exceptional,10,,,Jose,Couple,Premier King,1,"21, 2019",Mexico,mx,[List]
Exceptional,10,,,Simon,Group,Premier Twin Garden View Room (3 People),1,"21, 2019",Germany,de,[List]
最後でした！,10,,,Izumi,Couple,Premier King City View Room,1,"20, 2019",Japan,jp,[List]
Exceptional,10,,,Simone,Couple,Deluxe Twin City View Room,1,"20, 2019",Germany,de,[List]
Exceptional,10,,,Humberto,Couple,Deluxe King Garden View Room,1,"20, 2019",Mexico,mx,[List]
Wonderful,9.2,,,Sujin,Family,Premier King City View Room,1,"20, 2019",South Korea,kr,[List]
Exceptional,10,,,Shenchang,Group,Premier Twin City View Room,2,"20, 2019",China,cn,[List]
Het was top!,9,,,Bert,Couple,The Club Room King City View,1,"20, 2019",Netherlands,nl,[List]
Wonderful,9.2,,,Michael,Couple,Deluxe King Sky View,1,"20, 2019",Germany,de,[List]
Exceptional,10,,,Dmitriy,Group,Premier King Garden View Room,1,"20, 2019",Russia,ru,[List]
Good,7.9,,,Wei,Family,Deluxe Twin Garden View Room,2,"20, 2019",Canada,ca,[List]
Increíble experiencia,10,,,Ana,Couple,Deluxe King Sky View,1,"20, 2019",Spain,es,[List]
Very Good,8.3,,,Raul,Family,Deluxe King Harbor View Room,2,"19, 2019",Mexico,mx,[List]
Exceptional,10,,,Olesya,Couple,Premier Twin City View Room,1,"19, 2019",Germany,de,[List]
Exceptional,10,,,Eryk,Couple,Deluxe King Harbor View Room,1,"19, 2019",Poland,pl,[List]
Wonderful,9.2,,,Helenas,Family,Special Offer - Deluxe King Harbor View Room,2,"19, 2019",Thailand,th,[List]
Exceptional,10,,,子維,Couple,Premier King,1,"19, 2019",Taiwan,tw,[List]
Exceptional,10,,,Olaf,Group,Deluxe King,2,"18, 2019",Germany,de,[List]
Exceptional,10,,,Bing,Family,Premier King Harbor View Room,1,"18, 2019",China,cn,[List]
Wonderful,9.2,,,Roland,Family,Deluxe Twin City View Room,1,"18, 2019",Germany,de,[List]
Wonderful,9.2,,,Kasia,Family,Premier King Harbor View Room,3,"18, 2019",Poland,pl,[List]
Exceptional,9.6,,,Lenka,Family,Deluxe Twin City View Room,1,"16, 2019",Czech Republic,cz,[List]
Exceptional,9.6,,,Isabel,Family,Deluxe Twin Room - Lower Floor (3 People),1,"16, 2019",Germany,de,[List]
Exceptional,9.6,,,Corinna,Group,Premier King Sky View (3 People),1,"16, 2019",Germany,de,[List]
Exceptional,10,,,Yerguen,Couple,Premier King,1,"16, 2019",Spain,es,[List]
Exceptional,9.6,,,Edmundas,Couple,Deluxe King Sky View,1,"16, 2019",Lithuania,lt,[List]
Exceptional,10,,,Michael,Couple,Special Offer - Deluxe King Harbor View Room,2,"16, 2019",Germany,de,[List]
Wonderful,9,,,Aleksandr,Couple,Premier King City View Room,1,"16, 2019",Russia,ru,[List]
Wonderful,9,,,思萌,Family,Deluxe Twin Garden View Room,1,"16, 2019",China,cn,[List]
Wonderful,9,,,Li,Family,Deluxe King Sky View,1,"16, 2019",China,cn,[List]
Exceptional,10,,,麗玲,Family,Deluxe King,4,"15, 2019",Taiwan,tw,[List]
Exceptional,10,,,Johny,Group,Deluxe Twin,7,"15, 2019",Singapore,sg,[List]
Exceptional,10,,,Hosung,Couple,Deluxe King Sky View,2,"15, 2019",South Korea,kr,[List]
Wonderful,9.2,,,Johan,Family,Deluxe King City View Room,1,"15, 2019",Sweden,se,[List]
Wonderful,9,,,Eva,Couple,Deluxe King Garden View Room,1,"14, 2019",Italy,it,[List]
Exceptional,10,,,Francisca,Group,Deluxe King,1,"14, 2019",Spain,es,[List]
Exceptional,10,,,Adam,Couple,Deluxe King,2,"14, 2019",Germany,de,[List]
Wonderful,9.2,,,Karol,Couple,Deluxe King,1,"14, 2019",Poland,pl,[List]
Exceptional,10,,,Tanya,Couple,Deluxe King Sky View,2,"14, 2019",Sweden,se,[List]
Exceptional,9.6,,,Varanchaya,Family,Premier King Garden View Room,4,"13, 2019",Thailand,th,[List]
Exceptional,9.6,,,Denise,Family,Premier Twin Garden View Room,5,"13, 2019",Switzerland,ch,[List]
Exceptional,10,,,Hyemin,Family,Sands Suite Garden View (3 People),1,"13, 2019",South Korea,kr,[List]
Very Good,8.3,,,Maxim,Couple,Premier Twin,1,"13, 2019",Ukraine,ua,[List]
Exceptional,10,,,Yury,Group,Deluxe King Harbor View Room,1,"13, 2019",Russia,ru,[List]
Good,7.9,,,Magdalena,Family,Premier Twin Garden View Room (3 People),1,"13, 2019",Poland,pl,[List]
Exceptional,10,,,Jörg,Couple,The Club Room King City View,2,"13, 2019",Germany,de,[List]
alles sehr schön,8,,,Fred,Group,The Club Room King City View,1,"18, 2019",Germany,de,[List]
Wonderful,9,,,Dan,Group,Premier King,1,"18, 2019",China,cn,[List]
Exceptional,10,,,Karol,Couple,Premier King Garden View Room,1,"18, 2019",Poland,pl,[List]
Exceptional,10,,,Benjamin,Group,Premier Twin Garden View Room,4,"18, 2019",Belgium,be,[List]
Wonderful,9,,,Changyaolam,Family,Deluxe King Harbor View Room,1,"18, 2019",Vietnam,vn,[List]
Exceptional,10,,,Ke,Family,Premier Twin City View Room,2,"18, 2019",Taiwan,tw,[List]
Exceptional,10,,,Hiroyuki,Couple,Deluxe King Sky View,1,"18, 2019",Japan,jp,[List]
Exceptional,9.6,,,Maximilian,Group,Premier King Sky View,2,"17, 2019",Germany,de,[List]
Exceptional,10,,,Bat-or,Group,Premier King Sky View,2,"17, 2019",Israel,il,[List]
Exceptional,10,,,Yessie,Family,Deluxe Twin Garden View Room (3 People),1,"17, 2019",Indonesia,id,[List]
Exceptional,10,,,Andy,Family,Premier King Sky View,2,"17, 2019",Taiwan,tw,[List]
Exceptional,9.6,,,Soyun,Family,Premier Twin City View Room,1,"17, 2019",South Korea,kr,[List]
Exceptional,10,,,Gilad,Couple,Premier King Garden View Room,1,"17, 2019",Israel,il,[List]
Exceptional,9.6,,,Jong,Group,Deluxe King Harbor View Room,1,"17, 2019",South Korea,kr,[List]
Very Good,8,,,Tetsuya,Group,Premier Twin City View Room,1,"17, 2019",Japan,jp,[List]
Very Good,8.3,,,Reona,Family,Deluxe Twin Garden View Room (3 People),1,"17, 2019",Japan,jp,[List]
Wonderful,9.2,,,Alina,Family,Special Offer - Deluxe Twin City View Room,3,"17, 2019",Russia,ru,[List]
Exceptional,10,,,Kazuya,Solo traveler,Special Offer - Premier King City View Room,2,"17, 2019",Qatar,qa,[List]
Exceptional,9.6,,,Bruno,Couple,Deluxe King City View Room,1,"17, 2019",Brazil,br,[List]
Exceptional,10,,,Yoshiharu,Family,Premier Twin City View Room,1,"17, 2019",Singapore,sg,[List]
Exceptional,10,,,Melina,Couple,Deluxe King City View Room,1,"16, 2019",Greece,gr,[List]
Very Good,8.3,,,Chun,Couple,Deluxe King,1,"16, 2019",Taiwan,tw,[List]
Very Good,8,,,Haruhiko,Solo traveler,Deluxe King Garden View Room,1,"16, 2019",Japan,jp,[List]
Exceptional,10,,,Aleksandra,Couple,Premier King,1,"16, 2019",Poland,pl,[List]
Exceptional,10,,,Shun,Group,Deluxe King Sky View,1,"16, 2019",Japan,jp,[List]
Wonderful,9.2,,,Юрий,Family,Premier King Garden View Room,2,"5, 2019",Russia,ru,[List]
Exceptional,10,,,Mario,Solo traveler,Premier King,1,"4, 2019",Paraguay,py,[List]
Exceptional,10,,,Mingkun,Family,Deluxe Twin City View Room,2,"4, 2019",South Africa,za,[List]
Exceptional,10,,,Diego,Family,Deluxe King,1,"4, 2019",Brazil,br,[List]
Exceptional,10,,,Weiru,Couple,Premier King Garden View Room,1,"4, 2019",Taiwan,tw,[List]
Excellent,8.8,,,Svetlana,Couple,Deluxe Twin,1,"4, 2019",Latvia,lv,[List]
Exceptional,10,,,Kousei,Group,Premier Twin City View Room (3 People),1,"4, 2019",Japan,jp,[List]
Exceptional,9.6,,,Abdulmalik,Couple,Premier King Garden View Room,2,"4, 2019",Saudi Arabia,sa,[List]
Exceptional,10,,,Gunter,Couple,Deluxe King Garden View Room,3,"3, 2019",Germany,de,[List]
Exceptional,9.6,,,David,Couple,Special Offer - Premier King City View Room,2,"3, 2019",Georgia,ge,[List]
Exceptional,9.6,,,Uwe,Solo traveler,The Grand Club King Garden View Room,4,"3, 2019",Germany,de,[List]
Wonderful,9,,,Олеся,Group,Premier Twin,1,"3, 2019",Russia,ru,[List]
Exceptional,10,,,Thomas,Couple,Premier King Sky View,2,"3, 2019",Germany,de,[List]
Exceptional,10,,,Mathias,Group,Special Offer - Deluxe King Harbor View Room,2,"2, 2019",Germany,de,[List]
Wonderful,9.2,,,Marika16,Family,Deluxe Twin,1,"2, 2019",Slovakia,sk,[List]
Exceptional,10,,,筱晴,Family,Deluxe King City View Room,1,"2, 2019",Taiwan,tw,[List]
Exceptional,10,,,Mustafa,Group,Deluxe Twin,1,"2, 2019",Austria,at,[List]
Exceptional,9.6,,,Ssu-tsai,Family,Deluxe King City View Room,1,"2, 2019",Taiwan,tw,[List]
Wonderful,9,,,Stephan,Group,Premier Twin Garden View Room (3 People),1,"1, 2019",Germany,de,[List]
Wonderful,9,,,Tobias,Couple,Deluxe Twin Garden View Room,2,"1, 2019",Germany,de,[List]
Excellent,8.8,,,Nicolae,Family,Deluxe King City View Room,1,"1, 2019",Romania,ro,[List]
Very Good,8.3,,,Paul,Group,Deluxe Twin Garden View Room,3,"1, 2019",Switzerland,ch,[List]
Wonderful,9.2,,,Iva,Couple,Deluxe King Sky View,3,"1, 2019",Czech Republic,cz,[List]
Exceptional,9.6,,,Lukas,Group,Deluxe King,1,"1, 2019",Poland,pl,[List]
Wonderful,9,,,Yves,Family,Deluxe Twin Garden View Room,2,"1, 2019",Belgium,be,[List]
Exceptional,9.6,,,Irene,Couple,Premier King City View Room,1,"2, 2020",Spain,es,[List]
Good,7.9,,,Li_dyvictoria,Couple,Deluxe King,2,"2, 2020",China,cn,[List]
Exceptional,10,,,Ulrica,Couple,Deluxe King Harbor View Room,3,"2, 2020",Sweden,se,[List]
Exceptional,9.6,,,Karsten,Couple,Premier Twin Garden View Room,1,"2, 2020",Germany,de,[List]
Excellent,8.8,,,Masahiko,Family,Deluxe Twin,2,"1, 2020",Japan,jp,[List]
Exceptional,10,,,Elias,Couple,Deluxe Twin City View Room,2,"31, 2019",Spain,es,[List]
Exceptional,9.6,,,Daisuke,Couple,Deluxe King,1,"31, 2019",Japan,jp,[List]
Exceptional,10,,,Александр,Family,Premier King Harbor View Room,2,"31, 2019",Ukraine,ua,[List]
Wonderful,9.2,,,Bader,Couple,Premier King Garden View Room,4,"31, 2019",Qatar,qa,[List]
屋顶泳池非常棒,10,,,Bin,Group,Premier Twin Garden View Room (3 People),1,"31, 2019",China,cn,[List]
Exceptional,10,,,Daniel,Family,Deluxe King,2,"31, 2019",Colombia,co,[List]
Exceptional,10,,,Vovodym,Group,Deluxe King Sky View,2,"30, 2019",Russia,ru,[List]
Exceptional,10,,,Isabela,Couple,Deluxe King,1,"30, 2019",Japan,jp,[List]
Exceptional,10,,,Sean,Couple,Deluxe King Harbor View Room,1,"30, 2019",South Korea,kr,[List]
Exceptional,10,,,Alessandra,Group,Deluxe Twin,1,"30, 2019",Italy,it,[List]
Wonderful,9,,,Hyun,Couple,Deluxe King Garden View Room,2,"30, 2019",South Korea,kr,[List]
Wonderful,9.2,,,Yuko,Family,Deluxe King City View Room,1,"29, 2019",Japan,jp,[List]
Exceptional,10,,,人迷,Family,Special Offer - Deluxe King Sky View,2,"29, 2019",Taiwan,tw,[List]
Exceptional,9.6,,,Eija,Couple,Deluxe King Sky View,3,"29, 2019",Finland,fi,[List]
Wonderful,9,,,Hilde,Family,Deluxe King,1,"29, 2019",Norway,no,[List]
Very Good,8,,,Torben,Couple,Deluxe King Garden View Room,2,"29, 2019",Denmark,dk,[List]
Very Good,8,,,Xiao,Group,Premier King Garden View Room,1,"29, 2019",China,cn,[List]
Exceptional,9.6,,,Silvia,Couple,Deluxe King,1,"29, 2019",Italy,it,[List]
Exceptional,10,,,Diana,Family,The Club Room King City View,1,"28, 2019",Germany,de,[List]
Exceptional,10,,,Cristiana,Group,Deluxe King City View Room,1,"28, 2019",Romania,ro,[List]
Wonderful,9,,,Catarina,Group,Deluxe Twin,1,"28, 2019",Brazil,br,[List]
Wonderful,9.2,,,Jiro,Couple,Premier King City View Room,1,"28, 2019",Japan,jp,[List]
Exceptional,10,,,Александр,Family,Deluxe King Sky View,1,"28, 2019",Russia,ru,[List]
Exceptional,9.6,,,Mari,Family,Premier King Harbor View Room,1,"28, 2019",Japan,jp,[List]
Very Good,8,,,Ya,Family,Deluxe King Harbor View Room,1,"28, 2019",Taiwan,tw,[List]
Exceptional,9.6,,,Michel,Couple,Deluxe King City View Room,1,"27, 2019",Switzerland,ch,[List]
Exceptional,9.6,,,Mauricio,Family,Deluxe King Sky View,2,"27, 2019",Spain,es,[List]
Wonderful,9,,,Thomas,Couple,Deluxe King Sky View,1,"26, 2019",Switzerland,ch,[List]
Exceptional,10,,,Peter,Couple,Deluxe King Sky View,3,"26, 2019",Romania,ro,[List]
Exceptional,10,,,David,Couple,Deluxe King City View Room,1,"26, 2019",Israel,il,[List]
Exceptional,10,,,Jihoon,Couple,Premier King Sky View,1,"26, 2019",South Korea,kr,[List]
Wonderful,9,,,Ban,Family,Deluxe King Garden View Room,2,"26, 2019",China,cn,[List]
Exceptional,9.6,,,Volodea,Family,Deluxe King Sky View,2,"26, 2019",Romania,ro,[List]
Exceptional,9.6,,,Ulrica,Couple,Deluxe King Harbor View Room,2,"26, 2019",Sweden,se,[List]
Wonderful,9,,,Søren,Couple,Deluxe King Sky View,3,"25, 2019",Denmark,dk,[List]
Very Good,8.3,,,Noriko,Family,Premier Twin,2,"25, 2019",Japan,jp,[List]
Exceptional,10,,,Karolina,Group,Deluxe Twin City View Room (3 People),1,"25, 2019",Poland,pl,[List]
Exceptional,9.6,,,Inae,Couple,Premier King,3,"25, 2019",South Korea,kr,[List]
Exceptional,10,,,Christa,Couple,Deluxe King,1,"24, 2019",Austria,at,[List]
Wonderful,9,,,Rosa,Family,Deluxe King Garden View Room,2,"24, 2019",Mexico,mx,[List]
Exceptional,10,,,Sofia,Family,Deluxe King Garden View Room (3 People),1,"24, 2019",Italy,it,[List]
Exceptional,10,,,Yuta,Group,Premier Twin City View Room,2,"23, 2019",Japan,jp,[List]
Exceptional,9.6,,,Jürgen,Group,Deluxe Twin,1,"23, 2019",Germany,de,[List]
Very Good,8.3,,,Shosaku,Solo traveler,Premier King Sky View,1,"23, 2019",Japan,jp,[List]
Exceptional,9.6,,,Andreas,Couple,Premier King City View Room,4,"23, 2019",Germany,de,[List]
Very Good,8.3,,,Yi,Family,Premier King Harbor View Room,1,"5, 2020",Singapore,sg,[List]
Very Good,8,,,Cheng-hsiang,Couple,Deluxe King City View Room,1,"5, 2020",Taiwan,tw,[List]
Wonderful,9.2,,,Omar,Couple,Deluxe King Garden View Room,1,"5, 2020",Spain,es,[List]
Wonderful,9.2,,,Marek,Family,Deluxe King Sky View,2,"5, 2020",Poland,pl,[List]
Exceptional,10,,,Kim,Group,Deluxe King Garden View Room,1,"5, 2020",Germany,de,[List]
Exceptional,10,,,Christian,Family,Deluxe King Harbor View Room,4,"4, 2020",Germany,de,[List]
Exceptional,10,,,Hyelin,Group,Premier Twin,1,"4, 2020",Poland,pl,[List]
Exceptional,9.6,,,Andras,Couple,Deluxe King Harbor View Room,2,"4, 2020",Hungary,hu,[List]
Exceptional,10,,,Maksim,Solo traveler,Deluxe King City View Room,1,"4, 2020",Russia,ru,[List]
Excellent,8.8,,,Roberto,Group,Deluxe King Sky View,2,"4, 2020",Italy,it,[List]
Ultra soddisfatto. Complimenti a tutta l'organizzazione.,8,,,Giulio,Couple,Deluxe King City View Room,1,"4, 2020",Italy,it,[List]
Exceptional,10,,,Eunchae,Family,Deluxe King,1,"4, 2020",South Korea,kr,[List]
Exceptional,9.6,,,Ran,Couple,Premier King City View Room,5,"4, 2020",Israel,il,[List]
Exceptional,10,,,Sven,Couple,Deluxe King City View Room,1,"4, 2020",Switzerland,ch,[List]
Exceptional,9.6,,,Jaeil,Family,Deluxe Twin Garden View Room (3 People),1,"4, 2020",South Korea,kr,[List]
Wonderful,9,,,Maria,Family,Premier Twin City View Room (3 People),3,"3, 2020",Mexico,mx,[List]
Exceptional,9.6,,,Alberto,Family,Premier Twin Room - Lower Floor (3 People),4,"3, 2020",Spain,es,[List]
Exceptional,9.6,,,László,Group,Premier King Garden View Room,1,"3, 2020",Hungary,hu,[List]
Very Good,8.3,,,Ádám,Group,Deluxe King,1,"3, 2020",Hungary,hu,[List]
Exceptional,10,,,Katsuya,Family,Premier Twin Garden View Room,2,"3, 2020",Japan,jp,[List]
Excellent,8.8,,,Lukas,Couple,Deluxe King Sky View,1,"3, 2020",Austria,at,[List]
Exceptional,10,,,Nakamura,Group,Premier Twin Garden View Room,1,"3, 2020",Japan,jp,[List]
Exceptional,9.6,,,Klaus,Couple,Deluxe King City View Room,1,"3, 2020",Austria,at,[List]
Exceptional,10,,,Eleftheria,Couple,Deluxe King,1,"3, 2020",Greece,gr,[List]
Exceptional,9.6,,,恵美子,Family,Premier King Garden View Room,2,"3, 2020",Japan,jp,[List]
Exceptional,9.6,,,Alla,Family,Orchid Suite Garden View (3 People),1,"7, 2020",Russia,ru,[List]
Very Good,8.3,,,鈴木,Family,Deluxe King Garden View Room,5,"7, 2020",Japan,jp,[List]
Exceptional,10,,,Rolf-dieter,Couple,The Grand Club King Garden View Room,4,"7, 2020",Germany,de,[List]
Wonderful,9.2,,,Igor,Couple,Deluxe King,1,"7, 2020",Brazil,br,[List]
Wonderful,9.2,,,Alexander,Family,Deluxe Twin City View Room,2,"7, 2020",Russia,ru,[List]
Very Good,8,,,Claudio,Couple,The Grand Club King Garden View Room,4,"7, 2020",Italy,it,[List]
Exceptional,10,,,Soomin,Family,Deluxe Twin,1,"7, 2020",South Korea,kr,[List]
Exceptional,10,,,Jiahong,Family,Deluxe King,2,"7, 2020",Australia,au,[List]
Exceptional,10,,,Fernanda,Couple,Deluxe King,1,"7, 2020",Brazil,br,[List]
Exceptional,10,,,Hue,Family,The Grand Club King Garden View Room,1,"7, 2020",Sweden,se,[List]
Very Good,8,,,Myming,Solo traveler,Premier King Harbor View Room,3,"7, 2020",Japan,jp,[List]
Exceptional,10,,,Mauro_pacia,Group,Deluxe King City View Room (3 People),1,"6, 2020",Italy,it,[List]
Exceptional,10,,,Arbab,Family,Deluxe King,1,"6, 2020",Norway,no,[List]
Exceptional,10,,,Gabriela,Couple,Deluxe King City View Room,2,"6, 2020",Romania,ro,[List]
Exceptional,9.6,,,Wan,Family,Premier King Garden View Room,1,"6, 2020",Taiwan,tw,[List]
Exceptional,10,,,Evgenii,Couple,Deluxe King Garden View Room,2,"6, 2020",Russia,ru,[List]
Very Good,8,,,Massimiliano,Couple,Premier King Garden View Room,1,"6, 2020",Italy,it,[List]
Very Good,8,,,Jeffrey,Couple,Deluxe King Harbor View Room,3,"6, 2020",Finland,fi,[List]
Wonderful,9,,,Sabine,Couple,Deluxe King Harbor View Room,5,"6, 2020",Germany,de,[List]
Wonderful,9,,,Béla,Family,Deluxe King Harbor View Room,1,"6, 2020",Hungary,hu,[List]
Exceptional,10,,,Tetsuya,Couple,Deluxe Twin City View Room,1,"6, 2020",Japan,jp,[List]
Exceptional,10,,,Fah_bad,Solo traveler,Premier King Garden View Room,3,"5, 2020",Germany,de,[List]
Exceptional,10,,,Sergei,Family,Deluxe King Sky View,1,"5, 2020",Russia,ru,[List]
Exceptional,10,,,Roberto,Family,Deluxe King Room - Lower Floor (3 People),1,"5, 2020",Brazil,br,[List]
Exceptional,9.6,,,Stefanie,Couple,Deluxe King Sky View,1,"5, 2020",Germany,de,[List]
Exceptional,10,,,Nooh,Couple,Deluxe King Sky View,2,"9, 2019",Egypt,eg,[List]
Wonderful,9,,,Ewa,Couple,Deluxe King City View Room,1,"9, 2019",Poland,pl,[List]
Excellent,8.8,,,Marc,Couple,Deluxe King Harbor View Room,2,"9, 2019",Germany,de,[List]
Exceptional,10,,,Sora,Group,Deluxe Twin City View Room,1,"9, 2019",South Korea,kr,[List]
Very Good,8.3,,,Henrik,Couple,Deluxe King Garden View Room,1,"9, 2019",Germany,de,[List]
“Oto patamá”,10,,,Wfalcaao,Group,Deluxe King Garden View Room (3 People),1,"8, 2019",Singapore,sg,[List]
Da non perdere!,10,,,Paolo,Couple,Deluxe King,2,"8, 2019",Italy,it,[List]
Exceptional,10,,,Chris,Family,Deluxe Twin City View Room (3 People),1,"8, 2019",Germany,de,[List]
Exceptional,10,,,Philipp,Couple,Orchid Suite Garden View,3,"8, 2019",Switzerland,ch,[List]
Very Good,8.3,,,Axel,Solo traveler,Deluxe King,1,"8, 2019",Germany,de,[List]
Exceptional,9.6,,,Flavio,Family,Deluxe King Garden View Room,2,"8, 2019",Italy,it,[List]
Excellent,8.8,,,Ansong,Couple,Deluxe King City View Room,1,"7, 2019",Germany,de,[List]
Good,7.9,,,Kazunaga,Group,Deluxe Twin City View Room,1,"7, 2019",Japan,jp,[List]
Wonderful,9,,,Andreas,Solo traveler,Deluxe King Sky View,5,"7, 2019",Austria,at,[List]
