reviews,score,hotel,date,country,room,title,travellerType
"Great breakfast, such friendly staff.. we loved it- my 6 year old loved the attention she got..",5.0,The Fullerton Hotel,2020,Singapore,Offer - Marina Bay View Room with Breakfast for 2 Adults & 1 Child + S$50 net F&B Credit (per stay) + Late Check Out until 14:00,Luxury with attention..,Family
Fast and smooth check in/out. Staffs are friendly and polite. Hotel christmas decorations are awesome. Love that luxurious feeling throughout my stay,5.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,Exceptional,Family
The hotel staff were exceptional. They always found a way to put a smile on my face!,5.0,The Fullerton Hotel,2020,Canada,Quay Room,Exceeded my expectations!,Solo traveler
"I wish there were more electrical outlets. Ipad, mobile phone, etc. requires a lot of sockets!",5.0,The Fullerton Hotel,2020,Canada,Quay Room,Exceeded my expectations!,Solo traveler
Breakfast was good. Location is convenient.,5.0,The Fullerton Hotel,2020,Singapore,Heritage Room,Enjoyable and memorable,Couple
The location and the friendly staff. Plus my marina bay balcony room view!,5.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,best customer service ive ever encountered! 👍,Couple
"The rooms are immaculate and has such a classic feel
But with modern amenities.",5.0,The Fullerton Hotel,2020,Singapore,Heritage Room,Amazing and value off money,Couple
The interior design of the whole building,4.0,The Fullerton Hotel,2020,Singapore,Esplanade Room,Nice stay,Family
The staff service can be more warm hearted and detailed,4.0,The Fullerton Hotel,2020,Singapore,Esplanade Room,Nice stay,Family
"The room, the bathroom, the cleanliness, the staff and their service. The service was very excellent",5.0,The Fullerton Hotel,2020,Singapore,Offer - Marina Bay View Room with Breakfast for 2 Adults & 1 Child + S$50 net F&B Credit (per stay) + Late Check Out until 14:00,Awesome,Family
Location and friendly staff.,4.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Very Good,Family
The hotel is historical place and one of the great hotel in Singapore. We were there for staycation and stayed in heritage room. The facilities are great! It was our 4th year wedding anniversary. Hotel management offered us chocolate cake. Overall their service and ambience truly amazing! Hope to stay Fullerton hotel again in the future!,5.0,The Fullerton Hotel,2020,Singapore,Heritage Room,Great service and excellent property,Couple
"- the toilet was spacious and the shower's water pressure was great
- the air con was working well
- chromecast was available, hence we could watch netflix/youtube from our phone on tv",4.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,"Pleasant, but could be better",Couple
"- we had to wait very long to get our room eventhough check-in hour starts from 3pm and we were there before 3pm
- the pillows were too soft and uncomfortable
- eventhough we booked ""Marina Bay VIew Room"", the view from the balcony was obstructed by the plants. you have to tip toe or stand on the chair to enjoy the view.",4.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,"Pleasant, but could be better",Couple
The staff were all very friendly and welcoming which helped us a lot during our stay.,4.5,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,It was a fantastic staycation for us.,Couple
All the staff were very friendly and welcoming.,4.5,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,It was a fantastic staycation for us.,Couple
"very high standards, staff very polite and accommodating",5.0,The Fullerton Hotel,2021,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,TOP CLASS,Couple
"Bed was awesome. Also, Steve from the breakfast restaurant was an excellent host.",4.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Very Good,Family
"Most shops around the area are closed. The area is practically dead on weekends. With the same amount, I can get a better room at a different hotel at a better location where shops are open.",4.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Very Good,Family
The Chinese food. Excellent.,4.0,The Fullerton Hotel,2021,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Very Good,Family
The western food.,4.0,The Fullerton Hotel,2021,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Very Good,Family
Did'nt have breakfast,4.5,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Definitely will come back for more relaxing stay. We love Fullerton Hotel specially my wife.,Couple
"Food, friendly and caring staff",5.0,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Exceptional,Family
The historic background,4.5,The Fullerton Hotel,2021,Indonesia,Straits Club Marina Bay View Room,The F&B manager at “ The straits club is good n helpful,Family
Excellent Service from the staffs and the room was great.,4.5,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,Wonderful,Couple
Lovely location. Marina bay view is excellent.  Easy access by public  transportation. We celebrated our wedding Anniversary and they have given us what we have requested and that makes our stay complete. Kudos to all staffs.  You are all dedicated and hardworking people.,5.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Memorable experience.,Couple
"Stay was comfortable
Room was spacious",5.0,The Fullerton Hotel,2021,Singapore,Heritage Room,Exceptional,Family
Comfortable and cean,4.5,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Excellent,Couple
"Pleasant stay, nice pool, well managed social Distancing.",4.5,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Wonderful,Couple
Very nice very clean,5.0,The Fullerton Hotel,2021,Singapore,Heritage Room,Exceptional,Group
Swimming pool was close  when we been there,5.0,The Fullerton Hotel,2021,Singapore,Heritage Room,Exceptional,Group
The staff were nice to deliver the cake as requested together with the balloon...staff were friendly too,4.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Very Good,Couple
It would hv been better if thy had given complimentary drinks such as soft drinks for the pricing of hotel..the in room food dining could hv had larger food choice...,4.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Very Good,Couple
"Everything was excellent, for the service",5.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Wonderful stay,Family
Amazing location and heritage,4.5,The Fullerton Hotel,2021,Singapore,Esplanade Room,Wonderful,Couple
Great location and service. It would be good to have a welcome drink and happy hour.,4.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Good expereince in a hostoric hotel,Couple
Could have more food options and take away coffee. Also some decorations in our room for our anniversary like Bali hotels.,4.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Good expereince in a hostoric hotel,Couple
"Everything, especially the room.",4.5,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Birthday staycation,Couple
"facility, great building, great location",4.5,The Fullerton Hotel,2021,Singapore,Heritage Room,Wonderful,Family
Loved how spacious and clean the rooms are.,5.0,The Fullerton Hotel,2021,Singapore,Heritage Room,Exceptional,Couple
Excellent. Enjoyed the stay very much,4.5,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Wonderful,Family
Facilities such as swimming and gym have limited time slot for booking. Fullerton should have scheduled a different timing for cleaning and sanitation rather than 10:00-13:00,4.5,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Wonderful,Family
Cleanliness of the room and perfect automated bidet system in the toilet.   Staying in heritage building gave us a nice feeling and remembrance of our root and our pioneer generation.,4.0,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,NA,Family
"Heritage room was gorgeous, location fabulous, staff amazing, pool spectacular, complimentary Anniversary cake & breakfast VERY much appreciated.",4.5,The Fullerton Hotel,2021,Singapore,Heritage Room,Just perfect!,Couple
"Excellent location if one is looking for a staycation in the Bay Area. The staffs were all courteous and very accommodating. Nearly all of them has good ""service recovery"" skills. We waited nearly one hour to check-in and the check-in staff quickly offered us a late check-out on the second day.",4.5,The Fullerton Hotel,2021,Singapore,Esplanade Room,Still a nice classy place to spend a long weekend in town around the Bay Area,Couple
Right from the check in to the room and amenities the hotel exceeded my expectations and the staffs were all so friendly and ever so ready to help. The rooms are fantastically clean and fresh sheets and linens. Highly recommended!,4.5,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,An experience worthwhile! View from room was spectacular and definitely coming back!,Couple
the straits club meals were fantastic. Great service.,5.0,The Fullerton Hotel,2021,Singapore,Straits Club Marina Bay View Room,It was a well spent staycay.,Family
"We stayed at the Fullerton Singapore for my partner's birthday. We arrived to the exquisite colonial atmosphere of the beautiful hotel and were warmly escorted to a room of equal splendour. There were balloons and a slice of cake with compliments from the hotel. Throughout our stay, we were snugly looked after by all of the hotel staff. We would like to personally thank the Fullerton's Duty Manager during our stay, Justin. He definitely put our comfort and satisfaction as a top priority. His professionalism and hospitality made our stay at the Fullerton a truly memorable experience. 
One of the highlights of our stay is the iconic view of the Singapore skyline from our room, mainly made possible by the Fullerton's impeccable location.
Nevertheless, it is the warmness and the little surprises offered by the staff during our stay that won our hearts!",5.0,The Fullerton Hotel,2021,Singapore,Esplanade Room,A gem in the heart of Singapore,Family
staff are very accommodating and location is good,4.5,The Fullerton Hotel,2021,Singapore,Heritage Room,bday staycation,Group
"Staff was very friendly and pro active. Greeted us in cheerful way during breakfast. 
The manager in charge during breakfast was very interactive with guest. My wife was given flower when they found out we book the hotel for our wedding photoshoot.",4.0,The Fullerton Hotel,2021,Singapore,Esplanade Room,Full of good memories.,Couple
"The room pillow was way too soft. My head just sunken in, the moment I lay my head onto the pillow. Perhaps a medium softness range pillow will be ideal.",4.0,The Fullerton Hotel,2021,Singapore,Esplanade Room,Full of good memories.,Couple
"- Staffs were friendly and approachable. 
- Facilities were well maintained. 
- Room we stayed in was excellent. 
- Everything was clean.",4.5,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,"Nevertheless, it was a good experience.",Group
"All staff was friendly and accomodating. Willing to take the extra mile of service for their guest
It was such a good experience",4.5,The Fullerton Hotel,2021,Singapore,CNY Special - Premier Courtyard Room with Complimentary Breakfast for two people & a pair of Fullerton Bears,Wonderful,Couple
"The hotel was spotlessly clean. Additionally, the staff were extremely polite and helpful. The view from Marina Bay room was magnificent.",5.0,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Exceptional,Family
The view was amazing,5.0,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Good stay with a beautiful view,Couple
Excellent customer service. Love the in room dining concept.,5.0,The Fullerton Hotel,2021,Singapore,Marina Bay View Room,Awesome customer service and beautiful balcony view,Couple
room was big and cosy. hotel staff gave a slice of cake for my parents birthday too!,4.5,The Fullerton Hotel,2021,United States of America,Premier Courtyard Room,awesome stay,Family
"nil, keep it up",4.5,The Fullerton Hotel,2021,United States of America,Premier Courtyard Room,awesome stay,Family
Everything else,5.0,The Fullerton Hotel,2020,Singapore,Quay Room,Exceptional,Family
Old and bfast is average,5.0,The Fullerton Hotel,2020,Singapore,Quay Room,Exceptional,Family
Perfect location to explore central Singapore,4.0,The Fullerton Hotel,2020,Hong Kong,Heritage Room,Perfect location to explore Singapore,Family
"the room is cozy, the location is convenient, the bed is so comfortable that I think I am getting the same brand.",5.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,wonderful stay with loved ones,Couple
"due to covid 19, access to some places are blocked. this is understandable though.",5.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,wonderful stay with loved ones,Couple
Its a very nice posh stay but pricey with a reason. All staff r friendly n helpful. Love the toilet seat remind me of the Japan version,4.5,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Wonderful,Family
The staff is friendly and helpful. Room is clean. Thanks for the cakes and balloons.,4.5,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Wonderful,Couple
"Very friendly staff & well accommodating. 
Very clean room and dining areas. 
Hotel & Room situated in a very prominent location.",5.0,The Fullerton Hotel,2020,Singapore,Offer - Marina Bay View Room with Breakfast for 2 Adults & 1 Child + S$50 net F&B Credit (per stay) + Late Check Out until 14:00,My Fullerton Hotel Stay,Couple
Walk from the carpark to hotel.,5.0,The Fullerton Hotel,2020,Singapore,Offer - Marina Bay View Room with Breakfast for 2 Adults & 1 Child + S$50 net F&B Credit (per stay) + Late Check Out until 14:00,My Fullerton Hotel Stay,Couple
Nice and hearty,4.5,The Fullerton Hotel,2020,Singapore,Quay Room,Comfortable! Good for staycation on these COVID times,Couple
The hotel is really clean and there is so much history about this hotel the breakfast was really good as in the staff there was very good show where we heading,4.0,The Fullerton Hotel,2020,Singapore,Quay Room,Nice experience,Solo traveler
The plants at the balcony blocked the view slightly and would be better if they were removed.,4.5,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,Excellent service,Couple
"Lovely hotel, good size rooms, staff were fantastic",5.0,The Fullerton Hotel,2020,Singapore,Palladian Suite,Suite stay,Couple
Good service and friendly staff.,4.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,Very Good,Solo traveler
In-room dining menu can be expanded and improved.,4.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,Very Good,Solo traveler
"Awesome view, comfy bed and pillows and a perfect pool.",4.5,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,Perfect staycation in a historical hotel,Couple
I had a Bay view room and it was postcard perfect at night. Staff was able to confirm late checkout request upon checking in. This is a first for me and it gets my two thumbs up.,4.5,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,It was fabulous and I hope to come back to the same room in 2021 to watch the firework display!,Solo traveler
Lovely staff and room,4.5,The Fullerton Hotel,2020,Singapore,Courtyard Room,Wonderful,Couple
"Everything was incredible, from location to friendliness of all staff!",5.0,The Fullerton Hotel,2020,Singapore,Esplanade Room,brilliant,Couple
liked everything!,5.0,The Fullerton Hotel,2020,Singapore,Esplanade Room,brilliant,Couple
The service was excellent. The location is perfect.,4.0,The Fullerton Hotel,2020,Singapore,Courtyard Room,5 🌟 experience,Family
I was expecting a nicer breakfast.,4.0,The Fullerton Hotel,2020,Singapore,Courtyard Room,5 🌟 experience,Family
"Clean. Very clean, and awesome view from our room! The hotel is also very thoughtful about the kids - having a free ice cream pas daily as well as colouring book and crayons set to keep them occupied.",5.0,The Fullerton Hotel,2020,Singapore,Quay Room,Excellent customer service at the highest level!,Family
"- Best hotel staff I have met so far
- Room is spacious, clean and modern.
- Luxury bathroom",4.5,The Fullerton Hotel,2020,Singapore,Quay Room,Luxury gateway,Couple
Free upgrade to Palladian suite.,5.0,The Fullerton Hotel,2020,Singapore,Premier Collyer Suite,memorable evening on Singapore's National Day with spectacular view of fireworks from the balcony.,Family
rather sloppy reception staff service,5.0,The Fullerton Hotel,2020,Singapore,Premier Collyer Suite,memorable evening on Singapore's National Day with spectacular view of fireworks from the balcony.,Family
We had a beautiful balcony facing MBS - was fabulous,5.0,The Fullerton Hotel,2020,Singapore,Courtyard Room,Exceptional,Couple
Good location to watch firework.,4.0,The Fullerton Hotel,2020,Singapore,Marina Bay View Room,My family is happy during our stay in hotel,Family
"The awesome service staffs,namely the duty manager Ms Kate Reyes and Mr Nicholas from reservations who helped me with my issues before check in and ensured that my family stay in the hotel was just perfect.Thank you to both.",5.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Thank you!,Family
We find the pillows too soft for our liking.,5.0,The Fullerton Hotel,2020,Singapore,Premier Courtyard Room,Thank you!,Family
Very accessible location. Quality furnishings in the room.,4.0,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Very Good,Family
"Location, Room and services were great!
Staff was polite and courteous too",4.5,The Fullerton Hotel,2022,India,Premier Courtyard Room,Very comfortable stay,Solo traveler
"club lounge, breakfast, pool",5.0,The Fullerton Hotel,2022,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,amazing,Group
gorgeous Heritage room and stunning Building,4.5,The Fullerton Hotel,2022,United Kingdom,Heritage Room,Stunning building with gorgeous rooms,Family
breakfast was poor,4.5,The Fullerton Hotel,2022,United Kingdom,Heritage Room,Stunning building with gorgeous rooms,Family
"the ambience and comfy level, was really able to properly relax during my stay there. looking forward to stay there again the next time.",4.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Very Good,Group
everything,5.0,The Fullerton Hotel,2022,Singapore,Heritage Room,Very updated facilities & excellent service,Couple
location of the hotel,4.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,good location and rooms space is good ennough,Couple
The space.. the service.. Fullerton never dissapoints,5.0,The Fullerton Hotel,2022,Singapore,Palladian Suite,Exceptional,Family
Fantastic stay. Very good experience! We will go for staycation again.,4.5,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,A fantastic staycation with family,Family
Service and attitude of the staffs in the restaurant could be more attentive and friendly.,4.5,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,A fantastic staycation with family,Family
Great feelings,4.0,The Fullerton Hotel,2022,Malaysia,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Very Good,Couple
"Check-in time was quite late at almost 4pm and I have a toddler with me, so it was quite inconvenient. But the room was worth the wait!",5.0,The Fullerton Hotel,2022,Indonesia,Heritage Room,Superb stay with my family,Family
"Fantastic room with nespreso machine and 4 paths of coffee, replaced every morning. Great bed and pillows",4.5,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Wonderful,Solo traveler
the rooms!,5.0,The Fullerton Hotel,2022,Monaco,Heritage Room,"amazing rooms, amazing service, amazing everything",Solo traveler
"stylish, relaxed, perfect location",4.0,The Fullerton Hotel,2022,Australia,Heritage Room,"perfect place to relax, great gym, all the details that make a hotel great",Solo traveler
Amazing location and the view from the pool is great at sunrise and sunset.,4.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Very Good,Family
The free parking was limited to only one entry per day so we needed to plan our itinerary around this,4.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Very Good,Family
"Location was good, staff were friendly and room was clean",4.0,The Fullerton Hotel,2022,Singapore,Premier Collyer Suite,"Overall we had a good stay, will surely recommend to anyone considering",Couple
"Parking is away from the hotel at the Fullerton Bay Hotel, hassle to park and walk.
Restaurant options within the hotel was limited though there are plenty of options very nearby.",4.0,The Fullerton Hotel,2022,Singapore,Premier Collyer Suite,"Overall we had a good stay, will surely recommend to anyone considering",Couple
"location is good.
breakfast is yummy",4.5,The Fullerton Hotel,2022,Australia,Premier Courtyard Room,Enjoyed our short 5 nights stay,Couple
we would have like to have milk  (even UHT milk) in the fridge for tea and coffee instead of having to call room services everyday for it.,4.5,The Fullerton Hotel,2022,Australia,Premier Courtyard Room,Enjoyed our short 5 nights stay,Couple
great location both for business as well as easy access for restaurants and shopping. The bed was very comfortable. All staff very super friendly.,4.5,The Fullerton Hotel,2022,United Kingdom,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Wonderful,Group
environment,4.0,The Fullerton Hotel,2022,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Very Good,Family
swimming pool,4.0,The Fullerton Hotel,2022,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Very Good,Family
Nil comments,5.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Thumbs up,Couple
Nil comments,5.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Thumbs up,Couple
Room smelled a little musty. But otherwise clean. Check in was organised but did take awhile due to crowd. The walkway to the club guest room floor smelled wet and musty. It was a little unpleasant as it seemed like a mouldy smell.,4.5,The Fullerton Hotel,2022,Singapore,Club Indulgence Package - Straits Club Courtyard Room with access to Straits Club for two adults for the price of one,Relaxing and good value for money staycation.,Couple
"The hotel was very clean, room was extremely spacious, staff were so friendly, the farm and heritage tours organised by Fullerton were so interesting. Everything was so well in placed, a perfect hotel to me.",5.0,The Fullerton Hotel,2022,Singapore,Heritage Room,The Best Hotel in SG!,Group
"clean, convenient!",5.0,The Fullerton Hotel,2022,Singapore,Quay Room,Exceptional,Family
Staff were very nice and accomodating,4.0,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Great bathtub!,Group
Would have appreciated if some of the minibar could have been complementary,4.0,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Great bathtub!,Group
"Loved that we were so well taken care of even before we stepped into hotel proper. Rhea checked us in and brought us on a tour of the Straits Club while Nicholas, Crystal, Paulo and Zep from the Straits Club were very attentive and did their best to make us feel at home by feeding us. Thank you  too, for arranging the deco for my early birthday celebration!",4.5,The Fullerton Hotel,2022,Singapore,Straits Club Quay Room,Staycation at Fullerton Hotel,Couple
"Professional customer service, welcoming and relaxing stay for honeymoon.",5.0,The Fullerton Hotel,2022,Singapore,Premier Courtyard Room,Exceptional,Family
"Architecture of the building, swimming pool, personal connection with personnel",4.0,The Fullerton Hotel,2022,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,"Unique, classical style hotel in a super modern city!",Family
"The access to straits club as part of the package was an excellent idea. The staff who attended to our needs were exceptional. I would like to compliment Crystal, Paulo, Nicholas, Z, Siti who had been attentive and a joy to have. The location is accessible to dinner venues around fullerton area.",4.0,The Fullerton Hotel,2022,Singapore,Straits Club Marina Bay View Room,A staycay venue worth your value.,Solo traveler
"I booked the room for my wife's birthday and immediately my family loved the room. It has a great view. The hotel staff was tip top. We love going for breakfast in the morning. The pool guy, an elder Malay gentleman was always welcoming when we went to the pool. Dollar for dollar, this is the best experience money can buy. For me, this is a personal experience as my mother used to work here when the Fullerton was the GPO. I was pleasantly surprised to find a Singapore Post store at B1 and managed to buy a few souvenirs for her. Definitely coming back here for my birthday!",5.0,The Fullerton Hotel,2022,Singapore,Esplanade Room,What an experience!,Family
Esplanade room was spacious and had a gorgeous view. F and B staff were so friendly and bent backwards to help. Reception was efficient and helpful with arranging change of room.,4.5,The Fullerton Hotel,2022,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,Top hotel in Singapore,Family
"The room was great, and I especially loved that the bathroom and shower was separate and in two rooms. The bed is so comfy and relaxing. I could sleep there forever.",5.0,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Great refreshing staycation,Couple
all,5.0,The Fullerton Hotel,2022,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,The stay was a luxury and enjoyed it much,Couple
"location, colonial feel, heritage feel, artwork along corridor fantastic, good Christmas mood during stay",5.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,"good combination of nostalgic, colonial, well renovated",Couple
This is an iconic location and building. The staff are my favourite. Great service and care.,4.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,I recommend this place. Great place to stay.,Couple
The very advanced toilet. Having the toilet seat warm is definitely a new experience. Staff was proactive and friendly.,4.5,The Fullerton Hotel,2021,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Enjoyed birthday with fullerton,Couple
The rainfall shower was a bit irregular when water was running. i think it needs to be deep cleaned. Long waiting time between check in and our room to be ready. Was about an hour. Maybe can improve on that.,4.5,The Fullerton Hotel,2021,Singapore,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,Enjoyed birthday with fullerton,Couple
"I loved the room and the ambience. the furniture, installations and fittings were all perfect and fit to purpose. The hotel was family friendly, they provided child bath toiletries, bottle steriliser etc. Also, my kid really enjoyed the sustainable Christmas tree! 
The infinity pool, Sauna and Steam rooms were great!",5.0,The Fullerton Hotel,2021,India,The Perfect Staycation Package - Marina Bay View Room with Complimentary $80 SGD Dining Credits per stay,"overall, I would rate it very good and value for money!",Family
"The view from the room - Amazing.
The staff- friendly and helpful. Very professional
The food- great",5.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,Overall we really enjoyed and loved it,Family
Received excellent and friendly services.,4.5,The Fullerton Hotel,2021,Singapore,Taste the Good Life Package - Quay Room with Complimentary $200 SGD net flexible Dining Credits per stay,Excellent service from staffs,Family
Limited options for in room dining,4.0,The Fullerton Hotel,2021,India,Esplanade Room,Very Good,Family
Location was great to explore sights in town. Lots of convenient places to dine at around the area.,4.5,The Fullerton Hotel,2021,Singapore,Premier Courtyard Room,Wonderful,Group
Staff service,5.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,Fullerton is awesome,Group
The pillows too soft,5.0,The Fullerton Hotel,2021,Singapore,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,Fullerton is awesome,Group
"Beautiful, clean, luxurious. Friendly helpful staff.",5.0,The Fullerton Hotel,2022,United Kingdom,The Perfect Staycation Package - Premier Courtyard Room with Complimentary $80 SGD Dining Credits per stay,"loved every minute, would go back in a heartbeat",Family
The mini balcony is a plus point!,4.5,The Fullerton Hotel,2022,Singapore,Quay Room,Wonderful,Family
The room wasnt exactly like the picture posted by Bookings. But it was alright,4.5,The Fullerton Hotel,2022,Singapore,Quay Room,Wonderful,Family
the view and the quality of the fit out were outstanding. such a luxurious historic building with warm friendly staff.,4.5,The Fullerton Hotel,2022,Australia,Quay Room,Absolutely brilliant,Couple
Fullerton was welcoming as you enter the main lobby.,5.0,The Fullerton Hotel,2022,Malaysia,Quay Room,awesome and fabulous.,Couple
the furniture was slightly cramped,5.0,The Fullerton Hotel,2022,Malaysia,Quay Room,awesome and fabulous.,Couple
Room was really clean and pleasant.,5.0,The Fullerton Hotel,2022,Switzerland,Straits Club Quay Room,The staff was very helpful and friendly. The rooms are beautiful and very clean. Excellent service.,Group
room,5.0,The Fullerton Hotel,2022,India,Heritage Room,Exceptional,Solo traveler
wifi,5.0,The Fullerton Hotel,2022,India,Heritage Room,Exceptional,Solo traveler
"Front desk staff Warren and Lisa were exceptional in their work. Excellent service provided, responsive, efficient and very friendly yet professional at the same time. My stay has been amazing. Will definitely return soon.",4.5,The Fullerton Hotel,2022,Singapore,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Wonderful,Family
"Excellent room, very clean and comfortable",5.0,The Fullerton Hotel,2022,United Kingdom,Esplanade Room,Exceptional,Couple
The location was excellent for getting about we used the concierge service to book taxis and extra thinks like adding breakfast.,4.5,The Fullerton Hotel,2022,United Kingdom,Heritage Room,Really is 5 star service and everything we needed was at hand,Couple
the iconic grandeur of the property,4.0,The Fullerton Hotel,2022,Malaysia,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Very Good,Couple
"We loved our stay at Fullerton. Great staff and check in experience.
The conceirge service is great too. Thew views from our room was spectacular. One of the best hotel in Singapore
Pool was nice and warm and great selection at breakfast. We can't wait to go back and stay if we visit Singapore again.",5.0,The Fullerton Hotel,2022,Australia,Taste the Good Life Package - Marina Bay View Room with Complimentary $200 SGD net flexible Dining Credits per stay,Exceptional,Couple
"the location, the cleanliness and check in/out process. they gave us surprise little cake for our anniversary. the Japanese toilet bidet. the bed was very comfortable and the room was quiet.",4.5,The Fullerton Hotel,2022,Australia,Taste the Good Life Package - Premier Courtyard Room with Complimentary $200 SGD net flexible Dining Credits per stay,Wonderful,Couple
TOP QUALITY ALL THE WAY.  A WONDERFULLY ROMANTIC GETAWAY,5.0,The Fullerton Hotel,2022,Australia,Taste the Good Life Package - Heritage Room with Complimentary $200 SGD net flexible Dining Credits per stay,A WONDERFULLY ROMANTIC GETAWAY..!,Couple
