reviews,score,hotel,date,country,room,title,travellerType
,5.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe Twin Garden View Room,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2022,Vietnam,Deluxe Twin,Wonderful,Couple
,4.0,Marina Bay Sands Hotel,2022,Belgium,Deluxe King,Very Good,Couple
,5.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe King Sky View,Exceptional,Family
n/a,5.0,Marina Bay Sands Hotel,2022,India,Deluxe King Garden View Room,"excellent experience, will come back for longer stay!",Couple
,5.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe King Garden View Room,Exceptional,Couple
None,5.0,Marina Bay Sands Hotel,2022,Philippines,Deluxe King Garden View Room,"Stay is great, value for money",Group
,5.0,Marina Bay Sands Hotel,2022,Malaysia,Deluxe Twin,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King Harbor View Room,"we very much enjoyed our stay for the shopping, restaurants, and location for gardens by the bay.",Couple
n/a,5.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe King Harbor View Room,Eye opening,Couple
,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe Twin,A luxury stay,Couple
,5.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe Twin,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2022,Norway,Deluxe King Harbor View Room,fantastic hotel especially the rooftop/harbour view,Couple
none,5.0,Marina Bay Sands Hotel,2022,United States of America,Deluxe King Harbor View Room,Amazing and the hotel didn't disappoint!,Family
,5.0,Marina Bay Sands Hotel,2022,Italy,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe King Garden View Room,We had the most wonderful stay!,Couple
None,5.0,Marina Bay Sands Hotel,2022,Israel,Orchid Suite Garden View,Exceptional,Family
nil,5.0,Marina Bay Sands Hotel,2022,Australia,Deluxe King Garden View Room,amazing location and food,Couple
,4.8,Marina Bay Sands Hotel,2020,United States of America,Premier King Garden View Room,"Booked 2 premier rooms, but the hotel gave us a suite! We only stayed one night but the views in very direction and loca",Family
,5.0,Marina Bay Sands Hotel,2020,United Kingdom,Deluxe King,Amazing,Couple
,4.8,Marina Bay Sands Hotel,2020,United Kingdom,The Club Room King City View,"Expensive, but worth it.",Couple
,4.5,Marina Bay Sands Hotel,2020,New Zealand,Deluxe King,Would love to book this hotel again at our next visit to Singapore,Couple
,4.8,Marina Bay Sands Hotel,2020,Kuwait,Deluxe King City View Room,Kuwait,Group
,4.5,Marina Bay Sands Hotel,2020,Australia,Deluxe King Garden View Room (3 People),My family and I enjoyed our stay in this hotel. We will definitely coming back.,Family
,4.5,Marina Bay Sands Hotel,2020,United States of America,Deluxe Twin,Wonderful,Group
,5.0,Marina Bay Sands Hotel,2020,Switzerland,The Club Room King City View,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2020,Germany,Premier King City View Room,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2019,Morocco,Deluxe King,Exceptional,Group
,4.5,Marina Bay Sands Hotel,2019,India,Premier King Harbor View Room,A lovely comfortable stay,Group
,5.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King City View Room (3 People),Amazing!,Couple
,5.0,Marina Bay Sands Hotel,2019,Japan,Deluxe King,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,Bulgaria,The Club Room King City View,An unforgettable experience!,Group
,4.0,Marina Bay Sands Hotel,2019,New Zealand,Deluxe King Sky View,Very Good,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Fabulous,Couple
,5.0,Marina Bay Sands Hotel,2019,Croatia,Premier Twin,Exceptional,Couple
None,5.0,Marina Bay Sands Hotel,2019,Philippines,Premier Twin Garden View Room (3 People),Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe King Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,Uganda,Premier King Garden View Room,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin,Exceptional,Family
None,5.0,Marina Bay Sands Hotel,2019,United States of America,,Exceptional,Family
,4.4,Marina Bay Sands Hotel,2019,Singapore,,MBS Staycation,Family
,5.0,Marina Bay Sands Hotel,2019,United Kingdom,,Exceptional,Couple
,4.0,Marina Bay Sands Hotel,2019,United Kingdom,,Very Good,Couple
,5.0,Marina Bay Sands Hotel,2019,United Kingdom,,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2022,Romania,Deluxe King,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2022,Israel,Deluxe King Harbor View Room,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2022,Israel,Deluxe King Harbor View Room,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2022,United Kingdom,Deluxe King Harbor View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,Outstanding,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Premier Twin City View Room,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2020,Italy,Premier King Harbor View Room,Wonderful,Couple
,4.8,Marina Bay Sands Hotel,2020,Switzerland,Premier Twin City View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Saudi Arabia,Deluxe King Harbor View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2020,Saudi Arabia,Deluxe King Harbor View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,Brazil,Deluxe King,Exceptional,Solo traveler
,4.8,Marina Bay Sands Hotel,2019,Norway,Deluxe King City View Room,Super,Couple
,5.0,Marina Bay Sands Hotel,2019,Germany,Deluxe Twin,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Italy,Deluxe King,Marina Bay Sand ... il TOP,Family
,4.15,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe Twin Garden View Room,Very Good,Couple
,4.15,Marina Bay Sands Hotel,2019,Saudi Arabia,Deluxe Twin Garden View Room,Very Good,Couple
,5.0,Marina Bay Sands Hotel,2019,Saudi Arabia,Special Offer - Deluxe King Harbor View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Saudi Arabia,Special Offer - Deluxe King Harbor View Room,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2019,Italy,Deluxe King,Wonderful,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,United States of America,Special Offer - Deluxe King City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Germany,,Exceptional,Couple
,4.15,Marina Bay Sands Hotel,2020,Bahrain,,Very Good,Couple
,4.15,Marina Bay Sands Hotel,2020,Bahrain,,Very Good,Couple
,4.8,Marina Bay Sands Hotel,2020,Saudi Arabia,,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,Saudi Arabia,,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,United Kingdom,Premier King City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,United Kingdom,Premier King City View Room,Exceptional,Couple
,4.4,Marina Bay Sands Hotel,2020,Ukraine,Deluxe King Sky View,Excellent,Family
,4.4,Marina Bay Sands Hotel,2020,Ukraine,Deluxe King Sky View,Excellent,Family
,5.0,Marina Bay Sands Hotel,2020,Ireland,Deluxe Twin Room - Lower Floor (3 People),Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Ireland,Deluxe Twin Room - Lower Floor (3 People),Exceptional,Group
,4.5,Marina Bay Sands Hotel,2020,Australia,Premier King Harbor View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2020,Australia,Premier King Harbor View Room,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,Russia,Deluxe King City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Russia,Deluxe King City View Room,Exceptional,Couple
,4.6,Marina Bay Sands Hotel,2020,Czech Republic,Premier King,Wonderful,Family
,4.6,Marina Bay Sands Hotel,2020,Czech Republic,Premier King,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2020,United States of America,Orchid Suite Garden View,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,United States of America,Orchid Suite Garden View,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,great,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King City View Room,great,Couple
,4.6,Marina Bay Sands Hotel,2020,United Kingdom,Premier King Sky View,Wonderful,Couple
,4.6,Marina Bay Sands Hotel,2020,United Kingdom,Premier King Sky View,Wonderful,Couple
,4.8,Marina Bay Sands Hotel,2020,Australia,Deluxe King Harbor View Room (3 People),Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,Australia,Deluxe King Harbor View Room (3 People),Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,Romania,Deluxe Twin,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2020,Romania,Deluxe Twin,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe Twin City View Room,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,South Korea,Deluxe Twin Garden View Room,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,South Korea,Deluxe Twin Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Israel,Deluxe King City View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Israel,Deluxe King City View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,United States of America,Premier Twin City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,United States of America,Premier Twin City View Room,Exceptional,Couple
,4.6,Marina Bay Sands Hotel,2020,Latvia,Deluxe King Garden View Room,Wonderful,Family
,4.6,Marina Bay Sands Hotel,2020,Latvia,Deluxe King Garden View Room,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2020,Ireland,Premier King Garden View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2020,Ireland,Premier King Garden View Room,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,Uganda,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Uganda,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,South Africa,Deluxe King,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,South Africa,Deluxe King,Exceptional,Group
,4.6,Marina Bay Sands Hotel,2020,Brazil,Premier King Garden View Room,Wonderful,Solo traveler
,4.6,Marina Bay Sands Hotel,2020,Brazil,Premier King Garden View Room,Wonderful,Solo traveler
,4.0,Marina Bay Sands Hotel,2020,Singapore,Premier Twin,Very Good,Family
,4.0,Marina Bay Sands Hotel,2020,Singapore,Premier Twin,Very Good,Family
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Harbor View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Harbor View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Singapore,Deluxe King Garden View Room,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe Twin Garden View Room,Wonderful,Group
,4.5,Marina Bay Sands Hotel,2020,Singapore,Deluxe Twin Garden View Room,Wonderful,Group
,4.4,Marina Bay Sands Hotel,2020,Hungary,Deluxe King,Excellent,Family
,4.4,Marina Bay Sands Hotel,2020,Hungary,Deluxe King,Excellent,Family
,5.0,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2019,United States of America,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,Romania,Deluxe King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Romania,Deluxe King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Japan,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Japan,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,United States of America,Premier King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,United States of America,Premier King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Brazil,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Brazil,Deluxe King,Exceptional,Couple
,4.0,Marina Bay Sands Hotel,2019,Singapore,Deluxe King Harbor View Room,Very Good,Couple
,4.0,Marina Bay Sands Hotel,2019,Singapore,Deluxe King Harbor View Room,Very Good,Couple
,5.0,Marina Bay Sands Hotel,2019,United States of America,Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,United States of America,Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King Garden View Room (3 People),fantastic,Family
,5.0,Marina Bay Sands Hotel,2019,Australia,Deluxe King Garden View Room (3 People),fantastic,Family
,4.15,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Garden View Room,Very Good,Solo traveler
,4.15,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe King Garden View Room,Very Good,Solo traveler
,4.8,Marina Bay Sands Hotel,2019,Germany,Premier King City View Room,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,Germany,Premier King City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe Twin,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe Twin,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,Australia,The Club Room King City View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Australia,The Club Room King City View,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,Netherlands,Deluxe King,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,South Africa,Premier King,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2019,South Africa,Premier King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,Italy,Deluxe King,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,Italy,Deluxe King,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2019,Belgium,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,Belgium,Deluxe King Garden View Room,Exceptional,Couple
,4.4,Marina Bay Sands Hotel,2019,Finland,Deluxe Twin,Excellent,Couple
,4.4,Marina Bay Sands Hotel,2019,Finland,Deluxe Twin,Excellent,Couple
,4.8,Marina Bay Sands Hotel,2019,New Zealand,Deluxe Twin Garden View Room (3 People),Exceptional,Family
,4.8,Marina Bay Sands Hotel,2019,New Zealand,Deluxe Twin Garden View Room (3 People),Exceptional,Family
,4.5,Marina Bay Sands Hotel,2019,United Kingdom,Premier King Harbor View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2019,United Kingdom,Premier King Harbor View Room,Wonderful,Couple
,4.0,Marina Bay Sands Hotel,2019,Israel,Deluxe King Sky View,Very Good,Couple
,4.0,Marina Bay Sands Hotel,2019,Israel,Deluxe King Sky View,Very Good,Couple
,4.8,Marina Bay Sands Hotel,2019,South Africa,Deluxe King,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2019,South Africa,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2019,United States of America,Deluxe King Garden View Room,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2019,United Kingdom,Deluxe Twin,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Garden View Room,Wonderful,Solo traveler
,4.5,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Garden View Room,Wonderful,Solo traveler
,4.6,Marina Bay Sands Hotel,2020,Argentina,Deluxe King Garden View Room,Wonderful,Couple
,4.6,Marina Bay Sands Hotel,2020,Argentina,Deluxe King Garden View Room,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Premier King Harbor View Room,Exceptional,Couple
,4.0,Marina Bay Sands Hotel,2020,Poland,Deluxe King,Very Good,Group
,4.0,Marina Bay Sands Hotel,2020,Poland,Deluxe King,Very Good,Group
,4.5,Marina Bay Sands Hotel,2020,Armenia,Premier King Garden View Room,Wonderful,Solo traveler
,4.5,Marina Bay Sands Hotel,2020,Armenia,Premier King Garden View Room,Wonderful,Solo traveler
,5.0,Marina Bay Sands Hotel,2020,Russia,Premier Twin Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Russia,Premier Twin Garden View Room,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2020,Austria,Deluxe Twin,Wonderful,Group
,4.5,Marina Bay Sands Hotel,2020,Austria,Deluxe Twin,Wonderful,Group
,4.6,Marina Bay Sands Hotel,2020,Mexico,Premier King,Wonderful,Couple
,4.6,Marina Bay Sands Hotel,2020,Mexico,Premier King,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,France,Deluxe Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,France,Deluxe Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Japan,Deluxe King,Exceptional,Group
,4.5,Marina Bay Sands Hotel,2020,France,Premier King Garden View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2020,France,Premier King Garden View Room,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,Slovakia,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Slovakia,Deluxe King,Exceptional,Family
,4.6,Marina Bay Sands Hotel,2020,Germany,The Club Room King City View,Wonderful,Couple
,4.6,Marina Bay Sands Hotel,2020,Germany,The Club Room King City View,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe Twin Room - Lower Floor (3 People),Exceptional,Family
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe Twin Room - Lower Floor (3 People),Exceptional,Family
,4.5,Marina Bay Sands Hotel,2020,Japan,Deluxe Twin Garden View Room,Wonderful,Group
,4.5,Marina Bay Sands Hotel,2020,Japan,Deluxe Twin Garden View Room,Wonderful,Group
,5.0,Marina Bay Sands Hotel,2020,Russia,Deluxe King,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2020,Russia,Deluxe King,Exceptional,Group
,4.4,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King,Excellent,Couple
,4.4,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King,Excellent,Couple
,4.8,Marina Bay Sands Hotel,2020,Germany,The Club Room King City View,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2020,Germany,The Club Room King City View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Romania,Deluxe Twin City View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Romania,Deluxe Twin City View Room,Exceptional,Couple
,4.6,Marina Bay Sands Hotel,2020,Germany,Deluxe King,Wonderful,Solo traveler
,4.6,Marina Bay Sands Hotel,2020,Germany,Deluxe King,Wonderful,Solo traveler
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Harbor View Room,Hammer,Couple
,5.0,Marina Bay Sands Hotel,2020,Switzerland,Deluxe King Harbor View Room,Hammer,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Germany,Deluxe King,Exceptional,Couple
,4.8,Marina Bay Sands Hotel,2020,Russia,Family 1 Bedroom,Exceptional,Family
,4.8,Marina Bay Sands Hotel,2020,Russia,Family 1 Bedroom,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2020,Spain,Family Studio,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2020,Spain,Family Studio,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2020,Poland,Deluxe King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2020,Poland,Deluxe King Sky View,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Harbor View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Harbor View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2022,Germany,Premier King City View Room,Wonderful,Solo traveler
,4.5,Marina Bay Sands Hotel,2022,Germany,Premier King City View Room,Wonderful,Solo traveler
,5.0,Marina Bay Sands Hotel,2022,China,Deluxe King Sky View,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2022,China,Deluxe King Sky View,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2022,Cambodia,Deluxe King Harbor View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2022,Cambodia,Deluxe King Harbor View Room,Exceptional,Solo traveler
,4.5,Marina Bay Sands Hotel,2022,Germany,Premier King Garden View Room,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2022,Germany,Premier King Garden View Room,Wonderful,Couple
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Sky View,Exceptional,Couple
,4.0,Marina Bay Sands Hotel,2022,Switzerland,Deluxe King,Very Good,Solo traveler
,4.0,Marina Bay Sands Hotel,2022,Switzerland,Deluxe King,Very Good,Solo traveler
,4.5,Marina Bay Sands Hotel,2022,South Korea,Premier Twin Garden View Room,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2022,South Korea,Premier Twin Garden View Room,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2022,Singapore,Deluxe King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Garden View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2022,South Korea,Deluxe King Garden View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2022,Germany,Deluxe King Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Malaysia,Premier King,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2021,Malaysia,Premier King,Exceptional,Couple
,4.5,Marina Bay Sands Hotel,2021,Denmark,Deluxe King,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2021,Denmark,Deluxe King,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe King City View Room,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2021,Singapore,Deluxe King City View Room,Wonderful,Family
,4.0,Marina Bay Sands Hotel,2021,Germany,Special Offer - Deluxe King Harbor View Room,Very Good,Couple
,4.0,Marina Bay Sands Hotel,2021,Germany,Special Offer - Deluxe King Harbor View Room,Very Good,Couple
,4.5,Marina Bay Sands Hotel,2021,Germany,Deluxe King City View Room,Wonderful,Group
,4.5,Marina Bay Sands Hotel,2021,Germany,Deluxe King City View Room,Wonderful,Group
,5.0,Marina Bay Sands Hotel,2021,Japan,Deluxe King Sky View,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Japan,Deluxe King Sky View,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2021,Brazil,Premier King,Wonderful,Family
,4.5,Marina Bay Sands Hotel,2021,Brazil,Premier King,Wonderful,Family
,5.0,Marina Bay Sands Hotel,2021,South Korea,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2021,South Korea,Deluxe King Garden View Room,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2021,Malaysia,Deluxe Twin Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Malaysia,Deluxe Twin Garden View Room,Exceptional,Family
,4.0,Marina Bay Sands Hotel,2021,Japan,Premier King City View Room,Very Good,Family
,4.0,Marina Bay Sands Hotel,2021,Japan,Premier King City View Room,Very Good,Family
,5.0,Marina Bay Sands Hotel,2021,France,Deluxe King Garden View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,France,Deluxe King Garden View Room,Exceptional,Family
,4.5,Marina Bay Sands Hotel,2021,Japan,Premier Twin,Wonderful,Couple
,4.5,Marina Bay Sands Hotel,2021,Japan,Premier Twin,Wonderful,Couple
,4.0,Marina Bay Sands Hotel,2021,Malaysia,Premier Twin Garden View Room,Very Good,Couple
,4.0,Marina Bay Sands Hotel,2021,Malaysia,Premier Twin Garden View Room,Very Good,Couple
,5.0,Marina Bay Sands Hotel,2021,China,Deluxe King Garden View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,China,Deluxe King Garden View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,Germany,Special Offer - Deluxe Twin City View Room,Außergewöhnlich,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,Germany,Special Offer - Deluxe Twin City View Room,Außergewöhnlich,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,China,Special Offer - Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,China,Special Offer - Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Sky View,Exceptional,Couple
,5.0,Marina Bay Sands Hotel,2021,Taiwan,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Taiwan,Deluxe King,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Harbor View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier King Harbor View Room,Exceptional,Group
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,Singapore,Premier Twin City View Room,Exceptional,Family
,5.0,Marina Bay Sands Hotel,2021,China,Deluxe Twin Garden View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,China,Deluxe Twin Garden View Room,Exceptional,Solo traveler
,4.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Harbor View Room,Very Good,Family
,4.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King Harbor View Room,Very Good,Family
,5.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King City View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,Singapore,Deluxe King City View Room,Exceptional,Solo traveler
,5.0,Marina Bay Sands Hotel,2021,China,Deluxe Twin,Exceptional,Solo traveler
